"questionId","grade","volume","chapter","type","difficulty","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v2-s4-012","S4","必修 第一册","集合与逻辑","short-answer","Exam","{1, 2, 4, 6, 8}","{1, 2, 4, 6, 8} | {1,2,4,6,8}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-013","S4","必修 第一册","集合与逻辑","multiple-choice","Core","充分不必要条件","充分不必要条件","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-014","S4","必修 第一册","集合与逻辑","fill-in","Challenge","{0, 1/2, 1/3}","{0, 1/2, 1/3} | {0,1/2,1/3}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-015","S4","必修 第一册","集合与逻辑","short-answer","Foundation","{1, 2, 3, 4, 6, 12}","{1, 2, 3, 4, 6, 12} | {1,2,3,4,6,12}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-016","S4","必修 第一册","集合与逻辑","multiple-choice","Exam","a > 3","a > 3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-017","S4","必修 第一册","集合与逻辑","fill-in","Core","对任意实数 x，都有 x^2 + 1 ≠ 0","对任意实数 x，都有 x^2 + 1 ≠ 0 | 对任意实数x，都有x^2+1≠0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-018","S4","必修 第一册","集合与逻辑","short-answer","Challenge","{(1,1), (2,2)} 或 {(1,2), (2,1)} 等","{(1,1), (2,2)} 或 {(1,2), (2,1)} 等 | {(1,1), (2,2)} | {(1,2), (2,1)}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-019","S4","必修 第一册","集合与逻辑","multiple-choice","Foundation","∅ ⊆ {0}","∅ ⊆ {0}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-020","S4","必修 第一册","集合与逻辑","fill-in","Exam","{x | x < 1 或 x > 3}","{x | x < 1 或 x > 3} | {x|x<1或x>3}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-021","S4","必修 第一册","集合与逻辑","short-answer","Core","A = B","A = B | A=B","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-022","S4","必修 第一册","集合与逻辑","multiple-choice","Challenge","{ 4 }","{ 4 }","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-023","S4","必修 第一册","集合与逻辑","fill-in","Foundation","{ 2, 4, 6, 8 }","{ 2, 4, 6, 8 } | {2,4,6,8}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-024","S4","必修 第一册","集合与逻辑","short-answer","Exam","a ≤ 1","a ≤ 1 | a<=1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-025","S4","必修 第一册","集合与逻辑","multiple-choice","Core","充分不必要条件","充分不必要条件","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-026","S4","必修 第一册","集合与逻辑","fill-in","Challenge","-1 ≤ m ≤ 2","-1 ≤ m ≤ 2 | -1<=m<=2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-027","S4","必修 第一册","集合与逻辑","short-answer","Foundation","∅, { 1 }, { 2 }, { 3 }, { 1, 2 }, { 1, 3 }, { 2, 3 }, { 1, 2, 3 }","∅, { 1 }, { 2 }, { 3 }, { 1, 2 }, { 1, 3 }, { 2, 3 }, { 1, 2, 3 }","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-028","S4","必修 第一册","集合与逻辑","multiple-choice","Exam","∃ x ∈ R，x² + 1 < 2x","∃ x ∈ R，x² + 1 < 2x","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-029","S4","必修 第一册","集合与逻辑","fill-in","Core","{ x | x ≠ 1 且 x ≠ 2 }","{ x | x ≠ 1 且 x ≠ 2 } | {x|x≠1且x≠2}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-030","S4","必修 第一册","集合与逻辑","short-answer","Challenge","0 或 1","0 或 1 | a=0或a=1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-031","S4","必修 第一册","集合与逻辑","multiple-choice","Foundation","{1, 3}","{1, 3}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-032","S4","必修 第一册","集合与逻辑","fill-in","Exam","{1, 2, 3}","{1, 2, 3} | {1,2,3}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-033","S4","必修 第一册","集合与逻辑","short-answer","Core","m ≤ 3","m ≤ 3 | m≤3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-034","S4","必修 第一册","集合与逻辑","multiple-choice","Challenge","a ≤ -1 或 a ≥ 2","a ≤ -1 或 a ≥ 2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-035","S4","必修 第一册","集合与逻辑","fill-in","Foundation","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-036","S4","必修 第一册","集合与逻辑","short-answer","Exam","必要不充分条件","必要不充分条件 | 必要不充分","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-037","S4","必修 第一册","集合与逻辑","multiple-choice","Core","{x | 0 ≤ x ≤ 1}","{x | 0 ≤ x ≤ 1} | {x|0≤x≤1} | {x | 0 <= x <= 1}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-038","S4","必修 第一册","集合与逻辑","fill-in","Challenge","A = B","A = B | A=B","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-039","S4","必修 第一册","集合与逻辑","short-answer","Foundation","证明：假设 a, b, c 均不大于 0，即 a ≤ 0, b ≤ 0, c ≤ 0。相加得 (x^2-2x) + (y^2-2y) + (z^2-2z) + π ≤ 0。配方得 (x-1)^2+(y-1)^2+(z-1)^2 + π - 3 ≤ 0，即 (x-1)^2+(y-1)^2+(z-1)^2 ≤ 3 - π < 0，矛盾。故假设不成立，原命题成立。","证明：假设 a, b, c 均不大于 0，即 a ≤ 0, b ≤ 0, c ≤ 0。相加得 (x^2-2x) + (y^2-2y) + (z^2-2z) + π ≤ 0。配方得 (x-1)^2+(y-1)^2+(z-1)^2 + π - 3 ≤ 0，即 (x-1)^2+(y-1)^2+(z-1)^2 ≤ 3 - π < 0，矛盾。故假设不成立，原命题成立。","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-040","S4","必修 第一册","集合与逻辑","multiple-choice","Exam","1 ≤ a < 4","1 ≤ a < 4 | 1<=a<4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-041","S4","必修 第一册","集合与逻辑","fill-in","Core","{1,7,8}","{1,7,8} | {1,8,7} | {7,1,8} | {7,8,1} | {8,1,7} | {8,7,1}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-042","S4","必修 第一册","集合与逻辑","short-answer","Challenge","0, 1/2, 1/3","0, 1/2, 1/3 | 0,1/2,1/3 | 0, 1/3, 1/2 | 0,1/3,1/2 | 1/2, 0, 1/3 | 1/2,1/3,0 | 1/3, 0, 1/2 | 1/3,1/2,0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-043","S4","必修 第一册","集合与逻辑","multiple-choice","Foundation","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-044","S4","必修 第一册","集合与逻辑","fill-in","Exam","(1,+∞)","(1,+∞) | a>1 | 1到正无穷 | (1,正无穷)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-045","S4","必修 第一册","集合与逻辑","short-answer","Core","a<2","a<2 | (-∞,2) | 负无穷到2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-046","S4","必修 第一册","集合与逻辑","multiple-choice","Challenge","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-047","S4","必修 第一册","集合与逻辑","fill-in","Foundation","{x|x=3k+1, k∈N}","{x|x=3k+1, k∈N} | {x|x=3k+1,k∈N} | {x|x=3k+1，k∈N}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-048","S4","必修 第一册","集合与逻辑","short-answer","Exam","[-1,1]","[-1,1] | m∈[-1,1] | -1≤m≤1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-049","S4","必修 第一册","集合与逻辑","multiple-choice","Core","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-050","S4","必修 第一册","集合与逻辑","fill-in","Challenge","{x|x=6n, n∈Z}","{x|x=6n, n∈Z} | {x|x=6n,n∈Z} | {x|x=6n，n∈Z}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-051","S4","必修 第一册","等式与不等式","short-answer","Foundation","a³ - b³ > ab(a - b)","a³ - b³ > ab(a - b) | a^3 - b^3 > ab(a - b) | a³-b³ > ab(a-b) | a^3-b^3 > ab(a-b)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-052","S4","必修 第一册","等式与不等式","multiple-choice","Exam","(-∞, 1/2) ∪ (1, +∞)","(-∞, 1/2) ∪ (1, +∞) | (-∞,1/2)∪(1,+∞) | x < 1/2 或 x > 1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-053","S4","必修 第一册","等式与不等式","fill-in","Core","{-2} ∪ [1, +∞)","{-2} ∪ [1, +∞) | {-2}∪[1,+∞) | {-2} U [1, +∞) | {-2}U[1,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-054","S4","必修 第一册","等式与不等式","short-answer","Challenge","最小值为 9，此时 x = 1/3, y = 1/3","最小值为 9，此时 x = 1/3, y = 1/3 | 最小值为9，此时x=1/3, y=1/3 | 9，x=1/3, y=1/3 | 9, x=1/3, y=1/3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-055","S4","必修 第一册","等式与不等式","multiple-choice","Foundation","c - a < c - b","c - a < c - b","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-056","S4","必修 第一册","等式与不等式","fill-in","Exam","(0, 1) ∪ (1, +∞)","(0, 1) ∪ (1, +∞) | (0,1)∪(1,+∞) | (0, 1) U (1, +∞) | (0,1)U(1,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-057","S4","必修 第一册","等式与不等式","short-answer","Core","当 a = 1 时，解集为空集；当 a ≠ 1 时，解集为 (min{a, 1/a}, max{a, 1/a})","当 a = 1 时，解集为空集；当 a ≠ 1 时，解集为 (min{a, 1/a}, max{a, 1/a}) | 当a=1时，解集为空集；当a≠1时，解集为(min{a,1/a}, max{a,1/a})","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-058","S4","必修 第一册","等式与不等式","multiple-choice","Challenge","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-059","S4","必修 第一册","等式与不等式","fill-in","Foundation","(-2/3, 4)","(-2/3, 4) | (-2/3,4)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-060","S4","必修 第一册","等式与不等式","short-answer","Exam","c = 9","c = 9 | c=9 | 9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-061","S4","必修 第一册","等式与不等式","multiple-choice","Core","8","8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-062","S4","必修 第一册","等式与不等式","fill-in","Challenge","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-063","S4","必修 第一册","等式与不等式","short-answer","Foundation","(-1, 2)","(-1, 2) | -1 < x < 2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-064","S4","必修 第一册","等式与不等式","multiple-choice","Exam","3 + 2√2","3 + 2√2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-065","S4","必修 第一册","等式与不等式","fill-in","Core","(-∞, 2) ∪ (3, +∞)","(-∞, 2) ∪ (3, +∞) | x < 2 或 x > 3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-066","S4","必修 第一册","等式与不等式","short-answer","Challenge","最小值为 4√2，此时 a = 2√2, b = √2","最小值为 4√2，此时 a = 2√2, b = √2 | 4√2，a=2√2，b=√2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-067","S4","必修 第一册","等式与不等式","multiple-choice","Foundation","a - c > b - c","a - c > b - c","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-068","S4","必修 第一册","等式与不等式","fill-in","Exam","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-069","S4","必修 第一册","等式与不等式","short-answer","Core","162 m²","162 m² | 162平方米 | 162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-070","S4","必修 第一册","等式与不等式","multiple-choice","Challenge","[0, 2]","[0, 2]","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-071","S4","必修 第一册","等式与不等式","fill-in","Foundation","a^3 - b^3 > (a - b)^3","a^3 - b^3 > (a - b)^3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-072","S4","必修 第一册","等式与不等式","short-answer","Exam","(-∞, 1/2) ∪ (1, +∞)","(-∞, 1/2) ∪ (1, +∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-073","S4","必修 第一册","等式与不等式","multiple-choice","Core","B. 9","B. 9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-074","S4","必修 第一册","等式与不等式","fill-in","Challenge","4 或 -2","4 或 -2 | 4或-2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-075","S4","必修 第一册","等式与不等式","short-answer","Foundation","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-076","S4","必修 第一册","等式与不等式","multiple-choice","Exam","C. a^3 > b^3","C. a^3 > b^3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-077","S4","必修 第一册","等式与不等式","fill-in","Core","9/8","9/8 | 1.125","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-078","S4","必修 第一册","等式与不等式","short-answer","Challenge","5","5","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-079","S4","必修 第一册","等式与不等式","multiple-choice","Foundation","C. 充要条件","C. 充要条件","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-080","S4","必修 第一册","等式与不等式","fill-in","Exam","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-081","S4","必修 第一册","等式与不等式","short-answer","Core","∅","∅ | 空集","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-082","S4","必修 第一册","等式与不等式","multiple-choice","Challenge","{x | x < 1/2 或 x > 1}","{x | x < 1/2 或 x > 1}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-083","S4","必修 第一册","等式与不等式","fill-in","Foundation","3 + 2√2","3 + 2√2 | 3+2√2 | 3+2根号2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-084","S4","必修 第一册","等式与不等式","short-answer","Exam","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-085","S4","必修 第一册","等式与不等式","multiple-choice","Core","a - c > b - c","a - c > b - c","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-086","S4","必修 第一册","等式与不等式","fill-in","Challenge","(-2, -1] ∪ [3, 4)","(-2, -1] ∪ [3, 4) | (-2,-1]∪[3,4)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-087","S4","必修 第一册","等式与不等式","short-answer","Foundation","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-088","S4","必修 第一册","等式与不等式","multiple-choice","Exam","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-089","S4","必修 第一册","等式与不等式","fill-in","Core","k < -2√3","k < -2√3 | k<-2√3 | k < -2sqrt(3)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-090","S4","必修 第一册","等式与不等式","short-answer","Challenge","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-091","S4","必修 第一册","等式与不等式","multiple-choice","Foundation","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-092","S4","必修 第一册","等式与不等式","fill-in","Exam","(2,3)","(2,3) | 2<x<3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-093","S4","必修 第一册","等式与不等式","short-answer","Core","[-1,2]","[-1,2] | -1≤x≤2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-094","S4","必修 第一册","等式与不等式","multiple-choice","Challenge","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-095","S4","必修 第一册","等式与不等式","fill-in","Foundation","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-096","S4","必修 第一册","等式与不等式","short-answer","Exam","600","600","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-097","S4","必修 第一册","等式与不等式","multiple-choice","Core","x² - 4x + 3 > 0","x² - 4x + 3 > 0","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-098","S4","必修 第一册","等式与不等式","fill-in","Challenge","3+2√2","3+2√2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-099","S4","必修 第一册","等式与不等式","short-answer","Foundation","当a<1时，解集为(a,1)；当a=1时，解集为空集；当a>1时，解集为(1,a)。","当a<1时，解集为(a,1)；当a=1时，解集为空集；当a>1时，解集为(1,a)。","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-100","S4","必修 第一册","等式与不等式","multiple-choice","Exam","(-1/2, 1/3)","(-1/2, 1/3)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-101","S4","必修 第一册","幂、指数与对数","fill-in","Core","-2","-2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-102","S4","必修 第一册","幂、指数与对数","short-answer","Challenge","\frac{3 + ab}{1 + a + ab}","\frac{3 + ab}{1 + a + ab} | (3+ab)/(1+a+ab) | \frac{3+ab}{1+a+ab}","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-103","S4","必修 第一册","幂、指数与对数","multiple-choice","Foundation","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-104","S4","必修 第一册","幂、指数与对数","fill-in","Exam","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-105","S4","必修 第一册","幂、指数与对数","short-answer","Core","\frac{1 - a}{2a + b}","\frac{1 - a}{2a + b} | (1-a)/(2a+b)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-106","S4","必修 第一册","幂、指数与对数","multiple-choice","Challenge","b < c < a","b < c < a","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-107","S4","必修 第一册","幂、指数与对数","fill-in","Foundation","\frac{1}{2}","\frac{1}{2} | 0.5","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-108","S4","必修 第一册","幂、指数与对数","short-answer","Exam","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-109","S4","必修 第一册","幂、指数与对数","multiple-choice","Core","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-110","S4","必修 第一册","幂、指数与对数","fill-in","Challenge","\sqrt{10}","\sqrt{10} | √10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-111","S4","必修 第一册","幂、指数与对数","short-answer","Foundation","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-112","S4","必修 第一册","幂、指数与对数","multiple-choice","Exam","a < b < c","a < b < c","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-113","S4","必修 第一册","幂、指数与对数","fill-in","Core","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-114","S4","必修 第一册","幂、指数与对数","short-answer","Challenge","8","8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-115","S4","必修 第一册","幂、指数与对数","multiple-choice","Foundation","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-116","S4","必修 第一册","幂、指数与对数","fill-in","Exam","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-117","S4","必修 第一册","幂、指数与对数","short-answer","Core","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-118","S4","必修 第一册","幂、指数与对数","multiple-choice","Challenge","c < a < b","c < a < b","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-119","S4","必修 第一册","幂、指数与对数","fill-in","Foundation","(0, \frac{2}{3}) \cup (1, +\infty)","(0, \frac{2}{3}) \cup (1, +\infty) | 0<a<2/3或a>1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-120","S4","必修 第一册","幂、指数与对数","short-answer","Exam","89","89","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-121","S4","必修 第一册","幂、指数与对数","multiple-choice","Core","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-122","S4","必修 第一册","幂、指数与对数","fill-in","Challenge","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-123","S4","必修 第一册","幂、指数与对数","short-answer","Foundation","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-124","S4","必修 第一册","幂、指数与对数","multiple-choice","Exam","b < c < a","b < c < a","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-125","S4","必修 第一册","幂、指数与对数","fill-in","Core","1/2","1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-126","S4","必修 第一册","幂、指数与对数","short-answer","Challenge","x = 2","x = 2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-127","S4","必修 第一册","幂、指数与对数","multiple-choice","Foundation","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-128","S4","必修 第一册","幂、指数与对数","fill-in","Exam","(3a+b)/2","(3a+b)/2","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-129","S4","必修 第一册","幂、指数与对数","short-answer","Core","-1","-1","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-130","S4","必修 第一册","幂、指数与对数","multiple-choice","Challenge","5","5","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-131","S4","必修 第一册","幂、指数与对数","fill-in","Foundation","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-132","S4","必修 第一册","幂、指数与对数","short-answer","Exam","2m - 2n","2m - 2n | 2m-2n","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-133","S4","必修 第一册","幂、指数与对数","multiple-choice","Core","B. \(\log_2 (x^2) = 2\log_2 |x|\)","B. \(\log_2 (x^2) = 2\log_2 |x|\)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-134","S4","必修 第一册","幂、指数与对数","fill-in","Challenge","64","64","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-135","S4","必修 第一册","幂、指数与对数","short-answer","Foundation","\frac{2a+b}{1-a}","\frac{2a+b}{1-a} | (2a+b)/(1-a)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-136","S4","必修 第一册","幂、指数与对数","multiple-choice","Exam","D. \(c < a < b\)","D. \(c < a < b\)","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-137","S4","必修 第一册","幂、指数与对数","fill-in","Core","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v2-s4-138","S4","必修 第一册","幂、指数与对数","short-answer","Challenge","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
