"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v2-s5-259","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","二轮变式0759：选择：直线经过点 (12,10) 和 (13,15)，求斜率。","6 | 4 | 7 | 5","5","5","斜率=(15-10)/(13-12)=5。","grade-pass-sample"
"hjb-high-ds-v2-s5-261","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","二轮变式0761：解答：直线经过点 (11,4) 和 (12,23)，求斜率。","","19","19","斜率=(23-4)/(12-11)=19。","grade-pass-sample"
"hjb-high-ds-v2-s5-263","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","二轮变式0763：填空：直线经过点 (9,2) 和 (10,20)，求斜率。","","18","18","斜率=(20-2)/(10-9)=18。","grade-pass-sample"
"hjb-high-ds-v2-s5-265","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","二轮变式0765：选择：直线经过点 (11,9) 和 (12,21)，求斜率。","12 | 13 | 11 | 14","12","12","斜率=(21-9)/(12-11)=12。","grade-pass-sample"
"hjb-high-ds-v2-s5-279","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","二轮变式0779：解答：直线经过点 (10,7) 和 (11,15)，求斜率。","","8","8","斜率=(15-7)/(11-10)=8。","grade-pass-sample"
"hjb-high-ds-v2-s5-281","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","二轮变式0781：填空：直线经过点 (10,7) 和 (11,15)，求斜率。","","8","8","斜率=(15-7)/(11-10)=8。","grade-pass-sample"
"hjb-high-ds-v2-s5-302","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","二轮变式0802：填空：椭圆 x²/169+y²/16=1 中，求 c²=a²-b² 的值。","","153","153","这里 a²=169，b²=16，所以 c²=169-16=153。","grade-pass-sample"
"hjb-high-ds-v2-s5-308","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","二轮变式0808：填空：椭圆 x²/900+y²/361=1 中，求 c²=a²-b² 的值。","","539","539","这里 a²=900，b²=361，所以 c²=900-361=539。","grade-pass-sample"
"hjb-high-ds-v2-s5-309","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","二轮变式0809：解答：椭圆 x²/625+y²/400=1 中，求 c²=a²-b² 的值。","","225","225","这里 a²=625，b²=400，所以 c²=625-400=225。","grade-pass-sample"
"hjb-high-ds-v2-s5-332","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","二轮变式0832：填空：椭圆 x²/729+y²/289=1 中，求 c²=a²-b² 的值。","","440","440","这里 a²=729，b²=289，所以 c²=729-289=440。","grade-pass-sample"
"hjb-high-ds-v2-s5-336","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","二轮变式0836：解答：椭圆 x²/144+y²/100=1 中，求 c²=a²-b² 的值。","","44","44","这里 a²=144，b²=100，所以 c²=144-100=44。","grade-pass-sample"
"hjb-high-ds-v2-s5-360","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","二轮变式0860：解答：椭圆 x²/100+y²/36=1 中，求 c²=a²-b² 的值。","","64","64","这里 a²=100，b²=36，所以 c²=100-36=64。","grade-pass-sample"
"hjb-high-ds-v2-s5-376","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","二轮变式0876：选择：空间向量 p=(3,19,12)，求 |p|²。","517 | 511 | 520 | 514","514","514","|p|²=3²+19²+12²=514。","grade-pass-sample"
"hjb-high-ds-v2-s5-386","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Foundation","二轮变式0886：选择：空间向量 p=(7,13,2)，求 |p|²。","222 | 229 | 215 | 236","222","222","|p|²=7²+13²+2²=222。","grade-pass-sample"
"hjb-high-ds-v2-s5-398","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Foundation","二轮变式0898：选择：空间向量 p=(9,20,4)，求 |p|²。","506 | 488 | 515 | 497","497","497","|p|²=9²+20²+4²=497。","grade-pass-sample"
"hjb-high-ds-v2-s5-402","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Core","二轮变式0902：选择：空间向量 p=(10,13,4)，求 |p|²。","295 | 285 | 275 | 305","285","285","|p|²=10²+13²+4²=285。","grade-pass-sample"
"hjb-high-ds-v2-s5-410","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Foundation","二轮变式0910：选择：空间向量 p=(12,13,12)，求 |p|²。","469 | 445 | 457 | 481","457","457","|p|²=12²+13²+12²=457。","grade-pass-sample"
"hjb-high-ds-v2-s5-416","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Foundation","二轮变式0916：选择：空间向量 p=(12,14,4)，求 |p|²。","356 | 368 | 344 | 380","356","356","|p|²=12²+14²+4²=356。","grade-pass-sample"
