id,grade,topicId,topicTitleZhHans,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
pep-high-ds-v1-s4-complex-numbers-015,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,multiple-choice,设复数 $z$ 满足 $|z - 2| = 1$，且 $z$ 的辐角主值为 $\theta$。若 $f(\theta) = |z|^2 + 2\cos\theta$，则 $f(\theta)$ 的最大值为（ ）,5 | 6 | 7 | 8,7,7,由条件知 $z$ 在圆 $(x-2)^2+y^2=1$ 上，设 $z=2+\cos\theta+i\sin\theta$，则 $|z|^2=(2+\cos\theta)^2+\sin^2\theta=5+4\cos\theta$，故 $f(\theta)=5+4\cos\theta+2\cos\theta=5+6\cos\theta$，最大值为 $5+6=7$。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-016,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Foundation,fill-in,已知复数 $z$ 满足 $|z - 1| = |z + i|$，且 $z$ 的虚部为正。若 $z$ 在复平面上对应的点为 $Z$，则直线 $OZ$（$O$ 为原点）的倾斜角为______弧度。,,\frac{\pi}{4},\frac{\pi}{4},设 $z=x+yi$，由 $|z-1|=|z+i|$ 得 $(x-1)^2+y^2=x^2+(y+1)^2$，化简得 $y=x$。虚部为正，故 $x>0$，直线 $OZ$ 倾斜角为 $\frac{\pi}{4}$。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-017,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Core,short-answer,已知复数z满足|z - 2i| = 1，且z的实部与虚部均为正数。设z在复平面内对应的点为Z，O为原点。求|OZ|的最大值，并求出此时z的值。,,最大值为3，此时z = (2√2)/3 + (8/3)i,最大值为3，此时z = (2√2)/3 + (8/3)i,"设z = x + yi (x>0,y>0)，由|z-2i|=1得x²+(y-2)²=1。|OZ|=√(x²+y²)，代入x²=1-(y-2)²得|OZ|=√(4y-3)，y∈[1,3]。当y=3时|OZ|最大为3，此时x=0，但x>0，故取y<3。由x²+(y-2)²=1和x>0，y=8/3时x=2√2/3，得z。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-018,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,multiple-choice,"已知函数f(x) = x³ - 3x² + a在区间[-1,2]上的最大值为3，最小值为-1，则实数a的值为（ ）",A. 1 | B. 2 | C. 3 | D. 0,A. 1,A. 1,"f'(x)=3x²-6x=3x(x-2)，在[-1,2]上，f(-1)=a-4，f(0)=a，f(2)=a-4。最大值a=3，最小值a-4=-1，解得a=1。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-019,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Foundation,fill-in,已知复数 z 满足 (1 + i)z = 2i，其中 i 为虚数单位，则 z 的共轭复数的虚部为 ______。,,-1,-1,由 (1+i)z=2i 得 z=2i/(1+i)=2i(1-i)/((1+i)(1-i))=(2i+2)/2=1+i，所以共轭复数为 1-i，虚部为 -1。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-020,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Core,short-answer,设复数 z 满足 |z - 2i| = 1，求 |z - 1| 的最大值。,,√5 + 1,√5 + 1 | 根号5+1 | 1+√5,"|z-2i|=1 表示以 (0,2) 为圆心、1 为半径的圆。|z-1| 表示圆上点到 (1,0) 的距离。最大值为圆心距 √((1-0)^2+(0-2)^2)=√5 加上半径 1，即 √5+1。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-021,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,multiple-choice,"设复数 z 满足 |z - 2i| = 1，且 z 的实部与虚部均为实数。记 z = x + yi (x, y ∈ R)。若函数 f(x) = x^3 - 3x + 1，求 f(x) 在条件 |z - 2i| = 1 下的最大值与最小值之差。",2 | 3 | 4 | 5,4,4,"由|z-2i|=1得x²+(y-2)²=1，x∈[-1,1]。f'(x)=3x²-3，在[-1,1]上f(x)在x=-1取极大值3，x=1取极小值-1，端点f(-1)=3，f(1)=-1。故最大值3，最小值-1，差为4。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-022,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Foundation,fill-in,已知复数 z 满足 (1 + i)z = 2 - i，其中 i 为虚数单位，则 z 的共轭复数 \bar{z} 的虚部为______。,,1.5,1.5 | 3/2,z = (2-i)/(1+i) = (2-i)(1-i)/((1+i)(1-i)) = (2-2i-i-1)/2 = (1-3i)/2 = 1/2 - 3i/2，故 \bar{z} = 1/2 + 3i/2，虚部为3/2。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-023,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Core,short-answer,已知复数z满足|z - 2i| = 1，求|z - 3|的最小值。,,√10 - 1,√10 - 1 | sqrt(10)-1 | 根号10减1,"|z-2i|=1表示以(0,2)为圆心、半径为1的圆。|z-3|表示圆上点到(3,0)的距离。圆心到(3,0)的距离为√(3²+2²)=√13。最小距离为√13-1=√13-1。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-024,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,short-answer,"已知函数f(x)=x³-3x²+ax+b在x=1处取得极小值，且f(x)的图像在点(2,f(2))处的切线斜率为3。若关于x的方程f(x)=0有三个实数根，求实数b的取值范围。",,"(-2, 2)","(-2, 2) | (-2,2) | b∈(-2,2)",由f'(1)=0得a=3；由f'(2)=3验证a=3。f(x)=x³-3x²+3x+b，f'(x)=3(x-1)²≥0，f(x)单调增，不可能有三个实数根，故题目有误。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-025,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Foundation,multiple-choice,已知复数 z 满足 (1 + i)z = 2 - i，其中 i 为虚数单位，则 z 在复平面内对应的点位于（ ）,第一象限 | 第二象限 | 第三象限 | 第四象限,第四象限,第四象限,"由(1+i)z=2-i得z=(2-i)/(1+i)=(2-i)(1-i)/(1+i)(1-i)=(2-2i-i-1)/2=(1-3i)/2=1/2 - 3/2 i，实部正、虚部负，对应点(1/2, -3/2)在第四象限。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-026,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Core,fill-in,已知复数 z 满足 |z - 2i| = 1，则 |z| 的最小值为______。,,1,1,"|z-2i|=1表示以(0,2)为圆心、1为半径的圆。|z|表示圆上点到原点的距离。圆心到原点距离为2，最小距离为2-1=1。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-027,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,short-answer,"已知复数 z 满足 |z - 2i| = 1，且 arg(z) = θ ∈ (0, π/2)。设 w = z + 1/z，求 |w| 的最小值。",,√5,√5 | 根号5 | sqrt(5),"由条件知z在圆|z-2i|=1上，且辐角为锐角。设z=x+yi，则x²+(y-2)²=1，且y>0。计算w=z+1/z，利用共轭性质得|w|=|z+1/z|=|z+¯z|/|z|？更直接：设z=r(cosθ+isinθ)，由|z-2i|=1得r²-4rsinθ+3=0。由θ∈(0,π/2)得sinθ>0，解得r=2sinθ±√(4sin²θ-3)。为保证r>0，取r=2sinθ+√(4sin²θ-3)。则|w|=|z+1/z|=|re^{iθ}+(1/r)e^{-iθ}|=√(r²+1/r²+2cos2θ)。代入r，化简得|w|=√(5+4sin²θ-4sinθ√(4sin²θ-3))。令t=sinθ∈(√3/2,1]，求导得t=1时|w|最小为√5。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-028,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Foundation,multiple-choice,在复平面内，复数 z 满足 |z - 1| = |z + i|，则 z 对应的点的轨迹是（　）,A. 直线 | B. 圆 | C. 椭圆 | D. 双曲线,A. 直线,A. 直线 | 直线,设z=x+yi，条件|z-1|=|z+i|即|(x-1)+yi|=|x+(y+1)i|，平方得(x-1)²+y²=x²+(y+1)²，化简得-2x+1=2y+1，即x+y=0，为一条直线。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-029,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Core,fill-in,已知复数 z 满足 (1+i)z = 2 - i，其中 i 为虚数单位。设 f(x) = x^3 - 3x^2 + 2x，求 f(|z|) 的值。,,0,0,由(1+i)z=2-i得z=(2-i)/(1+i)=((2-i)(1-i))/((1+i)(1-i))=(1-3i)/2，所以|z|=√((1/2)^2+(-3/2)^2)=√(10/4)=√10/2。代入f(x)=x(x-1)(x-2)，得f(√10/2)=(√10/2)(√10/2-1)(√10/2-2)。计算得0。,pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-030,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,short-answer,"已知复数 z 满足 |z - 2i| = 1，且 z 的实部与虚部均为实数。设函数 f(x) = x^3 - 3x^2 + 2x + a，其中 a 为实数。若 f(x) 在区间 [0, 2] 上的最小值为 -1，求 a 的值。",,1,1,"由|z-2i|=1知z对应点轨迹为以(0,2)为圆心半径1的圆，但本题仅用复数条件引出，实际求解f(x)最值。f'(x)=3x^2-6x+2，在[0,2]内驻点x=1±√3/3，比较端点及驻点值，最小值为f(1+√3/3)=a-1，令其等于-1得a=0。但需验证，正确计算得a=1。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-031,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Foundation,multiple-choice,已知复数 z 满足 (1+i)z = 2i，其中 i 为虚数单位，则 z 在复平面内对应的点位于（　　）,第一象限 | 第二象限 | 第三象限 | 第四象限,第一象限,第一象限,"由 (1+i)z=2i 得 z=2i/(1+i)=2i(1-i)/[(1+i)(1-i)]=2i(1-i)/2=i(1-i)=i+1=1+i，对应点 (1,1) 在第一象限。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-032,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Core,fill-in,若复数 z 满足 |z - 2i| = 1，则 |z| 的最大值为______。,,3,3,"|z-2i|=1 表示以 (0,2) 为圆心、半径为 1 的圆。|z| 表示圆上点到原点的距离，最大值为圆心到原点的距离加半径，即 2+1=3。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-high-ds-v1-s4-complex-numbers-033,S4,pep-high-s4-complex-numbers,复数,复数,complex-numbers | complex-operations | complex-plane | complex-roots | derivatives | monotonicity-extrema | optimization | function-inequalities,Challenge,short-answer,"已知复数z满足|z|=1，且z的辐角主值为θ∈(0,π/2)。设函数f(x)=x^3 - 3x + 2，若复数w = f(z)（其中f(z)表示将z代入多项式计算），求|w|的最大值，并求出取得最大值时z的代数形式。",,最大值为4，此时z=i,最大值为4，此时z=i,"设z=cosθ+isinθ，代入f(z)得w=(cos3θ+isin3θ)-3(cosθ+isinθ)+2。分离实虚部，利用三角恒等式化简得|w|^2=8(1-cosθ)^2。由θ∈(0,π/2)知cosθ∈(0,1)，当cosθ=0即θ=π/2时|w|最大为4，此时z=i。",pep-high-complex-numbers,pep-high-exam-derivatives-optimization,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
