"id","grade","topicId","topicTitleZhHans","chapter","conceptIds","difficulty","type","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","evidenceCardIds","examPatternCardIds","sourceDistanceStatus","mathQaStatus","terminologyQaStatus","reviewNotes"
"pep-high-ds-v1-s4-complex-numbers-011","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","multiple-choice","在练习ak中，设复数 z=-2+5i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-2，虚部为5，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-012","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","fill-in","在练习al中，已知复数 z=3+2i，求 |z|² 的值为______。","","13","13","|z|²=3²+2²=13，所以答案为13。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-013","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","short-answer","在练习am中，已知 z=4+3i，w=2-i，求 z+w 的共轭复数。","","6-2i","6-2i | 6 - 2i","z+w=6+2i，其共轭复数为6-2i，所以答案为6-2i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-014","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","short-answer","在练习an中，已知 z=5+4i，w=2-i，求 z+w 的共轭复数。","","7-3i","7-3i | 7 - 3i","z+w=7+3i，其共轭复数为7-3i，所以答案为7-3i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-015","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","multiple-choice","在练习ao中，设复数 z=1-5i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第四象限","第四象限","z 的实部为1，虚部为-5，所以答案为第四象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-016","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","fill-in","在练习ap中，已知复数 z=2+2i，求 |z|² 的值为______。","","8","8","|z|²=2²+2²=8，所以答案为8。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-017","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","short-answer","在练习aq中，已知 z=3+3i，w=2-i，求 z+w 的共轭复数。","","5-2i","5-2i | 5 - 2i","z+w=5+2i，其共轭复数为5-2i，所以答案为5-2i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-018","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","multiple-choice","在练习ar中，设复数 z=-4+4i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-4，虚部为4，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-019","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","fill-in","在练习as中，已知复数 z=5+5i，求 |z|² 的值为______。","","50","50","|z|²=5²+5²=50，所以答案为50。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-020","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","short-answer","在练习at中，已知 z=1+2i，w=2-i，求 z+w 的共轭复数。","","3-1i","3-1i | 3 - 1i","z+w=3+1i，其共轭复数为3-1i，所以答案为3-1i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-021","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","multiple-choice","在练习au中，设复数 z=-2+3i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-2，虚部为3，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-022","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","fill-in","在练习av中，已知复数 z=3+4i，求 |z|² 的值为______。","","25","25","|z|²=3²+4²=25，所以答案为25。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-023","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","short-answer","在练习aw中，已知 z=4+5i，w=2-i，求 z+w 的共轭复数。","","6-4i","6-4i | 6 - 4i","z+w=6+4i，其共轭复数为6-4i，所以答案为6-4i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-024","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","short-answer","在练习ax中，已知 z=5+2i，w=2-i，求 z+w 的共轭复数。","","7-1i","7-1i | 7 - 1i","z+w=7+1i，其共轭复数为7-1i，所以答案为7-1i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-025","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","multiple-choice","在练习ay中，设复数 z=1-3i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第四象限","第四象限","z 的实部为1，虚部为-3，所以答案为第四象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-026","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","fill-in","在练习az中，已知复数 z=2+4i，求 |z|² 的值为______。","","20","20","|z|²=2²+4²=20，所以答案为20。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-027","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","short-answer","在练习ba中，已知 z=3+5i，w=2-i，求 z+w 的共轭复数。","","5-4i","5-4i | 5 - 4i","z+w=5+4i，其共轭复数为5-4i，所以答案为5-4i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-028","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","multiple-choice","在练习bb中，设复数 z=-4+2i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-4，虚部为2，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-029","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","fill-in","在练习bc中，已知复数 z=5+3i，求 |z|² 的值为______。","","34","34","|z|²=5²+3²=34，所以答案为34。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-030","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","short-answer","在练习bd中，已知 z=1+4i，w=2-i，求 z+w 的共轭复数。","","3-3i","3-3i | 3 - 3i","z+w=3+3i，其共轭复数为3-3i，所以答案为3-3i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-031","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","multiple-choice","在练习be中，设复数 z=-2+5i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-2，虚部为5，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-032","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","fill-in","在练习bf中，已知复数 z=3+2i，求 |z|² 的值为______。","","13","13","|z|²=3²+2²=13，所以答案为13。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-033","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","short-answer","在练习bg中，已知 z=4+3i，w=2-i，求 z+w 的共轭复数。","","6-2i","6-2i | 6 - 2i","z+w=6+2i，其共轭复数为6-2i，所以答案为6-2i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-034","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","short-answer","在练习bh中，已知 z=5+4i，w=2-i，求 z+w 的共轭复数。","","7-3i","7-3i | 7 - 3i","z+w=7+3i，其共轭复数为7-3i，所以答案为7-3i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-035","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","multiple-choice","在练习bi中，设复数 z=1-5i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第四象限","第四象限","z 的实部为1，虚部为-5，所以答案为第四象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-036","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","fill-in","在练习bj中，已知复数 z=2+2i，求 |z|² 的值为______。","","8","8","|z|²=2²+2²=8，所以答案为8。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-037","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","short-answer","在练习bk中，已知 z=3+3i，w=2-i，求 z+w 的共轭复数。","","5-2i","5-2i | 5 - 2i","z+w=5+2i，其共轭复数为5-2i，所以答案为5-2i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-038","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","multiple-choice","在练习bl中，设复数 z=-4+4i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-4，虚部为4，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-039","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","fill-in","在练习bm中，已知复数 z=5+5i，求 |z|² 的值为______。","","50","50","|z|²=5²+5²=50，所以答案为50。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-040","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","short-answer","在练习bn中，已知 z=1+2i，w=2-i，求 z+w 的共轭复数。","","3-1i","3-1i | 3 - 1i","z+w=3+1i，其共轭复数为3-1i，所以答案为3-1i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-041","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","multiple-choice","在练习bo中，设复数 z=-2+3i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-2，虚部为3，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-042","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","fill-in","在练习bp中，已知复数 z=3+4i，求 |z|² 的值为______。","","25","25","|z|²=3²+4²=25，所以答案为25。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-043","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","short-answer","在练习bq中，已知 z=4+5i，w=2-i，求 z+w 的共轭复数。","","6-4i","6-4i | 6 - 4i","z+w=6+4i，其共轭复数为6-4i，所以答案为6-4i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-044","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","short-answer","在练习br中，已知 z=5+2i，w=2-i，求 z+w 的共轭复数。","","7-1i","7-1i | 7 - 1i","z+w=7+1i，其共轭复数为7-1i，所以答案为7-1i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-045","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","multiple-choice","在练习bs中，设复数 z=1-3i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第四象限","第四象限","z 的实部为1，虚部为-3，所以答案为第四象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-046","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","fill-in","在练习bt中，已知复数 z=2+4i，求 |z|² 的值为______。","","20","20","|z|²=2²+4²=20，所以答案为20。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-047","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Core","short-answer","在练习bu中，已知 z=3+5i，w=2-i，求 z+w 的共轭复数。","","5-4i","5-4i | 5 - 4i","z+w=5+4i，其共轭复数为5-4i，所以答案为5-4i。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-048","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Challenge","multiple-choice","在练习bv中，设复数 z=-4+2i，则 z 在复平面内对应的点位于（ ）。","第一象限 | 第二象限 | 第三象限 | 第四象限","第二象限","第二象限","z 的实部为-4，虚部为2，所以答案为第二象限。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
"pep-high-ds-v1-s4-complex-numbers-049","S4","pep-high-s4-complex-numbers","复数","复数","complex-numbers | complex-operations | complex-plane | complex-roots","Foundation","fill-in","在练习bw中，已知复数 z=5+3i，求 |z|² 的值为______。","","34","34","|z|²=5²+3²=34，所以答案为34。","pep-high-complex-numbers","s18-remediation-s4-complex-numbers-pattern","passed-auto-source-scan","pending-teacher-signoff","passed-s18-remediation","S18 deterministic remediation of DeepSeek V4 Pro candidate; candidate-only; requires teacher math signoff before any app integration."
