id,topicId,slot,reviewStatus,decision,candidatePath,srcAfterApproval,altZhHans,captionZhHans,ragCardIds,reviewerNotes
pep-high-s4-plane-vectors-concept,pep-high-s4-plane-vectors,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-plane-vectors/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-plane-vectors/concept.png,平面向量以网格上的有向箭头呈现，用颜色和投影展示加法、分解与投影。,向量同时包含大小和方向，画图时必须保留方向信息。,pep-high-plane-vectors,Owner approved for production 2026-05-27
pep-high-s4-plane-vectors-worked-example,pep-high-s4-plane-vectors,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-plane-vectors/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-plane-vectors/worked-example.png,向量例题图把一个箭头分解为垂直分量，并比较投影方向。,使用数量积或投影前，先把向量分解为清楚的分量。,pep-high-plane-vectors|pep-high-sine-cosine-vector-applications,Owner approved for production 2026-05-27
pep-high-s4-complex-numbers-concept,pep-high-s4-complex-numbers,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-complex-numbers/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-complex-numbers/concept.png,复平面以横向实部和纵向虚部网格呈现，含点、模长圆和共轭对称。,复数既能进行代数运算，也能在复平面中定位。,pep-high-complex-numbers,Owner approved for production 2026-05-27
pep-high-s4-complex-numbers-worked-example,pep-high-s4-complex-numbers,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-complex-numbers/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-complex-numbers/worked-example.png,复数例题图展示两个复平面箭头合成为结果点，并用共轭反射检查。,分别追踪实部和虚部移动，再用图像检查最终点。,pep-high-complex-numbers,Owner approved for production 2026-05-27
pep-high-s4-solid-geometry-intro-concept,pep-high-s4-solid-geometry-intro,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-solid-geometry-intro/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-solid-geometry-intro/concept.png,透明棱柱展示点、线、面、平行关系、垂直关系和空间距离线索。,立体几何要依据线面关系推理，不能只凭图形外观。,pep-high-solid-geometry-intro,Owner approved for production 2026-05-27
pep-high-s4-solid-geometry-intro-worked-example,pep-high-s4-solid-geometry-intro,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-solid-geometry-intro/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-solid-geometry-intro/worked-example.png,立体几何例题图在透明几何体内标出辅助平面和直角线索。,加入辅助平面或线段，可把空间关系转化为可见的平面论证。,pep-high-solid-geometry-intro,Owner approved for production 2026-05-27
pep-high-s4-statistics-concept,pep-high-s4-statistics,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-statistics/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-statistics/concept.png,统计仪表板展示样本点转化为直方图、箱线图和中心离散概括。,统计把数据转化为证据，要描述分布、中心、离散程度和抽样偏差。,pep-high-statistics|pep-high-statistics-sampling-estimation,Owner approved for production 2026-05-27
pep-high-s4-statistics-worked-example,pep-high-s4-statistics,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-statistics/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-statistics/worked-example.png,统计例题图比较两个中心接近但离散程度不同的分布。,不能只看平均数判断数据，还要比较离散程度和形状。,pep-high-statistics,Owner approved for production 2026-05-27
pep-high-s4-probability-concept,pep-high-s4-probability,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-probability/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-probability/concept.png,概率模型展示样本空间网格、事件区域、对立事件阴影和随机模拟轨迹。,先确定样本空间，再描述事件以及它与其他事件的关系。,pep-high-probability|pep-high-probability-event-operations,Owner approved for production 2026-05-27
pep-high-s4-probability-worked-example,pep-high-s4-probability,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s4-probability/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s4-probability/worked-example.png,概率例题图从全部可能结果逐步缩小到高亮事件及其对立事件。,先列全所有可能结果，避免漏数或重复计数有利情况。,pep-high-probability,Owner approved for production 2026-05-27
pep-high-s5-space-vectors-concept,pep-high-s5-space-vectors,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-space-vectors/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-space-vectors/concept.png,三维坐标空间中包含向量、平面法向量以及距离和角度线索，用于立体几何推理。,空间向量能把线面位置问题转化为坐标与数量积推理。,pep-high-space-vectors-solid-geometry,Owner approved for production 2026-05-27
pep-high-s5-space-vectors-worked-example,pep-high-s5-space-vectors,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-space-vectors/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-space-vectors/worked-example.png,空间向量例题图把点投影到平面，并比较方向向量与法向量。,计算角度或距离前，先选定方向向量和法向量。,pep-high-space-vectors-solid-geometry|pep-high-exam-space-vectors-geometry,Owner approved for production 2026-05-27
pep-high-s5-lines-circles-concept,pep-high-s5-lines-circles,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-lines-circles/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-lines-circles/concept.png,坐标平面展示直线、圆、切线距离、弦关系和交点情况。,直线和圆的方程让几何位置关系可以被计算。,pep-high-lines-circles|pep-high-exam-analytic-lines-circles,Owner approved for production 2026-05-27
pep-high-s5-lines-circles-worked-example,pep-high-s5-lines-circles,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-lines-circles/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-lines-circles/worked-example.png,例题图突出圆心到直线的距离，用于判断直线与圆的位置关系。,判断直线与圆的位置关系，要比较圆心到直线距离和半径。,pep-high-lines-circles,Owner approved for production 2026-05-27
pep-high-s5-conics-concept,pep-high-s5-conics,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-conics/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-conics/concept.png,椭圆、抛物线和双曲线共处坐标空间，展示焦点、准线线索和参数高亮。,圆锥曲线方程同时描述形状、焦点结构和参数约束变化。,pep-high-conic-sections|pep-high-exam-conics-analytic-geometry,Owner approved for production 2026-05-27
pep-high-s5-conics-worked-example,pep-high-s5-conics,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-conics/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-conics/worked-example.png,圆锥曲线例题图展示带焦点的椭圆、弦和用于几何约束的动点。,先标清定点和动点，再把几何关系转化为方程。,pep-high-conic-sections,Owner approved for production 2026-05-27
pep-high-s5-sequences-concept,pep-high-s5-sequences,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-sequences/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-sequences/concept.png,数列以有序方块呈现，高度按规律变化，并展示递推箭头和部分和阶梯。,数列是有顺序的规律，求和会把各项累积成新的结构。,pep-high-sequences|pep-high-sequences-summation-recursion,Owner approved for production 2026-05-27
pep-high-s5-sequences-worked-example,pep-high-s5-sequences,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-sequences/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-sequences/worked-example.png,数列例题图用两个相连阶梯比较项的增长和累积和。,要区分通项规律和累加和规律。,pep-high-sequences,Owner approved for production 2026-05-27
pep-high-s5-derivatives-concept,pep-high-s5-derivatives,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-derivatives/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-derivatives/concept.png,光滑曲线配有切线、斜率指示、增减区间和极值标记。,导数描述局部变化，并进一步揭示单调性、极值和最优化。,pep-high-derivatives-applications|pep-high-exam-derivatives-optimization,Owner approved for production 2026-05-27
pep-high-s5-derivatives-worked-example,pep-high-s5-derivatives,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s5-derivatives/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s5-derivatives/worked-example.png,导数例题图把曲线、切点、符号区间和最优化目标点对齐展示。,用导数符号变化说明函数增减和极值位置。,pep-high-derivatives-applications|pep-high-derivative-tangent-inequality,Owner approved for production 2026-05-27
pep-high-s6-counting-concept,pep-high-s6-counting,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-counting/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-counting/concept.png,计数原理通过分步分支、有序排列、无序选择和二项式结构图呈现。,计数前先判断顺序是否重要，以及分类是否重叠。,pep-high-counting-principles|pep-high-exam-counting-method-taxonomy,Owner approved for production 2026-05-27
pep-high-s6-counting-worked-example,pep-high-s6-counting,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-counting/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-counting/worked-example.png,计数例题图先把情况分成互不重叠的分支，再填入排列槽位。,可靠的计数解法先分类清楚，再保证每种情况只数一次。,pep-high-counting-principles,Owner approved for production 2026-05-27
pep-high-s6-random-variables-concept,pep-high-s6-random-variables,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-random-variables/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-random-variables/concept.png,随机结果映射到分布图，并展示期望平衡点和方差离散线索。,随机变量把结果转化为数值，分布则描述可能性和离散程度。,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,Owner approved for production 2026-05-27
pep-high-s6-random-variables-worked-example,pep-high-s6-random-variables,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-random-variables/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-random-variables/worked-example.png,随机变量例题图由结果分组建立概率分布，并检查中心与离散程度。,列出取值和概率后，先检查分布完整，再计算期望和方差。,pep-high-random-variables-distributions,Owner approved for production 2026-05-27
pep-high-s6-bivariate-data-concept,pep-high-s6-bivariate-data,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-bivariate-data/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-bivariate-data/concept.png,散点图配有趋势线、残差箭头和聚类线索，展示相关与回归思想。,成对数据分析要看方向、强弱、模型拟合以及残差透露的信息。,pep-high-bivariate-statistics|pep-high-exam-bivariate-data,Owner approved for production 2026-05-27
pep-high-s6-bivariate-data-worked-example,pep-high-s6-bivariate-data,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-bivariate-data/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-bivariate-data/worked-example.png,回归例题图比较观测点和预测点，并突出残差距离。,用回归线预测后，还要观察残差判断模型拟合。,pep-high-bivariate-statistics,Owner approved for production 2026-05-27
pep-high-s6-derivative-synthesis-concept,pep-high-s6-derivative-synthesis,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-derivative-synthesis/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-derivative-synthesis/concept.png,导数综合图把曲线性质、切线条件、零点和不等式区域分层展示。,导数综合题常把导数符号、切线约束、零点和不等式推理结合起来。,pep-high-derivatives-tangent-zeros-inequalities|pep-high-exam-derivative-tangent-inequality,Owner approved for production 2026-05-27
pep-high-s6-derivative-synthesis-worked-example,pep-high-s6-derivative-synthesis,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-derivative-synthesis/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-derivative-synthesis/worked-example.png,综合例题图对齐曲线、切线约束、导数符号区间和允许参数区域。,先分别追踪每个条件，再取共同满足的区域。,pep-high-derivatives-tangent-zeros-inequalities,Owner approved for production 2026-05-27
pep-high-s6-analytic-geometry-synthesis-concept,pep-high-s6-analytic-geometry-synthesis,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-analytic-geometry-synthesis/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-analytic-geometry-synthesis/concept.png,解析几何综合图在同一坐标工作区结合圆锥曲线、直线、圆、向量和参数区域。,解析几何综合要把多个几何约束转化为统一的代数计划。,pep-high-conic-sections|pep-high-exam-conics-analytic-geometry,Owner approved for production 2026-05-27
pep-high-s6-analytic-geometry-synthesis-worked-example,pep-high-s6-analytic-geometry-synthesis,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-analytic-geometry-synthesis/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-analytic-geometry-synthesis/worked-example.png,解析几何例题图展示动直线与圆锥曲线相交，并突出弦中点和向量线索。,先用图像明确动对象，再转化交点和中点条件。,pep-high-conic-sections,Owner approved for production 2026-05-27
pep-high-s6-probability-statistics-synthesis-concept,pep-high-s6-probability-statistics-synthesis,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-probability-statistics-synthesis/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-probability-statistics-synthesis/concept.png,概率统计综合图连接决策树、分布柱、散点图和推断仪表板。,综合题要先判断情境主要属于计数、概率、分布还是数据解释。,pep-high-conditional-probability-distributions|pep-high-exam-regression-independence,Owner approved for production 2026-05-27
pep-high-s6-probability-statistics-synthesis-worked-example,pep-high-s6-probability-statistics-synthesis,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-probability-statistics-synthesis/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-probability-statistics-synthesis/worked-example.png,综合例题图从事件树推进到分布概括，再到基于数据的判断。,先梳理随机过程，再概括分布，最后解释结果。,pep-high-conditional-probability-distributions,Owner approved for production 2026-05-27
pep-high-s6-exam-practice-concept,pep-high-s6-exam-practice,concept,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-exam-practice/concept.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-exam-practice/concept.png,考试策略图把函数、几何、概率和检验环节连接成一条解题路线。,综合练习先识别主结构并选择策略，再开始计算。,pep-high-function-zero-modeling|pep-high-exam-legacy-stream-migration,Owner approved for production 2026-05-27
pep-high-s6-exam-practice-worked-example,pep-high-s6-exam-practice,worked-example,approved,approved,coordination/content-qa/mainland-pep-high-illustrations-v1/candidates/pep-high-s6-exam-practice/worked-example.png,/lesson-illustrations/mainland-pep-high/pep-high-s6-exam-practice/worked-example.png,综合例题图展示四步策略：表示、选法、求解和图像检验。,处理综合题时，先把关系表示出来，再进入代数计算。,pep-high-function-zero-modeling|pep-high-exam-derivatives-optimization,Owner approved for production 2026-05-27
