id,grade,semester,type,knowledgePointId,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
pep-junior-candidate-k01-mc-014,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项无歧义，适合七年级有理数运算基础题。,-1,某地清晨气温为-17℃，中午上升21℃，傍晚又下降5℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-015,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项无歧义，适合七年级有理数运算基础题。,-1,某地清晨气温为-18℃，中午上升23℃，傍晚又下降6℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-016,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项无歧义，适合七年级有理数运算基础题。,-1,某地清晨气温为-19℃，中午上升25℃，傍晚又下降7℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-017,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项无歧义，适合七年级有理数运算基础题。,-12,某地清晨气温为-20℃，中午上升16℃，傍晚又下降8℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-018,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项无歧义，适合七年级有理数运算基础题。,3,某地清晨气温为-12℃，中午上升18℃，傍晚又下降3℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-019,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,3,某地清晨气温为-13℃，中午上升20℃，傍晚又下降4℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-020,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,3,某地清晨气温为-14℃，中午上升22℃，傍晚又下降5℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-021,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,3,某地清晨气温为-15℃，中午上升24℃，傍晚又下降6℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-022,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,-8,某地清晨气温为-16℃，中午上升15℃，傍晚又下降7℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-023,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,-8,某地清晨气温为-17℃，中午上升17℃，傍晚又下降8℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-024,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,-2,某地清晨气温为-18℃，中午上升19℃，傍晚又下降3℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-025,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,-2,某地清晨气温为-19℃，中午上升21℃，傍晚又下降4℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-026,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,-2,某地清晨气温为-20℃，中午上升23℃，傍晚又下降5℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-027,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,7,某地清晨气温为-12℃，中午上升25℃，傍晚又下降6℃。傍晚气温是多少？
pep-junior-candidate-k01-mc-028,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，选项合理，无歧义。,-4,某地清晨气温为-13℃，中午上升16℃，傍晚又下降7℃。傍晚气温是多少？
pep-junior-candidate-k01-fi-001,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,14,数轴上点A表示-10，点B表示4。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-002,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,18,数轴上点A表示-11，点B表示7。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-003,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,15,数轴上点A表示-12，点B表示3。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-004,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,11,数轴上点A表示-5，点B表示6。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-005,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,8,数轴上点A表示-6，点B表示2。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-006,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,12,数轴上点A表示-7，点B表示5。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-007,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,16,数轴上点A表示-8，点B表示8。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-008,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案唯一，无歧义。,13,数轴上点A表示-9，点B表示4。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-009,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,17,数轴上点A表示-10，点B表示7。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-010,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,14,数轴上点A表示-11，点B表示3。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-011,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,18,数轴上点A表示-12，点B表示6。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-012,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,7,数轴上点A表示-5，点B表示2。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-013,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,11,数轴上点A表示-6，点B表示5。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-014,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,15,数轴上点A表示-7，点B表示8。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-015,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,12,数轴上点A表示-8，点B表示4。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-016,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,16,数轴上点A表示-9，点B表示7。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-017,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,13,数轴上点A表示-10，点B表示3。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-018,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,17,数轴上点A表示-11，点B表示6。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-019,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,14,数轴上点A表示-12，点B表示2。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-020,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,10,数轴上点A表示-5，点B表示5。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-021,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,14,数轴上点A表示-6，点B表示8。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-022,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,11,数轴上点A表示-7，点B表示4。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-023,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,15,数轴上点A表示-8，点B表示7。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-024,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,12,数轴上点A表示-9，点B表示3。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-025,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,16,数轴上点A表示-10，点B表示6。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-026,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，适合七年级有理数基础练习。,13,数轴上点A表示-11，点B表示2。A、B两点之间的距离是____。
pep-junior-candidate-k01-fi-027,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，距离为17，答案与解析一致，适合初一有理数基础。,17,数轴上点A表示-12，点B表示5。A、B两点之间的距离是____。
pep-junior-candidate-k01-sa-001,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-33+32-21=-22，解析合理。,-22,计算并说明符号：-33+32-21。
pep-junior-candidate-k01-sa-002,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-34+34-22=-22。,-22,计算并说明符号：-34+34-22。
pep-junior-candidate-k01-sa-003,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-35+7-23=-51。,-51,计算并说明符号：-35+7-23。
pep-junior-candidate-k01-sa-004,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-36+9-24=-51。,-51,计算并说明符号：-36+9-24。
pep-junior-candidate-k01-sa-005,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-37+11-25=-51。,-51,计算并说明符号：-37+11-25。
pep-junior-candidate-k01-sa-006,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-38+13-26=-51。,-51,计算并说明符号：-38+13-26。
pep-junior-candidate-k01-sa-007,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-39+15-4=-28。,-28,计算并说明符号：-39+15-4。
pep-junior-candidate-k01-sa-008,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-40+17-5=-28。,-28,计算并说明符号：-40+17-5。
pep-junior-candidate-k01-sa-009,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-41+19-6=-28。,-28,计算并说明符号：-41+19-6。
pep-junior-candidate-k01-sa-010,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-42+21-7=-28。,-28,计算并说明符号：-42+21-7。
pep-junior-candidate-k01-sa-011,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-43+23-8=-28。,-28,计算并说明符号：-43+23-8。
pep-junior-candidate-k01-sa-012,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-44+25-9=-28。,-28,计算并说明符号：-44+25-9。
pep-junior-candidate-k01-sa-013,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-45+27-10=-28。,-28,计算并说明符号：-45+27-10。
pep-junior-candidate-k01-sa-014,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-46+29-11=-28。,-28,计算并说明符号：-46+29-11。
pep-junior-candidate-k01-sa-015,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-47+31-12=-28。,-28,计算并说明符号：-47+31-12。
pep-junior-candidate-k01-sa-016,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-48+33-13=-28。,-28,计算并说明符号：-48+33-13。
pep-junior-candidate-k01-sa-017,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，-18+35-14=3。,3,计算并说明符号：-18+35-14。
pep-junior-candidate-k01-sa-018,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-19+8-15=-11-15=-26，答案正确，但题目要求“说明符号”，解释仅说结果为负数，未说明符号判断依据，但答案本身无误。然而，检查发现所有k01-sa题目的答案均为-26，但实际计算结果各不相同，存在批量错误。本题实际计算正确，但其他题有误，需逐题核实。,-26,计算并说明符号：-19+8-15。
pep-junior-candidate-k01-sa-019,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-20+10-16=-10-16=-26，答案正确。,-26,计算并说明符号：-20+10-16。
pep-junior-candidate-k01-sa-020,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-21+12-17=-9-17=-26，答案正确。,-26,计算并说明符号：-21+12-17。
pep-junior-candidate-k01-sa-021,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-22+14-18=-8-18=-26，答案正确。,-26,计算并说明符号：-22+14-18。
pep-junior-candidate-k01-sa-022,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-23+16-19=-7-19=-26，答案正确。,-26,计算并说明符号：-23+16-19。
pep-junior-candidate-k01-sa-023,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-24+18-20=-6-20=-26，答案正确。,-26,计算并说明符号：-24+18-20。
pep-junior-candidate-k01-sa-024,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-25+20-21=-5-21=-26，答案正确。,-26,计算并说明符号：-25+20-21。
pep-junior-candidate-k01-sa-025,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-26+22-22=-4-22=-26，答案正确。,-26,计算并说明符号：-26+22-22。
pep-junior-candidate-k01-sa-026,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-27+24-23=-3-23=-26，答案正确。,-26,计算并说明符号：-27+24-23。
pep-junior-candidate-k01-sa-027,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch,-26,计算-28+26-24=-2-24=-26，答案正确。,-26,计算并说明符号：-28+26-24。
pep-junior-candidate-k02-mc-001,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,6x-1,化简：(3x+3)+(3x-4)。
pep-junior-candidate-k02-mc-002,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,5x+2,化简：(4x+4)+(1x-2)。
pep-junior-candidate-k02-mc-003,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,8x,化简：(5x+5)+(3x-5)。
pep-junior-candidate-k02-mc-004,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,7x+3,化简：(6x+6)+(1x-3)。
pep-junior-candidate-k02-mc-005,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,5x+6,化简：(2x+7)+(3x-1)。
pep-junior-candidate-k02-mc-006,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,4x+4,化简：(3x+8)+(1x-4)。
pep-junior-candidate-k02-mc-007,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,7x+7,化简：(4x+9)+(3x-2)。
pep-junior-candidate-k02-mc-008,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项无歧义。,6x-2,化简：(5x+3)+(1x-5)。
pep-junior-candidate-k02-mc-009,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,9x+1,化简：(6x+4)+(3x-3)。
pep-junior-candidate-k02-mc-010,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,3x+4,化简：(2x+5)+(1x-1)。
pep-junior-candidate-k02-mc-011,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,6x+2,化简：(3x+6)+(3x-4)。
pep-junior-candidate-k02-mc-012,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,5x+5,化简：(4x+7)+(1x-2)。
pep-junior-candidate-k02-mc-013,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,8x+3,化简：(5x+8)+(3x-5)。
pep-junior-candidate-k02-mc-014,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,7x+6,化简：(6x+9)+(1x-3)。
pep-junior-candidate-k02-mc-015,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,5x+2,化简：(2x+3)+(3x-1)。
pep-junior-candidate-k02-mc-016,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,4x,化简：(3x+4)+(1x-4)。
pep-junior-candidate-k02-mc-017,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,7x+3,化简：(4x+5)+(3x-2)。
pep-junior-candidate-k02-mc-018,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,6x+1,化简：(5x+6)+(1x-5)。
pep-junior-candidate-k02-mc-019,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,9x+4,化简：(6x+7)+(3x-3)。
pep-junior-candidate-k02-mc-020,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,3x+7,化简：(2x+8)+(1x-1)。
pep-junior-candidate-k02-mc-021,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,6x+5,化简：(3x+9)+(3x-4)。
pep-junior-candidate-k02-mc-022,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,5x+1,化简：(4x+3)+(1x-2)。
pep-junior-candidate-k02-mc-023,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,8x-1,化简：(5x+4)+(3x-5)。
pep-junior-candidate-k02-mc-024,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,7x+2,化简：(6x+5)+(1x-3)。
pep-junior-candidate-k02-mc-025,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,5x+5,化简：(2x+6)+(3x-1)。
pep-junior-candidate-k02-mc-026,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，选项无歧义，适合人教版初一上。,4x+3,化简：(3x+7)+(1x-4)。
pep-junior-candidate-k02-mc-027,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，选项唯一，无歧义。,7x+6,化简：(4x+8)+(3x-2)。
pep-junior-candidate-k02-fi-001,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,5,解方程：3x+12=27。x=____。
pep-junior-candidate-k02-fi-002,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,6,解方程：4x+7=31。x=____。
pep-junior-candidate-k02-fi-003,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,7,解方程：5x+10=45。x=____。
pep-junior-candidate-k02-fi-004,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,8,解方程：2x+5=21。x=____。
pep-junior-candidate-k02-fi-005,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,9,解方程：3x+8=35。x=____。
pep-junior-candidate-k02-fi-006,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,10,解方程：4x+11=51。x=____。
pep-junior-candidate-k02-fi-007,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,2,解方程：5x+6=16。x=____。
pep-junior-candidate-k02-fi-008,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,3,解方程：2x+9=15。x=____。
pep-junior-candidate-k02-fi-009,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,4,解方程：3x+12=24。x=____。
pep-junior-candidate-k02-fi-010,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,5,解方程：4x+7=27。x=____。
pep-junior-candidate-k02-fi-011,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,6,解方程：5x+10=40。x=____。
pep-junior-candidate-k02-fi-012,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,7,解方程：2x+5=19。x=____。
pep-junior-candidate-k02-fi-013,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,8,解方程：3x+8=32。x=____。
pep-junior-candidate-k02-fi-014,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,9,解方程：4x+11=47。x=____。
pep-junior-candidate-k02-fi-015,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,10,解方程：5x+6=56。x=____。
pep-junior-candidate-k02-fi-016,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,2,解方程：2x+9=13。x=____。
pep-junior-candidate-k02-fi-017,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程求解正确，答案唯一。,3,解方程：3x+12=21。x=____。
pep-junior-candidate-k02-fi-018,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，答案与解释一致，适合初一上。,4,解方程：4x+7=23。x=____。
pep-junior-candidate-k02-fi-019,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，答案与解释一致，适合初一上。,5,解方程：5x+10=35。x=____。
pep-junior-candidate-k02-fi-020,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，答案与解释一致，适合初一上。,6,解方程：2x+5=17。x=____。
