id,batch,grade,semester,knowledgePointId,unitTitle,type,difficulty,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,paperPatternCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,reviewNotes
pep-junior-candidate-k01-mc-016,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-19℃，中午上升25℃，傍晚又下降7℃。傍晚气温是多少？,-1 | 1 | -3 | 0,-1,-1,按正负变化计算：-19+25-7=-1，所以傍晚气温是-1℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-polynomial-multiplication-factorization,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-017,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-20℃，中午上升16℃，傍晚又下降8℃。傍晚气温是多少？,-10 | -14 | 12 | -12,-12,-12,按正负变化计算：-20+16-8=-12，所以傍晚气温是-12℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-algebraic-fractions,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-018,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-12℃，中午上升18℃，傍晚又下降3℃。傍晚气温是多少？,1 | -3 | 3 | 5,3,3,按正负变化计算：-12+18-3=3，所以傍晚气温是3℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-integrated-review,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-019,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-13℃，中午上升20℃，傍晚又下降4℃。傍晚气温是多少？,-3 | 3 | 5 | 1,3,3,按正负变化计算：-13+20-4=3，所以傍晚气温是3℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-quadratic-equations,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-020,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Core,某地清晨气温为-14℃，中午上升22℃，傍晚又下降5℃。傍晚气温是多少？,3 | 5 | 1 | -3,3,3,按正负变化计算：-14+22-5=3，所以傍晚气温是3℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-quadratic-functions,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-021,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-15℃，中午上升24℃，傍晚又下降6℃。傍晚气温是多少？,5 | 1 | -3 | 3,3,3,按正负变化计算：-15+24-6=3，所以傍晚气温是3℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-rotation-transformations,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-022,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-16℃，中午上升15℃，傍晚又下降7℃。傍晚气温是多少？,-10 | 8 | -8 | -6,-8,-8,按正负变化计算：-16+15-7=-8，所以傍晚气温是-8℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-circle-geometry,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-023,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-17℃，中午上升17℃，傍晚又下降8℃。傍晚气温是多少？,8 | -8 | -6 | -10,-8,-8,按正负变化计算：-17+17-8=-8，所以傍晚气温是-8℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-probability-introduction,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-024,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-18℃，中午上升19℃，傍晚又下降3℃。傍晚气温是多少？,-2 | 0 | -4 | 2,-2,-2,按正负变化计算：-18+19-3=-2，所以傍晚气温是-2℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-integrated-review,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-025,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Core,某地清晨气温为-19℃，中午上升21℃，傍晚又下降4℃。傍晚气温是多少？,0 | -4 | 2 | -2,-2,-2,按正负变化计算：-19+21-4=-2，所以傍晚气温是-2℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-026,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-20℃，中午上升23℃，傍晚又下降5℃。傍晚气温是多少？,-4 | 2 | -2 | 0,-2,-2,按正负变化计算：-20+23-5=-2，所以傍晚气温是-2℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-027,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-12℃，中午上升25℃，傍晚又下降6℃。傍晚气温是多少？,-7 | 7 | 9 | 5,7,7,按正负变化计算：-12+25-6=7，所以傍晚气温是7℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-mc-028,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,multiple-choice,Foundation,某地清晨气温为-13℃，中午上升16℃，傍晚又下降7℃。傍晚气温是多少？,-4 | -2 | -6 | 4,-4,-4,按正负变化计算：-13+16-7=-4，所以傍晚气温是-4℃。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-001,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-10，点B表示4。A、B两点之间的距离是____。,,14,14,两点距离为4-(-10)=14，所以距离是14。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-002,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-11，点B表示7。A、B两点之间的距离是____。,,18,18,两点距离为7-(-11)=18，所以距离是18。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-003,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-12，点B表示3。A、B两点之间的距离是____。,,15,15,两点距离为3-(-12)=15，所以距离是15。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-004,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-5，点B表示6。A、B两点之间的距离是____。,,11,11,两点距离为6-(-5)=11，所以距离是11。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-005,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-6，点B表示2。A、B两点之间的距离是____。,,8,8,两点距离为2-(-6)=8，所以距离是8。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-linear-equation-modeling,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-006,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-7，点B表示5。A、B两点之间的距离是____。,,12,12,两点距离为5-(-7)=12，所以距离是12。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-geometric-figures,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-007,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-8，点B表示8。A、B两点之间的距离是____。,,16,16,两点距离为8-(-8)=16，所以距离是16。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-lines-parallel-angles,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-008,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-9，点B表示4。A、B两点之间的距离是____。,,13,13,两点距离为4-(-9)=13，所以距离是13。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-real-numbers,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-009,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-10，点B表示7。A、B两点之间的距离是____。,,17,17,两点距离为7-(-10)=17，所以距离是17。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-coordinate-plane,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-010,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-11，点B表示3。A、B两点之间的距离是____。,,14,14,两点距离为3-(-11)=14，所以距离是14。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-linear-systems,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-011,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-12，点B表示6。A、B两点之间的距离是____。,,18,18,两点距离为6-(-12)=18，所以距离是18。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-data-collection,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-012,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-5，点B表示2。A、B两点之间的距离是____。,,7,7,两点距离为2-(-5)=7，所以距离是7。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-midterm-final-integrated,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-013,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-6，点B表示5。A、B两点之间的距离是____。,,11,11,两点距离为5-(-6)=11，所以距离是11。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-triangle-angle-relations,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-014,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-7，点B表示8。A、B两点之间的距离是____。,,15,15,两点距离为8-(-7)=15，所以距离是15。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-congruence-proof,pep-junior-exam-dynamic-geometry-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-015,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-8，点B表示4。A、B两点之间的距离是____。,,12,12,两点距离为4-(-8)=12，所以距离是12。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-axis-symmetry-isosceles,pep-junior-exam-proof-calculation-integrated,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-016,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-9，点B表示7。A、B两点之间的距离是____。,,16,16,两点距离为7-(-9)=16，所以距离是16。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-polynomial-multiplication-factorization,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-017,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-10，点B表示3。A、B两点之间的距离是____。,,13,13,两点距离为3-(-10)=13，所以距离是13。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-algebraic-fractions,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-018,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-11，点B表示6。A、B两点之间的距离是____。,,17,17,两点距离为6-(-11)=17，所以距离是17。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-integrated-review,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-019,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-12，点B表示2。A、B两点之间的距离是____。,,14,14,两点距离为2-(-12)=14，所以距离是14。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-quadratic-equations,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-020,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-5，点B表示5。A、B两点之间的距离是____。,,10,10,两点距离为5-(-5)=10，所以距离是10。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-quadratic-functions,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-021,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-6，点B表示8。A、B两点之间的距离是____。,,14,14,两点距离为8-(-6)=14，所以距离是14。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-rotation-transformations,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-022,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-7，点B表示4。A、B两点之间的距离是____。,,11,11,两点距离为4-(-7)=11，所以距离是11。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-circle-geometry,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-023,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-8，点B表示7。A、B两点之间的距离是____。,,15,15,两点距离为7-(-8)=15，所以距离是15。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-probability-introduction,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-024,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-9，点B表示3。A、B两点之间的距离是____。,,12,12,两点距离为3-(-9)=12，所以距离是12。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-integrated-review,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-025,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-10，点B表示6。A、B两点之间的距离是____。,,16,16,两点距离为6-(-10)=16，所以距离是16。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-026,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-11，点B表示2。A、B两点之间的距离是____。,,13,13,两点距离为2-(-11)=13，所以距离是13。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-fi-027,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-12，点B表示5。A、B两点之间的距离是____。,,17,17,两点距离为5-(-12)=17，所以距离是17。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-sa-001,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-33+32-21。,,-22,-22,先合并正负变化，-33+32-21=-22，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-sa-002,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-34+34-22。,,-22,-22,先合并正负变化，-34+34-22=-22，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-sa-003,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-35+7-23。,,-51,-51,先合并正负变化，-35+7-23=-51，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-candidate
pep-junior-candidate-k01-sa-004,junior-rag-v1-candidate,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-36+9-24。,,-51,-51,先合并正负变化，-36+9-24=-51，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-candidate
