id,batch,grade,semester,knowledgePointId,unitTitle,type,difficulty,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,paperPatternCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,reviewNotes
pep-junior-v2-s1-k01-fi-008,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-5，点B表示2。A、B两点之间的距离是____。,,7,7,两点距离为2-(-5)=7，所以距离是7。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-real-numbers,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-009,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-6，点B表示5。A、B两点之间的距离是____。,,11,11,两点距离为5-(-6)=11，所以距离是11。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-coordinate-plane,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-010,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-7，点B表示8。A、B两点之间的距离是____。,,15,15,两点距离为8-(-7)=15，所以距离是15。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-linear-systems,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-011,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-8，点B表示4。A、B两点之间的距离是____。,,12,12,两点距离为4-(-8)=12，所以距离是12。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-data-collection,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-012,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-9，点B表示7。A、B两点之间的距离是____。,,16,16,两点距离为7-(-9)=16，所以距离是16。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-midterm-final-integrated,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-013,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-10，点B表示3。A、B两点之间的距离是____。,,13,13,两点距离为3-(-10)=13，所以距离是13。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-triangle-angle-relations,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-014,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-11，点B表示6。A、B两点之间的距离是____。,,17,17,两点距离为6-(-11)=17，所以距离是17。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-congruence-proof,pep-junior-exam-dynamic-geometry-functions,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-015,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-12，点B表示2。A、B两点之间的距离是____。,,14,14,两点距离为2-(-12)=14，所以距离是14。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-axis-symmetry-isosceles,pep-junior-exam-proof-calculation-integrated,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-016,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-5，点B表示5。A、B两点之间的距离是____。,,10,10,两点距离为5-(-5)=10，所以距离是10。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-polynomial-multiplication-factorization,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-017,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-6，点B表示8。A、B两点之间的距离是____。,,14,14,两点距离为8-(-6)=14，所以距离是14。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-algebraic-fractions,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-018,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-7，点B表示4。A、B两点之间的距离是____。,,11,11,两点距离为4-(-7)=11，所以距离是11。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-integrated-review,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-019,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-8，点B表示7。A、B两点之间的距离是____。,,15,15,两点距离为7-(-8)=15，所以距离是15。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-quadratic-equations,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-020,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-9，点B表示3。A、B两点之间的距离是____。,,12,12,两点距离为3-(-9)=12，所以距离是12。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-quadratic-functions,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-021,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-10，点B表示6。A、B两点之间的距离是____。,,16,16,两点距离为6-(-10)=16，所以距离是16。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-rotation-transformations,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-022,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-11，点B表示2。A、B两点之间的距离是____。,,13,13,两点距离为2-(-11)=13，所以距离是13。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-circle-geometry,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-fi-023,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,Foundation,数轴上点A表示-12，点B表示5。A、B两点之间的距离是____。,,17,17,两点距离为5-(-12)=17，所以距离是17。,pep-junior-s1-upper-rational-numbers,pep-junior-s3-upper-paper-probability-introduction,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-001,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-35+7-4。,,-32,-32,先合并正负变化，-35+7-4=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-rational-number-operations,pep-junior-exam-number-sense-real-numbers,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-002,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-36+9-5。,,-32,-32,先合并正负变化，-36+9-5=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-003,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-37+11-6。,,-32,-32,先合并正负变化，-37+11-6=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-inequalities,pep-junior-exam-statistics-probability,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-004,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-38+13-7。,,-32,-32,先合并正负变化，-38+13-7=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-expression-simplification,pep-junior-exam-coordinate-transformations,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-005,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-39+15-8。,,-32,-32,先合并正负变化，-39+15-8=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-linear-equation-modeling,pep-junior-exam-applied-modeling-finance-rate,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-006,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-40+17-9。,,-32,-32,先合并正负变化，-40+17-9=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-upper-paper-geometric-figures,pep-junior-exam-polynomial-factorization-fractions,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-007,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-41+19-10。,,-32,-32,先合并正负变化，-41+19-10=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-lines-parallel-angles,pep-junior-exam-linear-functions-graphs,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-008,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-42+21-11。,,-32,-32,先合并正负变化，-42+21-11=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-real-numbers,pep-junior-exam-quadratic-equations-functions,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-009,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-43+23-12。,,-32,-32,先合并正负变化，-43+23-12=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-coordinate-plane,pep-junior-exam-triangles-congruence-proof,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-010,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-44+25-13。,,-32,-32,先合并正负变化，-44+25-13=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-linear-systems,pep-junior-exam-quadrilaterals-pythagorean,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-011,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-45+27-14。,,-32,-32,先合并正负变化，-45+27-14=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-data-collection,pep-junior-exam-circle-geometry,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-012,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-46+29-15。,,-32,-32,先合并正负变化，-46+29-15=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s1-lower-paper-midterm-final-integrated,pep-junior-exam-similarity-right-triangle-trig,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-013,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-47+31-16。,,-32,-32,先合并正负变化，-47+31-16=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-triangle-angle-relations,pep-junior-exam-inverse-proportion-models,passed,pass,deterministic-original-v2-1200
pep-junior-v2-s1-k01-sa-014,junior-rag-v2-1200,S1,upper,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,short-answer,Foundation,计算并说明符号：-48+33-17。,,-32,-32,先合并正负变化，-48+33-17=-32，结果为负数。,pep-junior-s1-upper-rational-numbers,pep-junior-s2-upper-paper-congruence-proof,pep-junior-exam-dynamic-geometry-functions,passed,pass,deterministic-original-v2-1200
