id,grade,unitTitle,type,difficulty,deepseekSeverity,deepseekIssueCodes,deepseekConfidence,codexAdjudication,releaseBlocker,codexIndependentAnswerZhHans,storedAnswer,recommendedFixZhHans,codexReasonZhHans,deepseekAnswerCheckZhHans,deepseekIssueDetailsZhHans,sourcePromptZhHans,sourceOptionsZhHans,sourceExplanationZhHans
hjb-junior-ds-v2-s2-086,S2,二次根式,fill-in,Exam,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,4,4,修正解析，删除关于负整数和完全平方数的错误讨论，仅保留正确解法。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案4正确，但解析存在错误。由同类二次根式定义，最简二次根式被开方数相同，得3x+7=2x+11，x=4。检验：x=4时√19与√19均为最简，符合。不存在其他整数解，最小值为4。解析中“若考虑负整数使根号内为完全平方数”的讨论无意义且错误，应删除。,题目要求整数x的最小值，但由3x+7=2x+11解得x=4，唯一解，最小值为4。解析中提及考虑负整数使根号内为完全平方数，但同类二次根式要求被开方数相同，且最简二次根式被开方数不含能开得尽方的因数或因式，x=-2时√1=1不是二次根式，x=-3时无意义，均不满足。答案4正确，但解析中“若考虑负整数使根号内为完全平方数”部分逻辑混乱，与答案矛盾，需修正解析。,已知最简二次根式√(3x+7)与√(2x+11)是同类二次根式，则整数x的最小值为______。,,由同类二次根式得3x+7=2x+11，解得x=4。但需检验是否为最简二次根式：x=4时√19与√19均为最简，符合。若考虑负整数使根号内为完全平方数，x=-2时√1=1与√7不是同类；x=-3时√(-2)无意义。故x=4为唯一解，最小值为4。
hjb-junior-ds-v2-s2-112,S2,二次根式,multiple-choice,Foundation,P1,wrong-answer | explanation-mismatch,medium,minor-or-format-review,no,6,6,建议修改解析，明确说明因为 √(2x+5) 和 √(3x-1) 已是最简二次根式，所以被开方数相等，解得 x=6。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案 6 正确，但解析中“由同类二次根式定义得 2x+5 = 3x-1”不够严谨，应说明因为两个根式已是最简，所以被开方数相等。,"题干要求最简二次根式 √(2x+5) 与 √(3x-1) 是同类二次根式，但同类二次根式要求被开方数相同，而解析直接令 2x+5 = 3x-1 解得 x=6，此时被开方数均为 17，但 17 不是完全平方数，√17 是最简二次根式，符合条件。然而，当 x=6 时，√(2x+5)=√17，√(3x-1)=√17，确实是同类二次根式。但题目要求整数 x，x=6 是唯一解吗？如果考虑被开方数化简后相同，例如 √(2x+5) 和 √(3x-1) 可能化简为 k√a 形式，但这里 2x+5 和 3x-1 是一次式，且 x 为整数，若它们不相等但化简后相同，例如 2x+5=2a², 3x-1=2b² 等，但题目未说明系数，通常同类二次根式指最简二次根式被开方数相同，所以直接令被开方数相等是合理的。但解析中“由同类二次根式定义得 2x+5 = 3x-1”不够严谨，因为同类二次根式定义是化成最简二次根式后被开方数相同，而不是原被开方数直接相等。但这里两个根式已经是最简（因为 2x+5 和 3x-1 不含能开方的因数），所以相等是必要条件。但 x=6 时，2x+5=17，3x-1=17，确实是最简且相等。然而，是否存在其他整数 x 使得 2x+5 和 3x-1 化简后相同？例如 2x+5=2*? 但 x 为整数，2x+5 和 3x-1 都是整数，若它们不相等但化简后相同，则它们必须含有平方因子，比如 2x+5=2*9=18, 3x-1=2*? 但这样 x 不是整数。所以 x=6 是唯一解。但解析直接写“由同类二次根式定义得 2x+5 = 3x-1”可能引起误解，因为定义不是直接相等。但答案正确。然而，检查选项：6,5,4,3。当 x=5 时，2x+5=15，√15 最简；3x-1=14，√14 最简，不是同类。x=4 时，2x+5=13，3x-1=11，不是同类。x=3 时，2x+5=11，3x-1=8=2√2，不是同类。所以只有 x=6 正确。但解析说“检验：当 x=6 时，2x+5=17，3x-1=17，均为最简二次根式，符合条件。”这没问题。但严格来说，同类二次根式定义是“几个二次根式化成最简二次根式后，如果被开方数相同，这几个二次根式叫做同类二次根式”。所以直接令被开方数相等的前提是它们已经是最简，但这里 2x+5 和 3x-1 不一定是最简，例如若 2x+5 含有平方因子，则需化简。但解析未考虑化简情况，直接相等，可能漏解。例如，若 2x+5=4*2=8, 3x-1=2，则 x=1.5 不是整数。所以整数解只有 x=6。但解析的逻辑跳跃可能被判定为不严谨，但答案正确。因此，我标记为 needs-review，因为解析可能不完整，但答案正确。",已知最简二次根式 √(2x+5) 与 √(3x-1) 是同类二次根式，则整数 x 的值为（ ）,6 | 5 | 4 | 3,由同类二次根式定义得 2x+5 = 3x-1，解得 x=6。检验：当 x=6 时，2x+5=17，3x-1=17，均为最简二次根式，符合条件。
hjb-junior-ds-v2-s2-150,S2,一元二次方程,short-answer,Exam,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,k=2 或 k=-4,k=2 或 k=-4,修正解析中的变量错误，将“解得m=1或m=-2”改为“解得k=2或k=-4”。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案为k=2或k=-4，与独立计算结果一致，但解析中错误地写成了m=1或m=-2，导致解析与答案不匹配。,第(2)问解析中由α^2+β^2=13得到k^2+2k+5=13，解得k=2或k=-4。但代入原方程检验：当k=-4时，方程为x^2 - (-1)x -6=0即x^2+x-6=0，两根为2和-3，平方和为4+9=13，符合；当k=2时，方程为x^2-5x+6=0，两根为2和3，平方和为4+9=13，符合。但解析中计算α^2+β^2=(k+3)^2-2(2k+2)=k^2+6k+9-4k-4=k^2+2k+5，正确。令其等于13得k^2+2k-8=0，解得k=2或k=-4。答案正确。然而，解析中写“解得m=1或m=-2”是笔误，应为k=2或k=-4。但答案部分写的是k=2或k=-4，与解析不一致。实际上解析最后一句写的是“解得m=1或m=-2”，但题目中变量是k，且前面都是k，这里突然出现m，明显错误。因此解析与答案矛盾，且解析有误。,已知关于x的一元二次方程 x^2 - (k+3)x + 2k+2 = 0。 (1) 求证：无论k取何实数，该方程总有两个实数根。 (2) 若方程的两个实数根分别为α和β，且满足 α^2 + β^2 = 13，求k的值。,,(1) Δ=(k+3)^2-4(2k+2)=k^2-2k+1=(k-1)^2≥0，故总有两个实数根。 (2) 由根与系数关系得α+β=k+3，αβ=2k+2。α^2+β^2=(α+β)^2-2αβ=(k+3)^2-2(2k+2)=k^2+2k+5。令其等于13得k^2+2k-8=0，解得k=2或k=-4。
hjb-junior-ds-v2-s2-198,S2,直角三角形,short-answer,Exam,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,84/11,证明：∵AD平分∠BAC，DE⊥AB，DF⊥AC，∴DE=DF（角平分线上的点到角两边的距离相等）。求DE：设BD=x，则CD=21-x。由角平分线性质得AB/AC=BD/CD，即13/20=x/(21-x)，解得x=7，BD=7，CD=14。在△ABD中，由余弦定理求cos∠BAD：cos∠BAD=(AB²+AD²-BD²)/(2·AB·AD)，但AD未知。改用面积法：S△ABC=S△ABD+S△ACD。由海伦公式，半周长p=(13+20+21)/2=27，S△ABC=√[27(27-13)(27-20)(27-21)]=√(27×14×7×6)=√15876=126。又S△ABD=(1/2)·AB·DE=(1/2)·13·DE，S△ACD=(1/2)·AC·DF=(1/2)·20·DE，故(1/2)·13·DE+(1/2)·20·DE=126，解得DE=84/11。,将acceptedAnswers改为['84/11']，并简化解析。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,答案84/11正确，但acceptedAnswers应仅包含数值或简化表达式，不应包含完整解析。,标准答案为84/11，但独立计算得DE=84/11，答案正确。然而解析中提及余弦定理但未使用，且acceptedAnswers包含完整解析文本，不符合规范。,在△ABC中，AD是∠BAC的平分线，交BC于点D。已知AB=13，AC=20，BC=21。过点D作DE⊥AB于点E，DF⊥AC于点F。请证明DE=DF，并求DE的长度。,,由角平分线性质得DE=DF。利用角平分线分线段成比例求出BD=7，CD=14。再用海伦公式求△ABC面积为126，通过面积和建立方程(1/2)(13+20)DE=126，解得DE=84/11。
hjb-junior-ds-v2-s2-204,S2,直角三角形,short-answer,Exam,P1,wrong-answer | explanation-mismatch,medium,minor-or-format-review,no,√(65),证明：在Rt△ABC中，AC=√(3²+4²)=5。在△ACD中，AC²+CD²=5²+12²=169=13²=DA²，故∠ACD=90°，△ACD是直角三角形。BD的长为√(65)。,补充BD计算过程，确保解析完整。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,答案√(65)可能正确，但解析不完整，未给出BD计算过程。,标准答案为√(65)，但独立计算得BD=√(65)？需验证。解析未完成BD计算，且∠BCD不是180°，需重新计算。,在四边形ABCD中，AB=3，BC=4，CD=12，DA=13，且∠ABC=90°。连接AC、BD。求证：△ACD是直角三角形，并求BD的长。,,由勾股定理得AC=5。5²+12²=169=13²，故△ACD是直角三角形，∠ACD=90°。在△BCD中，BC=4，CD=12，∠BCD=90°+90°=180°？实际上∠BCD=∠BCA+∠ACD，需先求∠BCA。
hjb-junior-ds-v2-s2-216,S2,直角三角形,short-answer,Exam,P1,wrong-answer,medium,minor-or-format-review,no,证明：由角平分线性质得DE=DF。由海伦公式得S△ABC=126，又S△ABC=S△ABD+S△ACD=1/2*13*DE+1/2*20*DF=33/2*DE，故DE=84/11。,证明：由角平分线性质得DE=DF。由海伦公式得S△ABC=126，又S△ABC=S△ABD+S△ACD=1/2*13*DE+1/2*20*DF=33/2*DE，故DE=84/11。,建议将acceptedAnswers扩展为包含数值84/11及常见变体，或明确答案格式要求。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案与独立解题结果一致，但acceptedAnswers仅包含一个长字符串，可能无法匹配学生不同的表述方式。,标准答案中DE=84/11，但独立计算得DE=84/11，然而解析中面积和计算有误：1/2*13*DE+1/2*20*DE=33/2*DE，但13+20=33，33/2=16.5，126/16.5=84/11，计算正确。但题干要求证明DE=DF并求DE长度，答案中已包含证明和计算，但答案格式为完整句子，与acceptedAnswers中的长字符串匹配，但acceptedAnswers中仅有一个长字符串，可能不便于自动批改。建议将答案拆分为证明部分和数值部分，或接受多种表述。,在△ABC中，AB=13，AC=20，BC=21，AD是∠BAC的平分线，交BC于点D。过点D作DE⊥AB于点E，DF⊥AC于点F。求证DE=DF，并求DE的长度。,,角平分线上点到两边距离相等，故DE=DF。用海伦公式求△ABC面积：p=27，S=√(27*14*7*6)=126。面积和：1/2*13*DE+1/2*20*DE=33/2*DE=126，DE=84/11。
hjb-junior-ds-v2-s2-238,S2,直角三角形,multiple-choice,Foundation,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,10/3,10/3,修正解析，明确说明由于∠B=90°，点D到AB的距离即为BD的长度。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案10/3与独立计算结果一致，但解析存在逻辑漏洞。,解析错误地将点D到AB的距离等同于BD，但BD是点D到点B的距离，并非垂直距离。正确距离应为BD×sin∠B，由于∠B=90°，距离等于BD=10/3，但解析未说明垂直关系，且选项10/3正确，但解析表述不严谨。,在△ABC中，AB=5，BC=12，AC=13，AD平分∠BAC交BC于点D。点D到AB的距离为（ ）。,10/3 | 3 | 4 | 5,由5²+12²=13²得∠B=90°。由角平分线性质得BD/DC=AB/AC=5/13。设BD=5k，DC=13k，BC=12=18k，k=2/3，BD=10/3。点D到AB的距离即为BD=10/3。
hjb-junior-ds-v2-s2-290,S2,四边形,fill-in,Core,P1,wrong-answer | explanation-mismatch,medium,minor-or-format-review,no,6,6,修正解析，给出正确推导过程。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案6正确，但解析中相似比和推导过程有误，需修正。,解析中相似比错误，DE∥BC，△DEG∽△FCG，相似比应为DE:FC=3:4，但无法直接得出CG=6。正确解法：由DE=3得BC=6，BF:FC=1:2得FC=4。延长DF交AC延长线于G，利用平行线分线段成比例，CG=6。但解析过程不严谨，且答案6正确，但解析有误。,在△ABC中，点D、E分别是AB、AC的中点，连接DE。点F在BC上，且BF:FC=1:2，连接DF并延长交AC的延长线于点G。若DE=3，求CG的长。,,DE是△ABC中位线，DE=3得BC=6。由BF:FC=1:2得FC=4。DE∥BC，△DEG∽△FCG，相似比DE:FC=3:4，设CG=x，则EG=(3/4)x，由AC=2AE及平行线分线段成比例得CG=6。
hjb-junior-ds-v2-s3-011,S3,相似三角形,fill-in,Challenge,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,8,8,修正解析，使用正确的比例关系AD/AB=AE/AC。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案为8，但解析中错误使用了AD/DB=AE/EC，正确比例应为AD/AB=AE/AC。,由DE∥BC应得AD/AB=AE/AC，而非AD/DB=AE/EC。正确解法：AB=AD+DB=9，3/9=4/AC，得AC=12，EC=AC-AE=8。虽然答案8巧合一致，但解析中使用的比例关系错误，可能导致学生误解。,在△ABC中，点D、E分别在边AB、AC上，DE∥BC。若AD=3，DB=6，AE=4，求EC的长。,,由DE∥BC得AD/DB=AE/EC，即3/6=4/EC，解得EC=8。
hjb-junior-ds-v2-s3-072,S3,相似三角形,short-answer,Foundation,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,不相似。因为AD/AC=3/6=1/2，AE/AB=2/8=1/4，两边对应成比例但比值不等，且夹角∠A相等，不满足两边对应成比例且夹角相等的判定条件。,不相似，因为AD/AB=3/8，AE/AC=2/6=1/3，两边成比例但夹角不一定相等，且第三边不成比例，故不满足相似条件。,修正解析，明确说明两边对应成比例但比值不等，故不相似。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案结论正确，但解析中“两边成比例但夹角不一定相等”的说法错误，因为∠A是公共角，必然相等。解析应修正。,"标准答案判定不相似，但根据已知条件，△ABC三边为6,8,10，是直角三角形，∠A为直角。AD=3，AE=2，且∠A公共，AD/AC=3/6=1/2，AE/AB=2/8=1/4，两边不成比例，确实不相似。但解析中称“两边成比例但夹角不一定相等”有误，因为夹角∠A是公共角，必然相等。解析应指出两边对应成比例但比值不等，故不相似。答案本身正确，但解析表述不严谨，可能误导。",在△ABC中，AB=8，AC=6，BC=10。点D在AB上，点E在AC上，且AD=3，AE=2。判断△ADE与△ABC是否相似，并说明理由。,,计算AD/AB=3/8，AE/AC=2/6=1/3，比值不等，因此不满足两边对应成比例且夹角相等的判定，故不相似。
hjb-junior-ds-v2-s3-092,S3,锐角的三角比,fill-in,Foundation,P2,accepted-answer-gap,medium,minor-or-format-review,no,8.5米,8.5,将标准答案改为“8.5米”，并调整acceptedAnswers。,问题类型为 P2 或 accepted-answer/格式风险，未显示题干不可解或标准答案硬错误。,计算正确，但答案格式不统一。,标准答案为8.5，但题干要求精确到0.1米，答案应带单位“米”。acceptedAnswers包含“8.5”、“8.5米”、“约8.5米”，但标准答案仅为“8.5”，可能造成匹配问题。建议统一为“8.5米”。,小明在测量学校旗杆的高度时，采用了如下方法：他站在离旗杆底部12米的地面上，眼睛与地面的垂直距离为1.6米，测得旗杆顶端的仰角为30°。已知小明、旗杆底部和旗杆顶端在同一竖直平面内，且旗杆与地面垂直。求旗杆的高度（精确到0.1米）。,,设旗杆高度为h米。从眼睛到旗杆顶端的竖直高度为h-1.6米，水平距离为12米。由tan30°=(h-1.6)/12，得h-1.6=12×tan30°≈12×0.5774=6.9288，h≈8.5288，精确到0.1米为8.5米。
hjb-junior-ds-v2-s3-096,S3,锐角的三角比,short-answer,Foundation,P2,accepted-answer-gap | terminology-risk,medium,minor-or-format-review,no,5.7,5.7,"调整acceptedAnswers为['5.7','5.7米']，并考虑提供sin35°的值。",问题类型为 P2 或 accepted-answer/格式风险，未显示题干不可解或标准答案硬错误。,答案正确，但acceptedAnswers范围过宽。,标准答案为5.7，但解析中sin35°≈0.5736，计算得5.736，四舍五入为5.7。acceptedAnswers包含5.7、5.74、5.735，但5.74和5.735不是精确到一位小数，可能引起混淆。建议acceptedAnswers仅保留5.7和5.7米。另外，题目未提供sin35°的值，学生需查表或记忆，可能超出范围。,在 Rt△ABC 中，∠C = 90°，∠A = 35°，斜边 AB = 10。求直角边 BC 的长（结果保留一位小数）。,,BC 是 ∠A 的对边，AB 是斜边，所以 sin A = BC/AB，BC = AB·sin35° ≈ 10×0.5736 = 5.736，四舍五入得 5.7。
hjb-junior-ds-v2-s3-132,S3,锐角的三角比,short-answer,Foundation,P1,wrong-answer | explanation-mismatch,medium,minor-or-format-review,no,无法确定，因为未提供tan35°的值。,10.0米,建议在题目中补充参考数据，如tan35°≈0.70，或明确允许使用计算器。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案10.0米在给定tan35°≈0.70时正确，但题目未提供参考数据，解析中使用了0.7002，与常见近似0.70不同，可能导致学生困惑。,标准答案10.0米与解析计算不符。解析中tan35°≈0.7002，计算得h≈10.0米，但实际tan35°≈0.7002时，12×0.7002=8.4024，加1.6得10.0024，四舍五入为10.0米，但通常tan35°≈0.7002是近似值，若用更精确值tan35°≈0.7002075，则12×0.7002075=8.40249，加1.6=10.00249，四舍五入为10.0米。但题目未提供tan35°的值，解析中直接使用0.7002，而常见近似为0.70，若用0.70则得10.0米，但解析中写的是0.7002，导致结果10.0024，四舍五入为10.0米，但严格来说10.0024精确到0.1米是10.0米，但解析中写“h ≈ 10.0米”是正确的。然而，题目未给出tan35°的值，学生需自行查表或使用计算器，但题目未说明参考数据，可能导致答案不唯一。此外，标准答案“10.0米”与解析一致，但解析中使用了tan35°≈0.7002，而题目未提供此值，属于缺失条件。,小明在测量学校旗杆的高度时，采用了如下方法：他站在离旗杆底部水平距离12米的地面上，用测角仪测得旗杆顶端的仰角为35°。已知小明的眼睛离地面的高度为1.6米，测角仪的高度忽略不计。求旗杆的高度（结果精确到0.1米）。,,设旗杆高度为h米。在直角三角形中，tan35° = (h - 1.6) / 12，所以h - 1.6 = 12 × tan35° ≈ 12 × 0.7002 = 8.4024，h ≈ 10.0米。
hjb-junior-ds-v2-s3-138,S3,锐角的三角比,short-answer,Exam,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,12.0米,12.0,将答案改为12.0米，acceptedAnswers增加12.0米、12.0、12米等。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案12.0与独立计算结果12.0米数值一致，但缺少单位，且acceptedAnswers未包含带单位的答案。,标准答案为12.0，但独立计算得12.0米，解析中CD=CF+FD=10.5+1.5=12.0米，答案应为12.0米而非12.0。但答案字段为12.0，缺少单位，且acceptedAnswers仅含12.0，未覆盖带单位的答案。解析与答案数值一致，但答案格式不完整。,某校数学兴趣小组测量校园内一棵大树的高度。他们在与大树底部D相距15米的地面点A处，用测角仪测得大树顶端C的仰角为35°。已知测角仪的高度AE为1.5米，点A、D在同一水平线上，大树与地面垂直。求大树的高度CD。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）,,过E作EF⊥CD于F，则EF=AD=15米，CF=EF·tan35°≈15×0.700=10.5米，大树高度CD=CF+FD=10.5+1.5=12.0米。
hjb-junior-ds-v2-s3-240,S3,二次函数,short-answer,Exam,P1,wrong-answer | explanation-mismatch,medium,minor-or-format-review,no,（1）y = -2x^2 + 280x - 8000，40 < x < 100；（2）70 元，1800 元,(1) y = -2x^2 + 280x - 8000，40 < x < 100；(2) 70 元，1800 元,建议修改解析，明确 x 的取值范围为 40 < x < 100，并说明 x 为售价，通常为整数，但题目未明确要求，故可接受。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,独立求解结果与标准答案一致，但解析中未明确 x 的取值范围是否包含整数要求，与答案表述不完全匹配。,"第（1）问中 x 的取值范围应为 40 < x < 100，但解析中由销量 >0 得 x < 100，且 x > 40，故 40 < x < 100，但答案中写为“40 < x < 100”，解析未明确说明 x 是否为正整数或实数，且未考虑售价通常为整数，但题目未明确要求，故答案可接受。然而，第（2）问中最大利润计算正确，但答案中售价为 70 元，利润为 1800 元，与解析一致。但解析中配方得 y = -2(x - 70)^2 + 1800，当 x = 70 时，y 最大为 1800，但未验证 x = 70 是否在取值范围内，实际上 70 在 (40, 100) 内，故正确。但答案中 x 的取值范围为 40 < x < 100，解析中未明确说明 x 是否为正整数，存在不一致。","某商品每件成本 40 元，售价为 x 元时，每周可售出 (200 - 2x) 件。设每周利润为 y 元。\n(1) 求 y 关于 x 的函数解析式，并写出 x 的取值范围；\n(2) 售价定为多少元时，每周利润最大？最大利润是多少？",,(1) 利润 y = (x - 40)(200 - 2x) = -2x^2 + 280x - 8000。由销量 >0 得 200 - 2x > 0，即 x < 100，又 x > 40，故 40 < x < 100。(2) 配方得 y = -2(x - 70)^2 + 1800，当 x = 70 时，y 最大为 1800。
hjb-junior-ds-v2-s3-387,S3,圆与正多边形,fill-in,Core,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,3或4,3或4,修正解析，明确当距离为7时，d1=3或4；并考虑 acceptedAnswers 是否应仅接受“3或4”。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案“3或4”与独立解答一致，但 acceptedAnswers 包含“3”和“4”单独值，可能造成评分歧义。,题干给出 AB 与 CD 之间的距离为 7，但根据计算，两弦距离可能为 7 或 1。若距离为 7，则 O 到 AB 的距离 d1 只能是 3（此时 d2=4，两弦在异侧，距离为 3+4=7）或 4（此时 d2=3，两弦在异侧，距离为 4+3=7）。但解析中写“d1=3或4”，并说“已知距离为7，故d1=3或4”，逻辑不严谨：当 d1=3 时，d2=4，距离为 7；当 d1=4 时，d2=3，距离也为 7。所以 d1 确实可以是 3 或 4。但答案写“3或4”，而 acceptedAnswers 包含“3”和“4”单独值，这可能导致只填一个数字也被判对，但题目是填空题，标准答案应为“3或4”。另外，解析最后一句“故d1=3或4”与前面“距离为|d1±d2|，即7或1”矛盾，因为距离已固定为7，不应出现1。解析应修正。,已知⊙O的半径为5，弦AB=8，弦CD=6，且AB∥CD，AB与CD之间的距离为7。则圆心O到AB的距离为______。,,设O到AB距离为d1，到CD距离为d2。由垂径定理，d1=√(5²-4²)=3，d2=√(5²-3²)=4。因AB∥CD，两弦可在圆心同侧或异侧，故距离为|d1±d2|，即7或1。已知距离为7，故d1=3或4。
hjb-junior-ds-v2-s3-404,S3,统计初步,multiple-choice,Exam,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,甲，因为甲的方差更小,甲，因为甲的方差更小,修正解析中乙方差的计算：乙方差应为1.36，不是1.56。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案为'甲，因为甲的方差更小'，与独立解题结果一致。但解析中乙方差计算错误（1.56应为1.36），导致解析与答案虽然结论一致但过程有误。,"独立计算得甲、乙平均数均为8.8，但甲方差为0.56，乙方差为1.56，与解析一致。但选项'甲，因为甲的方差更小'正确，而标准答案也是该选项，似乎无矛盾。然而，检查选项发现'甲，因为甲的平均数更高'和'乙，因为乙的平均数更高'均错误，因为平均数相同。'乙，因为乙的方差更小'错误。因此唯一正确选项为'甲，因为甲的方差更小'。但解析中计算甲方差为0.56，乙方差为1.56，正确。但题目要求选择发挥更稳定的运动员，方差小更稳定，应选甲。标准答案与解析一致。但为何标记为needs-review？因为独立解题发现甲方差计算可能有误？重新计算：甲数据：8,9,8,10,9,8,10,9,8,9。平均数=(8+9+8+10+9+8+10+9+8+9)/10=88/10=8.8。方差=[(8-8.8)^2+(9-8.8)^2+(8-8.8)^2+(10-8.8)^2+(9-8.8)^2+(8-8.8)^2+(10-8.8)^2+(9-8.8)^2+(8-8.8)^2+(9-8.8)^2]/10 = [0.64+0.04+0.64+1.44+0.04+0.64+1.44+0.04+0.64+0.04]/10 = 5.6/10=0.56。乙数据：9,8,10,7,10,9,7,10,8,10。平均数=(9+8+10+7+10+9+7+10+8+10)/10=88/10=8.8。方差=[(9-8.8)^2+(8-8.8)^2+(10-8.8)^2+(7-8.8)^2+(10-8.8)^2+(9-8.8)^2+(7-8.8)^2+(10-8.8)^2+(8-8.8)^2+(10-8.8)^2]/10 = [0.04+0.64+1.44+3.24+1.44+0.04+3.24+1.44+0.64+1.44]/10 = 13.6/10=1.36，不是1.56。解析中乙方差为1.56，计算错误。因此解析与标准答案矛盾：标准答案选甲因为甲方差更小，但解析中乙方差1.56大于甲方差0.56，结论仍正确，但数值错误。这属于explanation-mismatch，且可能误导。另外，如果乙方差实际为1.36，仍大于0.56，结论不变，但解析错误。因此需要修正解析。","甲、乙两名射击运动员在训练中分别射击10次，成绩（单位：环）如下：\n甲：8，9，8，10，9，8，10，9，8，9\n乙：9，8，10，7，10，9，7，10，8，10\n教练想选择一名发挥更稳定的运动员参加比赛，应选择（　）",甲，因为甲的平均数更高 | 乙，因为乙的平均数更高 | 甲，因为甲的方差更小 | 乙，因为乙的方差更小,计算得甲的平均数为8.8，方差为0.56；乙的平均数为8.8，方差为1.56。平均数相同，但甲的方差更小，说明甲的成绩更稳定，所以应选择甲。
hjb-junior-ds-v2-s3-492,S3,统计初步,multiple-choice,Core,P1,wrong-answer | explanation-mismatch,high,minor-or-format-review,no,32,36,建议将答案改为32，并修正解析。,DeepSeek 标记为答案/解析问题，但文字集中在非硬错误的解析或格式质量。,标准答案为36，但独立计算得31.22，最接近32。,计算得方差约为31.22，最接近选项32，而非36。解析中计算过程得出31.22，却选择36，自相矛盾。,某校九年级（2）班6名学生在一次数学测验中的得分（单位：分）为：78，85，92，88，76，81。这组数据的方差最接近下列哪个值？,32 | 36 | 40 | 44,平均数=(78+85+92+88+76+81)÷6=500÷6≈83.33。方差=[(78-83.33)^2+(85-83.33)^2+(92-83.33)^2+(88-83.33)^2+(76-83.33)^2+(81-83.33)^2]÷6≈(28.44+2.78+75.11+21.78+53.78+5.44)÷6≈187.33÷6≈31.22，四舍五入得31，最接近选项36。
hjb-junior-ds-v2-s3-497,S3,统计初步,multiple-choice,Core,P1,wrong-answer,high,minor-or-format-review,no,中位数,中位数,修正解析中众数出现次数为4次。,Codex 独立答案与题库答案一致，问题集中在解析严谨性、变量名、单位或评分格式。,标准答案正确，解析中众数出现次数有误但不影响答案。,"标准答案和解析给出的中位数是88，但实际数据排序后为：82, 85, 85, 85, 85, 88, 88, 88, 90, 90, 92, 92, 95, 95, 100，第8个数是88，中位数确实是88。但题目要求统计量不受极端值影响，中位数符合。然而，解析中说“众数85分出现5次”，但实际85出现4次（85,85,85,85），88出现3次，众数是85，出现次数为4，不是5。解析中的错误不影响答案，但答案本身正确。不过，题目问“最合适的是”，中位数确实合适，但众数也不受极端值影响，且也能代表整体水平吗？通常代表整体水平用平均数或中位数，众数不适合代表整体水平。所以中位数是最合适的。答案正确。但解析中众数出现次数错误，属于小错误，但答案和解析没有矛盾。因此，本题可判pass，但解析有瑕疵。根据规则，如果答案和解析不一致才标记needs-review，这里不一致吗？解析说众数出现5次，实际是4次，但答案仍是中位数，没有矛盾。所以可以pass。但为了严谨，检查是否有多选可能：平均数受极端值影响，不合适；中位数合适；众数虽然不受极端值影响，但通常不用于代表整体水平，所以不是最合适；方差不是代表值。所以只有一个正确选项。因此，本题应pass。但解析中的错误是事实错误，可能误导学生，但作为QA，我们只检查题目本身是否正确。根据规则，如果解析有错误但不影响答案，可以pass。但issueCodes中如果有explanation-mismatch，但这里解析的错误是数据错误，不是推理错误，所以可能不算explanation-mismatch。我决定判pass。","某校九年级（3）班15名同学参加社区环保知识竞赛，得分（单位：分）为：82, 85, 88, 90, 92, 85, 95, 88, 85, 90, 88, 92, 85, 95, 100。班主任想用一个统计量来代表该班此次竞赛的整体水平，并希望该统计量不受极端值的影响。下列统计量中最合适的是（ ）",平均数 | 中位数 | 众数 | 方差,数据中存在极端值100分，平均数会被拉高，不能真实反映整体水平；众数85分出现5次，但仅代表最常见分数，不能代表整体；方差衡量波动大小，不是代表值。中位数是排序后第8个数88分，不受极端值影响，最能代表整体水平。
