"id","grade","semester","topicId","unitTitle","type","difficulty","reviewReason","reviewStatus","reviewer","reviewNotes"
"bnu-primary-ds-v1-p1-142","P1","upper","bnu-primary-p1-upper-review","一年级上册整理与复习","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-143","P1","upper","bnu-primary-p1-upper-review","一年级上册整理与复习","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-144","P1","upper","bnu-primary-p1-upper-review","一年级上册整理与复习","short-answer","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-149","P1","lower","bnu-primary-p1-lower-within-20-regrouping","加与减（一）","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-151","P1","lower","bnu-primary-p1-lower-within-20-regrouping","加与减（一）","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-154","P1","lower","bnu-primary-p1-lower-within-20-regrouping","加与减（一）","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-162","P1","lower","bnu-primary-p1-lower-observe-objects","观察物体","short-answer","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-165","P1","lower","bnu-primary-p1-lower-observe-objects","观察物体","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-166","P1","lower","bnu-primary-p1-lower-observe-objects","观察物体","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-169","P1","lower","bnu-primary-p1-lower-observe-objects","观察物体","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-184","P1","lower","bnu-primary-p1-lower-within-100-number-sense","生活中的数","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-200","P1","lower","bnu-primary-p1-lower-plane-shapes","有趣的图形","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-202","P1","lower","bnu-primary-p1-lower-plane-shapes","有趣的图形","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-215","P1","lower","bnu-primary-p1-lower-within-100-add-sub-nonregrouping","加与减（二）","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-218","P1","lower","bnu-primary-p1-lower-within-100-add-sub-nonregrouping","加与减（二）","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-220","P1","lower","bnu-primary-p1-lower-within-100-add-sub-nonregrouping","加与减（二）","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-221","P1","lower","bnu-primary-p1-lower-within-100-add-sub-integrated","加与减（三）","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-223","P1","lower","bnu-primary-p1-lower-within-100-add-sub-integrated","加与减（三）","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-228","P1","lower","bnu-primary-p1-lower-within-100-add-sub-integrated","加与减（三）","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-230","P1","lower","bnu-primary-p1-lower-within-100-add-sub-integrated","加与减（三）","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-231","P1","lower","bnu-primary-p1-lower-within-100-add-sub-integrated","加与减（三）","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p1-241","P1","lower","bnu-primary-p1-lower-math-play-review","数学好玩与整理复习","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-003","P2","upper","bnu-primary-p2-upper-add-sub-review","加与减","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-008","P2","upper","bnu-primary-p2-upper-add-sub-review","加与减","fill-in","Exam","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-015","P2","upper","bnu-primary-p2-upper-add-sub-review","加与减","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-023","P2","upper","bnu-primary-p2-upper-shopping-money","购物","fill-in","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-027","P2","upper","bnu-primary-p2-upper-shopping-money","购物","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-031","P2","upper","bnu-primary-p2-upper-multiplication-introduction","数一数与乘法","multiple-choice","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-040","P2","upper","bnu-primary-p2-upper-multiplication-introduction","数一数与乘法","multiple-choice","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-041","P2","upper","bnu-primary-p2-upper-multiplication-introduction","数一数与乘法","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-044","P2","upper","bnu-primary-p2-upper-multiplication-introduction","数一数与乘法","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-046","P2","upper","bnu-primary-p2-upper-shape-transformations","图形的变化","multiple-choice","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-051","P2","upper","bnu-primary-p2-upper-shape-transformations","图形的变化","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-058","P2","upper","bnu-primary-p2-upper-shape-transformations","图形的变化","multiple-choice","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-063","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-064","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","multiple-choice","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-068","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-071","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-072","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-073","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","multiple-choice","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-074","P2","upper","bnu-primary-p2-upper-multiplication-facts-2-to-5","2-5的乘法口诀","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-078","P2","upper","bnu-primary-p2-upper-measurement","测量","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-090","P2","upper","bnu-primary-p2-upper-measurement","测量","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-093","P2","upper","bnu-primary-p2-upper-division-introduction","分一分与除法","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-095","P2","upper","bnu-primary-p2-upper-division-introduction","分一分与除法","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-114","P2","upper","bnu-primary-p2-upper-multiplication-facts-6-to-9","6-9的乘法口诀","short-answer","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-115","P2","upper","bnu-primary-p2-upper-multiplication-facts-6-to-9","6-9的乘法口诀","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-121","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-125","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-128","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-135","P2","upper","bnu-primary-p2-upper-division-facts-review","除法与整理复习","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-141","P2","lower","bnu-primary-p2-lower-division-strengthening","除法","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-152","P2","lower","bnu-primary-p2-lower-direction-position","方向与位置","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-161","P2","lower","bnu-primary-p2-lower-direction-position","方向与位置","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-163","P2","lower","bnu-primary-p2-lower-direction-position","方向与位置","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-184","P2","lower","bnu-primary-p2-lower-measurement","测量","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-185","P2","lower","bnu-primary-p2-lower-measurement","测量","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-188","P2","lower","bnu-primary-p2-lower-measurement","测量","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-196","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-203","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-207","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-208","P2","lower","bnu-primary-p2-lower-three-digit-add-sub","加与减","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-214","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-215","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-218","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-219","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-220","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-221","P2","lower","bnu-primary-p2-lower-plane-shapes","认识图形","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-228","P2","lower","bnu-primary-p2-lower-time","时、分、秒","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-229","P2","lower","bnu-primary-p2-lower-time","时、分、秒","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-236","P2","lower","bnu-primary-p2-lower-time","时、分、秒","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p2-238","P2","lower","bnu-primary-p2-lower-data-recording-review","调查与记录及整理复习","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-001","P3","upper","bnu-primary-p3-upper-mixed-operations","混合运算","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-003","P3","upper","bnu-primary-p3-upper-mixed-operations","混合运算","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-005","P3","upper","bnu-primary-p3-upper-mixed-operations","混合运算","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-022","P3","upper","bnu-primary-p3-upper-observe-objects","观察物体","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-027","P3","upper","bnu-primary-p3-upper-observe-objects","观察物体","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-028","P3","upper","bnu-primary-p3-upper-observe-objects","观察物体","multiple-choice","Exam","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-034","P3","upper","bnu-primary-p3-upper-three-digit-add-sub","加与减","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-037","P3","upper","bnu-primary-p3-upper-three-digit-add-sub","加与减","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-041","P3","upper","bnu-primary-p3-upper-three-digit-add-sub","加与减","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-046","P3","upper","bnu-primary-p3-upper-multiplication-division-fluency","乘与除","multiple-choice","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-054","P3","upper","bnu-primary-p3-upper-multiplication-division-fluency","乘与除","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-067","P3","upper","bnu-primary-p3-upper-perimeter","周长","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-082","P3","upper","bnu-primary-p3-upper-multi-digit-multiplication","乘法","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-096","P3","upper","bnu-primary-p3-upper-calendar-time","年、月、日","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-102","P3","upper","bnu-primary-p3-upper-calendar-time","年、月、日","short-answer","Challenge","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-103","P3","upper","bnu-primary-p3-upper-calendar-time","年、月、日","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-106","P3","upper","bnu-primary-p3-upper-decimal-introduction","认识小数","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-118","P3","upper","bnu-primary-p3-upper-decimal-introduction","认识小数","multiple-choice","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-122","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-128","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-129","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-135","P3","upper","bnu-primary-p3-upper-math-play-review","数学好玩及整理复习","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-146","P3","lower","bnu-primary-p3-lower-division","除法","fill-in","Foundation","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-161","P3","lower","bnu-primary-p3-lower-shape-motion","图形的运动","fill-in","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
"bnu-primary-ds-v1-p3-165","P3","lower","bnu-primary-p3-lower-shape-motion","图形的运动","short-answer","Core","grade-pass-sample","approved","S18","Manual sample approved for public integration after deterministic audit pass and v1 minor-warning remediation."
