id,grade,semester,unitTitle,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,materialKind,assessmentFamily,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
pep-primary-rag2-p1-lower-fi-015,P1,lower,分类与整理,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Foundation,fill-in,一张5元可以换几张1元？一张10元可以换几张5元？,,5，2,5，2 | 5张，2张 | 5张1元，2张5元,5元=5张1元；10元=2张5元。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,comprehensive-assessment,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-016,P1,lower,想加算减,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Core,fill-in,计算12-6时，想6+□=12，所以12-6=□。请填出两个□里的数。,,6，6,6，6,想加算减：因为6+6=12，所以12-6=6。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,final,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-017,P1,lower,认识人民币,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Core,fill-in,一支铅笔8角，一个橡皮5角，买这两样一共需要多少钱？,,1元3角,1元3角 | 13角,8角+5角=13角=1元3角。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,sync-practice,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-018,P1,lower,分类观察,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Core,fill-in,下面有几种图形：正方形、圆形、三角形、长方形。请你按形状分一分，数一数，把结果填在横线上。 正方形有____个，圆形有____个，三角形有____个，长方形有____个。 （图形描述：在纸上画了3个正方形，2个圆形，4个三角形，1个长方形。所有图形都是分开的，没有重叠。）,,正方形有3个，圆形有2个，三角形有4个，长方形有1个。,正方形有3个，圆形有2个，三角形有4个，长方形有1个。 | 3，2，4，1 | 3 2 4 1,按形状分类，数出每种图形的数量：正方形3个，圆形2个，三角形4个，长方形1个。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,topic-practice,topic-drill,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-019,P1,lower,100以内数的认识,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,一个两位数，十位上是6，个位上是3，这个数写作____，读作____。,,写作63，读作六十三。,写作63，读作六十三。 | 63，六十三 | 63 六十三,十位6表示6个十，个位3表示3个一，合起来是63，读作六十三。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,unit-test,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-020,P1,lower,100以内加减法,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,计算：34 + 5 = ____，67 - 20 = ____。,,34+5=39，67-20=47。,34+5=39，67-20=47。 | 39，47 | 39 47,34+5，个位4+5=9，十位不变，得39；67-20，十位6-2=4，个位不变，得47。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-021,P1,lower,20以内退位减法,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Core,fill-in,13 - 6 = ____，想：6 + ____ = 13，所以13 - 6 = ____。,,13-6=7，想：6+7=13，所以13-6=7。,13-6=7，想：6+7=13，所以13-6=7。 | 7，7 | 7 7,用想加算减法，因为6+7=13，所以13-6=7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,topic-drill,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-022,P1,lower,分类与整理,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Core,fill-in,下面是二（1）班同学喜欢的水果统计表：苹果8人，香蕉5人，橘子6人，梨4人。 喜欢苹果的比喜欢梨的多____人。,,4,4 | 4人,苹果8人，梨4人，8-4=4，所以多4人。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,problem-solving,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-023,P1,lower,认识平面图形,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Core,fill-in,用4个同样大小的正方形可以拼成一个长方形，也可以拼成一个正方形。拼成的长方形和正方形中，哪种图形用的正方形个数更多？,,一样多,一样多 | 同样多 | 相同 | 都是4个,长方形和正方形都用4个同样大小的正方形拼成，所以用的正方形个数一样多，都是4个。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,sync-practice,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-024,P1,lower,数的顺序,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,按顺序填数：57、58、59、____、61、62。,,60,60,这些数从小到大排列，每次增加1。59后面是60，60后面是61，所以填60。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,topic-practice,topic-drill,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-025,P1,lower,找规律,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,找规律填数：2、5、8、11、____、17。,,14,14,规律是每次加3：2+3=5，5+3=8，8+3=11，11+3=14，14+3=17，所以填14。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-026,P1,lower,想加算减,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Core,fill-in,用想加算减的方法计算12-5。想：5+____=12，所以12-5=____。,,"7,7","7,7 | 7，7",想加算减：因为5+7=12，所以12-5=7。两个空都填7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-027,P1,lower,情境应用,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Core,fill-in,小红有2张5角和3张1角的纸币，她一共有多少钱？,,1元3角,1元3角 | 13角,2张5角是10角，3张1角是3角，一共10+3=13角，13角=1元3角。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,sync-practice,comprehensive,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-028,P1,lower,图形拼组,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Core,fill-in,用两个完全一样的三角形，可以拼成一个什么图形？请写出图形名称。,,平行四边形,平行四边形,两个完全一样的三角形可以拼成一个平行四边形，因为将两个三角形相等的边拼接，对边平行且相等。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,unit-test,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-029,P1,lower,100以内数的认识,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,一个两位数，十位上是6，个位上是3，这个数写作______。,,63,63,十位是6表示6个十，个位是3表示3个一，合起来是63。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,sync-practice,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-030,P1,lower,一年级下册综合复习,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,按规律填数：5，10，15，20，______，30。,,25,25,每次加5，20+5=25，所以填25。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,final,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-031,P1,lower,20以内退位减法,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Foundation,fill-in,计算13-6时，可以想6+______=13，所以13-6=______。,,7,7,因为6+7=13，所以13-6=7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,final,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-032,P1,lower,认识人民币,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Foundation,fill-in,1张10元可以换______张5元。,,2,2,10元里面有2个5元，所以可以换2张5元。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,problem-solving,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-033,P1,lower,分类观察,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Foundation,fill-in,小明用正方形、长方形、三角形和圆形拼了一幅画。数一数，他用了（    ）个正方形，（    ）个长方形，（    ）个三角形，（    ）个圆形。 描述：画中有2个正方形，3个长方形，4个三角形，1个圆形。,,"2,3,4,1","2,3,4,1 | 2，3，4，1",根据描述，正方形有2个，长方形有3个，三角形有4个，圆形有1个，按顺序填入。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,topic-practice,topic-drill,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-034,P1,lower,数的顺序,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Foundation,fill-in,按顺序填数：67，68，69，（    ），71，72。,,70,70,这些数依次增加1，69后面是70，再后面是71，所以填70。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,unit-test,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-035,P1,lower,100以内加减法,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Foundation,fill-in,计算：45+30=（    ），78-50=（    ）。,,"75,28","75,28 | 75，28",45+30：40+30=70，70+5=75；78-50：70-50=20，20+8=28。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-036,P1,lower,想加算减,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Foundation,fill-in,计算12-5，想：5+（    ）=12，所以12-5=（    ）。,,"7,7","7,7 | 7，7",想加算减：因为5+7=12，所以12-5=7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,topic-drill,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-037,P1,lower,分类与整理,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Foundation,fill-in,把下面的硬币分类：1元、5角、1角、1元、5角、1角、1角。 1元有（    ）枚，5角有（    ）枚，1角有（    ）枚。,,"2,2,3","2,2,3 | 2，2，3",数一数：1元出现2次，5角出现2次，1角出现3次。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,sync-practice,unit-test,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-038,P1,lower,认识平面图形,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Foundation,fill-in,用4个同样大小的正方形可以拼成一个什么图形？请写出两种不同的图形名称。,,长方形，正方形,长方形，正方形,4个正方形排成一排得到长方形，排成2行2列得到正方形。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,sync-practice,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-039,P1,lower,100以内数的认识,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Foundation,fill-in,一个两位数，十位上是7，个位上的数字比十位上的数字小2。这个数是多少？,,75,75,十位是7，个位比十位小2，个位是5，所以这个数是75。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,topic-practice,topic-drill,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-fi-040,P1,lower,找规律,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Foundation,fill-in,按规律填数：2，5，8，11，___，___。,,14，17,14，17,每次加3：2+3=5，5+3=8，8+3=11，11+3=14，14+3=17。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
pep-primary-rag2-p1-lower-mc-001,P1,lower,认识平面图形,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Foundation,multiple-choice,下面哪一组图形全部都是三角形？,A. 三个角都是尖尖的图形 | B. 有3条直直的边和3个角的图形 | C. 有3条边，其中一条边是弯的图形 | D. 有4条边和4个角的图形,B. 有3条直直的边和3个角的图形,B. 有3条直直的边和3个角的图形,三角形必须有3条直边和3个角。A未说明边数，C有弯边，D是四边形。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,sync-practice,lesson-practice,passed-auto-source-scan,pending-s18-review,pending-s18-review,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; pending deterministic audit and S18 blind review before app integration.
