"id","grade","unitTitle","type","difficulty","deepseekSeverity","deepseekIssueCodes","deepseekConfidence","codexStatus","codexAction","codexReason","answer","deepseekIssueDetailsZhHans","promptZhHans"
"hjb-junior-ds-v2-s1-087","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","20","标准答案为 20，但独立计算得 56。解析中代入后得 8+48=56，与答案矛盾。","先化简，再求值：\((x+2y)^2 - (x-2y)(x+2y) - 4y(2x-y)\)，其中\(x=-1\)，\(y=2\)。"
"hjb-junior-ds-v2-s1-090","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","15","标准答案为 15，但独立计算得 29。解析中代入计算过程为 8×4 + 7(-2)(1) -6(-2) -1 = 32 -14 +12 -1 = 29，与答案 15 矛盾。","已知\(A = 2x^2 + 3xy - 2x - 1\)，\(B = -x^2 + xy - 1\)。求\(3A - 2B\)的值，其中\(x = -2\)，\(y = 1\)。"
"hjb-junior-ds-v2-s1-093","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(-\frac{1}{2}a^3b^3\)","标准答案为 -1/2 a^3 b^3，但独立计算得 -1/2 a^5 b^3。解析中最后一步乘法 -2a^3b · 1/4 a^2b^2 = -1/2 a^5 b^3，与答案矛盾。","计算：\(\left(-2a^2b\right)^3 \div \left(4a^3b^2\right) \cdot \left(-\frac{1}{2}ab\right)^2\)，并将结果写成只含正整数指数的形式。"
"hjb-junior-ds-v2-s1-094","S1","整式的乘除","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","-72a^{12}","标准答案为 -72a^{12}，但独立计算得 -108a^{12}。解析中计算过程为 4a^6 · (-27a^6) = -108a^{12}，与答案矛盾。","计算 (2a^3)^2 · (-3a^2)^3 的结果是（ ）。"
"hjb-junior-ds-v2-s1-103","S1","因式分解","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","D. x² + 6x + 9 = (x + 3)²","选项 C 和 D 均正确。C: -a²+4b² = 4b² - a² = (2b+a)(2b-a)，因式分解正确。D: x²+6x+9 = (x+3)² 正确。题目要求选择正确的因式分解，但存在两个正确选项。","下列因式分解正确的是（ ）。"
"hjb-junior-ds-v2-s1-106","S1","因式分解","multiple-choice","Core","P1","multiple-correct-options | explanation-mismatch","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","A. 6x²y - 9xy² = 3xy(2x - 3y)","选项A和B均正确。A：6x²y-9xy²=3xy(2x-3y)正确；B：x²-4x+4=(x-2)²正确。解析称B正确但答案只选A，矛盾。","下列多项式中，因式分解正确的是（ ）"
"hjb-junior-ds-v2-s1-121","S1","因式分解","multiple-choice","Core","P1","wrong-answer","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(3xy(2x - 3y + 1)\)","标准答案错误。多项式 6x²y - 9xy² + 3xy 提取公因式 3xy 后得 3xy(2x - 3y + 1)，但选项 B 为 3xy(2x - 3y + 1)，选项 C 为 xy(6x - 9y + 3)，两者等价。因此存在两个正确选项，不符合单选题要求。","将多项式 \(6x^2y - 9xy^2 + 3xy\) 因式分解，以下哪个选项是正确的？"
"hjb-junior-ds-v2-s1-137","S1","因式分解","fill-in","Foundation","P1","wrong-answer","high","likely-model-false-positive","降级为抽样复核；提取 -5x²y 后得 -5x²y(x - 3y + 2)，展开与原式一致。","Codex factorization check confirms the answer.","\(-5x^2y(x - 3y + 2)\)","标准答案 -5x²y(x - 3y + 2) 错误。提取公因式 -5x²y 后，原式各项除以 -5x²y 得：x - 3y + 2，但原式第三项为 -10x²y，除以 -5x²y 得 +2，正确。然而，原式第一项 -5x³y 除以 -5x²y 得 x，第二项 +15x²y² 除以 -5x²y 得 -3y，第三项 -10x²y 除以 -5x²y 得 +2，因此括号内应为 (x - 3y + 2)，但展开验证：-5x²y(x - 3y + 2) = -5x³y + 15x²y² - 10x²y，与原式一致。实际上答案正确，但解析中“注意符号：原式各项除以-5x²y后分别为x、-3y、2”中第三项写为2，而括号内为+2，一致。但答案本身正确，无错误。重新检查：原式 -5x³y + 15x²y² - 10x²y，提取 -5x²y，得 -5x²y(x - 3y + 2)，展开：-5x²y*x = -5x³y，-5x²y*(-3y)=+15x²y²，-5x²y*2=-10x²y，正确。因此答案正确。但解析中“注意符号：原式各项除以-5x²y后分别为x、-3y、2”中第三项为2，而括号内为+2，一致。无错误。但需检查 acceptedAnswers 是否覆盖标准答案：已包含。因此本题应 pass。但之前标记为 needs-review，现更正。","因式分解：\(-5x^3y + 15x^2y^2 - 10x^2y\) = ______。"
"hjb-junior-ds-v2-s1-138","S1","因式分解","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(4(2x - 3)(x + 1)\)","标准答案 4(2x-3)(x+1) 与解析结果 4(2x+1)(x-3) 不一致。解析利用平方差公式得 (4x+2)(2x-6)=2(2x+1)·2(x-3)=4(2x+1)(x-3)，但标准答案为 4(2x-3)(x+1)。两者不等价：展开 4(2x+1)(x-3)=4(2x²-6x+x-3)=4(2x²-5x-3)=8x²-20x-12；展开 4(2x-3)(x+1)=4(2x²+2x-3x-3)=4(2x²-x-3)=8x²-4x-12。原式 (3x-2)²-(x+4)²=9x²-12x+4 - (x²+8x+16)=8x²-20x-12，因此解析结果正确，标准答案错误。","因式分解：\( (3x - 2)^2 - (x + 4)^2 \)。请写出完整步骤。"
"hjb-junior-ds-v2-s1-153","S1","分式","short-answer","Exam","P1","wrong-answer","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","化简得 \(\frac{x-2}{x+2}\)，取 \(x=0\) 时值为 \(-1\)","标准答案化简结果为 (x-2)/(x+2)，但正确化简应为 (x-2)/(x+2)？经独立计算，原式化简为 (x-2)/(x+2)，代入 x=0 得 -1，答案正确。但解析中化简步骤有误：原式 = (x+2)(x-2)/(x-2)^2 ÷ (x+2)/(x-2) = (x+2)/(x-2) × (x-2)/(x+2) = 1？重新计算：原式 = (x^2-4)/(x^2-4x+4) ÷ (x+2)/(x-2) = [(x+2)(x-2)]/(x-2)^2 × (x-2)/(x+2) = (x+2)/(x-2) × (x-2)/(x+2) = 1。但答案给出 (x-2)/(x+2)，矛盾。独立计算：原式 = (x^2-4)/(x^2-4x+4) × (x-2)/(x+2) = [(x+2)(x-2)]/(x-2)^2 × (x-2)/(x+2) = (x+2)/(x-2) × (x-2)/(x+2) = 1。因此化简结果应为 1，代入 x=0 得 1，而非 -1。答案错误。","先化简 \(\frac{x^2-4}{x^2-4x+4} \div \frac{x+2}{x-2}\)，再从 \(-2, 0, 2\) 中选择一个合适的数代入求值。"
"hjb-junior-ds-v2-s1-156","S1","分式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","（1）x ≠ 3 且 x ≠ -2；（2）最简分式为 2(x+2)/(x-3)，x ≠ 3；（3）原分式值 = 1，最简分式值 = 1，相等。","标准答案（2）最简分式为 2(x+2)/(x-3)，但正确化简应为 2(x-2)/(x-3)。解析中写“约去公因式 (x+2) 得 2(x-2)/(x-3)”，但答案却写成了 2(x+2)/(x-3)，矛盾。且（3）代入 x=-1 计算，原式值应为 3/2，最简式值也为 3/2，但答案写为 1，错误。","已知分式 \(\frac{2x^2 - 8}{x^2 - x - 6}\)。\n（1）求该分式有意义的 \(x\) 的取值范围；\n（2）将该分式化为最简分式，并写出化简后分式有意义的 \(x\) 的取值范围；\n（3）当 \(x = -1\) 时，分别计算原分式和最简分式的值，并说明两者是否相等。"
"hjb-junior-ds-v2-s1-157","S1","分式","multiple-choice","Core","P1","multiple-correct-options","medium","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","D. \(\frac{x^2+x-2}{x^2-2x-3}\)","选项 A 约分后为 (x+2)/(x-3)，但定义域多了 x≠0；选项 B 约分后为 (x+2)/(x-3)，但定义域多了 x≠2；选项 C 约分后为 (x+2)/(x-3)，但定义域多了 x≠-3；选项 D 约分后为 (x+2)/(x-3)，定义域为 x≠3 且 x≠-1，与原分式定义域 x≠3 不同。严格来说，所有选项化简后代数式相同，但定义域均不完全相同。初中通常不考虑定义域差异，认为相等。但若考虑定义域，则无一完全相等。题目未明确是否考虑定义域，可能引起争议。但按常规，选项 D 定义域最接近，且解析认为 D 正确。然而选项 A、B、C 约分后也得到相同代数式，若忽略定义域，则多个选项正确。需明确题目意图。","下列分式中，与 \(\frac{x+2}{x-3}\) 相等的是（ ）"
"hjb-junior-ds-v2-s1-162","S1","分式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","3","标准答案为3，但独立化简后代入x=-1得-1。解析也得出-1，与答案矛盾。","先化简分式 (x^2 - 4) / (x^2 - 2x)，再求当 x = -1 时该分式的值。"
"hjb-junior-ds-v2-s1-169","S1","分式","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","(a - b) / (b + a)","选项C (a - b) / (b + a) 与给定分式 (a - b) / (a + b) 相等，因为加法交换律。但选项B -(b - a) / (a + b) 也等于 (a - b) / (a + b)，因为 -(b - a) = a - b。因此存在两个正确选项。","下列分式中，与分式 (a - b) / (a + b) 相等的是（ ）"
"hjb-junior-ds-v2-s1-180","S1","分式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","2/(x+2)，x≠±2","标准答案和解析不一致。解析化简得到2(x+3)/[(x+2)(x-2)]，但错误地约分成了2/(x+2)，实际上无法约去(x+3)。正确结果应为(2x+6)/[(x+2)(x-2)]，不能进一步化简。标准答案2/(x+2)错误。","计算：(3/(x-2)) - (x/(x^2-4))，并写出x的取值范围。"
"hjb-junior-ds-v2-s1-187","S1","分式","multiple-choice","Core","P1","multiple-correct-options","medium","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","\(\frac{6a}{4b}\)","选项A 3a²/(2ab) 约分后为 3a/(2b)，但需 a≠0；选项C 6a/(4b) 约分后也为 3a/(2b)。在分式相等定义下，若考虑定义域，A 与 C 均与原分式相等，但通常初中阶段默认字母取值使分式有意义，因此 A 和 C 都可能被视为正确，导致多个正确选项。","下列分式中，与 \(\frac{3a}{2b}\) 相等的是（ ）。"
"hjb-junior-ds-v2-s1-197","S1","分式","fill-in","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","-1/0 无意义","标准答案为“-1/0 无意义”，但分式无意义时不应写“-1/0”，应直接写“无意义”。解析正确指出分母为零，分式无意义，但答案表述不规范。","当 \(x = -2\) 时，分式 \(\frac{x+1}{x^2-4}\) 的值为______。"
"hjb-junior-ds-v2-s1-199","S1","分式","multiple-choice","Foundation","P1","multiple-correct-options | explanation-mismatch","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","B. \(\frac{6}{2a-4}\)","选项A约去a得3/(a-2)，但需a≠0；选项B分子分母同除以2得3/(a-2)，需a≠2；选项C约去(a-2)得3/(a-2)，需a≠2。三个选项化简后形式相同，但定义域不同。原分式定义域为a≠2，选项A定义域为a≠0且a≠2，选项B定义域为a≠2，选项C定义域为a≠2。严格来说，选项B和C与原分式等价（定义域相同），选项A定义域不同。但解析称A不等价，B等价，C不等价，存在矛盾。实际上B和C均等价，因此存在多个正确选项。","下列分式中，与 \(\frac{3}{a-2}\) 相等的是（ ）"
"hjb-junior-ds-v2-s1-227","S1","图形的运动","fill-in","Foundation","P1","wrong-answer","high","likely-model-false-positive","降级为抽样复核；除非人工复算发现新问题，否则不按 blocker 处理。","DeepSeek rationale contains self-correction/pass language and ends with a pass/correct conclusion.","(4, 3)","点P(-3,4)绕原点顺时针旋转90°的坐标应为(4,3)，但标准答案给出(4,3)，解析中公式(x,y)→(y,-x)代入得(4, -(-3))=(4,3)，正确。但需确认顺时针旋转公式：顺时针旋转90°为(x,y)→(y,-x)，代入(-3,4)得(4,3)，答案正确。然而，解析中“注意顺时针旋转与逆时针旋转的符号区别”未具体说明，但答案无误。经独立计算，答案应为(4,3)，与标准答案一致。但检查发现，标准答案(4,3)与解析一致，无错误。可能误判，重新检查：顺时针旋转90°公式为(x,y)→(y,-x)，(-3,4)→(4,3)，正确。因此无问题。但原标记为needs-review，实际应为pass。","在平面直角坐标系中，点P的坐标为(-3, 4)。将点P绕原点顺时针旋转90°，得到点Q，则点Q的坐标为______。"
"hjb-junior-ds-v2-s1-258","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","medium","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","设购进 x 本。已售出 (x - 20) 本，获利 3(x - 20) - 2x ≥ 100。解得 x ≥ 160。答：至少购进 160 本。","题目要求“至少购进多少本”，但标准答案和解析均使用不等式“≥100”求解，得到 x ≥ 160，即至少160本。然而，题干中“当卖到还剩20本时，除去所有成本已获利100元”应理解为此时利润恰好为100元，应列方程而非不等式。若列方程 3(x-20)-2x=100，解得 x=160，此时“至少”无意义。若按不等式理解，则利润≥100，但题干“已获利100元”通常表示恰好获利100元。因此，题目存在歧义，标准答案和解析可能错误。","某商店购进一批笔记本，每本进价 2 元，售价 3 元。当卖到还剩 20 本时，除去所有成本已获利 100 元。问该商店至少购进了多少本笔记本？请列出不等式并求解。"
"hjb-junior-ds-v2-s1-264","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","学生240人，共2种方案","标准答案给出“学生240人，共2种方案”，但解析中方案(0,4)表示租0辆45座和4辆60座，总费用0*220+4*300=1200元，满足费用不超过2500元，且座位数4*60=240，恰好满足。方案(4,1)表示租4辆45座和1辆60座，总费用4*220+1*300=1180元，座位数4*45+1*60=240，也满足。但解析未考虑其他可能组合，如(2,3)：2*45+3*60=270≥240，费用2*220+3*300=1340≤2500，也满足条件。因此，方案不止两种，标准答案错误。","某校组织七年级学生春游，租用45座客车若干辆，但有15人没有座位；若租用同样数量的60座客车，则多出一辆车，且其余车恰好坐满。已知45座客车租金为每辆220元，60座客车租金为每辆300元。问：该校七年级共有多少名学生？若要求每位学生都有座位，且租车总费用不超过2500元，共有几种租车方案？"
"hjb-junior-ds-v2-s1-266","S1","一元一次不等式","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","x ≤ 540","题干要求列出不等式并求x的取值范围，但标准答案仅给出x≤540，未列出不等式。解析中先解出x=240，但后续费用计算与x=240矛盾，且推导出的x≤540与x=240不一致。题目可能缺少条件或答案错误。","某校组织七年级学生参加社会实践活动，若租用45座客车，则有15人没有座位；若租用同样数量的60座客车，则多出一辆车，且其余客车恰好坐满。已知45座客车的租金为每辆400元，60座客车的租金为每辆500元。设该校七年级学生共有x人，则x满足的不等式为：若要使租车总费用不超过5000元，则x的取值范围是______。"
"hjb-junior-ds-v2-s1-270","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","25 ≤ 售价 ≤ 28","解析中不等式化简为x²-55x+750≤0，解得25≤x≤30，但答案却为25≤x≤28，无依据。且销量700-20x在x>35时为负，但x≤30时销量非负，无需额外限制。答案25≤x≤28错误。","某商店销售一种商品，进价为每件20元，售价为每件30元，每天可售出100件。经调查发现，售价每降低1元，每天可多售出20件。若商店希望每天的利润不低于1200元，则售价应定为多少元？请列出不等式并求解。"
"hjb-junior-ds-v2-s1-273","S1","一元一次不等式","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","240","标准答案为240，但解析得出学生人数为285，答案与解析矛盾。独立求解得人数为285，故答案错误。","某校组织七年级学生参加社会实践活动，计划租用客车。若每辆客车坐 45 人，则有 15 人没有座位；若每辆客车坐 50 人，则最后一辆客车坐了不到 40 人。求该校七年级学生的人数。"
"hjb-junior-ds-v2-s1-276","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","x=5，不等式为45x+15=50x-10","题目要求写出满足的不等式，但标准答案给出的是方程45x+15=50x-10，解析中虽提及可转化为不等式，但答案本身为方程，与题目要求不符。独立求解得x=5，但不等式应为45x+15≤50x-10或类似形式。","某校组织七年级学生参加社会实践活动，计划租用客车。若每辆客车坐45人，则有15人没有座位；若每辆客车坐50人，则最后一辆客车空出10个座位。设租用客车x辆，求x的值，并写出满足的不等式。"
"hjb-junior-ds-v2-s1-285","S1","一元一次不等式","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","y = -20x^2 + 1100x - 15000；当 25 ≤ x ≤ 30 时，利润不低于 2000 元","标准答案中利润函数 y = -20x^2 + 1100x - 15000 的常数项错误，应为 -12000。解析中展开 (x-15)(800-20x) 得到 -20x^2 + 1100x - 12000，但答案写成了 -15000。解不等式 -20x^2 + 1100x - 12000 ≥ 2000 得 20 ≤ x ≤ 35，与答案 25 ≤ x ≤ 30 不符。","某商店以每件15元的进价购进一批商品，若每件售价定为20元，则每天可售出400件。经调查发现，售价每提高1元，每天少售出20件。设每件售价定为 x 元（x > 20），每天的利润为 y 元。写出 y 关于 x 的函数解析式，并求当 x 为何值时，每天的利润不低于 2000 元。"
"hjb-junior-ds-v2-s1-318","S1","相交线与平行线","short-answer","Core","P1","explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","70°","题目要求“求∠BOD的度数，并说明理由”，但标准答案仅给出“70°”，未包含理由说明。解析虽说明了理由，但答案字段不完整，与题目要求不匹配。","已知直线AB与CD相交于点O，OE平分∠AOC。若∠AOE=35°，求∠BOD的度数，并说明理由。"
