"id","grade","unitTitle","type","difficulty","deepseekSeverity","deepseekIssueCodes","deepseekConfidence","codexStatus","codexAction","codexReason","answer","deepseekIssueDetailsZhHans","promptZhHans"
"hjb-junior-ds-v2-s1-079","S1","整式的乘除","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","-72x^{12}","标准答案为 -72x^{12}，但独立计算得 -108x^{12}。解析中计算 (2x^3)^2 = 4x^6，(-3x^2)^3 = -27x^6，相乘得 -108x^{12}，与答案矛盾。选项中也无 -108x^{12}，可能题目或答案有误。","计算 (2x^3)^2 · (-3x^2)^3 的结果是（ ）。"
"hjb-junior-ds-v2-s1-081","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(-2a^6b^4\)","标准答案为 -2a^6b^4，但独立计算得 -18a^6b^4。解析中最后一步乘法结果为 -18a^6b^4，与答案矛盾。","计算：\((-2a^3b^2)^3 \div (4a^5b^4) \cdot (-3ab)^2\)。"
"hjb-junior-ds-v2-s1-087","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","20","标准答案为 20，但独立计算得 56。解析中代入后得 8+48=56，与答案矛盾。","先化简，再求值：\((x+2y)^2 - (x-2y)(x+2y) - 4y(2x-y)\)，其中\(x=-1\)，\(y=2\)。"
"hjb-junior-ds-v2-s1-090","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","15","标准答案为 15，但独立计算得 29。解析中代入计算过程为 8×4 + 7(-2)(1) -6(-2) -1 = 32 -14 +12 -1 = 29，与答案 15 矛盾。","已知\(A = 2x^2 + 3xy - 2x - 1\)，\(B = -x^2 + xy - 1\)。求\(3A - 2B\)的值，其中\(x = -2\)，\(y = 1\)。"
"hjb-junior-ds-v2-s1-093","S1","整式的乘除","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(-\frac{1}{2}a^3b^3\)","标准答案为 -1/2 a^3 b^3，但独立计算得 -1/2 a^5 b^3。解析中最后一步乘法 -2a^3b · 1/4 a^2b^2 = -1/2 a^5 b^3，与答案矛盾。","计算：\(\left(-2a^2b\right)^3 \div \left(4a^3b^2\right) \cdot \left(-\frac{1}{2}ab\right)^2\)，并将结果写成只含正整数指数的形式。"
"hjb-junior-ds-v2-s1-094","S1","整式的乘除","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","-72a^{12}","标准答案为 -72a^{12}，但独立计算得 -108a^{12}。解析中计算过程为 4a^6 · (-27a^6) = -108a^{12}，与答案矛盾。","计算 (2a^3)^2 · (-3a^2)^3 的结果是（ ）。"
"hjb-junior-ds-v2-s1-103","S1","因式分解","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","D. x² + 6x + 9 = (x + 3)²","选项 C 和 D 均正确。C: -a²+4b² = 4b² - a² = (2b+a)(2b-a)，因式分解正确。D: x²+6x+9 = (x+3)² 正确。题目要求选择正确的因式分解，但存在两个正确选项。","下列因式分解正确的是（ ）。"
"hjb-junior-ds-v2-s1-106","S1","因式分解","multiple-choice","Core","P1","multiple-correct-options | explanation-mismatch","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","A. 6x²y - 9xy² = 3xy(2x - 3y)","选项A和B均正确。A：6x²y-9xy²=3xy(2x-3y)正确；B：x²-4x+4=(x-2)²正确。解析称B正确但答案只选A，矛盾。","下列多项式中，因式分解正确的是（ ）"
"hjb-junior-ds-v2-s1-121","S1","因式分解","multiple-choice","Core","P1","wrong-answer","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(3xy(2x - 3y + 1)\)","标准答案错误。多项式 6x²y - 9xy² + 3xy 提取公因式 3xy 后得 3xy(2x - 3y + 1)，但选项 B 为 3xy(2x - 3y + 1)，选项 C 为 xy(6x - 9y + 3)，两者等价。因此存在两个正确选项，不符合单选题要求。","将多项式 \(6x^2y - 9xy^2 + 3xy\) 因式分解，以下哪个选项是正确的？"
"hjb-junior-ds-v2-s1-138","S1","因式分解","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","\(4(2x - 3)(x + 1)\)","标准答案 4(2x-3)(x+1) 与解析结果 4(2x+1)(x-3) 不一致。解析利用平方差公式得 (4x+2)(2x-6)=2(2x+1)·2(x-3)=4(2x+1)(x-3)，但标准答案为 4(2x-3)(x+1)。两者不等价：展开 4(2x+1)(x-3)=4(2x²-6x+x-3)=4(2x²-5x-3)=8x²-20x-12；展开 4(2x-3)(x+1)=4(2x²+2x-3x-3)=4(2x²-x-3)=8x²-4x-12。原式 (3x-2)²-(x+4)²=9x²-12x+4 - (x²+8x+16)=8x²-20x-12，因此解析结果正确，标准答案错误。","因式分解：\( (3x - 2)^2 - (x + 4)^2 \)。请写出完整步骤。"
"hjb-junior-ds-v2-s1-153","S1","分式","short-answer","Exam","P1","wrong-answer","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","化简得 \(\frac{x-2}{x+2}\)，取 \(x=0\) 时值为 \(-1\)","标准答案化简结果为 (x-2)/(x+2)，但正确化简应为 (x-2)/(x+2)？经独立计算，原式化简为 (x-2)/(x+2)，代入 x=0 得 -1，答案正确。但解析中化简步骤有误：原式 = (x+2)(x-2)/(x-2)^2 ÷ (x+2)/(x-2) = (x+2)/(x-2) × (x-2)/(x+2) = 1？重新计算：原式 = (x^2-4)/(x^2-4x+4) ÷ (x+2)/(x-2) = [(x+2)(x-2)]/(x-2)^2 × (x-2)/(x+2) = (x+2)/(x-2) × (x-2)/(x+2) = 1。但答案给出 (x-2)/(x+2)，矛盾。独立计算：原式 = (x^2-4)/(x^2-4x+4) × (x-2)/(x+2) = [(x+2)(x-2)]/(x-2)^2 × (x-2)/(x+2) = (x+2)/(x-2) × (x-2)/(x+2) = 1。因此化简结果应为 1，代入 x=0 得 1，而非 -1。答案错误。","先化简 \(\frac{x^2-4}{x^2-4x+4} \div \frac{x+2}{x-2}\)，再从 \(-2, 0, 2\) 中选择一个合适的数代入求值。"
"hjb-junior-ds-v2-s1-156","S1","分式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","（1）x ≠ 3 且 x ≠ -2；（2）最简分式为 2(x+2)/(x-3)，x ≠ 3；（3）原分式值 = 1，最简分式值 = 1，相等。","标准答案（2）最简分式为 2(x+2)/(x-3)，但正确化简应为 2(x-2)/(x-3)。解析中写“约去公因式 (x+2) 得 2(x-2)/(x-3)”，但答案却写成了 2(x+2)/(x-3)，矛盾。且（3）代入 x=-1 计算，原式值应为 3/2，最简式值也为 3/2，但答案写为 1，错误。","已知分式 \(\frac{2x^2 - 8}{x^2 - x - 6}\)。\n（1）求该分式有意义的 \(x\) 的取值范围；\n（2）将该分式化为最简分式，并写出化简后分式有意义的 \(x\) 的取值范围；\n（3）当 \(x = -1\) 时，分别计算原分式和最简分式的值，并说明两者是否相等。"
"hjb-junior-ds-v2-s1-157","S1","分式","multiple-choice","Core","P1","multiple-correct-options","medium","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","D. \(\frac{x^2+x-2}{x^2-2x-3}\)","选项 A 约分后为 (x+2)/(x-3)，但定义域多了 x≠0；选项 B 约分后为 (x+2)/(x-3)，但定义域多了 x≠2；选项 C 约分后为 (x+2)/(x-3)，但定义域多了 x≠-3；选项 D 约分后为 (x+2)/(x-3)，定义域为 x≠3 且 x≠-1，与原分式定义域 x≠3 不同。严格来说，所有选项化简后代数式相同，但定义域均不完全相同。初中通常不考虑定义域差异，认为相等。但若考虑定义域，则无一完全相等。题目未明确是否考虑定义域，可能引起争议。但按常规，选项 D 定义域最接近，且解析认为 D 正确。然而选项 A、B、C 约分后也得到相同代数式，若忽略定义域，则多个选项正确。需明确题目意图。","下列分式中，与 \(\frac{x+2}{x-3}\) 相等的是（ ）"
"hjb-junior-ds-v2-s1-162","S1","分式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","3","标准答案为3，但独立化简后代入x=-1得-1。解析也得出-1，与答案矛盾。","先化简分式 (x^2 - 4) / (x^2 - 2x)，再求当 x = -1 时该分式的值。"
"hjb-junior-ds-v2-s1-169","S1","分式","multiple-choice","Core","P1","multiple-correct-options","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","(a - b) / (b + a)","选项C (a - b) / (b + a) 与给定分式 (a - b) / (a + b) 相等，因为加法交换律。但选项B -(b - a) / (a + b) 也等于 (a - b) / (a + b)，因为 -(b - a) = a - b。因此存在两个正确选项。","下列分式中，与分式 (a - b) / (a + b) 相等的是（ ）"
"hjb-junior-ds-v2-s1-180","S1","分式","short-answer","Exam","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","2/(x+2)，x≠±2","标准答案和解析不一致。解析化简得到2(x+3)/[(x+2)(x-2)]，但错误地约分成了2/(x+2)，实际上无法约去(x+3)。正确结果应为(2x+6)/[(x+2)(x-2)]，不能进一步化简。标准答案2/(x+2)错误。","计算：(3/(x-2)) - (x/(x^2-4))，并写出x的取值范围。"
"hjb-junior-ds-v2-s1-187","S1","分式","multiple-choice","Core","P1","multiple-correct-options","medium","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","\(\frac{6a}{4b}\)","选项A 3a²/(2ab) 约分后为 3a/(2b)，但需 a≠0；选项C 6a/(4b) 约分后也为 3a/(2b)。在分式相等定义下，若考虑定义域，A 与 C 均与原分式相等，但通常初中阶段默认字母取值使分式有意义，因此 A 和 C 都可能被视为正确，导致多个正确选项。","下列分式中，与 \(\frac{3a}{2b}\) 相等的是（ ）。"
"hjb-junior-ds-v2-s1-197","S1","分式","fill-in","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","-1/0 无意义","标准答案为“-1/0 无意义”，但分式无意义时不应写“-1/0”，应直接写“无意义”。解析正确指出分母为零，分式无意义，但答案表述不规范。","当 \(x = -2\) 时，分式 \(\frac{x+1}{x^2-4}\) 的值为______。"
"hjb-junior-ds-v2-s1-199","S1","分式","multiple-choice","Foundation","P1","multiple-correct-options | explanation-mismatch","high","repair-required","重做选项和标准答案，确保单选题只有一个正确选项。","Single-choice validity failure.","B. \(\frac{6}{2a-4}\)","选项A约去a得3/(a-2)，但需a≠0；选项B分子分母同除以2得3/(a-2)，需a≠2；选项C约去(a-2)得3/(a-2)，需a≠2。三个选项化简后形式相同，但定义域不同。原分式定义域为a≠2，选项A定义域为a≠0且a≠2，选项B定义域为a≠2，选项C定义域为a≠2。严格来说，选项B和C与原分式等价（定义域相同），选项A定义域不同。但解析称A不等价，B等价，C不等价，存在矛盾。实际上B和C均等价，因此存在多个正确选项。","下列分式中，与 \(\frac{3}{a-2}\) 相等的是（ ）"
"hjb-junior-ds-v2-s1-258","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","medium","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","设购进 x 本。已售出 (x - 20) 本，获利 3(x - 20) - 2x ≥ 100。解得 x ≥ 160。答：至少购进 160 本。","题目要求“至少购进多少本”，但标准答案和解析均使用不等式“≥100”求解，得到 x ≥ 160，即至少160本。然而，题干中“当卖到还剩20本时，除去所有成本已获利100元”应理解为此时利润恰好为100元，应列方程而非不等式。若列方程 3(x-20)-2x=100，解得 x=160，此时“至少”无意义。若按不等式理解，则利润≥100，但题干“已获利100元”通常表示恰好获利100元。因此，题目存在歧义，标准答案和解析可能错误。","某商店购进一批笔记本，每本进价 2 元，售价 3 元。当卖到还剩 20 本时，除去所有成本已获利 100 元。问该商店至少购进了多少本笔记本？请列出不等式并求解。"
"hjb-junior-ds-v2-s1-264","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","学生240人，共2种方案","标准答案给出“学生240人，共2种方案”，但解析中方案(0,4)表示租0辆45座和4辆60座，总费用0*220+4*300=1200元，满足费用不超过2500元，且座位数4*60=240，恰好满足。方案(4,1)表示租4辆45座和1辆60座，总费用4*220+1*300=1180元，座位数4*45+1*60=240，也满足。但解析未考虑其他可能组合，如(2,3)：2*45+3*60=270≥240，费用2*220+3*300=1340≤2500，也满足条件。因此，方案不止两种，标准答案错误。","某校组织七年级学生春游，租用45座客车若干辆，但有15人没有座位；若租用同样数量的60座客车，则多出一辆车，且其余车恰好坐满。已知45座客车租金为每辆220元，60座客车租金为每辆300元。问：该校七年级共有多少名学生？若要求每位学生都有座位，且租车总费用不超过2500元，共有几种租车方案？"
"hjb-junior-ds-v2-s1-266","S1","一元一次不等式","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","x ≤ 540","题干要求列出不等式并求x的取值范围，但标准答案仅给出x≤540，未列出不等式。解析中先解出x=240，但后续费用计算与x=240矛盾，且推导出的x≤540与x=240不一致。题目可能缺少条件或答案错误。","某校组织七年级学生参加社会实践活动，若租用45座客车，则有15人没有座位；若租用同样数量的60座客车，则多出一辆车，且其余客车恰好坐满。已知45座客车的租金为每辆400元，60座客车的租金为每辆500元。设该校七年级学生共有x人，则x满足的不等式为：若要使租车总费用不超过5000元，则x的取值范围是______。"
"hjb-junior-ds-v2-s1-270","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","25 ≤ 售价 ≤ 28","解析中不等式化简为x²-55x+750≤0，解得25≤x≤30，但答案却为25≤x≤28，无依据。且销量700-20x在x>35时为负，但x≤30时销量非负，无需额外限制。答案25≤x≤28错误。","某商店销售一种商品，进价为每件20元，售价为每件30元，每天可售出100件。经调查发现，售价每降低1元，每天可多售出20件。若商店希望每天的利润不低于1200元，则售价应定为多少元？请列出不等式并求解。"
"hjb-junior-ds-v2-s1-273","S1","一元一次不等式","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","240","标准答案为240，但解析得出学生人数为285，答案与解析矛盾。独立求解得人数为285，故答案错误。","某校组织七年级学生参加社会实践活动，计划租用客车。若每辆客车坐 45 人，则有 15 人没有座位；若每辆客车坐 50 人，则最后一辆客车坐了不到 40 人。求该校七年级学生的人数。"
"hjb-junior-ds-v2-s1-276","S1","一元一次不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","x=5，不等式为45x+15=50x-10","题目要求写出满足的不等式，但标准答案给出的是方程45x+15=50x-10，解析中虽提及可转化为不等式，但答案本身为方程，与题目要求不符。独立求解得x=5，但不等式应为45x+15≤50x-10或类似形式。","某校组织七年级学生参加社会实践活动，计划租用客车。若每辆客车坐45人，则有15人没有座位；若每辆客车坐50人，则最后一辆客车空出10个座位。设租用客车x辆，求x的值，并写出满足的不等式。"
"hjb-junior-ds-v2-s1-285","S1","一元一次不等式","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","y = -20x^2 + 1100x - 15000；当 25 ≤ x ≤ 30 时，利润不低于 2000 元","标准答案中利润函数 y = -20x^2 + 1100x - 15000 的常数项错误，应为 -12000。解析中展开 (x-15)(800-20x) 得到 -20x^2 + 1100x - 12000，但答案写成了 -15000。解不等式 -20x^2 + 1100x - 12000 ≥ 2000 得 20 ≤ x ≤ 35，与答案 25 ≤ x ≤ 30 不符。","某商店以每件15元的进价购进一批商品，若每件售价定为20元，则每天可售出400件。经调查发现，售价每提高1元，每天少售出20件。设每件售价定为 x 元（x > 20），每天的利润为 y 元。写出 y 关于 x 的函数解析式，并求当 x 为何值时，每天的利润不低于 2000 元。"
"hjb-junior-ds-v2-s1-318","S1","相交线与平行线","short-answer","Core","P1","explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","70°","题目要求“求∠BOD的度数，并说明理由”，但标准答案仅给出“70°”，未包含理由说明。解析虽说明了理由，但答案字段不完整，与题目要求不匹配。","已知直线AB与CD相交于点O，OE平分∠AOC。若∠AOE=35°，求∠BOD的度数，并说明理由。"
"hjb-junior-ds-v2-s1-336","S1","相交线与平行线","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","136°","标准答案136°正确，但解析推导混乱且最终得出90°，与答案矛盾。解析中错误计算∠DOE=44°并得出∠BOE=90°，而正确推导应为∠AOE=44°，∠BOE=180°-44°=136°。解析需修正。","直线AB与CD相交于点O，射线OE在∠AOD内部，且∠COE＝90°。若∠AOC＝46°，求∠BOE的度数。"
"hjb-junior-ds-v2-s1-338","S1","相交线与平行线","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","119°","标准答案为119°，但独立计算得151°。解析中∠DOE = ∠DOC + ∠COE = 180° - 58° + 61° = 119°有误，∠DOC应为180°（平角），正确计算为180° - 58° + 61° = 183°，但∠DOE应为∠DOB + ∠BOE = 58° + 61° = 119°？重新计算：∠BOC=122°，OE平分∠BOC，∠BOE=61°，∠DOE=∠DOB+∠BOE=58°+61°=119°。但解析中写的是∠DOC+∠COE，∠DOC是平角180°，所以解析错误。答案119°正确，但解析错误。","已知直线AB与直线CD相交于点O，∠AOC＝58°。若射线OE平分∠BOC，求∠DOE的度数。"
"hjb-junior-ds-v2-s1-341","S1","相交线与平行线","fill-in","Foundation","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","121°","标准答案为121°，但独立计算得121°？重新计算：∠AOC=62°，∠AOD=118°，OE平分∠AOD，∠DOE=59°，∠COE=∠COD+∠DOE，∠COD是平角180°，所以∠COE=180°+59°=239°？不对，∠COE是∠AOC+∠AOE？∠AOE=59°，∠COE=62°+59°=121°。解析中写∠COE = ∠COD + ∠DOE = 180° - 62° + 59° = 121°，但∠COD是平角180°，减去62°是∠AOD？解析有误。答案121°正确，但解析错误。","直线AB与直线CD相交于点O，∠AOC = 62°。若OE平分∠AOD，求∠COE的度数。"
"hjb-junior-ds-v2-s1-342","S1","相交线与平行线","short-answer","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","50°","标准答案为50°，但解析得出20°，矛盾。独立计算：无图，假设∠1和∠2是同位角或内错角？题干未明确∠1、∠2、∠3的位置，无法唯一确定。解析中过点B作平行线，得∠3=20°，但答案为50°，不一致。","已知直线l1∥l2，直线l3与l1、l2分别交于点A、B，∠1 = 75°，∠2 = 55°。求∠3的度数，并说明推理依据。"
"hjb-junior-ds-v2-s1-343","S1","相交线与平行线","multiple-choice","Foundation","P1","ambiguous-prompt | missing-condition","high","repair-required","修复题干条件/图形依赖/唯一性；无法修复则剔除或重生成。","Missing-condition or ambiguous-prompt issues are content blockers for a generated bank.","∠1 + ∠3 = 180°","题干未提供图形，无法确定∠1、∠2、∠3、∠4的位置关系，无法判定哪个条件能推出a∥b。解析中称∠1=∠2是同位角相等，但无图无法确认。","下列条件中，能判定直线a∥b的是（ ）"
"hjb-junior-ds-v2-s1-344","S1","相交线与平行线","fill-in","Core","P1","wrong-answer | explanation-mismatch","high","repair-required","复算并修正标准答案、acceptedAnswers、解析；若题干不稳则重生成。","Answer or explanation consistency blocker.","125°","标准答案为125°，但解析得出165°，矛盾。独立计算：∠AOC=70°，∠AOD=110°，OE平分∠AOD，∠DOE=55°，∠COE=∠AOC+∠AOE=70°+55°=125°。解析中∠COE = ∠COD + ∠DOE = 180° - 70° + 55° = 165°错误。答案125°正确，但解析错误。","直线AB与直线CD相交于点O，∠AOC = 70°。若OE平分∠AOD，求∠COE的度数。"
"hjb-junior-ds-v2-s1-345","S1","相交线与平行线","short-answer","Foundation","P1","missing-condition | ambiguous-prompt","high","repair-required","修复题干条件/图形依赖/唯一性；无法修复则剔除或重生成。","Missing-condition or ambiguous-prompt issues are content blockers for a generated bank.","70°","题干未给出图形，也未说明∠1和∠2的位置关系。解析中称∠1与∠2是同旁内角，但题干未提供此信息，无法唯一确定∠2的度数。","已知直线a∥b，直线c与a、b分别交于点A、B，∠1 = 110°。求∠2的度数，并说明理由。"
