id,grade,topicId,topicTitleZhHans,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,hybridMode,generatorFamily,generatorVariant,reviewNotes
pep-high-hybrid-v1-s4-s4-sets-logic-sa-019,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Foundation,short-answer,模型迁移第19组：设A={x∈Z | 6≤x≤13}，B={x∈Z | 8≤x≤15}，写出A\B。,,"{6,7}","{6,7} | {6，7}","A中不属于B的整数是从6到7，所以A\B={6,7}。",pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-fi-020,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Exam,fill-in,单元诊断第20组：设A={x∈Z | 7≤x≤11}，B={x∈Z | 8≤x≤14}，则A∪B中元素个数为______。,,8,8,两个区间相交，合并后为7到14的整数，共8个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-union,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-mc-021,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Core,multiple-choice,错题订正第21组：设A={x∈Z | 1≤x≤6}，B={x∈Z | 3≤x≤7}，则A∩B中元素个数为多少？,5 | 7 | 4 | 3,4,4,交集为3到6的整数，共4个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-intersection,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-022,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Challenge,short-answer,专题复习第22组：设A={x∈Z | 2≤x≤8}，B={x∈Z | 3≤x≤10}，写出A\B。,,{2},{2},A中不属于B的整数是从2到2，所以A\B={2}。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-fi-023,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Foundation,fill-in,模型迁移第23组：设A={x∈Z | 3≤x≤10}，B={x∈Z | 5≤x≤13}，则A∪B中元素个数为______。,,11,11,两个区间相交，合并后为3到13的整数，共11个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-union,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-mc-024,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Exam,multiple-choice,单元诊断第24组：设A={x∈Z | 4≤x≤8}，B={x∈Z | 5≤x≤9}，则A∩B中元素个数为多少？,4 | 3 | 5 | 6,4,4,交集为5到8的整数，共4个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-intersection,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-025,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Core,short-answer,错题订正第25组：设A={x∈Z | 5≤x≤10}，B={x∈Z | 7≤x≤12}，写出A\B。,,"{5,6}","{5,6} | {5，6}","A中不属于B的整数是从5到6，所以A\B={5,6}。",pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-fi-026,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Challenge,fill-in,专题复习第26组：设A={x∈Z | 6≤x≤12}，B={x∈Z | 7≤x≤15}，则A∪B中元素个数为______。,,10,10,两个区间相交，合并后为6到15的整数，共10个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-union,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-mc-027,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Foundation,multiple-choice,模型迁移第27组：设A={x∈Z | 7≤x≤14}，B={x∈Z | 9≤x≤15}，则A∩B中元素个数为多少？,7 | 9 | 6 | 5,6,6,交集为9到14的整数，共6个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-intersection,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-028,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Exam,short-answer,单元诊断第28组：设A={x∈Z | 1≤x≤5}，B={x∈Z | 2≤x≤7}，写出A\B。,,{1},{1},A中不属于B的整数是从1到1，所以A\B={1}。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-fi-029,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Core,fill-in,错题订正第29组：设A={x∈Z | 2≤x≤7}，B={x∈Z | 4≤x≤10}，则A∪B中元素个数为______。,,9,9,两个区间相交，合并后为2到10的整数，共9个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-union,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-mc-030,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Challenge,multiple-choice,专题复习第30组：设A={x∈Z | 3≤x≤9}，B={x∈Z | 4≤x≤10}，则A∩B中元素个数为多少？,6 | 5 | 7 | 8,6,6,交集为4到9的整数，共6个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-intersection,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-031,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Foundation,short-answer,模型迁移第31组：设A={x∈Z | 4≤x≤11}，B={x∈Z | 6≤x≤13}，写出A\B。,,"{4,5}","{4,5} | {4，5}","A中不属于B的整数是从4到5，所以A\B={4,5}。",pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-fi-032,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Exam,fill-in,单元诊断第32组：设A={x∈Z | 5≤x≤9}，B={x∈Z | 6≤x≤12}，则A∪B中元素个数为______。,,8,8,两个区间相交，合并后为5到12的整数，共8个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-union,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-mc-033,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Core,multiple-choice,错题订正第33组：设A={x∈Z | 6≤x≤11}，B={x∈Z | 8≤x≤12}，则A∩B中元素个数为多少？,5 | 7 | 4 | 3,4,4,交集为8到11的整数，共4个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-intersection,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-034,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Challenge,short-answer,专题复习第34组：设A={x∈Z | 7≤x≤13}，B={x∈Z | 8≤x≤15}，写出A\B。,,{7},{7},A中不属于B的整数是从7到7，所以A\B={7}。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-fi-035,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Foundation,fill-in,模型迁移第35组：设A={x∈Z | 1≤x≤8}，B={x∈Z | 3≤x≤11}，则A∪B中元素个数为______。,,11,11,两个区间相交，合并后为1到11的整数，共11个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-union,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-mc-036,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Exam,multiple-choice,单元诊断第36组：设A={x∈Z | 2≤x≤6}，B={x∈Z | 3≤x≤7}，则A∩B中元素个数为多少？,4 | 3 | 5 | 6,4,4,交集为3到6的整数，共4个。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-intersection,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-037,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Core,short-answer,错题订正第37组：设A={x∈Z | 3≤x≤8}，B={x∈Z | 5≤x≤10}，写出A\B。,,"{3,4}","{3,4} | {3，4}","A中不属于B的整数是从3到4，所以A\B={3,4}。",pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
pep-high-hybrid-v1-s4-s4-sets-logic-sa-038,S4,pep-high-s4-sets-logic,集合与常用逻辑用语,集合与常用逻辑用语,sets | set-operations | logic-conditions | quantifiers | propositions | proof-language,Challenge,short-answer,专题复习第38组：设A={x∈Z | 4≤x≤10}，B={x∈Z | 5≤x≤13}，写出A\B。,,{4},{4},A中不属于B的整数是从4到4，所以A\B={4}。,pep-high-sets-logic | pep-high-logic-quantifiers-conditions,,passed-safe-rag-rule-fallback,passed-deterministic-generator,passed-auto-zh-hans-scan,rule-fallback-after-bl-auth-missing,sets,integer-set-difference,Candidate generated from MAIS safe RAG metadata and deterministic rules; bl/DashScope generation unavailable locally; S18 manual review required before promotion.
