id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
bnu-primary-ds-v1-p1-039,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案4-1=3，接受答案合理，适合P1。,4-1=3,停车场原来有4辆汽车，开走了1辆。停车场现在有几辆汽车？请写出算式和得数。
bnu-primary-ds-v1-p1-040,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，选项唯一，解释清晰，适合P1。,6+6=12,小明有6张贴纸，小红有同样多的贴纸。他们一共有多少张贴纸？正确的算式是哪一个？
bnu-primary-ds-v1-p1-041,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案5，接受答案合理，适合P1。,5,小乐有4块饼干，妈妈又给了他一些饼干，现在他一共有9块饼干。妈妈给了他几块饼干？请填数。
bnu-primary-ds-v1-p1-042,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案7-2=5，接受答案合理，适合P1。,7-2=5,树上有7只小鸟，飞走了2只，还剩几只？请写出算式和得数。
bnu-primary-ds-v1-p1-043,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，选项唯一，解释清晰，适合P1。,3+4=7,篮子里原来有3个苹果，又放进去4个苹果，现在一共有多少个苹果？正确的算式是哪一个？
bnu-primary-ds-v1-p1-044,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案6，接受答案合理，适合P1。,6,一盒蜡笔，用掉一些后还剩2支。原来有8支，用掉了几支？请填数。
bnu-primary-ds-v1-p1-045,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案5+3=8，接受答案合理，适合P1。,5+3=8,池塘里有5只青蛙，又跳来3只，现在一共有几只青蛙？请写出算式和得数。
bnu-primary-ds-v1-p1-046,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，选项唯一，解释清晰，适合P1。,10-6=4,妈妈买了10个鸡蛋，做蛋糕用掉一些后还剩6个。用掉了几个鸡蛋？正确的算式是哪一个？
bnu-primary-ds-v1-p1-047,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案7，接受答案合理，适合P1。,7,小红有一些贴纸，送给朋友4张后还剩3张。小红原来有几张贴纸？请填数。
bnu-primary-ds-v1-p1-048,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-within-10-add-sub,加与减（一）,pass,none,,,数学正确，答案8-5=3，接受答案合理，适合P1。,8-5=3,盘子里有8块饼干，吃了5块，还剩几块？请写出算式和得数。
bnu-primary-ds-v1-p1-049,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-classification,分类,pass,none,,,分类正确，选项D明确按颜色分，解释清晰，适合P1。,把珠子按红、蓝分,"下面哪种分法是按颜色分的？\nA. 把铅笔按长短分\nB. 把气球按形状分\nC. 把积木按大小分\nD. 把珠子按红、蓝分"
bnu-primary-ds-v1-p1-050,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准明确，答案合理，接受答案覆盖主要表述，适合P1。,是不是红色,把下面的水果按“是不是红色”分成两类。水果：苹果、香蕉、草莓、橘子。分类标准是______。
bnu-primary-ds-v1-p1-051,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-classification,分类,pass,none,,,分类正确，答案完整，接受答案覆盖常见表述，适合P1。,红色组：苹果、草莓；不是红色组：香蕉、橘子。,下面有一些水果：苹果、香蕉、橘子、草莓。请按“是不是红色”分成两组，并写出每组有哪些水果。
bnu-primary-ds-v1-p1-052,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-classification,分类,pass,none,,,分类正确，选项A唯一符合，解释清晰，适合P1。,小鸟一组，猫、狗、金鱼一组,下面这些动物：猫、狗、金鱼、小鸟。按“会不会飞”分类，下面哪种分法是正确的？
bnu-primary-ds-v1-p1-053,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准合理，答案“是否由曲线围成”准确，接受答案覆盖多种表述，适合P1。,是否由曲线围成,小丽把一些图形分成两组：第一组有圆形；第二组有三角形、正方形、长方形、平行四边形。她可能是按什么标准分的？填在横线上：按______分类。
bnu-primary-ds-v1-p1-054,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-classification,分类,pass,none,,,分类正确，答案完整，接受答案覆盖常见表述，适合P1。,学习用品：铅笔、橡皮、尺子；运动用品：跳绳、皮球、毽子。分类标准是用途。,教室里有这些物品：铅笔、橡皮、尺子、跳绳、皮球、毽子。请按用途把它们分成学习用品和运动用品两类，并说出分类标准。
bnu-primary-ds-v1-p1-055,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-classification,分类,pass,none,,,题目清晰，分类标准合理，答案正确。,枫叶和银杏叶一组，柳叶和松针一组,下面有一些树叶：枫叶、柳叶、银杏叶、松针。按形状分类，下面哪种分法是正确的？
bnu-primary-ds-v1-p1-056,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-classification,分类,pass,none,,,题目明确，答案和解释正确，接受答案覆盖合理。,单数和双数（或奇数和偶数）,小明把一些数字卡片分成两组：第一组有1、3、5、7、9；第二组有2、4、6、8、10。他可能是按什么标准分的？填在横线上：按______分类。
bnu-primary-ds-v1-p1-057,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准明确，答案正确，接受答案合理。,塑料类：塑料皮球、塑料积木；布类：布娃娃、布沙包。分类标准是材质。,下面有一些玩具：塑料皮球、塑料积木、布娃娃、布沙包。请按材质把它们分成两类，写出每类有哪些玩具，并说出分类标准。
bnu-primary-ds-v1-p1-058,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准清晰，选项唯一正确，答案无误。,米饭和面条一组，苹果和香蕉一组,下面这些食物：米饭、面条、苹果、香蕉。按是不是主食分类，下面哪种分法是正确的？
bnu-primary-ds-v1-p1-059,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准明确，答案和解释正确，接受答案覆盖合理。,衣服是不是红色,老师把一些同学分成两组：第一组是穿红色衣服的同学；第二组是穿蓝色、黄色、绿色衣服的同学。老师可能是按什么标准分的？填在横线上：按______分类。
bnu-primary-ds-v1-p1-060,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-classification,分类,pass,none,,,分类合理，答案示例清晰，解释正确。,示例：陆地交通工具：自行车、小汽车、公共汽车；非陆地交通工具：飞机、轮船。分类标准是行驶的地方。,下面有一些交通工具：自行车、小汽车、公共汽车、飞机、轮船。请你按行驶的地方把它们分成两类，写出每类有哪些交通工具，并说出分类标准。
bnu-primary-ds-v1-p1-061,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准正确，选项唯一，答案无误。,按有没有核分,小美把下面的水果分成了两类：第一类有苹果、梨、桃子，第二类有香蕉、橘子。她的分类标准是什么？
bnu-primary-ds-v1-p1-062,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-classification,分类,pass,none,,,分类标准合理，答案和解释正确，接受答案覆盖多种表述。,按生活的地方分，一类生活在水里，一类生活在水边或陆地,把下面的动物分成两类，并写出分类标准。动物：金鱼、海豚、螃蟹、鲨鱼、青蛙、乌龟。第一类：金鱼、海豚、鲨鱼；第二类：螃蟹、青蛙、乌龟。分类标准是：______。
bnu-primary-ds-v1-p1-063,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-classification,分类,pass,none,,,题目清晰，答案正确，解释合理。,红色图形有3个，蓝色图形有2个,下面有一些图形：红色圆形、蓝色正方形、红色三角形、蓝色圆形、红色正方形。请你按颜色分一分，并说一说红色图形和蓝色图形各有多少个。
bnu-primary-ds-v1-p1-064,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-classification,分类,pass,none,,,选项合理，答案正确，解释清晰。,按用途分，分成学习用品和生活用品,老师让同学们把书包里的东西分一分。下面哪种分法最合理？
bnu-primary-ds-v1-p1-065,P1,upper,fill-in,Challenge,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,计算正确，答案7无误，解释清晰。,7,小动物们排队做操。从前往后数，小兔排在第3个；从后往前数，小兔排在第5个。这一队一共有多少只小动物？
bnu-primary-ds-v1-p1-066,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,推理正确，答案1张，解释合理。,1,教室里有5张桌子排成一排。红红坐在从左数第2张桌子，明明坐在从右数第2张桌子。红红和明明之间有几张桌子？
bnu-primary-ds-v1-p1-067,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,左右关系正确，答案左边无误。,左边,小华站在小丽的左边，小丽站在小军的左边。小华在小军的哪一边？
bnu-primary-ds-v1-p1-068,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,上下关系正确，答案下、上无误。,下，上,书架上有一些书。故事书放在最上层，下层是图画书，中间一层是手工书。手工书在故事书的______面，在图画书的______面。
bnu-primary-ds-v1-p1-069,P1,upper,short-answer,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,顺序正确，答案小猴、小兔、小狗无误。,小猴、小兔、小狗,小动物们住在不同的楼层。小猴住在小兔的上面，小兔住在小狗的上面。请你按从高到低的顺序说出它们住的楼层。
bnu-primary-ds-v1-p1-070,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,计算正确，答案8人，选项唯一。,8人,体育课上，同学们站成一排。老师说：小明的前面有3人，后面有4人。这一排一共有多少人？
bnu-primary-ds-v1-p1-071,P1,upper,fill-in,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,计算正确，答案6只，解释清晰。,6,小动物们排队做操。从前往后数，小鹿排第4；从后往前数，小鹿排第3。这一队一共有多少只小动物？
bnu-primary-ds-v1-p1-072,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,左右关系正确，答案右边无误。,小丽在小明的右边,教室里，小明坐在小红的左边，小刚坐在小红的右边。小丽坐在小刚的右边。请你用“左”和“右”说一说小丽在小明的哪一边。
bnu-primary-ds-v1-p1-073,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，选项清晰，答案与解释一致。,《英语》在《语文》的右边第2本,书架上有5本书，从左往右依次是《语文》《数学》《英语》《科学》《美术》。下面哪种说法是正确的？
bnu-primary-ds-v1-p1-074,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，答案合理，解释清楚。,右边,体育课上，同学们站成一排。老师喊口令：“向左转！”小明转对了，但他左边的小红转错了，变成了面向小明。这时小红在小明的哪一边？
bnu-primary-ds-v1-p1-075,P1,upper,short-answer,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，答案与解释一致。,小鹿、小猴、小兔、小狗,小动物赛跑。小兔跑在小狗前面，小猴跑在小兔前面，小鹿跑在小猴前面。请你按从快到慢的顺序说出小动物的名字。
bnu-primary-ds-v1-p1-076,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，选项合理，答案无误。,右边,上下楼梯要靠右行走。小明下楼时，他应该靠自己的哪一边走？
bnu-primary-ds-v1-p1-077,P1,upper,fill-in,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，计算无误，答案准确。,6,停车场里停着一排汽车。从左边数，红色汽车是第2辆；从右边数，红色汽车是第5辆。这一排一共有多少辆汽车？
bnu-primary-ds-v1-p1-078,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，答案与解释一致。,橡皮在尺子的左边,课桌上放着铅笔、橡皮、尺子。铅笔在橡皮的左边，尺子在橡皮的右边。请你用“左”和“右”说一说橡皮在尺子的哪一边。
bnu-primary-ds-v1-p1-079,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，算式选择合理，解释清晰。,3+4-1=6,小动物们排队。从前往后数，小猫排第3；从后往前数，小猫排第4。下面哪个算式可以算出总只数？
bnu-primary-ds-v1-p1-080,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-position-order,位置与顺序,pass,none,,,题目正确，答案与解释一致。,不对,小美站在小丽的左边，小丽站在小美的右边。小美和小丽是面对面站着的。这句话对吗？
bnu-primary-ds-v1-p1-081,P1,upper,short-answer,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，分类合理，答案准确。,长方体：鞋盒；正方体：魔方；圆柱：茶叶罐；球：皮球,"桌子上有一些物品：一个魔方、一个皮球、一个茶叶罐、一个鞋盒。请你按形状分一分，把物品名称写在对应的形状后面。\n长方体：______\n正方体：______\n圆柱：______\n球：______"
bnu-primary-ds-v1-p1-082,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，选项清晰，答案无误。,B. 足球,下面哪个物品的形状是球？
bnu-primary-ds-v1-p1-083,P1,upper,fill-in,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，直接计数，答案准确。,"3,2,4,1","数一数，填一填。\n玩具箱里有：长方体积木3块，正方体积木2块，圆柱积木4个，球1个。\n长方体积木有______块，正方体积木有______块，圆柱积木有______个，球有______个。"
bnu-primary-ds-v1-p1-084,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，答案与解释一致。,易拉罐、蜡烛,从下面的物品中找出圆柱形状的物品，把名称写下来。物品：易拉罐、魔方、篮球、蜡烛。
bnu-primary-ds-v1-p1-085,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，选项合理，答案无误。,D. 球,下面哪种形状最容易滚动？
bnu-primary-ds-v1-p1-086,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，连线对应准确。,"①,②,③,④","把下面的物品和对应的形状连起来，填序号。\n① 魔方  ② 皮球  ③ 铅笔  ④ 鞋盒\n正方体：______  球：______  圆柱：______  长方体：______"
bnu-primary-ds-v1-p1-087,P1,upper,short-answer,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，答案与描述一致。,"2,1,1","用积木搭一个房子，你用了2个长方体、1个正方体和1个圆柱。请你写出每种形状的个数。\n长方体：______个\n正方体：______个\n圆柱：______个"
bnu-primary-ds-v1-p1-088,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，选项清晰，答案无误。,B. 骰子,下面哪个物品的形状是正方体？
bnu-primary-ds-v1-p1-089,P1,upper,fill-in,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，计算无误，答案准确。,"2,4","数一数，填一填。\n图形王国里来了：长方体5个，正方体3个，圆柱6个，球2个。\n长方体比正方体多______个，圆柱比球多______个。"
bnu-primary-ds-v1-p1-090,P1,upper,short-answer,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目正确，答案与解释一致。,字典、牙膏盒,从下面的物品中找出长方体的物品，把名称写下来。物品：字典、足球、魔方、牙膏盒。
bnu-primary-ds-v1-p1-091,P1,upper,multiple-choice,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目清晰，选项合理，答案正确，符合一年级认识图形要求。,B. 一个薯片筒,"下面这些物品中，哪一个的形状是圆柱？\nA. 一个魔方\nB. 一个薯片筒\nC. 一个弹珠\nD. 一个鞋盒"
bnu-primary-ds-v1-p1-092,P1,upper,fill-in,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目要求圈出球，答案正确，acceptedAnswers覆盖多种分隔方式，无歧义。,篮球、乒乓球、玻璃珠,"在下面的物品中，圈出所有形状是球的物品。\n物品有：篮球、字典、乒乓球、魔方、玻璃珠、纸巾盒。"
bnu-primary-ds-v1-p1-093,P1,upper,short-answer,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,题目明确，答案正确，易拉罐能滚动且有平平的面，符合圆柱特征。,（1）易拉罐、弹珠；（2）牙膏盒、魔方、易拉罐,"你有下面这些物品：一个牙膏盒、一个魔方、一个易拉罐、一个弹珠。\n（1）哪些物品能滚动？\n（2）哪些物品有平平的面？"
bnu-primary-ds-v1-p1-094,P1,upper,multiple-choice,Foundation,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,选项清晰，魔方是正方体，答案正确。,B. 一个魔方,"下面哪个物品的形状是正方体？\nA. 一个皮球\nB. 一个魔方\nC. 一个茶叶罐\nD. 一个铅笔盒"
bnu-primary-ds-v1-p1-095,P1,upper,fill-in,Core,bnu-primary-p1-upper-solid-shapes,认识图形,pass,none,,,"题目描述清楚，答案2,1,1,1正确，acceptedAnswers合理。","2,1,1,1","数一数，下面的积木中，长方体有____个，正方体有____个，圆柱有____个，球有____个。\n积木有：一个长条积木（长方体），一个正方体积木，一个圆柱积木，一个球，还有一个扁扁的长方体积木。"
