"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-junior-ds-v2-s1-173","S1","upper","hjb-junior-s1-upper-algebraic-fractions","分式","fill-in","Foundation","分式 \(\frac{3}{x-2}\) 与 \(\frac{5}{x+2}\) 的最简公分母是______。","","(x-2)(x+2)","(x-2)(x+2) | x²-4","两个分母分别为 x-2 和 x+2，它们互素，最简公分母为它们的乘积 (x-2)(x+2)，也可写成 x²-4。","grade-pass-sample"
"hjb-junior-ds-v2-s1-174","S1","upper","hjb-junior-s1-upper-algebraic-fractions","分式","short-answer","Exam","先化简，再求值：\(\frac{x^2 - 4x + 4}{x^2 - 4} \div \frac{x-2}{x^2 + 2x}\)，其中 x = 3。","","3","3","原式= (x-2)²/[(x+2)(x-2)] × x(x+2)/(x-2) = x。限制：x≠±2 且 x≠2，即 x≠2 且 x≠-2。当 x=3 时，原式=3，符合限制。","grade-pass-sample"
"hjb-junior-ds-v2-s1-192","S1","upper","hjb-junior-s1-upper-algebraic-fractions","分式","short-answer","Exam","先化简分式 (x^2 - 4) / (x^2 - 2x)，再求当 x = 3 时分式的值。","","5/3","5/3 | 1又2/3","分子因式分解为 (x+2)(x-2)，分母为 x(x-2)。约去公因式 (x-2)，得 (x+2)/x，其中 x ≠ 0 且 x ≠ 2。代入 x=3，得 (3+2)/3 = 5/3。","grade-pass-sample"
"hjb-junior-ds-v2-s1-196","S1","upper","hjb-junior-s1-upper-algebraic-fractions","分式","multiple-choice","Core","要使分式 \(\frac{2x-6}{x^2-9}\) 有意义，\(x\) 的取值范围是（ ）","A. \(x \neq 3\) | B. \(x \neq -3\) | C. \(x \neq 3\) 且 \(x \neq -3\) | D. \(x \neq 0\)","C. \(x \neq 3\) 且 \(x \neq -3\)","C. \(x \neq 3\) 且 \(x \neq -3\)","分式有意义要求分母不为零。令分母 \(x^2-9=0\)，解得 \(x=3\) 或 \(x=-3\)，所以 \(x\) 不能等于这两个值。","grade-pass-sample"
"hjb-junior-ds-v2-s1-198","S1","upper","hjb-junior-s1-upper-algebraic-fractions","分式","short-answer","Core","先化简分式 \(\frac{x^2-4x+4}{x^2-4}\)，再求当 \(x=1\) 时的值。","","化简得 (x-2)/(x+2)，值为 -1/3","化简得 (x-2)/(x+2)，值为 -1/3 | (x-2)/(x+2)，-1/3","分子 \((x-2)^2\)，分母 \((x+2)(x-2)\)，约去公因式 \(x-2\) 得 \(\frac{x-2}{x+2}\)（\(x\neq 2\)）。代入 \(x=1\) 得 \(\frac{-1}{3}\)。","grade-pass-sample"
"hjb-junior-ds-v2-s1-227","S1","upper","hjb-junior-s1-upper-figure-transformations","图形的运动","fill-in","Foundation","在平面直角坐标系中，点P的坐标为(-3, 4)。将点P绕原点顺时针旋转90°，得到点Q，则点Q的坐标为______。","","(4, 3)","(4, 3) | （4，3）","点P(-3,4)绕原点顺时针旋转90°时，坐标变换规律为(x,y)→(y,-x)。代入得(4, -(-3))即(4,3)。注意顺时针旋转与逆时针旋转的符号区别。","grade-pass-sample"
"hjb-junior-ds-v2-s1-229","S1","upper","hjb-junior-s1-upper-figure-transformations","图形的运动","multiple-choice","Foundation","下列图形中，既是轴对称图形又是中心对称图形的是：","等边三角形 | 平行四边形 | 圆 | 等腰梯形","圆","圆","圆有无数条对称轴，且绕圆心旋转任意角度都与自身重合，因此既是轴对称图形又是中心对称图形。等边三角形是轴对称但不是中心对称；平行四边形是中心对称但不一定是轴对称；等腰梯形是轴对称但不是中心对称。","grade-pass-sample"
"hjb-junior-ds-v2-s1-241","S1","upper","hjb-junior-s1-upper-figure-transformations","图形的运动","multiple-choice","Foundation","在平面直角坐标系中，点A的坐标为(2,3)。将点A先向右平移4个单位，再向下平移1个单位，得到点A'。点A'关于x轴的对称点为点A''。点A''的坐标是（ ）。","(6,2) | (6,-2) | (-6,2) | (-6,-2)","(6,-2)","(6,-2)","点A(2,3)平移后得A'(2+4,3-1)=(6,2)。关于x轴对称，横坐标不变，纵坐标变号，得A''(6,-2)。","grade-pass-sample"
"hjb-junior-ds-v2-s1-249","S1","upper","hjb-junior-s1-upper-figure-transformations","图形的运动","short-answer","Foundation","在平面直角坐标系中，点P(3,4)关于x轴对称的点P'的坐标是什么？","","(3,-4)","(3,-4) | P'(3,-4)","关于x轴对称，横坐标不变，纵坐标互为相反数，故P'(3,-4)。","grade-pass-sample"
"hjb-junior-ds-v2-s1-264","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","short-answer","Core","某校七年级学生计划租用45座和60座两种客车去博物馆参观。租用45座客车每辆220元，60座客车每辆300元。学校共有240名学生，要求每辆车都坐满且总租车费用不超过2500元。请列出所有可能的租车方案（用45座客车辆数和60座客车辆数表示），并计算每种方案的总费用。","","方案一：租0辆45座客车，4辆60座客车，总费用1200元；方案二：租4辆45座客车，1辆60座客车，总费用1180元","方案一：租0辆45座客车，4辆60座客车，总费用1200元；方案二：租4辆45座客车，1辆60座客车，总费用1180元","设租45座客车x辆，60座客车y辆，则45x+60y=240，即3x+4y=16，且220x+300y≤2500。y为0到4的整数，解得(x,y)=(0,4)费用1200元，(4,1)费用1180元，均满足条件。","grade-pass-sample"
"hjb-junior-ds-v2-s1-266","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","fill-in","Core","某商店销售一种商品，每件进价40元，售价定为x元。若每天可售出(200-5x)件，且商店希望每天盈利不低于600元。请列出关于x的不等式，并求出x的取值范围。","","不等式：(x-40)(200-5x)≥600；x的取值范围：50≤x≤70","不等式：(x-40)(200-5x)≥600；x的取值范围：50≤x≤70","每件盈利(x-40)元，销量(200-5x)件，总盈利(x-40)(200-5x)≥600。化简得x²-80x+1400≤0，解得50≤x≤70。","grade-pass-sample"
"hjb-junior-ds-v2-s1-271","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","multiple-choice","Foundation","解不等式 3 - 2x > 7，并把它的解集在数轴上表示出来。以下哪个选项正确地表示了该不等式的解集？","x < -2 | x > -2 | x < 2 | x > 2","x < -2","x < -2","移项得 -2x > 4，两边除以 -2，不等号方向改变，得 x < -2。数轴上用空心圆圈在 -2 处，向左画线表示小于 -2 的所有数。","grade-pass-sample"
"hjb-junior-ds-v2-s1-272","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","fill-in","Core","若关于 x 的不等式 2x - a ≤ 3 的解集为 x ≤ 4，则 a 的值为______。","","5","5","解不等式 2x - a ≤ 3 得 2x ≤ a + 3，x ≤ (a+3)/2。由解集 x ≤ 4 得 (a+3)/2 = 4，解得 a = 5。","grade-pass-sample"
"hjb-junior-ds-v2-s1-274","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","multiple-choice","Core","已知点 A(2, m) 在第四象限，且点 A 到 x 轴的距离为 3，则 m 的取值范围是（ ）","m = -3 | m = 3 | m < 0 | m > 0","m = -3","m = -3","第四象限点的纵坐标为负，到 x 轴的距离为 |m| = 3，故 m = -3。","grade-pass-sample"
"hjb-junior-ds-v2-s1-279","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","short-answer","Foundation","用不等式表示“a的3倍与2的差是非负数”：______。","","3a-2≥0","3a-2≥0 | 3a-2>=0","非负数即大于或等于0，所以3a-2≥0。注意“差”的顺序是3a-2，不是2-3a。","grade-pass-sample"
"hjb-junior-ds-v2-s1-294","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","short-answer","Core","某校组织七年级学生春游，租用45座客车若干辆，但有15人没有座位；若租用同样数量的60座客车，则多出一辆车，且其余车恰好坐满。已知45座客车租金为每辆220元，60座客车租金为每辆300元。问：共有多少名学生？若要使每位学生都有座位，怎样租车最合算？请写出解题过程。","","共有240名学生；租4辆60座客车最合算，总租金1200元。","共有240名学生；租4辆60座客车最合算，总租金1200元。 | 240人，租4辆60座客车，1200元","设车辆数为x，则45x+15=60(x-1)，解得x=5，学生数45×5+15=240。方案一：租45座需6辆，1320元；方案二：租60座需4辆，1200元。故租4辆60座最合算。","grade-pass-sample"
"hjb-junior-ds-v2-s1-302","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","fill-in","Core","不等式 \(3x - 7 \le 5\) 的解集是________。","","x ≤ 4","x ≤ 4 | x≤4","移项得 3x ≤ 12，两边除以3得 x ≤ 4。注意除以正数不等号方向不变。","grade-pass-sample"
"hjb-junior-ds-v2-s1-309","S1","lower","hjb-junior-s1-lower-linear-inequalities","一元一次不等式","short-answer","Foundation","解不等式：3(x+1)-2≥5x-7，并把解集在数轴上表示出来。","","x≤4，数轴上从4向左的实心射线。","x≤4，数轴上从4向左的实心射线。 | x≤4，数轴上从4向左画实心射线 | x≤4","去括号：3x+3-2≥5x-7，3x+1≥5x-7，移项：1+7≥5x-3x，8≥2x，x≤4。数轴上在4处画实心点，向左画射线。","grade-pass-sample"
"hjb-junior-ds-v2-s1-314","S1","lower","hjb-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Core","已知直线\(AB \parallel CD\)，直线\(EF\)分别交\(AB\)、\(CD\)于点\(G\)、\(H\)。若\(\angle EGB = 65^\circ\)，则\(\angle GHD\)的度数为______。","","\(65^\circ\)","\(65^\circ\) | 65° | 65 | 65度 | 65^\circ","因为\(AB \parallel CD\)，\(\angle EGB\)与\(\angle GHD\)是同位角，两直线平行，同位角相等，所以\(\angle GHD = 65^\circ\)。","grade-pass-sample"
"hjb-junior-ds-v2-s1-326","S1","lower","hjb-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Core","已知直线AB与CD相交于点O，∠AOC = 50°。若OE平分∠AOD，求∠COE的度数。","","115°","115° | 115度","由对顶角相等得∠BOD=50°，邻补角∠AOD=130°。OE平分∠AOD，故∠AOE=65°。∠COE=∠AOC+∠AOE=50°+65°=115°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-348","S1","lower","hjb-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","short-answer","Core","直线AB与CD相交于点O，∠AOC = 50°。在射线OB上取一点E，使得∠COE = 80°。求∠AOE的度数。","","130°","130°","∠AOC=50°，∠COE=80°。点E在OB上，即OE与OB重合，故∠AOE=∠AOB=180°-∠AOC=130°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-369","S1","lower","hjb-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","short-answer","Foundation","直线AB与CD相交于点O，∠AOC=62°。射线OE在∠AOD内部，且∠DOE=3∠AOE。求∠COE的度数。","","91.5°","91.5° | 91.5","∠AOD=180°-62°=118°。设∠AOE=x，则∠DOE=3x，x+3x=118°，x=29.5°。∠COE=∠AOC+∠AOE=62°+29.5°=91.5°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-371","S1","lower","hjb-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Foundation","直线AB与CD相交于点O，∠AOC = 50°。则∠BOD的度数为______°。","","50","50","∠AOC与∠BOD是对顶角。对顶角相等，所以∠BOD = ∠AOC = 50°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-372","S1","lower","hjb-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","short-answer","Core","已知直线a∥b，直线c与a、b分别交于点A、B。若∠1 = 65°，∠1与∠2是一对内错角，求∠2的度数，并说明理由。","","65°","65° | 65","因为a∥b，且∠1与∠2是内错角，根据平行线性质：两直线平行，内错角相等。所以∠2 = ∠1 = 65°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-380","S1","lower","hjb-junior-s1-lower-triangles","三角形","multiple-choice","Core","已知△ABC≌△DEF，且A与D对应，B与E对应。若AB=6 cm，BC=8 cm，∠B=50°，则下列结论正确的是（　）","DE=8 cm | EF=6 cm | ∠E=50° | ∠D=50°","∠E=50°","∠E=50°","全等三角形对应边相等，对应角相等。AB对应DE，故DE=6 cm；BC对应EF，故EF=8 cm；∠B对应∠E，故∠E=50°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-426","S1","lower","hjb-junior-s1-lower-triangles","三角形","multiple-choice","Core","已知三条线段长分别为3 cm、4 cm、8 cm，下列说法正确的是（　）","这三条线段能组成一个三角形 | 这三条线段不能组成三角形，因为3+4<8 | 这三条线段不能组成三角形，因为3+8>4 | 这三条线段不能组成三角形，因为4+8>3","这三条线段不能组成三角形，因为3+4<8","这三条线段不能组成三角形，因为3+4<8","三角形三边关系：任意两边之和大于第三边。3+4=7<8，不满足条件，因此不能组成三角形。","grade-pass-sample"
"hjb-junior-ds-v2-s1-427","S1","lower","hjb-junior-s1-lower-triangles","三角形","fill-in","Core","在△ABC中，已知∠A=40°，∠B=60°，则∠C的外角等于______度。","","100","100","∠C=180°−40°−60°=80°。∠C的外角等于与它不相邻的两个内角之和，即∠A+∠B=40°+60°=100°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-452","S1","lower","hjb-junior-s1-lower-isosceles-triangles","等腰三角形","multiple-choice","Core","在△ABC中，AB=AC，点D在边BC上，且AD⊥BC，垂足为D。若∠BAD=35°，则∠C的度数为（ ）","35° | 55° | 70° | 110°","55°","55°","由AB=AC得△ABC等腰，AD⊥BC且垂足D在BC上，故AD也是底边中线和高，∠BAD=∠CAD=35°。∠BAC=70°，底角∠C=(180°-70°)/2=55°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-484","S1","lower","hjb-junior-s1-lower-isosceles-triangles","等腰三角形","multiple-choice","Core","在△ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。下列条件中，能判定△ABD是等腰三角形的是（ ）","∠B = 40° | ∠BAD = 30° | BD = AD | AB = BD","BD = AD","BD = AD","由AB=AC，AD平分∠BAC，得AD⊥BC且BD=CD。选项BD=AD直接满足等腰三角形定义，故△ABD是等腰三角形。其他选项均不能推出△ABD有两边相等。","grade-pass-sample"
"hjb-junior-ds-v2-s1-487","S1","lower","hjb-junior-s1-lower-isosceles-triangles","等腰三角形","multiple-choice","Core","在△ABC中，AB = AC，点D在BC上，且AD平分∠BAC。若∠B = 70°，则∠ADC的度数为（ ）","90° | 100° | 110° | 120°","90°","90°","等腰三角形底边中线也是高，AD⊥BC，∠ADC=90°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-492","S1","lower","hjb-junior-s1-lower-isosceles-triangles","等腰三角形","multiple-choice","Core","在△ABC中，AB=AC，点D在边BC上，且AD⊥BC。若∠BAD=25°，求∠B的度数。","50° | 55° | 60° | 65°","65°","65°","等腰三角形底边上的高也是顶角平分线，故∠BAC=2∠BAD=50°。由AB=AC得∠B=∠C=(180°−50°)÷2=65°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-495","S1","lower","hjb-junior-s1-lower-isosceles-triangles","等腰三角形","multiple-choice","Core","在△ABC中，AB=AC，点D在边AC上，且AD=BD=BC。求∠A的度数。","30° | 36° | 45° | 60°","36°","36°","设∠A=x，由AD=BD得∠ABD=x，∠BDC=2x。由BD=BC得∠C=∠BDC=2x。由AB=AC得∠ABC=∠C=2x。在△ABC中，x+2x+2x=180°，x=36°。","grade-pass-sample"
"hjb-junior-ds-v2-s1-499","S1","lower","hjb-junior-s1-lower-isosceles-triangles","等腰三角形","multiple-choice","Core","在△ABC中，AB = AC，点D在边BC上，且BD = CD。若∠B = 65°，则∠BAD的度数为（ ）","25° | 30° | 35° | 40°","25°","25°","由AB=AC得∠C=∠B=65°，∠BAC=180°-65°-65°=50°。BD=CD说明AD是中线，等腰三角形底边中线也是顶角平分线，故∠BAD=½∠BAC=25°。","grade-pass-sample"
"hjb-junior-ds-v2-s2-012","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Challenge","一个正方体的体积是 48 cm³，求它的棱长，用最简根式表示，并说明该数在哪两个连续整数之间。","","棱长为 2∛6 cm，介于 3 和 4 之间。","棱长为 2∛6 cm，介于 3 和 4 之间。 | 2∛6 cm，3和4之间 | 棱长=2∛6 cm，在3和4之间","棱长=∛48=∛(8×6)=2∛6。3³=27，4³=64，27<48<64，故棱长在3和4之间。","grade-pass-sample"
"hjb-junior-ds-v2-s2-014","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Exam","比较大小：\(\sqrt{50}\) ______ 7.1（填“>”“<”或“=”）。","","<","<","因为7.1²=50.41，而50<50.41，所以√50<7.1。或者估算√50≈7.07<7.1。注意比较时先平方再判断。","grade-pass-sample"
"hjb-junior-ds-v2-s2-017","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Core","比较大小：√7 ______ 2.6。（填“>”“<”或“=”）","",">",">","2.6²=6.76，而7>6.76，所以√7>2.6。","grade-pass-sample"
"hjb-junior-ds-v2-s2-022","S2","upper","hjb-junior-s2-upper-real-numbers","实数","multiple-choice","Exam","在实数 0，-√9，³√-8，π，22/7，0.1010010001…（相邻两个1之间0的个数逐次加1）中，无理数的个数是（ ）","1个 | 2个 | 3个 | 4个","2个","2个","0是有理数；-√9=-3是有理数；³√-8=-2是有理数；π是无理数；22/7是分数，有理数；0.1010010001…是无限不循环小数，无理数。共2个无理数。","grade-pass-sample"
"hjb-junior-ds-v2-s2-024","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Challenge","已知实数 a，b 满足 |a-2|+√(b+3)=0，求 a+b 的立方根。","","-1","-1","由非负性得 a-2=0 且 b+3=0，解得 a=2，b=-3。a+b=-1，其立方根为 -1。","grade-pass-sample"
"hjb-junior-ds-v2-s2-030","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Exam","已知一个正方体的体积是50 cm³，求它的棱长（精确到0.1 cm）。","","3.7 cm","3.7 cm | 3.7","棱长=³√50。因为3.7³=50.653，3.6³=46.656，且50更接近50.653，所以³√50≈3.7 cm。","grade-pass-sample"
"hjb-junior-ds-v2-s2-050","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Exam","比较大小：-√11 ______ -3.3（填“>”“<”或“=”）。","","<","<","√11≈3.3166，-√11≈-3.3166，-3.3=-3.3，因为-3.3166 < -3.3，所以-√11 < -3.3。","grade-pass-sample"
"hjb-junior-ds-v2-s2-058","S2","upper","hjb-junior-s2-upper-real-numbers","实数","multiple-choice","Exam","在数轴上，点A表示√2，点B表示√5，点C表示√8，点D表示√10。下列说法正确的是（　）","点A在点B的右侧 | 点C在点D的左侧 | 点B在点C的右侧 | 点D在点A的左侧","点C在点D的左侧","点C在点D的左侧","比较被开方数：2<5<8<10，所以√2<√5<√8<√10。数轴上右边的点表示的数更大，因此点C(√8)在点D(√10)的左侧，选项B正确。","grade-pass-sample"
"hjb-junior-ds-v2-s2-062","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Exam","已知一个正方体的体积是 2025 cm³，它的棱长是一个无理数。若将这个棱长表示在数轴上，它位于两个连续整数之间，则这两个整数分别是多少？","","12 和 13","12 和 13 | 12,13 | 12、13","设棱长为 a cm，则 a³ = 2025。12³ = 1728，13³ = 2197，而 1728 < 2025 < 2197，所以 12 < a < 13。因此棱长在数轴上位于整数 12 和 13 之间。","grade-pass-sample"
