id,grade,semester,unitTitle,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,materialKind,assessmentFamily,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
pep-primary-p1-lower-021,P1,lower,分类观察,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Core,short-answer,桌面上有下面这些图形：一个红色正方形，一个蓝色正方形，一个红色三角形，一个蓝色三角形，一个红色圆形。想一想，按颜色分类，红色图形有几个？按形状分类，正方形有几个？,,按颜色分：3个；按形状分：2个,按颜色分：3个；按形状分：2个 | 红色：3，正方形：2 | 3；2,红色图形有红色正方形、红色三角形、红色圆形，共3个。正方形有红色正方形和蓝色正方形，共2个。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,topic-practice,topic-drill,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-022,P1,lower,破十法,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Foundation,multiple-choice,计算 13 - 8 时，下面哪种方法正确使用了“破十法”？,"把13分成10和3，先算10-8=2，再算2+3=5 | 把8分成3和5，先算13-3=10，再算10-5=5 | 想8+5=13，所以13-8=5 | 从13开始倒着数8个：12,11,10,9,8,7,6,5",把13分成10和3，先算10-8=2，再算2+3=5,把13分成10和3，先算10-8=2，再算2+3=5,破十法就是把十几的数分成10和几，先用10减去减数，再把剩下的和个位上的数相加。选项1正是这样做的。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,midterm,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-023,P1,lower,数的顺序,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,按规律填数：45，50，55，__，65，__。,,60，70,"60，70 | 60,70",这些数每次增加5：45+5=50，50+5=55，55+5=60，60+5=65，65+5=70。所以填60和70。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,unit-test,unit-test,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-024,P1,lower,情境应用,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Foundation,short-answer,小明去文具店，他买了1支铅笔，付了1元，找回4角。一支铅笔多少钱？,,6角,6角 | 6角钱,1元=10角，付10角，找回4角，铅笔价格=10角-4角=6角。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,comprehensive-assessment,comprehensive,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-025,P1,lower,100以内加减法,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Core,multiple-choice,下面哪个算式的得数比50大？,23 + 26 | 78 - 30 | 90 - 45 | 35 + 16,35 + 16,35 + 16,23+26=49，小于50；78-30=48，小于50；90-45=45，小于50；35+16=51，大于50。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,unit-test,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-026,P1,lower,图形拼组,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Foundation,fill-in,用两个完全一样的三角形可以拼成一个什么图形？,,平行四边形（或长方形、正方形）,平行四边形（或长方形、正方形） | 平行四边形 | 长方形 | 正方形 | 平行四边形或长方形 | 平行四边形或正方形,两个完全一样的三角形，通过旋转、平移，可以拼成一个平行四边形。如果三角形是直角三角形，可以拼成长方形或正方形。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,unit-test,unit-test,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-027,P1,lower,想加算减,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Core,short-answer,用“想加算减”的方法计算 12 - 7。因为 7 + __ = 12，所以 12 - 7 = __。,,5，5,"5，5 | 5,5",想加算减：想7加几等于12，7+5=12，所以12-7=5。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,topic-drill,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-028,P1,lower,比较大小,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Foundation,multiple-choice,下面哪组数字是按从大到小的顺序排列的？,78，87，96 | 64，46，28 | 91，89，92 | 55，60，50,64，46，28,64，46，28,从大到小排列，数字应该越来越小。64>46>28，符合要求。其他组都不是从大到小。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,sync-practice,lesson-practice,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-029,P1,lower,分类与整理,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Core,fill-in,"下表是一（1）班同学最喜欢的水果情况：\n苹果：8人，香蕉：5人，草莓：12人，西瓜：9人。\n最喜欢草莓的人数比最喜欢苹果的多几人？",,4人,4人 | 4,草莓12人，苹果8人，12-8=4（人），所以最喜欢草莓的人数比最喜欢苹果的多4人。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,sync-practice,unit-test,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-030,P1,lower,一年级下册综合复习,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Foundation,short-answer,一（1）班有42人，一（2）班有38人。两个班一共有多少人？一（1）班比一（2）班多多少人？,,一共80人，多4人,"一共80人，多4人 | 80人，4人 | 80,4",总人数：42+38=80（人）；相差人数：42-38=4（人）。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,midterm,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-031,P1,lower,认识平面图形,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Core,multiple-choice,小丽用彩纸拼了一个图案：她先放了一个红色的圆，然后在圆的右边放了一个蓝色的正方形，最后在正方形下面放了一个黄色的三角形。请问这个图案中一共有几种不同的平面图形？,2种 | 3种 | 4种 | 5种,3种,3种,图案中有圆、正方形和三角形，共3种不同的平面图形。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,sync-practice,lesson-practice,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-032,P1,lower,解决问题,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Foundation,fill-in,计算15 - 8时，小华用“破十法”：先把15分成10和5，10减8等于2，再算2加5等于几？请填出最后的得数。,,7,7 | 七,15 - 8，破十法：10 - 8 = 2，2 + 5 = 7，所以答案是7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,unit-test,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-033,P1,lower,100以内数的认识,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Core,short-answer,用数字卡片摆出57，这个数中“5”在十位上，表示5个十；“7”在个位上，表示7个一。如果要摆出比57大，但十位上的数字和个位上的数字相同的两位数，这个数是多少？,,66,66,比57大且十位和个位数字相同的两位数有66、77、88、99，最小的是66。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,topic-practice,topic-drill,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-034,P1,lower,认识人民币,renminbi | classification | data-organization | simple-application | 人民币 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones,Foundation,multiple-choice,妈妈买了1张5元纸币、2枚1元硬币和3张1角纸币。她一共付了多少钱？,5元2角 | 6元3角 | 7元3角 | 8元2角,7元3角,7元3角,5元 + 2元 = 7元，3角，合起来是7元3角。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,unit-test,lesson-practice,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-035,P1,lower,找规律,within-100-addition-subtraction | place-value-tens-ones | patterns | 100以内加减法 | within-100-numbers | within-20-regrouping-subtraction | 20以内退位减法,Core,fill-in,"找出下面数的排列规律，并在括号里填上合适的数：3, 6, 9, 12, ( ), 18。",,15,15,规律是每次加3：3+3=6，6+3=9，9+3=12，12+3=15，15+3=18，所以填15。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,comprehensive-assessment,lesson-practice,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-036,P1,lower,分类观察,plane-shapes | classification | shape-composition | 平面图形 | within-100-numbers | within-20-regrouping-subtraction | place-value-tens-ones | 20以内退位减法,Foundation,short-answer,老师拿来一些图形卡片，其中有3个长方形、2个正方形、4个三角形和1个圆。请回答：长方形和正方形一共有几个？,,5,5 | 5个,长方形有3个，正方形有2个，3+2=5，所以一共5个。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,topic-practice,topic-drill,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-037,P1,lower,20以内退位减法,within-20-regrouping-subtraction | making-ten | decompose-subtraction | 20以内退位减法 | within-100-numbers | place-value-tens-ones,Core,multiple-choice,下面哪个算式的得数与13 - 6相同？,14 - 8 | 12 - 5 | 11 - 4 | 15 - 9,12 - 5,12 - 5,13 - 6 = 7，12 - 5 = 7，其他选项得数都不是7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,unit-test,lesson-practice,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
pep-primary-p1-lower-038,P1,lower,十位和个位,within-100-numbers | place-value-tens-ones | number-order | 100以内数认识 | within-20-regrouping-subtraction | 20以内退位减法,Foundation,fill-in,一个两位数，十位上的数字是4，个位上的数字比十位上的数字大3。这个数写作（ ）。,,47,47,十位是4，个位比十位大3，即4+3=7，所以这个数是47。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,unit-test,unit-test,passed-auto-source-scan,pending-manual,pending-manual,Generated offline with DeepSeek V4 Pro from MAIS safe-RAG metadata only; manual S18 sampling required before app integration.
