"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v1-s4-307","S4","必修 第二册","三角","三角","multiple-choice","Challenge","变式0307：选择：在三角形 ABC 中，若 AB=6，AC=13，且 ∠A=60°，表达式 AB·AC 的值是多少？","84 | 72 | 90 | 78","78","78","AB·AC 只表示两边长度乘积，6×13=78。","grade-pass-sample"
"hjb-high-ds-v1-s4-312","S4","必修 第二册","三角","三角","short-answer","Core","变式0312：解答：在三角形 ABC 中，若 AB=3，AC=10，且 ∠A=60°，表达式 AB·AC 的值是多少？","","30","30","AB·AC 只表示两边长度乘积，3×10=30。","grade-pass-sample"
"hjb-high-ds-v1-s4-317","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","变式0317：填空：函数 y=5sin(2x+6π/6) 的最小正周期是多少？","","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","grade-pass-sample"
"hjb-high-ds-v1-s4-343","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","变式0343：选择：函数 y=11sin(2x+6π/6) 的最小正周期是多少？","2π | π/2 | 4π | π","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","grade-pass-sample"
"hjb-high-ds-v1-s4-344","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","变式0344：填空：函数 y=6sin(2x+3π/6) 的最小正周期是多少？","","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","grade-pass-sample"
"hjb-high-ds-v1-s4-346","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","变式0346：选择：函数 y=2sin(2x+1π/6) 的最小正周期是多少？","π | 2π | π/2 | 4π","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","grade-pass-sample"
"hjb-high-ds-v1-s4-378","S4","必修 第二册","平面向量","平面向量","multiple-choice","Core","变式0378：选择：已知向量 u=(8,3)，v=(17,4)，求 u·v。","159 | 148 | 137 | 170","148","148","u·v=8×17+3×4=148。","grade-pass-sample"
"hjb-high-ds-v1-s4-387","S4","必修 第二册","平面向量","平面向量","fill-in","Core","变式0387：填空：已知向量 u=(7,9)，v=(19,10)，求 u·v。","","223","223","u·v=7×19+9×10=223。","grade-pass-sample"
"hjb-high-ds-v1-s4-395","S4","必修 第二册","平面向量","平面向量","fill-in","Foundation","变式0395：填空：已知向量 u=(9,10)，v=(9,11)，求 u·v。","","191","191","u·v=9×9+10×11=191。","grade-pass-sample"
"hjb-high-ds-v1-s4-402","S4","必修 第二册","平面向量","平面向量","multiple-choice","Core","变式0402：选择：已知向量 u=(5,7)，v=(12,8)，求 u·v。","128 | 116 | 104 | 140","116","116","u·v=5×12+7×8=116。","grade-pass-sample"
"hjb-high-ds-v1-s4-415","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","变式0415：填空：已知向量 u=(12,10)，v=(12,11)，求 u·v。","","254","254","u·v=12×12+10×11=254。","grade-pass-sample"
"hjb-high-ds-v1-s4-427","S4","必修 第二册","平面向量","平面向量","fill-in","Core","变式0427：填空：已知向量 u=(5,4)，v=(5,5)，求 u·v。","","45","45","u·v=5×5+4×5=45。","grade-pass-sample"
"hjb-high-ds-v1-s4-440","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0440：选择：复数 z=(3+10i)+(11-10i)，求 z 的实部。","15 | 13 | 16 | 14","14","14","实部相加，虚部抵消，z=14，实部为 14。","grade-pass-sample"
"hjb-high-ds-v1-s4-467","S4","必修 第二册","复数","复数","fill-in","Core","变式0467：填空：复数 z=(5+5i)+(12-5i)，求 z 的实部。","","17","17","实部相加，虚部抵消，z=17，实部为 17。","grade-pass-sample"
"hjb-high-ds-v1-s4-471","S4","必修 第二册","复数","复数","fill-in","Core","变式0471：填空：复数 z=(4+13i)+(7-13i)，求 z 的实部。","","11","11","实部相加，虚部抵消，z=11，实部为 11。","grade-pass-sample"
"hjb-high-ds-v1-s4-472","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0472：选择：复数 z=(12+11i)+(8-11i)，求 z 的实部。","21 | 19 | 20 | 22","20","20","实部相加，虚部抵消，z=20，实部为 20。","grade-pass-sample"
"hjb-high-ds-v1-s4-475","S4","必修 第二册","复数","复数","fill-in","Core","变式0475：填空：复数 z=(2+1i)+(20-1i)，求 z 的实部。","","22","22","实部相加，虚部抵消，z=22，实部为 22。","grade-pass-sample"
"hjb-high-ds-v1-s4-478","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0478：选择：复数 z=(9+1i)+(13-1i)，求 z 的实部。","22 | 23 | 21 | 24","22","22","实部相加，虚部抵消，z=22，实部为 22。","grade-pass-sample"
"hjb-high-ds-v1-s4-479","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0479：选择：复数 z=(10+10i)+(14-10i)，求 z 的实部。","25 | 23 | 26 | 24","24","24","实部相加，虚部抵消，z=24，实部为 24。","grade-pass-sample"
"hjb-high-ds-v1-s4-496","S4","必修 第二册","复数","复数","multiple-choice","Core","变式0496：选择：复数 z=(8+3i)+(14-3i)，求 z 的实部。","22 | 23 | 21 | 24","22","22","实部相加，虚部抵消，z=22，实部为 22。","grade-pass-sample"
"hjb-high-ds-v1-s5-012","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","变式0512：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 13，这两条棱围成的矩形面积是多少？","","143","143","相邻垂直棱围成矩形，面积=11×13=143。","grade-pass-sample"
"hjb-high-ds-v1-s5-018","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","变式0518：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 17，这两条棱围成的矩形面积是多少？","","187","187","相邻垂直棱围成矩形，面积=11×17=187。","grade-pass-sample"
"hjb-high-ds-v1-s5-047","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Foundation","变式0547：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 14，这两条棱围成的矩形面积是多少？","","70","70","相邻垂直棱围成矩形，面积=5×14=70。","grade-pass-sample"
"hjb-high-ds-v1-s5-081","S5","必修 第三册","简单几何体","简单几何体","short-answer","Core","变式0581：解答：一个长方体的长、宽、高分别为 6、6、16，求体积。","","576","576","长方体体积=长×宽×高=6×6×16=576。","grade-pass-sample"
"hjb-high-ds-v1-s5-099","S5","必修 第三册","简单几何体","简单几何体","short-answer","Foundation","变式0599：解答：一个长方体的长、宽、高分别为 11、11、6，求体积。","","726","726","长方体体积=长×宽×高=11×11×6=726。","grade-pass-sample"
"hjb-high-ds-v1-s5-102","S5","必修 第三册","简单几何体","简单几何体","short-answer","Challenge","变式0602：解答：一个长方体的长、宽、高分别为 7、7、9，求体积。","","441","441","长方体体积=长×宽×高=7×7×9=441。","grade-pass-sample"
"hjb-high-ds-v1-s5-120","S5","必修 第三册","概率初步","概率初步","short-answer","Exam","变式0620：解答：袋中有 4 个红球和 16 个蓝球，随机取出 1 个，取到红球的概率是多少？","","4/20","4/20","总球数为 20，红球 4 个，所以概率为 4/20。","grade-pass-sample"
"hjb-high-ds-v1-s5-126","S5","必修 第三册","概率初步","概率初步","short-answer","Challenge","变式0626：解答：袋中有 6 个红球和 16 个蓝球，随机取出 1 个，取到红球的概率是多少？","","6/22","6/22","总球数为 22，红球 6 个，所以概率为 6/22。","grade-pass-sample"
"hjb-high-ds-v1-s5-133","S5","必修 第三册","概率初步","概率初步","multiple-choice","Core","变式0633：选择：袋中有 5 个红球和 13 个蓝球，随机取出 1 个，取到红球的概率是多少？","13/18 | 5/18 | 6/18 | 5/19","5/18","5/18","总球数为 18，红球 5 个，所以概率为 5/18。","grade-pass-sample"
"hjb-high-ds-v1-s5-147","S5","必修 第三册","概率初步","概率初步","short-answer","Foundation","变式0647：解答：袋中有 3 个红球和 6 个蓝球，随机取出 1 个，取到红球的概率是多少？","","3/9","3/9","总球数为 9，红球 3 个，所以概率为 3/9。","grade-pass-sample"
"hjb-high-ds-v1-s5-167","S5","必修 第三册","统计","统计","fill-in","Foundation","变式0667：填空：一组数据为 3，14，25，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v1-s5-171","S5","必修 第三册","统计","统计","short-answer","Foundation","变式0671：解答：一组数据为 4，8，12，求这组数据的平均数。","","8","8","三数等差，中间数就是平均数，所以平均数为 8。","grade-pass-sample"
"hjb-high-ds-v1-s5-181","S5","必修 第三册","统计","统计","multiple-choice","Core","变式0681：选择：一组数据为 4，14，24，求这组数据的平均数。","14 | 15 | 13 | 16","14","14","三数等差，中间数就是平均数，所以平均数为 14。","grade-pass-sample"
"hjb-high-ds-v1-s5-188","S5","必修 第三册","统计","统计","fill-in","Exam","变式0688：填空：一组数据为 3，4，5，求这组数据的平均数。","","4","4","三数等差，中间数就是平均数，所以平均数为 4。","grade-pass-sample"
"hjb-high-ds-v1-s5-206","S5","必修 第三册","统计","统计","fill-in","Foundation","变式0706：填空：一组数据为 4，15，26，求这组数据的平均数。","","15","15","三数等差，中间数就是平均数，所以平均数为 15。","grade-pass-sample"
"hjb-high-ds-v1-s5-210","S5","必修 第三册","统计","统计","short-answer","Core","变式0710：解答：一组数据为 3，16，29，求这组数据的平均数。","","16","16","三数等差，中间数就是平均数，所以平均数为 16。","grade-pass-sample"
"hjb-high-ds-v1-s5-237","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","变式0737：解答：直线经过点 (2,5) 和 (3,19)，求斜率。","","14","14","斜率=(19-5)/(3-2)=14。","grade-pass-sample"
"hjb-high-ds-v1-s5-243","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","变式0743：解答：直线经过点 (8,7) 和 (9,15)，求斜率。","","8","8","斜率=(15-7)/(9-8)=8。","grade-pass-sample"
"hjb-high-ds-v1-s5-255","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","变式0755：解答：直线经过点 (12,13) 和 (13,22)，求斜率。","","9","9","斜率=(22-13)/(13-12)=9。","grade-pass-sample"
"hjb-high-ds-v1-s5-257","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","变式0757：填空：直线经过点 (5,6) 和 (6,11)，求斜率。","","5","5","斜率=(11-6)/(6-5)=5。","grade-pass-sample"
"hjb-high-ds-v1-s5-269","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","变式0769：填空：直线经过点 (8,3) 和 (9,10)，求斜率。","","7","7","斜率=(10-3)/(9-8)=7。","grade-pass-sample"
"hjb-high-ds-v1-s5-274","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","multiple-choice","Challenge","变式0774：选择：直线经过点 (8,7) 和 (9,12)，求斜率。","6 | 5 | 4 | 7","5","5","斜率=(12-7)/(9-8)=5。","grade-pass-sample"
"hjb-high-ds-v1-s5-275","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","变式0775：填空：直线经过点 (10,13) 和 (11,27)，求斜率。","","14","14","斜率=(27-13)/(11-10)=14。","grade-pass-sample"
"hjb-high-ds-v1-s5-281","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","fill-in","Foundation","变式0781：填空：直线经过点 (7,6) 和 (8,21)，求斜率。","","15","15","斜率=(21-6)/(8-7)=15。","grade-pass-sample"
"hjb-high-ds-v1-s5-285","S5","选择性必修 第一册","平面直角坐标系中的直线","平面直角坐标系中的直线","short-answer","Core","变式0785：解答：直线经过点 (10,11) 和 (11,17)，求斜率。","","6","6","斜率=(17-11)/(11-10)=6。","grade-pass-sample"
"hjb-high-ds-v1-s5-298","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","变式0798：选择：椭圆 x²/441+y²/100=1 中，求 c²=a²-b² 的值。","352 | 330 | 363 | 341","341","341","这里 a²=441，b²=100，所以 c²=441-100=341。","grade-pass-sample"
"hjb-high-ds-v1-s5-310","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","变式0810：选择：椭圆 x²/576+y²/324=1 中，求 c²=a²-b² 的值。","252 | 258 | 246 | 264","252","252","这里 a²=576，b²=324，所以 c²=576-324=252。","grade-pass-sample"
"hjb-high-ds-v1-s5-311","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","变式0811：填空：椭圆 x²/441+y²/196=1 中，求 c²=a²-b² 的值。","","245","245","这里 a²=441，b²=196，所以 c²=441-196=245。","grade-pass-sample"
"hjb-high-ds-v1-s5-317","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","变式0817：填空：椭圆 x²/784+y²/289=1 中，求 c²=a²-b² 的值。","","495","495","这里 a²=784，b²=289，所以 c²=784-289=495。","grade-pass-sample"
"hjb-high-ds-v1-s5-327","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","变式0827：解答：椭圆 x²/324+y²/100=1 中，求 c²=a²-b² 的值。","","224","224","这里 a²=324，b²=100，所以 c²=324-100=224。","grade-pass-sample"
"hjb-high-ds-v1-s5-331","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","multiple-choice","Challenge","变式0831：选择：椭圆 x²/529+y²/169=1 中，求 c²=a²-b² 的值。","370 | 360 | 350 | 380","360","360","这里 a²=529，b²=169，所以 c²=529-169=360。","grade-pass-sample"
"hjb-high-ds-v1-s5-336","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","变式0836：解答：椭圆 x²/225+y²/100=1 中，求 c²=a²-b² 的值。","","125","125","这里 a²=225，b²=100，所以 c²=225-100=125。","grade-pass-sample"
"hjb-high-ds-v1-s5-339","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","变式0839：解答：椭圆 x²/225+y²/100=1 中，求 c²=a²-b² 的值。","","125","125","这里 a²=225，b²=100，所以 c²=225-100=125。","grade-pass-sample"
"hjb-high-ds-v1-s5-345","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","short-answer","Core","变式0845：解答：椭圆 x²/361+y²/169=1 中，求 c²=a²-b² 的值。","","192","192","这里 a²=361，b²=169，所以 c²=361-169=192。","grade-pass-sample"
"hjb-high-ds-v1-s5-350","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","变式0850：填空：椭圆 x²/441+y²/324=1 中，求 c²=a²-b² 的值。","","117","117","这里 a²=441，b²=324，所以 c²=441-324=117。","grade-pass-sample"
"hjb-high-ds-v1-s5-353","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","变式0853：填空：椭圆 x²/36+y²/16=1 中，求 c²=a²-b² 的值。","","20","20","这里 a²=36，b²=16，所以 c²=36-16=20。","grade-pass-sample"
"hjb-high-ds-v1-s5-359","S5","选择性必修 第一册","圆锥曲线","圆锥曲线","fill-in","Foundation","变式0859：填空：椭圆 x²/441+y²/256=1 中，求 c²=a²-b² 的值。","","185","185","这里 a²=441，b²=256，所以 c²=441-256=185。","grade-pass-sample"
"hjb-high-ds-v1-s5-373","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Challenge","变式0873：选择：空间向量 p=(2,6,11)，求 |p|²。","163 | 159 | 165 | 161","161","161","|p|²=2²+6²+11²=161。","grade-pass-sample"
"hjb-high-ds-v1-s5-378","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","multiple-choice","Core","变式0878：选择：空间向量 p=(12,4,5)，求 |p|²。","197 | 173 | 185 | 209","185","185","|p|²=12²+4²+5²=185。","grade-pass-sample"
"hjb-high-ds-v1-s5-405","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Core","变式0905：填空：空间向量 p=(11,13,1)，求 |p|²。","","291","291","|p|²=11²+13²+1²=291。","grade-pass-sample"
"hjb-high-ds-v1-s5-409","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Challenge","变式0909：填空：空间向量 p=(12,8,13)，求 |p|²。","","377","377","|p|²=12²+8²+13²=377。","grade-pass-sample"
"hjb-high-ds-v1-s5-411","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Core","变式0911：填空：空间向量 p=(7,5,11)，求 |p|²。","","195","195","|p|²=7²+5²+11²=195。","grade-pass-sample"
"hjb-high-ds-v1-s5-417","S5","选择性必修 第一册","空间向量及其应用","空间向量及其应用","fill-in","Core","变式0917：填空：空间向量 p=(10,6,8)，求 |p|²。","","200","200","|p|²=10²+6²+8²=200。","grade-pass-sample"
"hjb-high-ds-v1-s5-433","S5","选择性必修 第一册","数列","数列","fill-in","Core","变式0933：填空：等差数列首项为 4，公差为 1，求第 11 项。","","14","14","a_11=a_1+(11-1)d=4+10×1=14。","grade-pass-sample"
"hjb-high-ds-v1-s5-445","S5","选择性必修 第一册","数列","数列","fill-in","Core","变式0945：填空：等差数列首项为 8，公差为 13，求第 14 项。","","177","177","a_14=a_1+(14-1)d=8+13×13=177。","grade-pass-sample"
"hjb-high-ds-v1-s5-463","S5","选择性必修 第一册","数列","数列","fill-in","Core","变式0963：填空：等差数列首项为 12，公差为 13，求第 9 项。","","116","116","a_9=a_1+(9-1)d=12+8×13=116。","grade-pass-sample"
"hjb-high-ds-v1-s5-478","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","变式0978：选择：等差数列首项为 4，公差为 12，求第 9 项。","101 | 99 | 102 | 100","100","100","a_9=a_1+(9-1)d=4+8×12=100。","grade-pass-sample"
"hjb-high-ds-v1-s5-486","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","变式0986：选择：等差数列首项为 10，公差为 3，求第 14 项。","50 | 48 | 49 | 51","49","49","a_14=a_1+(14-1)d=10+13×3=49。","grade-pass-sample"
"hjb-high-ds-v1-s5-493","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","变式0993：选择：等差数列首项为 12，公差为 2，求第 9 项。","28 | 29 | 27 | 30","28","28","a_9=a_1+(9-1)d=12+8×2=28。","grade-pass-sample"
"hjb-high-ds-v1-s5-494","S5","选择性必修 第一册","数列","数列","multiple-choice","Core","变式0994：选择：等差数列首项为 11，公差为 4，求第 14 项。","64 | 63 | 62 | 65","63","63","a_14=a_1+(14-1)d=11+13×4=63。","grade-pass-sample"
"hjb-high-ds-v1-s6-002","S6","选择性必修 第二册","导数及其运用","导数及其运用","fill-in","Challenge","变式1002：填空：函数 f(x)=2x²+10，求 f'(4)。","","16","16","f'(x)=4x，代入 x=4 得 4×4=16。","grade-pass-sample"
