"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-primary-ds-v1-p1-042","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","short-answer","Foundation","篮子里原来有一些鸡蛋，妈妈又放进去3个，现在篮子里一共有8个鸡蛋。篮子里原来有几个鸡蛋？","","5","5 | 5个","现在有8个，是原来个数加上3得到的。原来个数=8-3=5。","grade-pass-sample"
"hjb-primary-ds-v1-p1-043","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","multiple-choice","Core","下面哪个数比5大，比9小？","4 | 6 | 9 | 10","6","6","比5大比9小的数有6、7、8。选项中只有6符合。","grade-pass-sample"
"hjb-primary-ds-v1-p1-044","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","fill-in","Challenge","把7个苹果分给两个小朋友，每个小朋友都要分到，而且两人分到的苹果个数不一样。可以怎么分？请写出两种不同的分法。","","1和6，2和5","1和6，2和5 | 1和6,2和5 | 1和6 2和5 | 1,6和2,5 | 1、6和2、5 | 1和6、2和5 | 1,6,2,5","7可以分成1和6、2和5、3和4。要求两人个数不同，所以3和4不行。写出其中两种即可，如1和6、2和5。","grade-pass-sample"
"hjb-primary-ds-v1-p1-045","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","short-answer","Foundation","看图写数。树上有5只小鸟，又飞来2只，现在树上一共有几只小鸟？","","7","7 | 7只","原来有5只，飞来2只，合起来是7只。","grade-pass-sample"
"hjb-primary-ds-v1-p1-048","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","short-answer","Foundation","树上有6只小鸟，飞走了2只，还剩几只？","","4","4 | 4只","6只飞走2只，还剩4只。","grade-pass-sample"
"hjb-primary-ds-v1-p1-051","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","short-answer","Foundation","篮子里有一些苹果，吃掉2个后还剩3个。篮子里原来有几个苹果？","","5","5 | 5个","吃掉2个后剩3个，原来数量是2+3=5。","grade-pass-sample"
"hjb-primary-ds-v1-p1-053","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","fill-in","Challenge","把7个气球分给两个小朋友，每个小朋友都要分到，可以分成__和__。","","1和6","1和6 | 2和5 | 3和4 | 4和3 | 5和2 | 6和1","7可以分成1和6、2和5、3和4等，只要两个数合起来是7，且都大于0。","grade-pass-sample"
"hjb-primary-ds-v1-p1-055","P1","upper","hjb-primary-p1-upper-within-10-number-sense","10以内数的认识","multiple-choice","Core","妈妈买了8个橘子，吃了几个后还剩5个？","2个 | 3个 | 4个 | 5个","3个","3个","原来8个，剩5个，吃掉的是8-5=3个。","grade-pass-sample"
"hjb-primary-ds-v1-p1-064","P1","upper","hjb-primary-p1-upper-within-10-add-sub","10以内数的加减法","multiple-choice","Core","小明有5支铅笔，小红有3支铅笔，他们一共有多少支铅笔？正确的算式是哪一个？","5 + 3 = 8 | 5 - 3 = 2 | 8 - 5 = 3 | 5 + 4 = 9","5 + 3 = 8","5 + 3 = 8","求一共有多少支铅笔，要把两人的铅笔合起来，用加法。小明5支，小红3支，所以正确算式是5+3=8。","grade-pass-sample"
"hjb-primary-ds-v1-p1-068","P1","upper","hjb-primary-p1-upper-within-10-add-sub","10以内数的加减法","fill-in","Foundation","篮子里有2个鸡蛋，又放进去6个，现在一共有______个鸡蛋。","","8","8 | 8个","把两部分合起来用加法：2+6=8。","grade-pass-sample"
"hjb-primary-ds-v1-p1-070","P1","upper","hjb-primary-p1-upper-within-10-add-sub","10以内数的加减法","multiple-choice","Foundation","池塘里有5只鸭子，又游来4只，现在一共有几只鸭子？","5-4=1 | 5+4=9 | 9-4=5 | 4+5=9","5+4=9","5+4=9","把两部分合起来求总数用加法：5+4=9。","grade-pass-sample"
"hjb-primary-ds-v1-p1-075","P1","upper","hjb-primary-p1-upper-within-10-add-sub","10以内数的加减法","short-answer","Core","篮子里有一些鸡蛋，妈妈又放进去3个，现在一共有9个。篮子里原来有几个鸡蛋？请列出算式并计算。","","9-3=6","9-3=6 | 6","现在9个是总数，放进去3个是增加的部分，求原来用减法，9-3=6，所以原来有6个鸡蛋。","grade-pass-sample"
"hjb-primary-ds-v1-p1-079","P1","upper","hjb-primary-p1-upper-within-10-add-sub","10以内数的加减法","multiple-choice","Core","小华有8块糖，送给妹妹一些后还剩5块，送给妹妹几块？正确的算式是哪一个？","8+5=13 | 8-3=5 | 8-5=3 | 5+3=8","8-5=3","8-5=3","原来8块，剩下5块，送出的就是8-5=3块。","grade-pass-sample"
"hjb-primary-ds-v1-p1-085","P1","upper","hjb-primary-p1-upper-within-20-number-add-sub","20以内的数与不进位不退位加减","multiple-choice","Core","小美有13块糖，送给弟弟3块，她还剩多少块？","16 | 10 | 13 | 3","10","10","13块糖，拿走3块，个位3减3得0，十位1不变，所以剩10块。","grade-pass-sample"
"hjb-primary-ds-v1-p1-091","P1","upper","hjb-primary-p1-upper-within-20-number-add-sub","20以内的数与不进位不退位加减","multiple-choice","Core","小乐有13支铅笔，他又拿来5支，现在有多少支？","18 | 17 | 19 | 16","18","18","13是1个十和3个一，加5个一，3个一加5个一是8个一，1个十和8个一合起来是18。","grade-pass-sample"
"hjb-primary-ds-v1-p1-096","P1","upper","hjb-primary-p1-upper-within-20-number-add-sub","20以内的数与不进位不退位加减","short-answer","Foundation","小乐有1个十和3个一，合起来是（    ）。","","13","13","1个十是10，3个一是3，合起来是13。","grade-pass-sample"
"hjb-primary-ds-v1-p1-110","P1","upper","hjb-primary-p1-upper-review","一年级上册整理与复习","fill-in","Foundation","在计数器上拨出 14，十位上拨了1颗珠，个位上应该拨几颗珠？","","4","4 | 4颗","14的十位是1，个位是4。十位拨1颗珠表示1个十，个位拨4颗珠表示4个一，合起来就是14。","grade-pass-sample"
"hjb-primary-ds-v1-p1-117","P1","upper","hjb-primary-p1-upper-review","一年级上册整理与复习","short-answer","Core","小丽在整理20以内的加法时，发现一道题算错了：8+5=12。请你帮小丽检查，并说说她可能错在哪里。","","8+5=13，不是12。她可能忘记进位，把8+5算成了8+2+2=12，少算了1。","8+5=13，不是12。她可能忘记进位，把8+5算成了8+2+2=12，少算了1。 | 8+5=13，她可能忘记进位了。 | 8+5=13，她可能没有用凑十法。","8+5应该用凑十法：把5分成2和3，8+2=10，10+3=13。小丽可能把5分成了2和2，得到8+2+2=12，少加了1。","grade-pass-sample"
"hjb-primary-ds-v1-p1-118","P1","lower","hjb-primary-p1-lower-within-20-regrouping","20以内数的加减法（二）","multiple-choice","Foundation","计算13-6时，下面哪种方法是对的？","把6分成3和3，13-3=10，10-3=7 | 把13分成10和3，10-6=4，4+3=7 | 因为6+7=13，所以13-6=7 | 以上都对","以上都对","以上都对","三种方法都是正确的退位减法策略：分拆减数、破十法、想加算减。它们都能得到正确答案7。","grade-pass-sample"
"hjb-primary-ds-v1-p1-122","P1","lower","hjb-primary-p1-lower-within-20-regrouping","20以内数的加减法（二）","fill-in","Foundation","计算 8 + 7 时，可以先把 7 分成 2 和 5，8 + 2 = 10，10 + 5 = 15。这种方法是______法。","","凑十","凑十 | 凑十法","把7拆成2和5，让8先凑成10，再加剩下的5，这就是凑十法。","grade-pass-sample"
"hjb-primary-ds-v1-p1-125","P1","lower","hjb-primary-p1-lower-within-20-regrouping","20以内数的加减法（二）","fill-in","Core","在计算 17 - 8 时，小丁把 8 分成了 7 和 1，先算 17 - 7 = 10，再算 10 - 1 = 9。这种方法是______法。","","分拆减数","分拆减数 | 分拆减数法","把减数8拆成7和1，先减7得10，再减1得9，这就是分拆减数法。","grade-pass-sample"
"hjb-primary-ds-v1-p1-129","P1","lower","hjb-primary-p1-lower-within-20-regrouping","20以内数的加减法（二）","short-answer","Core","妈妈买了15个苹果，吃了8个，还剩几个？请你用两种不同的方法计算，并写出过程。","","方法一：15 - 8 = 7。把15分成10和5，10 - 8 = 2，2 + 5 = 7。方法二：想8 + 7 = 15，所以15 - 8 = 7。","方法一：15 - 8 = 7。把15分成10和5，10 - 8 = 2，2 + 5 = 7。方法二：想8 + 7 = 15，所以15 - 8 = 7。 | 方法一：破十法，15分成10和5，10-8=2，2+5=7。方法二：想加算减，8+7=15，所以15-8=7。","可用破十法：15拆成10和5，10减8得2，再加5得7。也可想加算减：因为8+7=15，所以15-8=7。","grade-pass-sample"
"hjb-primary-ds-v1-p1-133","P1","lower","hjb-primary-p1-lower-within-20-regrouping","20以内数的加减法（二）","multiple-choice","Core","下面哪道题的计算过程使用了“破十法”？","12 - 5 = 7，因为5 + 7 = 12 | 12 - 5，先算10 - 5 = 5，再算5 + 2 = 7 | 12 - 5，先算12 - 2 = 10，再算10 - 3 = 7 | 12 - 5 = 7，因为12可以分成6和6","12 - 5，先算10 - 5 = 5，再算5 + 2 = 7","12 - 5，先算10 - 5 = 5，再算5 + 2 = 7","破十法是把十几分成10和几，先用10减，再加剩下的数。选项B正是这样：12分成10和2，10-5=5，5+2=7。","grade-pass-sample"
"hjb-primary-ds-v1-p1-137","P1","lower","hjb-primary-p1-lower-within-100-number-sense","100以内的数","fill-in","Core","一个两位数，十位上的数字是7，个位上的数字比十位上的数字小2，这个数是______。","","75","75","十位是7，个位比十位小2，个位是7-2=5，所以这个数是75。","grade-pass-sample"
"hjb-primary-ds-v1-p1-146","P1","lower","hjb-primary-p1-lower-within-100-number-sense","100以内的数","fill-in","Foundation","小丽用小棒摆数：每10根捆成一捆，她摆了5捆和3根。这个数写作______。","","53","53","5捆表示5个十，即50；3根表示3个一。合起来是53。","grade-pass-sample"
"hjb-primary-ds-v1-p1-151","P1","lower","hjb-primary-p1-lower-within-100-number-sense","100以内的数","multiple-choice","Core","小乐用一捆一捆的小棒表示数。他摆了3捆和5根散的小棒，这个数是多少？","35 | 53 | 8 | 30","35","35","3捆表示3个十，是30；5根散的小棒表示5个一。合起来是35。","grade-pass-sample"
"hjb-primary-ds-v1-p1-160","P1","lower","hjb-primary-p1-lower-within-100-add-sub","100以内数的加减法（一）","multiple-choice","Foundation","下面哪道题的得数最小？","30 + 40 | 50 + 6 | 70 - 20 | 90 - 50","90 - 50","90 - 50","分别计算：30+40=70，50+6=56，70-20=50，90-50=40，40最小，所以选90-50。","grade-pass-sample"
"hjb-primary-ds-v1-p1-165","P1","lower","hjb-primary-p1-lower-within-100-add-sub","100以内数的加减法（一）","short-answer","Core","一（2）班有42人，一（1）班比一（2）班多3人。一（1）班有多少人？","","45人","45人 | 45","求比42多3的数，用加法：42+3=45，所以一（1）班有45人。","grade-pass-sample"
"hjb-primary-ds-v1-p1-176","P1","lower","hjb-primary-p1-lower-time-introduction","时间的初步认识","fill-in","Foundation","小明的钟面上，时针指向7和8的中间，分针指向6。这时是几时半？","","7时半","7时半 | 七时半","分针指向6表示半时，时针在7和8中间，说明是7时半。","grade-pass-sample"
"hjb-primary-ds-v1-p1-183","P1","lower","hjb-primary-p1-lower-time-introduction","时间的初步认识","multiple-choice","Core","下面哪件事最可能在下午1:30发生？","吃午饭 | 吃早饭 | 晚上睡觉 | 下午放学","吃午饭","吃午饭","下午1:30是中午之后，通常是吃午饭的时间。早饭在早上，睡觉在晚上，放学一般在下午3点以后。","grade-pass-sample"
"hjb-primary-ds-v1-p1-188","P1","lower","hjb-primary-p1-lower-time-introduction","时间的初步认识","fill-in","Foundation","小明上午7时起床，8时到校，11时半吃午饭。请按时间顺序排列这三件事：起床、到校、吃午饭。","","起床，到校，吃午饭","起床，到校，吃午饭 | 起床 到校 吃午饭","7时最早，然后是8时，最后是11时半，所以顺序是起床、到校、吃午饭。","grade-pass-sample"
"hjb-primary-ds-v1-p1-192","P1","lower","hjb-primary-p1-lower-time-introduction","时间的初步认识","fill-in","Foundation","看钟面：时针指向7，分针指向12。这个时间是____时。","","7","7 | 七","分针指向12，时针指向7，就是7时整。","grade-pass-sample"
"hjb-primary-ds-v1-p1-199","P1","lower","hjb-primary-p1-lower-length-measurement","长度的比较与测量","multiple-choice","Core","测量教室门的宽度，用下面哪种东西量最方便？","回形针 | 铅笔 | 数学书的长边 | 米尺","米尺","米尺","测量较长的物体时，应选择较长的测量工具。教室门的宽度较长，用米尺量最方便，回形针和铅笔太短，数学书长边也不够方便。","grade-pass-sample"
"hjb-primary-ds-v1-p1-200","P1","lower","hjb-primary-p1-lower-length-measurement","长度的比较与测量","fill-in","Foundation","小东和小红都用拃（张开大拇指和中指两端的距离）测量同一张课桌的长边。小东量了5拃，小红量了6拃。谁的一拃更长？为什么？","","小东的一拃更长，因为课桌长边一样长，量的拃数少，说明他的一拃更长。","小东的一拃更长，因为课桌长边一样长，量的拃数少，说明他的一拃更长。 | 小东的一拃长，因为他量的拃数少。 | 小东，因为同样的长度，拃数少表示一拃长。","测量同一物体时，用的单位长度越长，量的次数就越少。小东量的拃数少，所以他的一拃更长。","grade-pass-sample"
"hjb-primary-ds-v1-p1-205","P1","lower","hjb-primary-p1-lower-length-measurement","长度的比较与测量","multiple-choice","Foundation","下面哪种方法能准确比较两根弯曲的铁丝的长度？","把两根铁丝都拉直，对齐一端再比较 | 直接看哪根铁丝更弯 | 用手掂一掂哪根更重 | 用眼睛估计","把两根铁丝都拉直，对齐一端再比较","把两根铁丝都拉直，对齐一端再比较","弯曲的物体要拉直后对齐起点比较长度才公平。其他方法都不准确。","grade-pass-sample"
"hjb-primary-ds-v1-p1-209","P1","lower","hjb-primary-p1-lower-length-measurement","长度的比较与测量","multiple-choice","Foundation","用拃（张开大拇指和中指两端的距离）测量课桌的长度，下面哪种做法能得到正确的结果？","一拃一拃地量，每一拃都首尾相连 | 一拃一拃地量，中间留一点空隙 | 先量一半，再估计另一半 | 用眼睛看，不用手量","一拃一拃地量，每一拃都首尾相连","一拃一拃地量，每一拃都首尾相连","用拃测量时，要一拃接一拃，首尾相连，不能有空隙或重叠，这样量出的结果才准确。","grade-pass-sample"
"hjb-primary-ds-v1-p1-220","P1","lower","hjb-primary-p1-lower-body-rulers-math-square","身体上的尺子与数学广场","fill-in","Foundation","在数学广场活动中，小组成员用“拃”测量同一张课桌的长度，得到的结果分别是：小明4拃，小红5拃，小刚4拃半。为什么他们测量的结果不一样？请简单写出你的想法。","","因为每个人的一拃长度不同","因为每个人的一拃长度不同 | 因为他们的手大小不一样 | 因为拃的长度不一样 | 因为每个人手的大小不同，所以一拃的长度不一样","拃是拇指到中指张开的长度，每个人的手大小不同，所以一拃的长度也不同。测量同一张课桌时，手小的人需要更多拃，手大的人需要更少拃，结果就不一样了。","grade-pass-sample"
"hjb-primary-ds-v1-p1-223","P1","lower","hjb-primary-p1-lower-body-rulers-math-square","身体上的尺子与数学广场","multiple-choice","Foundation","下面哪种身体尺最适合估测黑板的长度？","手指的宽度 | 一拃的长度 | 一步的长度 | 两臂平伸的长度","两臂平伸的长度","两臂平伸的长度","黑板较长，用两臂平伸的长度（约1米）量比较方便；手指宽度、一拃和一步都太小，量起来次数太多。","grade-pass-sample"
"hjb-primary-ds-v1-p1-230","P1","lower","hjb-primary-p1-lower-body-rulers-math-square","身体上的尺子与数学广场","fill-in","Foundation","小华的一庹长大约是1米20厘米。他用一庹去量教室黑板的长度，量了2次正好量完。黑板大约长多少厘米？","","240厘米","240厘米 | 240 cm","1米20厘米=120厘米，量2次，120+120=240厘米。","grade-pass-sample"
"hjb-primary-ds-v1-p1-247","P1","lower","hjb-primary-p1-lower-review","一年级下册整理与复习","multiple-choice","Foundation","下面哪句话是对的？","1米比99厘米短 | 1小时比60分钟长 | 1元比10角多 | 1米等于100厘米","1米等于100厘米","1米等于100厘米","1米=100厘米，所以1米比99厘米长；1小时=60分钟；1元=10角。只有D正确。","grade-pass-sample"
"hjb-primary-ds-v1-p2-005","P2","upper","hjb-primary-p2-upper-within-100-add-sub","100以内数的加减法（二）","fill-in","Foundation","计算 57 - 29 时，可以先算 57 - 30 = 27，再算 27 + ___ = ___。","","1, 28","1, 28 | 1 28","把29看作30，多减了1，所以最后要加回1：57-30=27，27+1=28。","grade-pass-sample"
"hjb-primary-ds-v1-p2-009","P2","upper","hjb-primary-p2-upper-within-100-add-sub","100以内数的加减法（二）","short-answer","Foundation","用竖式计算 34 + 29，并写出验算过程。","","63","63","34+29，个位4+9=13，写3进1，十位3+2+1=6，得63。验算：63-29=34，或63-34=29。","grade-pass-sample"
"hjb-primary-ds-v1-p2-015","P2","upper","hjb-primary-p2-upper-within-100-add-sub","100以内数的加减法（二）","short-answer","Challenge","小明在计算 90 - 54 时，个位 0 减 4 不够减，从十位退 1，个位变成 10 减 4 得 6，十位 9 退 1 后剩 8，8 减 5 得 3，结果是 36。他验算时用 36 + 54 = 90，发现正确。请你说一说，为什么从十位退 1 后，十位要减去 1？","","因为十位上的 1 表示 1 个十，退到个位就是 10 个一，所以十位要减少 1 个十。","因为十位上的 1 表示 1 个十，退到个位就是 10 个一，所以十位要减少 1 个十。 | 因为退位是把 1 个十变成 10 个一，十位就少了 1 个十。","退位时，从十位借 1 个十到个位变成 10 个一，所以十位上的数要减去 1，表示少了 1 个十。","grade-pass-sample"
"hjb-primary-ds-v1-p2-019","P2","upper","hjb-primary-p2-upper-within-100-add-sub","100以内数的加减法（二）","multiple-choice","Challenge","小明计算 90 - 45 时，个位 0 减 5 不够减，他从十位退 1 当 10，个位变成 10 减 5 得 5；十位 9 退 1 后剩 8，再减 4 得 4，所以他得到 45。下面哪句话说得对？","个位 0 减 5 不够减，应该从十位退 1 当 10，但十位是 9，退 1 后应该剩 8，他算对了 | 个位 0 减 5 不够减，应该从十位退 1 当 10，但十位是 9，退 1 后应该剩 8，他算成了 9，所以错了 | 个位 0 减 5 不够减，应该从十位退 1 当 10，但十位是 9，退 1 后应该剩 9，他算成了 8，所以错了 | 个位 0 减 5 不够减，应该从十位退 1 当 10，但十位是 9，退 1 后应该剩 0，他算成了 8，所以错了","个位 0 减 5 不够减，应该从十位退 1 当 10，但十位是 9，退 1 后应该剩 8，他算对了","个位 0 减 5 不够减，应该从十位退 1 当 10，但十位是 9，退 1 后应该剩 8，他算对了","90-45，个位0减5不够，向十位借1，十位9借1剩8，个位10-5=5，十位8-4=4，得45。小明的计算过程和结果都是正确的。","grade-pass-sample"
"hjb-primary-ds-v1-p2-024","P2","upper","hjb-primary-p2-upper-money-shopping","人民币与购物应用","short-answer","Exam","小明有5元，买一支铅笔用了1元2角，买一块橡皮用了8角。他还剩多少钱？","","3元","3元 | 3元0角","总花费：1元2角+8角=2元。5元-2元=3元。注意统一单位计算。","grade-pass-sample"
"hjb-primary-ds-v1-p2-030","P2","upper","hjb-primary-p2-upper-money-shopping","人民币与购物应用","short-answer","Core","妈妈去超市买了下面这些物品：一袋盐2元5角，一瓶酱油6元8角，一包糖4元。妈妈一共要付多少钱？请用“几元几角”的形式回答。","","13元3角","13元3角","2元5角+6元8角=9元3角，再加4元得13元3角。","grade-pass-sample"
"hjb-primary-ds-v1-p2-037","P2","upper","hjb-primary-p2-upper-money-shopping","人民币与购物应用","multiple-choice","Challenge","小明有20元，他想买一个15元6角的玩具车。付钱后，他应该找回多少钱？","4元4角 | 5元4角 | 4元6角 | 5元6角","4元4角","4元4角","20元 - 15元6角 = 19元10角 - 15元6角 = 4元4角。","grade-pass-sample"
"hjb-primary-ds-v1-p2-044","P2","upper","hjb-primary-p2-upper-money-shopping","人民币与购物应用","fill-in","Foundation","在○里填“>”“<”或“=”。\n4元6角○46角","","=","= | 等于","4元=40角，40角+6角=46角，所以4元6角=46角。","grade-pass-sample"
"hjb-primary-ds-v1-p2-051","P2","upper","hjb-primary-p2-upper-school-position-direction","校园方位与位置表达","short-answer","Core","小明的学校操场平面图上，校门在操场的南面，教学楼在校门的北面，操场在教学楼的东面。请问操场在校门的哪个方向？","","北面","北面","校门在操场南面，即操场在校门北面。教学楼在校门北面，操场在教学楼东面，不影响操场与校门的相对方向。","grade-pass-sample"
"hjb-primary-ds-v1-p2-054","P2","upper","hjb-primary-p2-upper-school-position-direction","校园方位与位置表达","short-answer","Core","从学校出发，先向北走到公园，再向东走到图书馆，最后向南走到电影院。请问电影院在学校的哪个方向？","","东北","东北","学校向北到公园，再向东到图书馆，最后向南到电影院。电影院在学校北偏东的位置，即东北方向。","grade-pass-sample"
"hjb-primary-ds-v1-p2-061","P2","upper","hjb-primary-p2-upper-school-position-direction","校园方位与位置表达","multiple-choice","Challenge","下面是校园里四个地点的位置描述：\n• 操场在教学楼的东面\n• 图书馆在教学楼的北面\n• 花坛在操场的南面\n• 校门在图书馆的西面\n\n根据这些描述，校门在花坛的哪个方向？","东面 | 南面 | 西面 | 北面","北面","北面","以教学楼为中心：操场在东，图书馆在北。花坛在操场南面，即教学楼东南方向。校门在图书馆西面，即教学楼西北方向。以花坛为参照，校门在花坛的北面。","grade-pass-sample"
"hjb-primary-ds-v1-p2-067","P2","upper","hjb-primary-p2-upper-school-position-direction","校园方位与位置表达","multiple-choice","Challenge","校园平面图上，教学楼在花坛的北面，操场在教学楼的东面。那么花坛在操场的什么方向？","西北 | 西南 | 东北 | 东南","西南","西南","以花坛为起点：教学楼在北，操场在教学楼东即花坛的东北。反过来，花坛在操场的西南。注意相对位置，不能只说左或右。","grade-pass-sample"
"hjb-primary-ds-v1-p2-073","P2","upper","hjb-primary-p2-upper-multiplication-facts","表内乘法","multiple-choice","Challenge","下面哪个问题不能用乘法解决？\nA. 每排有8棵树，有4排，一共有多少棵树？\nB. 小红有3个苹果，小蓝有5个苹果，两人一共有几个苹果？\nC. 一盒巧克力有6块，买7盒一共有多少块？\nD. 教室里有5行桌子，每行有5张，一共有多少张桌子？","A | B | C | D","B","B","选项B是求3和5的和，不是求几个几，所以不能用乘法。其他选项都是求几个相同加数的和，可以用乘法。","grade-pass-sample"
"hjb-primary-ds-v1-p2-075","P2","upper","hjb-primary-p2-upper-multiplication-facts","表内乘法","short-answer","Core","学校走廊的一边摆了8盆花，每两盆花之间放1个花架。一共需要多少个花架？请列式解答。","","8-1=7（个）","8-1=7（个） | 8-1=7","8盆花排成一排，间隔数比花盆数少1，所以花架个数是8-1=7个。注意这不是乘法问题，而是间隔问题。","grade-pass-sample"
