"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v3-s4-083","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Foundation","V3修复变式0083：填空：解不等式 x+7>15，求 x 的取值范围右端常数 15-7 的值。","","8","8","两边同时减去 7，得 x>15-7=8。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-089","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Core","V3修复变式0089：填空：解不等式 x+8>19，求 x 的取值范围右端常数 19-8 的值。","","11","11","两边同时减去 8，得 x>19-8=11。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-098","S4","必修 第一册","等式与不等式","等式与不等式","fill-in","Challenge","V3修复变式0098：填空：求不等式组 x+6>16，x≤16 的整数解个数。","","6","6","由 x+6>16 得 x>10。又 x≤16，整数 x 为 11 到 16，共有 16-10=6 个。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-112","S4","必修 第一册","幂、指数与对数","幂、指数与对数","multiple-choice","Exam","V3修复变式0112：选择：已知 log_8(8^13)=m，且 log_8(8^n)=m+3。求 m+n。","28 | 31 | 29 | 30","29","29","由对数定义得 m=13。又 log_8(8^n)=n=m+3=16，所以 m+n=13+16=29。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-114","S4","必修 第一册","幂、指数与对数","幂、指数与对数","short-answer","Challenge","V3修复变式0114：解答：已知 log_5(5^15)=m，且 log_5(5^n)=m+3。求 m+n。","","33","33","由对数定义得 m=15。又 log_5(5^n)=n=m+3=18，所以 m+n=15+18=33。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-130","S4","必修 第一册","幂、指数与对数","幂、指数与对数","multiple-choice","Challenge","V3修复变式0130：选择：已知 log_6(6^9)=m，且 log_6(6^n)=m+3。求 m+n。","20 | 23 | 21 | 22","21","21","由对数定义得 m=9。又 log_6(6^n)=n=m+3=12，所以 m+n=9+12=21。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-134","S4","必修 第一册","幂、指数与对数","幂、指数与对数","fill-in","Challenge","V3修复变式0134：填空：已知 log_2(2^12)=m，且 log_2(2^n)=m+3。求 m+n。","","27","27","由对数定义得 m=12。又 log_2(2^n)=n=m+3=15，所以 m+n=12+15=27。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-142","S4","必修 第一册","幂、指数与对数","幂、指数与对数","multiple-choice","Challenge","V3修复变式0142：选择：已知 log_8(8^19)=m，且 log_8(8^n)=m+3。求 m+n。","43 | 41 | 42 | 40","41","41","由对数定义得 m=19。又 log_8(8^n)=n=m+3=22，所以 m+n=19+22=41。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-147","S4","必修 第一册","幂、指数与对数","幂、指数与对数","short-answer","Foundation","V3修复变式0147：解答：已知 log_9(9^13)=m，求 m。","","13","13","由对数定义，log_9(9^13)=13，所以 m=13。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-156","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","short-answer","Exam","V3修复变式0156：解答：函数 f(x)=8^x。若 f(t)=8·f(2)，求 f(t)+f(t-1)。","","576","576","f(2)=8²，所以 f(t)=8·f(2)=8³，得 t=3。因此 f(t)+f(t-1)=f(3)+f(2)=512+64=576。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-162","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","short-answer","Challenge","V3修复变式0162：解答：函数 f(x)=10^x。若 f(t)=10·f(2)，求 f(t)+f(t-1)。","","1100","1100","f(2)=10²，所以 f(t)=10·f(2)=10³，得 t=3。因此 f(t)+f(t-1)=f(3)+f(2)=1000+100=1100。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-173","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","fill-in","Core","V3修复变式0173：填空：函数 f(x)=3^x，求 f(2)。","","9","9","代入 x=2，f(2)=3^2=9。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-188","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","fill-in","Exam","V3修复变式0188：填空：函数 f(x)=10^x。若 f(t)=10·f(2)，求 f(t)+f(t-1)。","","1100","1100","f(2)=10²，所以 f(t)=10·f(2)=10³，得 t=3。因此 f(t)+f(t-1)=f(3)+f(2)=1000+100=1100。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-195","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","short-answer","Foundation","V3修复变式0195：解答：函数 f(x)=3^x，求 f(2)。","","9","9","代入 x=2，f(2)=3^2=9。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-196","S4","必修 第一册","幂函数、指数函数与对数函数","幂函数、指数函数与对数函数","multiple-choice","Exam","V3修复变式0196：选择：函数 f(x)=11^x。若 f(t)=11·f(2)，求 f(t)+f(t-1)。","1451 | 1454 | 1452 | 1453","1452","1452","f(2)=11²，所以 f(t)=11·f(2)=11³，得 t=3。因此 f(t)+f(t-1)=f(3)+f(2)=1331+121=1452。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-203","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","fill-in","Foundation","V3修复变式0203：填空：已知 f(x)=7x+2，求 f(15)。","","107","107","f(15)=7×15+2=107。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-205","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","multiple-choice","Challenge","V3修复变式0205：选择：已知 f(x)=6x+9，若 f(t)=f(17)+2×6，求 t+f(t)。","144 | 142 | 143 | 141","142","142","一次函数斜率为 6，函数值增加 2×6 时自变量增加 2，所以 t=17+2=19。f(t)=6×19+9=123，故 t+f(t)=142。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-220","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","multiple-choice","Challenge","V3修复变式0220：选择：已知 f(x)=6x+12，若 f(t)=f(20)+2×6，求 t+f(t)。","165 | 168 | 166 | 167","166","166","一次函数斜率为 6，函数值增加 2×6 时自变量增加 2，所以 t=20+2=22。f(t)=6×22+12=144，故 t+f(t)=166。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-221","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","fill-in","Foundation","V3修复变式0221：填空：已知 f(x)=6x+7，求 f(15)。","","97","97","f(15)=6×15+7=97。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-244","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","multiple-choice","Challenge","V3修复变式0244：选择：已知 f(x)=12x+8，若 f(t)=f(14)+2×12，求 t+f(t)。","216 | 217 | 215 | 218","216","216","一次函数斜率为 12，函数值增加 2×12 时自变量增加 2，所以 t=14+2=16。f(t)=12×16+8=200，故 t+f(t)=216。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-268","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V3修复变式0268：选择：在三角形 ABC 中，AB=4，AC=10，且 ∠A=60°。求 BC²。","75 | 78 | 76 | 77","76","76","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=4²+10²-4×10=76。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-277","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V3修复变式0277：选择：在三角形 ABC 中，AB=9，AC=8，且 ∠A=60°。求 BC²。","72 | 75 | 73 | 74","73","73","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=9²+8²-9×8=73。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-278","S4","必修 第二册","三角","三角","fill-in","Foundation","V3修复变式0278：填空：在三角形 ABC 中，AB=9，AC=8，且 ∠A=60°。求 △ABC 的面积。","","18√3","18√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×9×8×√3/2=18√3。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-283","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V3修复变式0283：选择：在三角形 ABC 中，AB=4，AC=5，且 ∠A=60°。求 BC²。","22 | 20 | 23 | 21","21","21","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=4²+5²-4×5=21。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-284","S4","必修 第二册","三角","三角","fill-in","Foundation","V3修复变式0284：填空：在三角形 ABC 中，AB=3，AC=14，且 ∠A=60°。求 △ABC 的面积。","","21√3/2","21√3/2","三角形面积 S=1/2×AB×AC×sin60°=1/2×3×14×√3/2=21√3/2。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-293","S4","必修 第二册","三角","三角","fill-in","Foundation","V3修复变式0293：填空：在三角形 ABC 中，AB=2，AC=6，且 ∠A=60°。求 △ABC 的面积。","","3√3","3√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×2×6×√3/2=3√3。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-295","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V3修复变式0295：选择：在三角形 ABC 中，AB=6，AC=16，且 ∠A=60°。求 BC²。","195 | 198 | 196 | 197","196","196","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=6²+16²-6×16=196。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-298","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V3修复变式0298：选择：在三角形 ABC 中，AB=3，AC=13，且 ∠A=60°。求 BC²。","140 | 138 | 141 | 139","139","139","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=3²+13²-3×13=139。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-301","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V3修复变式0301：选择：在三角形 ABC 中，AB=12，AC=6，且 ∠A=60°。求 BC²。","108 | 109 | 107 | 110","108","108","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=12²+6²-12×6=108。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-316","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2 | 3 | 1 | 4","2","2","最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=π(3-10)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-319","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","3 | 1 | 4 | 2","2","2","最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=π(3-8)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-346","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。","3 | 1 | 4 | 2","2","2","最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=π(3-9)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-352","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2 | 3 | 1 | 4","2","2","最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=π(3-7)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-367","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2 | 3 | 1 | 4","2","2","最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=π(3-8)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-373","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。","3 | 1 | 4 | 2","2","2","最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=π(3-6)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-376","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V3修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。","1 | 4 | 2 | 3","2","2","最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=π(3-9)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-380","S4","必修 第二册","平面向量","平面向量","multiple-choice","Foundation","V3修复变式0380：选择：已知向量 u=(8,8)，v=(12,9)，求 u·v。","184 | 152 | 200 | 168","168","168","u·v=8×12+8×9=168。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-382","S4","必修 第二册","平面向量","平面向量","multiple-choice","Challenge","V3修复变式0382：选择：已知向量 u=(2,12)，v=(20,13)，求 |u+v|²-|u|²-|v|²。","393 | 391 | 394 | 392","392","392","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(2×20+12×13)=392。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-385","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V3修复变式0385：填空：已知向量 u=(10,6)，v=(5,7)，求 |u+v|²-|u|²-|v|²。","","184","184","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(10×5+6×7)=184。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-397","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V3修复变式0397：填空：已知向量 u=(4,6)，v=(17,7)，求 |u+v|²-|u|²-|v|²。","","220","220","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(4×17+6×7)=220。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-406","S4","必修 第二册","平面向量","平面向量","multiple-choice","Challenge","V3修复变式0406：选择：已知向量 u=(12,10)，v=(9,11)，求 |u+v|²-|u|²-|v|²。","436 | 437 | 435 | 438","436","436","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(12×9+10×11)=436。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-407","S4","必修 第二册","平面向量","平面向量","fill-in","Foundation","V3修复变式0407：填空：已知向量 u=(9,10)，v=(12,11)，求 u·v。","","218","218","u·v=9×12+10×11=218。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-411","S4","必修 第二册","平面向量","平面向量","fill-in","Core","V3修复变式0411：填空：已知向量 u=(7,1)，v=(17,2)，求 u·v。","","121","121","u·v=7×17+1×2=121。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-418","S4","必修 第二册","平面向量","平面向量","multiple-choice","Challenge","V3修复变式0418：选择：已知向量 u=(7,9)，v=(6,10)，求 |u+v|²-|u|²-|v|²。","266 | 264 | 265 | 263","264","264","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(7×6+9×10)=264。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-421","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V3修复变式0421：填空：已知向量 u=(6,8)，v=(18,9)，求 |u+v|²-|u|²-|v|²。","","360","360","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(6×18+8×9)=360。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s4-427","S4","必修 第二册","平面向量","平面向量","fill-in","Core","V3修复变式0427：填空：已知向量 u=(12,7)，v=(14,8)，求 u·v。","","224","224","u·v=12×14+7×8=224。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-440","S4","必修 第二册","复数","复数","multiple-choice","Core","V3修复变式0440：选择：复数 z=(3+6i)+(20-6i)，求 z 的实部。","24 | 22 | 23 | 25","23","23","实部相加，虚部抵消，z=23，实部为 23。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-448","S4","必修 第二册","复数","复数","multiple-choice","Core","V3修复变式0448：选择：复数 z=(7+11i)+(10-11i)，求 z 的实部。","18 | 16 | 17 | 19","17","17","实部相加，虚部抵消，z=17，实部为 17。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-451","S4","必修 第二册","复数","复数","fill-in","Core","V3修复变式0451：填空：复数 z=(5+3i)+(8-3i)，求 z 的实部。","","13","13","实部相加，虚部抵消，z=13，实部为 13。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-456","S4","必修 第二册","复数","复数","multiple-choice","Core","V3修复变式0456：选择：复数 z=(3+3i)+(9-3i)，求 z 的实部。","13 | 12 | 11 | 14","12","12","实部相加，虚部抵消，z=12，实部为 12。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-463","S4","必修 第二册","复数","复数","fill-in","Core","V3修复变式0463：填空：复数 z=(2+9i)+(18-9i)，求 z 的实部。","","20","20","实部相加，虚部抵消，z=20，实部为 20。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-479","S4","必修 第二册","复数","复数","multiple-choice","Core","V3修复变式0479：选择：复数 z=(5+2i)+(13-2i)，求 z 的实部。","19 | 17 | 18 | 20","18","18","实部相加，虚部抵消，z=18，实部为 18。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s4-497","S4","必修 第二册","复数","复数","multiple-choice","Core","V3修复变式0497：选择：复数 z=(2+12i)+(8-12i)，求 z 的实部。","11 | 9 | 10 | 12","10","10","实部相加，虚部抵消，z=10，实部为 10。","fresh-200-sample-fill"
"hjb-high-ds-v3-s4-498","S4","必修 第二册","复数","复数","multiple-choice","Core","V3修复变式0498：选择：复数 z=(9+4i)+(18-4i)，求 z 的实部。","28 | 26 | 29 | 27","27","27","实部相加，虚部抵消，z=27，实部为 27。","fresh-200-sample-fill"
"hjb-high-ds-v3-s5-001","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","V3修复变式0501：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 17，这两条棱围成的矩形面积是多少？","90 | 80 | 85 | 95","85","85","相邻垂直棱围成矩形，面积=5×17=85。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-002","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","V3修复变式0502：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 6、6、5。求含有长为 6 的棱的两个相邻面的面积之和。","","66","66","两个相邻面的面积分别为 6×6 和 6×5，面积和为 6×6+6×5=66。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-004","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","V3修复变式0504：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 10、8、7。求含有长为 10 的棱的两个相邻面的面积之和。","151 | 149 | 152 | 150","150","150","两个相邻面的面积分别为 10×8 和 10×7，面积和为 10×8+10×7=150。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-007","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","V3修复变式0507：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 10 和 7，这两条棱围成的矩形面积是多少？","70 | 80 | 60 | 90","70","70","相邻垂直棱围成矩形，面积=10×7=70。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-025","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Core","V3修复变式0525：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 4 和 11，这两条棱围成的矩形面积是多少？","44 | 48 | 40 | 52","44","44","相邻垂直棱围成矩形，面积=4×11=44。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-028","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","V3修复变式0528：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 4、12、4。求含有长为 4 的棱的两个相邻面的面积之和。","66 | 64 | 65 | 63","64","64","两个相邻面的面积分别为 4×12 和 4×4，面积和为 4×12+4×4=64。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-029","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Core","V3修复变式0529：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 6，这两条棱围成的矩形面积是多少？","","30","30","相邻垂直棱围成矩形，面积=5×6=30。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-042","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","V3修复变式0542：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 10、12、9。求含有长为 10 的棱的两个相邻面的面积之和。","","210","210","两个相邻面的面积分别为 10×12 和 10×9，面积和为 10×12+10×9=210。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-052","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","V3修复变式0552：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 7、5、10。求含有长为 7 的棱的两个相邻面的面积之和。","104 | 107 | 105 | 106","105","105","两个相邻面的面积分别为 7×5 和 7×10，面积和为 7×5+7×10=105。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-054","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","V3修复变式0554：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 12、17、3。求含有长为 12 的棱的两个相邻面的面积之和。","","240","240","两个相邻面的面积分别为 12×17 和 12×3，面积和为 12×17+12×3=240。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-062","S5","必修 第三册","简单几何体","简单几何体","fill-in","Challenge","V3修复变式0562：填空：一个长方体的长、宽、高分别为 10、10、17；另一个长方体的长、宽、高分别为 11、9、17。求两个长方体体积之和。","","3383","3383","两个体积分别为 10×10×17 和 11×9×17，体积之和为 3383。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-064","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Exam","V3修复变式0564：选择：一个长方体的长、宽、高分别为 10、10、18；另一个长方体的长、宽、高分别为 11、9、18。求两个长方体体积之和。","3584 | 3582 | 3583 | 3581","3582","3582","两个体积分别为 10×10×18 和 11×9×18，体积之和为 3582。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s5-076","S5","必修 第三册","简单几何体","简单几何体","multiple-choice","Exam","V3修复变式0576：选择：一个长方体的长、宽、高分别为 8、8、17；另一个长方体的长、宽、高分别为 9、7、17。求两个长方体体积之和。","2159 | 2160 | 2158 | 2161","2159","2159","两个体积分别为 8×8×17 和 9×7×17，体积之和为 2159。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s5-112","S5","必修 第三册","概率初步","概率初步","multiple-choice","Exam","V3修复变式0612：选择：袋中有 8 个红球和 12 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","3/20 | 11/76 | 56/381 | 14/95","14/95","14/95 | 56/380","不放回取两次都为红球的概率为 8/20×7/19=56/380=14/95。","mandatory-original-p2-recheck"
