"grade","semester","topicId","topicTitleZhHans","volume","chapter","type","difficulty","count","evidenceCardIds","assessmentPatternCardIds"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","multiple-choice","Core","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-functions-unit-pattern"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","multiple-choice","Exam","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","multiple-choice","Foundation","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-functions-unit-pattern"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","short-answer","Challenge","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-functions-unit-pattern"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","short-answer","Core","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-functions-unit-pattern"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","short-answer","Exam","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-指数运算与指数函数","指数运算与指数函数","必修 第一册","指数运算与指数函数","short-answer","Foundation","3","bnu-high-s4-upper-exponential-operations-functions","bnu-high-s4-upper-exponential-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-functions-unit-pattern"
"S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","fill-in","Exam","12","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","multiple-choice","Core","12","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern"
"S4","upper","bnu-high-s4-数学建模活动-一","数学建模活动（一）","必修 第一册","数学建模活动（一）","short-answer","Foundation","12","bnu-high-s4-upper-modeling-activity-1","bnu-high-s4-upper-function-applications-unit-pattern | bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-functions-unit-pattern"
"S4","lower","bnu-high-s4-数学建模活动-二","数学建模活动（二）","必修 第二册","数学建模活动（二）","fill-in","Core","6","bnu-high-s4-lower-modeling-activity-2","bnu-high-s4-lower-assessment-review-plane-vectors-applications | bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions"
"S4","lower","bnu-high-s4-数学建模活动-二","数学建模活动（二）","必修 第二册","数学建模活动（二）","fill-in","Foundation","5","bnu-high-s4-lower-modeling-activity-2","bnu-high-s4-lower-assessment-review-plane-vectors-applications | bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions"
"S4","lower","bnu-high-s4-数学建模活动-二","数学建模活动（二）","必修 第二册","数学建模活动（二）","multiple-choice","Core","6","bnu-high-s4-lower-modeling-activity-2","bnu-high-s4-lower-assessment-review-plane-vectors-applications | bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions"
"S4","lower","bnu-high-s4-数学建模活动-二","数学建模活动（二）","必修 第二册","数学建模活动（二）","multiple-choice","Foundation","6","bnu-high-s4-lower-modeling-activity-2","bnu-high-s4-lower-assessment-review-plane-vectors-applications | bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions"
"S4","lower","bnu-high-s4-数学建模活动-二","数学建模活动（二）","必修 第二册","数学建模活动（二）","short-answer","Core","6","bnu-high-s4-lower-modeling-activity-2","bnu-high-s4-lower-assessment-review-plane-vectors-applications | bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions"
"S4","lower","bnu-high-s4-数学建模活动-二","数学建模活动（二）","必修 第二册","数学建模活动（二）","short-answer","Foundation","6","bnu-high-s4-lower-modeling-activity-2","bnu-high-s4-lower-assessment-review-plane-vectors-applications | bnu-high-s4-lower-assessment-unit-trigonometric-functions | bnu-high-s4-lower-assessment-review-trigonometric-functions"
"S4","upper","bnu-high-s4-概率","概率","必修 第一册","概率","fill-in","Exam","12","bnu-high-s4-upper-probability","bnu-high-s4-upper-probability-unit-pattern | bnu-high-s4-upper-final-full-volume-review | bnu-high-s5-assessment-probability-unit-synthesis"
"S4","upper","bnu-high-s4-概率","概率","必修 第一册","概率","multiple-choice","Core","12","bnu-high-s4-upper-probability","bnu-high-s4-upper-probability-unit-pattern | bnu-high-s4-upper-final-full-volume-review | bnu-high-s5-assessment-probability-unit-core"
"S4","upper","bnu-high-s4-概率","概率","必修 第一册","概率","short-answer","Foundation","12","bnu-high-s4-upper-probability","bnu-high-s4-upper-probability-unit-pattern | bnu-high-s4-upper-final-full-volume-review | bnu-high-s5-assessment-probability-unit-core"
"S4","lower","bnu-high-s4-立体几何初步","立体几何初步","必修 第二册","立体几何初步","multiple-choice","Core","17","bnu-high-s4-lower-solid-geometry","bnu-high-s4-lower-assessment-unit-solid-geometry-introduction | bnu-high-s4-lower-assessment-final-integrated-s4-lower | bnu-high-s4-lower-assessment-unit-trigonometric-functions"
"S4","lower","bnu-high-s4-立体几何初步","立体几何初步","必修 第二册","立体几何初步","short-answer","Core","18","bnu-high-s4-lower-solid-geometry","bnu-high-s4-lower-assessment-unit-solid-geometry-introduction | bnu-high-s4-lower-assessment-final-integrated-s4-lower | bnu-high-s4-lower-assessment-unit-trigonometric-functions"
"S4","upper","bnu-high-s4-统计","统计","必修 第一册","统计","fill-in","Exam","12","bnu-high-s4-upper-statistics","bnu-high-s4-upper-statistics-unit-pattern | bnu-high-s4-upper-final-full-volume-review | bnu-high-s5-assessment-statistics-case-unit"
"S4","upper","bnu-high-s4-统计","统计","必修 第一册","统计","multiple-choice","Core","12","bnu-high-s4-upper-statistics","bnu-high-s4-upper-statistics-unit-pattern | bnu-high-s4-upper-final-full-volume-review | bnu-high-s5-assessment-statistics-case-unit"
"S4","upper","bnu-high-s4-统计","统计","必修 第一册","统计","short-answer","Foundation","12","bnu-high-s4-upper-statistics","bnu-high-s4-upper-statistics-unit-pattern | bnu-high-s4-upper-final-full-volume-review | bnu-high-s5-assessment-statistics-case-unit"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","fill-in","Challenge","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","fill-in","Core","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","fill-in","Exam","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","fill-in","Foundation","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","multiple-choice","Challenge","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","multiple-choice","Core","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","multiple-choice","Exam","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","multiple-choice","Foundation","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","short-answer","Challenge","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","short-answer","Core","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","short-answer","Exam","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","short-answer","Foundation","3","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","fill-in","Challenge","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
"S5","lower","bnu-high-s5-圆锥曲线","圆锥曲线","选择性必修 第一册","圆锥曲线","fill-in","Core","6","bnu-high-s5-selective-1-conics","bnu-high-s5-assessment-conics-unit-core | bnu-high-s5-assessment-conics-unit-synthesis | bnu-high-s5-assessment-midterm-integrated"
