"questionId","grade","volume","chapter","type","difficulty","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"bnu-high-ds-v1-s4-086","S4","必修 第一册","指数运算与指数函数","short-answer","Foundation","(-∞, 1]","(-∞, 1] | (-∞,1]","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-087","S4","必修 第一册","指数运算与指数函数","fill-in","Exam","x = log_2 3","x = log_2 3 | log_2 3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-088","S4","必修 第一册","指数运算与指数函数","multiple-choice","Challenge","1/2 或 3/2","1/2 或 3/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-089","S4","必修 第一册","指数运算与指数函数","short-answer","Core","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-090","S4","必修 第一册","指数运算与指数函数","fill-in","Foundation","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-091","S4","必修 第一册","指数运算与指数函数","multiple-choice","Exam","(-∞, log₂3 - 1)","(-∞, log₂3 - 1)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-092","S4","必修 第一册","指数运算与指数函数","short-answer","Challenge","70","70 | 70天","needs-review","P0","long-explanation | source-original","long-explanation: 546 chars | source-original: source/reference wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-093","S4","必修 第一册","指数运算与指数函数","fill-in","Core","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-094","S4","必修 第一册","指数运算与指数函数","multiple-choice","Foundation","[1, +∞)","[1, +∞)","needs-review","P2","long-explanation","long-explanation: 391 chars","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-095","S4","必修 第一册","指数运算与指数函数","short-answer","Exam","1/2 或 3/2","1/2 或 3/2 | a=1/2 或 a=3/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-096","S4","必修 第一册","指数运算与指数函数","fill-in","Challenge","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-097","S4","必修 第一册","指数运算与指数函数","multiple-choice","Core","b < a < c","b < a < c","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-098","S4","必修 第一册","指数运算与指数函数","short-answer","Foundation","定义域为 [-1,3]，值域为 [1/4,1]","定义域为 [-1,3]，值域为 [1/4,1] | 定义域[-1,3]，值域[1/4,1]","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-099","S4","必修 第一册","指数运算与指数函数","fill-in","Exam","log₂3","log₂3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-100","S4","必修 第一册","指数运算与指数函数","multiple-choice","Challenge","f(x) 是偶函数，g(x) 是奇函数","f(x) 是偶函数，g(x) 是奇函数","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-101","S4","必修 第一册","指数运算与指数函数","short-answer","Core","1/5","1/5 | 0.2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-102","S4","必修 第一册","指数运算与指数函数","fill-in","Foundation","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-103","S4","必修 第一册","指数运算与指数函数","multiple-choice","Exam","(3/2, 2)","(3/2, 2)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-104","S4","必修 第一册","指数运算与指数函数","short-answer","Challenge","(-1, -1)","(-1, -1)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-105","S4","必修 第一册","指数运算与指数函数","fill-in","Core","<","<","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-106","S4","必修 第一册","指数运算与指数函数","multiple-choice","Foundation","y = 3^x","y = 3^x","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-107","S4","必修 第一册","指数运算与指数函数","short-answer","Exam","x = 3","x = 3 | 3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-108","S4","必修 第一册","指数运算与指数函数","fill-in","Challenge","[-2, 3]","[-2, 3] | -2 ≤ x ≤ 3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-109","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","(-∞, 1) ∪ (2, +∞)","(-∞, 1) ∪ (2, +∞)","needs-review","P1","duplicate-mc-options","duplicate-mc-options: duplicate options","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-110","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","6","6","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-111","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","(0, 1) ∪ (1, +∞)","(0, 1) ∪ (1, +∞) | a>0且a≠1 | a>0, a≠1","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-112","S4","必修 第一册","对数运算与对数函数","multiple-choice","Challenge","(-√3, 1]","(-√3, 1]","needs-review","P1","long-explanation | duplicate-mc-options","long-explanation: 236 chars | duplicate-mc-options: duplicate options","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-113","S4","必修 第一册","对数运算与对数函数","short-answer","Core","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-114","S4","必修 第一册","对数运算与对数函数","fill-in","Foundation","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-115","S4","必修 第一册","对数运算与对数函数","multiple-choice","Exam","(0, 1)","(0, 1)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-116","S4","必修 第一册","对数运算与对数函数","short-answer","Challenge","x = 2","x = 2 | 2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-117","S4","必修 第一册","对数运算与对数函数","fill-in","Core","2 或 1/2","2 或 1/2 | 2或1/2 | 2, 1/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-118","S4","必修 第一册","对数运算与对数函数","multiple-choice","Foundation","b < a < c","b < a < c","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-119","S4","必修 第一册","对数运算与对数函数","short-answer","Exam","A = R，B = [0, +∞)","A = R，B = [0, +∞) | A=R, B=[0,+∞) | A=R,B=[0,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-120","S4","必修 第一册","对数运算与对数函数","fill-in","Challenge","(1, 2)","(1, 2) | 1<a<2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-121","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","A. 0","A. 0","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-122","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","3","3","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-123","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","(-4, 4]","(-4, 4]","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-124","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","D. c < b < a","D. c < b < a","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-125","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","x=2","x=2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-126","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-127","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","C. (3, +∞)","C. (3, +∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-128","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-129","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","√2/2","√2/2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-130","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","B. (1, +∞)","B. (1, +∞)","needs-review","P1","self-contradiction-wording","self-contradiction-wording: contradiction wording detected","Rewrite or manually approve before any app integration."
"bnu-high-ds-v1-s4-131","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","4","4","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-132","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","0","0","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-133","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","A. \((1, 2]\)","A. \((1, 2]\)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-134","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","\(\frac{3+ab}{1+a+ab}\)","\(\frac{3+ab}{1+a+ab}\) | \frac{3+ab}{1+a+ab}","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-135","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","\((-4, 4]\)","\((-4, 4]\) | (-4, 4]","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-136","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","B. \(b < a < c\)","B. \(b < a < c\)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-137","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","\(x = 2\)","\(x = 2\) | x=2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-138","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","2","2","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-139","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","B. \((3, +\infty)\)","B. \((3, +\infty)\)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-140","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","1","1","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-141","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","a > 1","a > 1 | a>1 | (1, +∞) | (1,+∞)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-142","S4","必修 第一册","对数运算与对数函数","multiple-choice","Core","c < b < a","c < b < a","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-143","S4","必修 第一册","对数运算与对数函数","short-answer","Foundation","(-1, 3)","(-1, 3) | -1<x<3 | (-1,3)","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-144","S4","必修 第一册","对数运算与对数函数","fill-in","Exam","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"bnu-high-ds-v1-s4-145","S4","必修 第一册","函数应用","multiple-choice","Core","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
