id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,sourceStage,solvableStatus,ragFitStatus,answerMatchStatus,explanationMatchStatus,mcUniquenessStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,stageASolvableStatus,stageASeverity,stageAIndependentAnswer,stageBAnswerMatchStatus,stageBExplanationMatchStatus,stageBMcUniquenessStatus,stageBCorrectedAnswer,stageCSeverity,promptZhHans
bnu-high-ds-v1-s4-012,S4,upper,fill-in,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,无解（条件矛盾）,无解（条件矛盾）,math_error|explanation_contradiction|unsolvable,overlong_rationale,"命题 p：|x-a|<1 ⇒ a-1<x<a+1；命题 q：x²-3x+2<0 ⇒ 1<x<2。若 p 是 q 的充分不必要条件，则 p⇒q 且 q⇏p，即 (a-1, a+1) 是 (1,2) 的真子集。需满足 a-1≥1 且 a+1≤2，且等号不能同时成立，解得 a≥2 且 a≤1，矛盾，无解。存储答案 [2,3] 错误，解析推导与答案矛盾，题目条件导致无解，属于数学错误。","[2, 3]","[2, 3]",pass,none,"[2, 3]",fail,fail,not_applicable,无解（条件矛盾）,blocker,设命题 p：|x - 2| < 1，命题 q：x² - 3x + 2 < 0。若 p 是 q 的充分不必要条件，则实数 a 的取值范围是______。（注：原题中 a 未出现，此处改为：设命题 p：|x - a| < 1，命题 q：x² - 3x + 2 < 0。若 p 是 q 的充分不必要条件，则实数 a 的取值范围是______。）
bnu-high-ds-v1-s4-013,S4,upper,multiple-choice,Core,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,pass,M = N,,,,存储答案 M = N 与 Stage A 独立解一致，解析正确，选项唯一。,M = N,M = N,pass,none,M = N,pass,pass,pass,,,"已知集合 M = {x | x = 2k + 1, k ∈ Z}，N = {x | x = 4k ± 1, k ∈ Z}，则 M 与 N 的关系是（ ）"
bnu-high-ds-v1-s4-014,S4,upper,short-answer,Foundation,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[-2, 2]","[-2, 2]",math_error|answer_mismatch|explanation_contradiction,,"不等式组解集应为 [-2, 2]，存储答案 [-2, 4) 错误，解析虽指出正确解集但与答案矛盾，构成严重错误。","[-2, 4)","[-2, 4)",pass,none,"[-2, 4)",fail,fail,not_applicable,"[-2, 2]",blocker,"解不等式组：{ 2x - 1 < x + 3,  x² - 4 ≤ 0 }，并将解集用区间表示。"
bnu-high-ds-v1-s4-015,S4,upper,fill-in,Exam,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,9/4,,,,存储答案 9/4 与 Stage A 独立解一致，解析正确。,9/4,9/4,pass,none,9/4,pass,pass,not_applicable,,,"已知 a > 0, b > 0，且 a + b = 4，则 (1/a) + (4/b) 的最小值为______。"
bnu-high-ds-v1-s4-016,S4,upper,multiple-choice,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,pass,必要不充分条件,,,,存储答案“必要不充分条件”与 Stage A 独立解一致，解析正确，选项唯一。,必要不充分条件,必要不充分条件,pass,none,必要不充分条件,pass,pass,pass,,,设 x ∈ R，则“x² - 3x + 2 > 0”是“x > 2”的（ ）
bnu-high-ds-v1-s4-017,S4,upper,short-answer,Core,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(2, 3]",,,overlong_rationale,"存储答案与独立解一致，均为(-∞,-1]∪[3,4)，解析正确。","(-∞, -1] ∪ [3, 4)","(-∞, -1] ∪ [3, 4)",pass,none,"(2, 3]",pass,pass,not_applicable,,,已知函数 f(x) = √(x² - 2x - 3) 的定义域为 A，g(x) = ln(4 - x) 的定义域为 B。求 A ∩ B，并用区间表示。
bnu-high-ds-v1-s4-018,S4,upper,fill-in,Foundation,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(-∞, 1/2) ∪ (1, +∞)",,,,"存储答案与独立解一致，均为(-∞,1/2)∪(1,+∞)，解析正确。","(-∞, 1/2) ∪ (1, +∞)","(-∞, 1/2) ∪ (1, +∞)",pass,none,"(-∞, 1/2) ∪ (1, +∞)",pass,pass,not_applicable,,,若关于 x 的不等式 ax² + bx + c > 0 的解集为 {x | 1 < x < 2}，则不等式 cx² + bx + a < 0 的解集为______。
bnu-high-ds-v1-s4-019,S4,upper,multiple-choice,Exam,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,ambiguous_mc|bad_options|explanation_contradiction,,单选题存在两个正确选项：A ∈ B 和 {1} ∈ B 均正确，解析也承认 {1} ∈ B 正确，但答案仅选 A，导致多解，题目不可用。,A ∈ B,A ∈ B,pass,none,A ∈ B,fail,fail,fail,,blocker,"已知集合 A = {1, 2, 3, 4}，B = {x | x ⊆ A}，则下列关系中正确的是（ ）"
bnu-high-ds-v1-s4-020,S4,upper,short-answer,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,充要条件,充要条件,math_error|answer_mismatch|explanation_contradiction,self_correction_language,p: |x-1|≤2 解得 -1≤x≤3；q: x²-2x-3≤0 解得 -1≤x≤3。解集相同，p⇔q，应为充要条件。存储答案为“充分不必要条件”，解析虽指出错误但未修正答案，存在数学错误和答案矛盾。,充分不必要条件,充分不必要条件,pass,none,充分不必要条件,fail,fail,not_applicable,充要条件,blocker,已知 p：|x - 1| ≤ 2，q：x² - 2x - 3 ≤ 0。判断 p 是 q 的什么条件，并说明理由。
bnu-high-ds-v1-s4-021,S4,upper,fill-in,Core,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(2, 3]",,,,"存储答案(2,3]与独立解一致，解析正确。","(2,3]","(2,3]",pass,none,"(2, 3]",pass,pass,not_applicable,,,已知集合A={x | x² - 5x + 6 ≤ 0}，B={x | 2x - 1 > 3}，求A∩B。（用区间表示）
bnu-high-ds-v1-s4-022,S4,upper,multiple-choice,Foundation,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-c,pass,pass,pass,pass,pass,"(-∞,1]∪[3,+∞)",,,,"题目可解，解集M=(1,3)，补集为(-∞,1]∪[3,+∞)，选项A正确且唯一。答案与解析均匹配，无任何问题。","(-∞,1]∪[3,+∞)","(-∞,1]∪[3,+∞)",pass,none,"(-∞,1]∪[3,+∞)",pass,pass,pass,,none,设全集U=R，集合M={x | |x-2| < 1}，则∁UM等于（ ）
bnu-high-ds-v1-s4-023,S4,upper,short-answer,Exam,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,充分不必要条件,,,,存储答案充分不必要条件与独立解一致，解析正确。,充分不必要条件,充分不必要条件,pass,none,充分不必要条件,pass,pass,not_applicable,,,已知p：x² - 3x + 2 ≤ 0，q：x > 1。判断p是q的什么条件（充分不必要、必要不充分、充要、既不充分也不必要），并说明理由。
bnu-high-ds-v1-s4-024,S4,upper,fill-in,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,0,0,answer_mismatch|explanation_contradiction,,"题目可解，符合预备知识范围。独立求解得 a=-1, b=1, a+b=0。存储答案为-1，与正确结果0不符；解析过程得出0但最终答案错误，存在答案不匹配和解释矛盾。",-1,-1,pass,none,0,fail,fail,not_applicable,0,blocker,"若关于x的不等式ax² + bx + 2 > 0的解集为(-1, 2)，则a + b的值为______。"
bnu-high-ds-v1-s4-025,S4,upper,multiple-choice,Core,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,pass,4,,,,存储答案4与独立解一致，解析正确，选项唯一。,4,4,pass,none,4,pass,pass,pass,,,"已知a, b为正实数，且a + b = 4，则ab的最大值为（ ）"
bnu-high-ds-v1-s4-026,S4,upper,short-answer,Foundation,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,若x²≤4，则x≤2,,,,存储答案与独立解一致，解析正确。,若x² ≤ 4，则x ≤ 2,若x² ≤ 4，则x ≤ 2,pass,none,若x²≤4，则x≤2,pass,pass,not_applicable,,,写出命题“若x > 2，则x² > 4”的逆否命题。
bnu-high-ds-v1-s4-027,S4,upper,fill-in,Exam,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,16,,,,存储答案16与独立解一致，解析正确。,16,16,pass,none,16,pass,pass,not_applicable,,,"已知集合A={1, 2, 3, 4}，B={x | x ⊆ A}，则集合B中元素的个数为______。"
bnu-high-ds-v1-s4-028,S4,upper,multiple-choice,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,pass,a≥3,,,,存储答案a≥3与独立解一致，解析正确，选项唯一。,a ≥ 3,a ≥ 3,pass,none,a≥3,pass,pass,pass,,,已知条件p：|x - 1| ≤ 2，条件q：x ≤ a。若p是q的充分不必要条件，则实数a的取值范围是（ ）
bnu-high-ds-v1-s4-029,S4,upper,short-answer,Core,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,-1/2 < x < 3,,,,"存储答案(-1/2,3)与独立解一致，解析正确。","(-1/2, 3)","(-1/2, 3)",pass,none,-1/2 < x < 3,pass,pass,not_applicable,,,解不等式：2x² - 5x - 3 < 0。
bnu-high-ds-v1-s4-030,S4,upper,fill-in,Foundation,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"{0, 1, 1/3}",,,,"存储答案{0,1,1/3}与独立解一致，解析正确。","{0, 1, 1/3}","{0, 1, 1/3}",pass,none,"{0, 1, 1/3}",pass,pass,not_applicable,,,已知集合A={x | x² - 4x + 3 = 0}，B={x | mx - 1 = 0}，若B ⊆ A，则实数m的取值集合为______。
bnu-high-ds-v1-s4-031,S4,upper,multiple-choice,Exam,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,pass,"{5,7}",,,,"存储答案{5,7}与独立解一致，解析正确，选项唯一。","{5, 7}","{5, 7}",pass,none,"{5,7}",pass,pass,pass,,,已知全集 U = {x | x 是小于 10 的正整数}，集合 A = {x ∈ U | x² - 5x + 6 ≤ 0}，B = {x ∈ U | x 是质数}。则 (∁_U A) ∩ B 等于
bnu-high-ds-v1-s4-032,S4,upper,short-answer,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,-14,-14,math_error|answer_mismatch|explanation_contradiction,,"题目可解，独立解为-14。存储答案-10错误，解析中计算过程得出a=-12,b=-2，a+b=-14，但最终答案写为-10，自相矛盾。",-10,-10,pass,none,-14,fail,fail,not_applicable,-14,blocker,已知关于 x 的不等式 ax² + bx + 2 > 0 的解集为 {x | -1/2 < x < 1/3}。求 a + b 的值。
bnu-high-ds-v1-s4-033,S4,upper,fill-in,Core,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[-1, 2]","[-1, 2]",math_error|answer_mismatch|explanation_contradiction,,"题目可解，符合预备知识范围。独立求解得交集为[-1,2]，但存储答案[-1,5)错误，且解析中A=[-1,2]、B=(-1,5)却得出交集(-1,2]，自相矛盾，属于严重数学错误。","[-1, 5)","[-1, 5) | [-1,5)",pass,none,"[-1, 2]",fail,fail,not_applicable,"[-1, 2]",blocker,设集合 A = {x | |2x - 1| ≤ 3}，B = {x | x² - 4x - 5 < 0}。则 A ∩ B 用区间表示为______。
bnu-high-ds-v1-s4-034,S4,upper,multiple-choice,Foundation,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,pass,必要不充分条件,,,,存储答案“必要不充分条件”与独立解一致，解析正确，选项唯一。,必要不充分条件,必要不充分条件,pass,none,必要不充分条件,pass,pass,pass,,,已知 p：x > 2，q：x > 3，则 p 是 q 的
bnu-high-ds-v1-s4-035,S4,upper,short-answer,Exam,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,最小值为9，此时a=1/3,,,,存储答案“最小值为9，a=1/3”与独立解一致，解析正确。,最小值为9，a=1/3,最小值为9，a=1/3 | 9，a=1/3,pass,none,最小值为9，此时a=1/3,pass,pass,not_applicable,,,已知 a > 0，b > 0，且 a + b = 1。求 1/a + 4/b 的最小值，并写出取得最小值时 a 的值。
bnu-high-ds-v1-s4-036,S4,upper,fill-in,Challenge,bnu-high-s4-预备知识,预备知识,必修 第一册,预备知识,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"{0, 1, 1/2}",,,,"存储答案{0, 1, 1/2}与独立解一致，解析正确。","{0, 1, 1/2}","{0, 1, 1/2} | {0,1,1/2}",pass,none,"{0, 1, 1/2}",pass,pass,not_applicable,,,已知集合 A = {x | x² - 3x + 2 = 0}，B = {x | ax - 1 = 0}。若 B ⊆ A，则实数 a 的所有可能取值组成的集合为______。
bnu-high-ds-v1-s4-037,S4,upper,multiple-choice,Core,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,"[3, +∞)",,,,"存储答案[3, +∞)与独立解一致，解析正确，选项唯一。","[3, +∞)","[3, +∞)",pass,none,"[3, +∞)",pass,pass,pass,,,函数 f(x) = √(x² - 4x + 3) 的单调递增区间是
bnu-high-ds-v1-s4-038,S4,upper,short-answer,Foundation,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"f(x) = { x² - 2x, x > 0; 0, x = 0; -x² - 2x, x < 0 }",,,,存储答案与独立解一致，解析正确。,"f(x) = { x² - 2x, x > 0; 0, x = 0; -x² - 2x, x < 0 }","f(x) = { x² - 2x, x > 0; 0, x = 0; -x² - 2x, x < 0 } | f(x)={x²-2x, x>0; 0, x=0; -x²-2x, x<0}",pass,none,"f(x) = { x² - 2x, x > 0; 0, x = 0; -x² - 2x, x < 0 }",pass,pass,not_applicable,,,已知函数 f(x) 是定义在 R 上的奇函数，当 x > 0 时，f(x) = x² - 2x。求 f(x) 在 R 上的解析式。
bnu-high-ds-v1-s4-039,S4,upper,fill-in,Exam,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"(-∞, 3]",,,,"存储答案(-∞, 3]与独立解一致，解析正确。","(-∞, 3]","(-∞, 3] | (-∞,3]",pass,none,"(-∞, 3]",pass,pass,not_applicable,,,"已知函数 f(x) = { x² + 1, x ≤ 0; -x² + 4x - 1, x > 0 }，则 f(x) 的值域为______。"
bnu-high-ds-v1-s4-040,S4,upper,multiple-choice,Challenge,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,6,,,,存储答案6与独立解一致，解析正确，选项唯一。,6,6,pass,none,6,pass,pass,pass,,,已知函数 f(x) 的定义域为 R，且满足 f(x + y) = f(x) + f(y) + 2xy，f(1) = 2。则 f(-3) 的值为
bnu-high-ds-v1-s4-041,S4,upper,short-answer,Core,bnu-high-s4-函数,函数,必修 第一册,函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"[-1, 0] 和 [1, +∞)","[-1, 0] 和 [1, +∞)",math_error|explanation_contradiction,,"函数为偶函数，x≥0时f(x)=x^2-2x，递增区间为[1,+∞)；由对称性，x<0时f(x)=x^2+2x，递增区间为[-1,0]。存储答案(-∞,-1]错误，解析中x≤-1递增的推理错误。正确答案为[-1,0]和[1,+∞)。","(-∞, -1] 和 [1, +∞)","(-∞, -1] 和 [1, +∞) | (-∞,-1]和[1,+∞)",pass,none,"[-1, 0] 和 [1, +∞)",fail,fail,not_applicable,"[-1, 0] 和 [1, +∞)",blocker,已知函数 f(x) 的定义域为 R，且对任意实数 x 都有 f(x) = f(-x)。当 x ≥ 0 时，f(x) = x^2 - 2x。请写出 f(x) 的单调递增区间。
bnu-high-ds-v1-s4-042,S4,upper,fill-in,Foundation,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,"[-2, 1) ∪ (1, 2]",,,,"存储答案 [-2, 1) ∪ (1, 2] 与 Stage A 独立解一致，解析正确。","[-2, 1) ∪ (1, 2]","[-2, 1) ∪ (1, 2] | [-2,1)∪(1,2]",pass,none,"[-2, 1) ∪ (1, 2]",pass,pass,not_applicable,,,函数 f(x) = √(4 - x^2) + 1/(x - 1) 的定义域为 _______。
bnu-high-ds-v1-s4-043,S4,upper,multiple-choice,Exam,bnu-high-s4-函数,函数,必修 第一册,函数,fail,major,high,stage-c,pass,pass,pass,fail,pass,"[-1, 0] 和 [2, +∞)",,explanation_contradiction,status_rationale_tension,"题目可解，选项唯一，答案匹配。但解析中 x>0 时递增区间描述为 (0,2]，与正确答案 [2,+∞) 矛盾，属于解析错误。","[-1, 0] 和 [2, +∞)","[-1, 0] 和 [2, +∞)",pass,none,"[-1, 0] 和 [2, +∞)",pass,fail,pass,,major,"已知函数 f(x) = { x^2 + 2x, x ≤ 0; -x^2 + 4x, x > 0 }，则 f(x) 的单调递增区间是（ ）"
bnu-high-ds-v1-s4-044,S4,upper,short-answer,Challenge,bnu-high-s4-函数,函数,必修 第一册,函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,a = -1 或 a = 3,a = -1 或 a = 3,math_error|explanation_contradiction,,题目可解，符合北师大版函数章节。独立求解得 a=-1 或 a=3，但存储答案为 a=-3 或 a=3，且解析错误地认为 f(-3)=-3，实际 f(-3)=3。答案与解析均错误，须修正。,a = -3 或 a = 3,"a = -3 或 a = 3 | -3 或 3 | -3,3",pass,none,a = -1 或 a = 3,fail,fail,not_applicable,a = -1 或 a = 3,blocker,已知函数 f(x) 是定义在 R 上的奇函数，当 x ≥ 0 时，f(x) = x|x - 2|。若 f(a) = -3，求所有可能的实数 a 的值。
bnu-high-ds-v1-s4-045,S4,upper,fill-in,Core,bnu-high-s4-函数,函数,必修 第一册,函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,16/3,16/3,math_error|answer_mismatch|explanation_contradiction,,"函数 f(x)=(x+1)/(x-2)=1+3/(x-2) 在 [3,5] 上单调递减，值域为 [f(5), f(3)]=[4/3, 4]，m+M=16/3。存储答案 10 错误，解析中 f(5)=2 计算错误，应为 4/3。",10,10,pass,none,16/3,fail,fail,not_applicable,16/3,blocker,"若函数 f(x) = (x + 1)/(x - 2) 在区间 [3, 5] 上的值域为 [m, M]，则 m + M = _______。"
bnu-high-ds-v1-s4-046,S4,upper,multiple-choice,Foundation,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,pass,f(x) = |x| + 1,,,,存储答案 f(x) = |x| + 1 与 Stage A 独立解一致，解析正确。,f(x) = |x| + 1,f(x) = |x| + 1,pass,none,f(x) = |x| + 1,pass,pass,pass,,,"下列函数中，既是偶函数又在区间 (0, +∞) 上单调递增的是（ ）"
bnu-high-ds-v1-s4-047,S4,upper,short-answer,Exam,bnu-high-s4-函数,函数,必修 第一册,函数,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,a ≤ -2,a ≤ -2,math_error|explanation_contradiction,,"题目要求分段函数在R上单调递减。x≤1时f(x)=-x²+2x=-(x-1)²+1，在(-∞,1]上递减。x>1时f(x)=ax+b，需a<0。整体递减还需f(1)≥右极限，即1≥a+b。由递减性，右段斜率a必须≤左段在x=1处的导数（-2），故a≤-2。存储答案a≤-1错误，解析未正确推导a≤-2，且未考虑导数条件，导致答案与正确解矛盾。",a ≤ -1,"a ≤ -1 | (-∞, -1]",pass,none,a ≤ -2,fail,fail,not_applicable,a ≤ -2,blocker,"已知函数 f(x) = { -x^2 + 2x, x ≤ 1; ax + b, x > 1 } 在 R 上单调递减，求实数 a 的取值范围。"
bnu-high-ds-v1-s4-048,S4,upper,fill-in,Challenge,bnu-high-s4-函数,函数,必修 第一册,函数,pass,none,high,stage-b,pass,pass,pass,pass,not_applicable,a > 1/2,,,,存储答案 a > 1/2 与 Stage A 独立解一致，解析正确。,a > 1/2,"a > 1/2 | (1/2, +∞)",pass,none,a > 1/2,pass,pass,not_applicable,,,"若函数 f(x) = (ax + 1)/(x + 2) 在区间 (-2, +∞) 上单调递增，则实数 a 的取值范围是 _______。"
