id,source
bnu-high-ds-v1-s4-332,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-333,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-334,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-339,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-345,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-349,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-358,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-361,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-362,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-363,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-364,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-365,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-368,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-370,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-372,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-374,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-375,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-376,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-377,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-378,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-379,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-380,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-383,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-384,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-385,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-386,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-388,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-389,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-391,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-392,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-394,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-412,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-421,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-425,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-429,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-440,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-443,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-451,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-466,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-474,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-476,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-478,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-479,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-489,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-491,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-492,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-493,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-002,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-008,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-012,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-013,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-015,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-017,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-018,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-024,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-025,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-029,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-030,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-031,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-032,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-033,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-034,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-035,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-036,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-037,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-038,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-040,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-042,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-044,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-045,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-047,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-048,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-054,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-056,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-062,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-063,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-066,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-068,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-069,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-072,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-073,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-074,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-078,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-080,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-085,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-088,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-089,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-092,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-097,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-100,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-106,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-107,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-110,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-112,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-113,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-116,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-118,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-119,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-121,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-122,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-123,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-124,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-126,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-128,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-129,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-134,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-140,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-144,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-146,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-147,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-149,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-152,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-153,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-155,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-157,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-161,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-162,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-164,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-165,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-171,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-172,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-174,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-176,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-178,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-180,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-182,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-184,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-186,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-187,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-189,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-195,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-202,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-203,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-205,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-207,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-208,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-210,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-211,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-217,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-221,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-222,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-223,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-230,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-231,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-232,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-234,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-237,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-238,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-240,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-241,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-243,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-246,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-251,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-252,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-254,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-255,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-256,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-258,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-259,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-260,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-261,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-262,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-264,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-265,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-266,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-268,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-271,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-278,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-279,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-280,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-281,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-286,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-289,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-294,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-299,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-300,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-315,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-317,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-320,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-327,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-329,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-330,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-336,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-338,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-339,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-351,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-353,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-356,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-358,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-364,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-370,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-386,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-390,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-400,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-409,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-416,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-423,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-437,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-443,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-446,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-452,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-454,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-466,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-470,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-474,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-478,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-480,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-482,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-484,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-485,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-488,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-492,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-493,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-494,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-496,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-497,deepseek-full-only-vs-local
bnu-high-ds-v1-s5-498,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-011,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-042,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-051,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-052,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-057,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-060,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-065,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-068,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-076,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-081,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-089,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-093,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-095,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-096,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-099,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-125,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-127,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-141,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-142,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-161,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-171,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-182,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-197,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-219,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-221,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-222,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-223,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-239,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-254,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-255,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-261,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-263,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-264,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-269,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-285,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-290,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-291,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-321,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-324,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-325,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-327,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-345,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-361,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-364,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-377,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-385,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-391,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-401,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-417,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-425,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-426,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-441,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-445,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-467,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-480,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-481,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-483,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-485,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-487,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-490,deepseek-full-only-vs-local
bnu-high-ds-v1-s6-492,deepseek-full-only-vs-local
bnu-high-ds-v1-s4-243,baseline-only
bnu-high-ds-v1-s4-270,baseline-only
bnu-high-ds-v1-s4-353,baseline-only
bnu-high-ds-v1-s4-387,baseline-only
bnu-high-ds-v1-s5-077,baseline-only
bnu-high-ds-v1-s5-133,baseline-only
bnu-high-ds-v1-s5-269,baseline-only
bnu-high-ds-v1-s5-445,baseline-only
bnu-high-ds-v1-s6-451,baseline-only
bnu-high-ds-v1-s6-489,baseline-only
bnu-high-ds-v1-s4-012,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-041,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-044,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-047,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-049,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-071,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-072,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-089,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-091,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-098,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-120,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-132,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-137,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-145,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-146,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-166,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-170,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-172,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-185,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-197,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-199,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-200,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-212,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-213,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-258,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-271,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-291,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-311,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-332,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-349,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-358,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-363,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-365,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-368,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-377,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-383,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-386,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-389,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-425,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-429,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-443,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-451,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-466,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-479,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-491,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s4-493,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-002,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-008,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-012,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-013,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-024,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-025,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-029,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-030,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-031,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-032,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-035,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-036,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-037,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-038,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-040,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-042,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-044,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-045,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-047,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-054,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-056,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-062,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-072,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-073,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-080,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-089,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-106,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-110,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-112,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-116,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-118,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-122,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-124,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-126,deepseek-full-only-vs-baseline
bnu-high-ds-v1-s5-128,deepseek-full-only-vs-baseline
