"id","grade","semester","topicId","unitTitle","type","difficulty","reviewReason","reviewStatus","reviewer","reviewNotes"
"bnu-junior-ds-v1-s1-172","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-173","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-180","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-183","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-185","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-192","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-193","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-195","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-200","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-206","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-209","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-220","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-221","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-227","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-229","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-233","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-234","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","fill-in","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-236","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-237","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-246","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","fill-in","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-255","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-257","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Core","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-260","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-267","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-268","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-272","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-281","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Core","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-284","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Foundation","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-287","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","short-answer","Core","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-289","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-294","S1","lower","bnu-junior-s1-lower-polynomial-multiply-divide","整式的乘除","fill-in","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-297","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-298","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-300","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-301","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-308","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-336","S1","lower","bnu-junior-s1-lower-intersecting-parallel-lines","相交线与平行线","fill-in","Foundation","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-339","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Core","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s1-354","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-360","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-363","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-364","S1","lower","bnu-junior-s1-lower-triangles","三角形","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-365","S1","lower","bnu-junior-s1-lower-triangles","三角形","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-369","S1","lower","bnu-junior-s1-lower-triangles","三角形","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-373","S1","lower","bnu-junior-s1-lower-triangles","三角形","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-377","S1","lower","bnu-junior-s1-lower-triangles","三角形","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-379","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-398","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-401","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-403","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-412","S1","lower","bnu-junior-s1-lower-variable-relationships","变量之间的关系","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-427","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-429","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-431","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-443","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-453","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-455","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-458","S1","lower","bnu-junior-s1-lower-axis-symmetry","生活中的轴对称","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-461","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-466","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-468","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-473","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-479","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-495","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","multiple-choice","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-496","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s1-498","S1","lower","bnu-junior-s1-lower-probability-introduction","概率初步","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-002","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-005","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-006","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","fill-in","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-018","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","fill-in","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-023","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-026","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-029","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-031","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s2-033","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-038","S2","upper","bnu-junior-s2-upper-pythagorean-theorem","勾股定理","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-045","S2","upper","bnu-junior-s2-upper-real-numbers","实数","fill-in","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-047","S2","upper","bnu-junior-s2-upper-real-numbers","实数","short-answer","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-058","S2","upper","bnu-junior-s2-upper-real-numbers","实数","multiple-choice","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-060","S2","upper","bnu-junior-s2-upper-real-numbers","实数","fill-in","Challenge","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-062","S2","upper","bnu-junior-s2-upper-real-numbers","实数","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-064","S2","upper","bnu-junior-s2-upper-real-numbers","实数","multiple-choice","Challenge","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-066","S2","upper","bnu-junior-s2-upper-real-numbers","实数","fill-in","Exam","grade-pass-sample","approved","S18","Approved after S18 DeepSeek issue review and deterministic remediation in approved-question-pack.json."
"bnu-junior-ds-v1-s2-067","S2","upper","bnu-junior-s2-upper-real-numbers","实数","multiple-choice","Foundation","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-068","S2","upper","bnu-junior-s2-upper-real-numbers","实数","short-answer","Challenge","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-074","S2","upper","bnu-junior-s2-upper-real-numbers","实数","short-answer","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-077","S2","upper","bnu-junior-s2-upper-real-numbers","实数","short-answer","Core","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
"bnu-junior-ds-v1-s2-082","S2","upper","bnu-junior-s2-upper-position-coordinates","位置与坐标","multiple-choice","Exam","grade-pass-sample","approved","S18","Approved in S18 manual review sample; no blocking issue after deterministic and DeepSeek QA context review."
