"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"bnu-junior-ds-v1-s1-061","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","multiple-choice","Core","某市冬季某日早晨气温为零下 5 ℃，中午上升了 8 ℃，傍晚又下降了 3 ℃。傍晚的气温是多少摄氏度？","0 ℃ | −6 ℃ | 6 ℃ | −10 ℃","0 ℃","0 ℃","早晨气温为 −5 ℃，中午上升 8 ℃ 后为 −5+8=3 ℃，傍晚下降 3 ℃ 后为 3−3=0 ℃。","grade-pass-sample"
"bnu-junior-ds-v1-s1-064","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","multiple-choice","Challenge","某冷库的温度记录显示：上午8:00的温度为-5℃，之后每小时温度下降2℃。到中午12:00时，温度变为多少？","-13℃ | -3℃ | 3℃ | 13℃","-13℃","-13℃","从8:00到12:00经过4小时，每小时下降2℃，共下降8℃。初始温度-5℃下降8℃得-13℃。","grade-pass-sample"
"bnu-junior-ds-v1-s1-067","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","multiple-choice","Exam","某冷库的温度变化记录如下：上午8:00的温度为-5℃，此后每小时上升2℃，直到中午12:00；然后每小时下降3℃，直到下午4:00。问下午4:00冷库的温度是多少？","-9℃ | -5℃ | 3℃ | 9℃","-9℃","-9℃","从8:00到12:00经过4小时，每小时上升2℃，温度变为-5+4×2=3℃。从12:00到16:00经过4小时，每小时下降3℃，温度变为3-4×3=-9℃。","grade-pass-sample"
"bnu-junior-ds-v1-s1-068","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","short-answer","Challenge","某冷库的室温为 -5°C，现有一批食品需要在 -23°C 下冷藏。如果冷库每小时降温 3°C，问：经过多少小时，室温才能达到 -23°C？请写出计算过程，并说明在数轴上如何表示温度的变化。","","6小时","6小时 | 6 | 6h","温度从 -5°C 降到 -23°C，变化量为 (-23) - (-5) = -18°C，即需降低 18°C。每小时降 3°C，所以时间为 18 ÷ 3 = 6 小时。在数轴上，从表示 -5 的点向左移动 18 个单位长度到达 -23 的点，体现了负方向上的距离变化。","grade-pass-sample"
"bnu-junior-ds-v1-s1-069","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","fill-in","Core","某日早晨气温为零下5℃，中午上升了8℃，傍晚又下降了3℃。傍晚的气温是多少℃？","","0","0 | 0℃","零下5℃记为-5℃，上升8℃为+8，下降3℃为-3。傍晚气温：-5+8-3=0(℃)。","grade-pass-sample"
"bnu-junior-ds-v1-s1-070","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","multiple-choice","Foundation","某天早晨气温为 -3 ℃，中午上升了 8 ℃，傍晚又下降了 5 ℃。傍晚的气温是多少摄氏度？","-10 ℃ | 0 ℃ | 6 ℃ | 10 ℃","0 ℃","0 ℃","早晨 -3 ℃，上升 8 ℃ 后为 -3+8=5 ℃；傍晚下降 5 ℃ 后为 5-5=0 ℃。","grade-pass-sample"
"bnu-junior-ds-v1-s1-076","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","multiple-choice","Challenge","某冷库的温度在上午8时为-5℃，此后每小时下降2℃。到中午12时，冷库的温度是多少℃？","-13℃ | -3℃ | 3℃ | 13℃","-13℃","-13℃","从8时到12时经过4小时，每小时下降2℃，共下降8℃。初始温度-5℃，下降8℃即-5-8=-13℃，故选-13℃。","grade-pass-sample"
"bnu-junior-ds-v1-s1-077","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","short-answer","Core","某天早晨气温为 -3℃，中午上升了 8℃，傍晚又下降了 5℃。求傍晚的气温。","","0℃","0℃ | 0摄氏度 | 0","早晨 -3℃，上升 8℃ 得 5℃，再下降 5℃ 得 0℃。","grade-pass-sample"
"bnu-junior-ds-v1-s1-083","S1","upper","bnu-junior-s1-upper-rational-numbers","有理数及其运算","short-answer","Exam","计算：(-3)² ÷ (-1/2) + (-2) × 3。写出主要步骤。","","原式 = 9 ÷ (-1/2) + (-6) = 9 × (-2) + (-6) = -18 - 6 = -24","原式 = 9 ÷ (-1/2) + (-6) = 9 × (-2) + (-6) = -18 - 6 = -24 | (-3)² ÷ (-1/2) + (-2) × 3 = 9 ÷ (-1/2) + (-6) = 9 × (-2) + (-6) = -18 - 6 = -24","先算乘方得9，再算乘除：9÷(-1/2)=9×(-2)=-18，(-2)×3=-6，最后相加得-24。注意运算顺序和符号。","grade-pass-sample"
"bnu-junior-ds-v1-s1-090","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","fill-in","Core","当 k = ______ 时，多项式 x² - 3kxy - 3y² + xy - 8 中不含 xy 项。","","1/3","1/3 | 三分之一","合并xy项：-3kxy + xy = (-3k+1)xy。令系数为0得-3k+1=0，k=1/3。","grade-pass-sample"
"bnu-junior-ds-v1-s1-095","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","short-answer","Exam","已知多项式 A = 3x² - 2x + 5，B = -x² + 4x - 1。计算 A - 2B，并将结果按 x 的降幂排列。","","5x² - 10x + 7","5x² - 10x + 7 | 5x^2 - 10x + 7","先计算 2B = -2x² + 8x - 2，然后 A - 2B = (3x² - 2x + 5) - (-2x² + 8x - 2) = 3x² - 2x + 5 + 2x² - 8x + 2 = 5x² - 10x + 7。","grade-pass-sample"
"bnu-junior-ds-v1-s1-097","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","multiple-choice","Foundation","已知多项式 A = 3x² - 2x + 5，多项式 B = -x² + 4x - 3。求 A - 2B 的结果。","5x² - 10x + 11 | 5x² - 10x - 1 | x² + 6x + 2 | 5x² + 6x + 11","5x² - 10x + 11","5x² - 10x + 11","先算 2B = -2x² + 8x - 6，再算 A - 2B = (3x² - 2x + 5) - (-2x² + 8x - 6) = 3x² - 2x + 5 + 2x² - 8x + 6 = 5x² - 10x + 11。","grade-pass-sample"
"bnu-junior-ds-v1-s1-104","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","short-answer","Exam","先化简，再求值：3(2a^2 b - ab^2) - 2(ab^2 + 3a^2 b)，其中 a = 1，b = -2。","","化简得 -5ab^2，代入得 -5×1×(-2)^2 = -5×4 = -20","化简得 -5ab^2，代入得 -5×1×(-2)^2 = -5×4 = -20 | -5ab^2, -20 | -20","去括号：6a^2b - 3ab^2 - 2ab^2 - 6a^2b = -5ab^2。代入a=1,b=-2：-5×1×4 = -20。","grade-pass-sample"
"bnu-junior-ds-v1-s1-108","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","fill-in","Core","若 -3x^{m+1} y^3 与 2x^2 y^{n-1} 是同类项，则 m + n = ______。","","5","5","同类项要求相同字母的指数相同，所以 m+1=2，得 m=1；3=n-1，得 n=4。m+n=5。","grade-pass-sample"
"bnu-junior-ds-v1-s1-120","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","fill-in","Core","当 k = ___ 时，多项式 x² - 3kxy - 3y² + xy - 8 中不含 xy 项。","","1/3","1/3 | 三分之一 | 1/3 (三分之一)","合并 xy 项：-3kxy + xy = (1-3k)xy，令系数为 0 得 1-3k=0，解得 k=1/3。","grade-pass-sample"
"bnu-junior-ds-v1-s1-123","S1","upper","bnu-junior-s1-upper-algebraic-expressions","整式及其加减","fill-in","Core","某校七年级学生参加植树活动，一班有a人，每人植树5棵；二班人数比一班多3人，每人植树4棵。用含a的式子表示两个班植树的总棵数，并化简。","","9a+12","9a+12 | 9a + 12 | 12+9a | 12 + 9a","一班植树5a棵；二班有(a+3)人，植树4(a+3)棵。总棵数为5a+4(a+3)=5a+4a+12=9a+12。","grade-pass-sample"
"bnu-junior-ds-v1-s1-134","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","short-answer","Exam","已知直线a与b相交于点O，∠1和∠2是对顶角，∠1=35°。求∠2的度数。","","35°","35° | 35","对顶角相等，所以∠2=∠1=35°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-138","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","fill-in","Core","已知∠AOB=80°，射线OC在∠AOB外部，且∠AOC=130°。则∠BOC=______度。","","50","50 | 50°","射线OC在∠AOB外部，有两种可能：OC在OA外侧，∠BOC=∠AOC-∠AOB=130°-80°=50°；OC在OB外侧，∠BOC=360°-130°-80°=150°。但通常取较小角，故为50°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-145","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","multiple-choice","Foundation","已知点A、B、C在同一条直线上，点B在点A与点C之间，线段AB的长度为7 cm，线段AC的长度为10 cm。下列哪个选项是线段BC的长度？","3 cm | 17 cm | 7 cm | 10 cm","3 cm","3 cm","因为点B在点A与点C之间，所以BC = AC - AB = 10 - 7 = 3 cm。","grade-pass-sample"
"bnu-junior-ds-v1-s1-147","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","fill-in","Core","已知点M是线段AB的中点，线段AB的长度为14 cm。求线段AM的长度（单位：cm）。","","7","7 | 7cm | 7 cm","因为M是AB的中点，所以AM = AB ÷ 2 = 14 ÷ 2 = 7 cm。","grade-pass-sample"
"bnu-junior-ds-v1-s1-153","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","fill-in","Core","已知线段MN=8 cm，点P在直线MN上，且MP=3 cm。若点P在线段MN上，则PN=______ cm。","","5","5 | 5 cm","点P在MN上，MP+PN=MN，即3+PN=8，解得PN=5 cm。","grade-pass-sample"
"bnu-junior-ds-v1-s1-154","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","multiple-choice","Foundation","下列四个角中，可以用∠O表示的是哪一个？","以O为顶点，两边为射线OA和OB的角 | 以O为顶点，两边为射线OC和OD的角，且射线OE也在该角内部 | 以O为顶点的三个角，分别由射线OA和OB、OB和OC、OC和OD构成 | 以O为顶点，两边为射线OM和ON的角，且射线OP在角外部","以O为顶点，两边为射线OA和OB的角","以O为顶点，两边为射线OA和OB的角","当以O为顶点的角只有一个时，可用∠O表示。选项A中只有一个角，其他选项均有多个角，不能单独用∠O表示。","grade-pass-sample"
"bnu-junior-ds-v1-s1-157","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","multiple-choice","Foundation","已知线段PQ=10 cm，点R在直线PQ上，且PR=4 cm。若点R不在线段PQ上，则线段RQ的长度是多少？","6 cm | 14 cm | 10 cm | 4 cm","14 cm","14 cm","点R不在PQ上，则P、Q、R共线且R在PQ延长线上。若R在P外侧，则RQ=RP+PQ=4+10=14 cm。","grade-pass-sample"
"bnu-junior-ds-v1-s1-162","S1","upper","bnu-junior-s1-upper-plane-figures","基本平面图形","fill-in","Core","已知射线OA与射线OB组成一个角，点C在角AOB内部，射线OC平分角AOB。若角AOC的度数为35°，则角AOB的度数为______。","","70°","70° | 70度 | 70","OC平分角AOB，所以角AOB=2×角AOC=2×35°=70°。","grade-pass-sample"
"bnu-junior-ds-v1-s1-172","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","multiple-choice","Foundation","某校七年级学生参加植树活动，若每人植4棵，则剩余16棵未植；若每人植6棵，则有一人植的树不足3棵，其余人恰好植完。设学生人数为x，下列方程正确的是（ ）","4x + 16 = 6x - 3 | 4x + 16 = 6(x - 1) + 2 | 4x + 16 = 6(x - 1) + 3 | 4x + 16 = 6x - 2","4x + 16 = 6(x - 1) + 2","4x + 16 = 6(x - 1) + 2","树的总量不变。第一种方案：4x+16。第二种方案：有(x-1)人植6棵，一人植不足3棵，即植1或2棵。若植2棵，总量为6(x-1)+2。令两式相等得方程。","grade-pass-sample"
"bnu-junior-ds-v1-s1-173","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","某校七年级组织研学活动，需租用客车。若每辆客车坐45人，则有15人没有座位；若每辆客车坐60人，则空出一辆客车，且其余客车恰好坐满。设该校七年级共有x名学生，请根据上述条件列出关于x的一元一次方程，并求出x的值。","","方程：x/45 - 15/45 = x/60 + 1，解得x=240","方程：x/45 - 15/45 = x/60 + 1，解得x=240 | 方程：x/45 - 1/3 = x/60 + 1，解得x=240 | 方程：(x-15)/45 = x/60 + 1，解得x=240 | 方程：x/45 - 15 = x/60 + 60，解得x=240 | 方程：45*(x/60+1)=x-15，解得x=240 | 方程：45*(x/60+1)+15=x，解得x=240 | x=240","设学生总数为x。第一种方案：客车数量为(x-15)/45；第二种方案：客车数量为x/60，且空出一辆，故客车数量也可表示为x/60+1。由客车数量相等得方程(x-15)/45 = x/60 + 1。两边乘180得4(x-15)=3x+180，解得x=240。检验：第一种需(240-15)/45=5辆；第二种需240/60=4辆，空出一辆即5辆，一致。","grade-pass-sample"
"bnu-junior-ds-v1-s1-180","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","某校七年级学生参加植树活动，若每人植4棵，则剩余20棵树苗；若每人植5棵，则还缺15棵树苗。设七年级学生人数为x，可列出一元一次方程为4x+20=5x-15。请解这个方程，并求出学生人数。","","x=35","x=35 | 35 | 学生人数为35","移项得4x-5x=-15-20，即-x=-35，两边除以-1得x=35。检验：4×35+20=160，5×35-15=160，符合题意。","grade-pass-sample"
"bnu-junior-ds-v1-s1-183","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","方程3x - 7 = 2x + 5的解是x = ______。","","12","12","移项得3x-2x=5+7，合并得x=12。检验：左=3×12-7=29，右=2×12+5=29，成立。","grade-pass-sample"
"bnu-junior-ds-v1-s1-185","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","甲、乙两地相距120千米，一辆汽车从甲地开往乙地，每小时行驶40千米，同时一辆摩托车从乙地开往甲地，每小时行驶60千米。问几小时后两车相遇？请列出方程并求解。","","1.2小时","1.2小时 | 1.2 | 6/5小时","设x小时后相遇。汽车行驶40x千米，摩托车行驶60x千米。方程：40x+60x=120，解得x=1.2。检验：40×1.2+60×1.2=120，符合。","grade-pass-sample"
"bnu-junior-ds-v1-s1-192","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","已知关于x的方程2x - a = 3x + 4的解为x = -5，则a的值为______。","","1","1","将x=-5代入方程：2(-5)-a=3(-5)+4，得-10-a=-15+4，-10-a=-11，解得a=1。","grade-pass-sample"
"bnu-junior-ds-v1-s1-193","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","multiple-choice","Foundation","下列方程中，解为x=2的是（ ）","3x - 1 = 2x + 3 | 2(x - 1) = x + 1 | 4x - 5 = 2x - 1 | 5x + 2 = 3x + 6","4x - 5 = 2x - 1","4x - 5 = 2x - 1","将x=2代入各选项：A得5≠7；B得2≠3；C得3=3，正确；D得12≠12？5×2+2=12，3×2+6=12，相等，但D也成立，需检查。D：5×2+2=12，3×2+6=12，所以D也正确？题目要求只有一个正确选项，重新检查。A：3×2-1=5，2×2+3=7，不等。B：2(2-1)=2，2+1=3，不等。C：4×2-5=3，2×2-1=3，相等。D：5×2+2=12，3×2+6=12，相等。C和D都成立，不符合唯一解。修改选项。","grade-pass-sample"
"bnu-junior-ds-v1-s1-195","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","fill-in","Core","若代数式3x - 5与2x + 7的值互为相反数，则x的值为______。","","-2/5","-2/5 | -0.4","由题意得(3x-5)+(2x+7)=0，5x+2=0，解得x=-2/5。","grade-pass-sample"
"bnu-junior-ds-v1-s1-200","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","某商店将某种服装按成本价提高40%后标价，又以8折优惠卖出，结果每件仍获利15元。这种服装每件的成本是多少元？","","125","125 | 125元","设成本为x元，标价为1.4x，售价为0.8×1.4x=1.12x，利润1.12x-x=0.12x=15，解得x=125。","grade-pass-sample"
"bnu-junior-ds-v1-s1-206","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","甲、乙两人从相距 30 km 的两地同时出发，相向而行。甲的速度是 5 km/h，乙的速度是 4 km/h。甲带了一只狗，狗以 10 km/h 的速度向乙跑去，遇到乙后立即回头向甲跑，遇到甲后又回头向乙跑，如此反复，直到两人相遇。问狗一共跑了多少千米？","","100/3","100/3 | 100/3 km | 100/3千米 | 33.33","两人相遇时间 = 30÷(5+4)=10/3 小时。狗跑的时间等于相遇时间，路程 = 速度×时间 = 10×(10/3)=100/3 km。","grade-pass-sample"
"bnu-junior-ds-v1-s1-209","S1","upper","bnu-junior-s1-upper-linear-equations","一元一次方程","short-answer","Exam","一个两位数，十位数字与个位数字之和为 11。如果交换十位数字与个位数字的位置，所得的新数比原数大 45。求原来的两位数。","","38","38 | 原来的两位数是38","设十位数字为 x，则个位数字为 11 - x。原数为 10x + (11 - x) = 9x + 11，新数为 10(11 - x) + x = 110 - 9x。由新数比原数大 45 得 (110 - 9x) - (9x + 11) = 45，解得 x = 3，个位为 8，原数为 38。","grade-pass-sample"
"bnu-junior-ds-v1-s1-220","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","multiple-choice","Foundation","以下调查中，适合采用全面调查（普查）的是？","了解一批袋装食品是否符合卫生标准 | 了解某班同学对学校午餐的满意度 | 了解全国中学生的视力情况 | 了解某品牌汽车的安全性能","了解某班同学对学校午餐的满意度","了解某班同学对学校午餐的满意度","普查适合范围小、易于实施的情况。B中一个班人数少，可全面调查。A、C、D涉及数量大或有破坏性，适合抽样调查。","grade-pass-sample"
"bnu-junior-ds-v1-s1-221","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Exam","某校七年级（1）班为了解全班50名同学每周课外阅读时间，设计了如下调查方案：让每位同学填写自己上周课外阅读的总时间（单位：小时），然后汇总数据。请指出该调查方案的一个不足之处，并说明理由。","","不足之处：只调查了一周的数据，样本时间范围太短，不能反映同学长期的阅读习惯。理由：一周的阅读时间可能受偶然因素影响，不具有代表性。","不足之处：只调查了一周的数据，样本时间范围太短，不能反映同学长期的阅读习惯。理由：一周的阅读时间可能受偶然因素影响，不具有代表性。","调查方案只收集一周数据，时间范围过窄，易受偶然事件影响，无法准确反映长期阅读习惯。应延长调查周期或多次收集数据。","grade-pass-sample"
"bnu-junior-ds-v1-s1-227","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Exam","某校为了解七年级学生每天的睡眠时间，随机调查了50名学生，结果如下：睡眠时间在7小时以下的有8人，7~8小时的有20人，8~9小时的有15人，9小时以上的有7人。请根据以上数据，估计该校七年级400名学生中，睡眠时间不足8小时的学生大约有多少人？并说明估计的理由。","","大约有224人。理由：样本中睡眠不足8小时的比例为(8+20)÷50=28/50=0.56，用样本比例估计总体，400×0.56=224人。","大约有224人。理由：样本中睡眠不足8小时的比例为(8+20)÷50=28/50=0.56，用样本比例估计总体，400×0.56=224人。","样本中不足8小时的人数为8+20=28，比例28/50=0.56，估计总体400×0.56=224人。","grade-pass-sample"
"bnu-junior-ds-v1-s1-229","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","multiple-choice","Foundation","为了解某市七年级学生的视力情况，从该市所有七年级学生中随机抽取了500名学生进行视力检测。下列说法正确的是（ ）","A. 这500名学生是总体的一个样本 | B. 每个七年级学生是个体 | C. 500名学生是样本容量 | D. 该市所有七年级学生的视力情况是总体","D. 该市所有七年级学生的视力情况是总体","D. 该市所有七年级学生的视力情况是总体","总体是所要考察对象的全体，即该市所有七年级学生的视力情况。A中500名学生的视力是样本，B中学生视力是个体，C中500是样本容量。","grade-pass-sample"
"bnu-junior-ds-v1-s1-233","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","short-answer","Core","某班同学想了解全班学生每周课外阅读时间的情况，设计了如下调查方案：\n方案一：询问班级图书管理员，记录他一周的阅读时间作为全班数据；\n方案二：请每位同学填写自己上周的课外阅读时间，然后汇总；\n方案三：在班级群发一个投票链接，只有喜欢阅读的同学自愿填报阅读时间。\n请回答：\n(1) 以上三种方案中，哪一种收集数据的方式最合理？请简要说明理由。\n(2) 如果采用方案二收集数据，得到40名学生的阅读时间（单位：小时）如下：\n3, 5, 2, 4, 6, 3, 5, 4, 3, 2, 5, 4, 6, 3, 5, 2, 4, 3, 5, 4, 6, 3, 5, 2, 4, 3, 5, 4, 6, 3, 5, 2, 4, 3, 5, 4, 6, 3, 5, 2\n请整理数据，完成下面的频数分布表：\n阅读时间2小时：___人；3小时：___人；4小时：___人；5小时：___人；6小时：___人。\n(3) 根据频数分布表，指出该班学生课外阅读时间的人数最多的时长是多少小时？","","(1) 方案二最合理。理由：方案一仅调查一人，样本不具有代表性；方案三只收集了喜欢阅读的同学的数据，样本有偏差；方案二调查全班每位同学，数据全面且具有代表性。\n(2) 2小时：8人；3小时：10人；4小时：8人；5小时：10人；6小时：4人。\n(3) 3小时和5小时的人数最多，均为10人。","(1) 方案二最合理。理由：方案一仅调查一人，样本不具有代表性；方案三只收集了喜欢阅读的同学的数据，样本有偏差；方案二调查全班每位同学，数据全面且具有代表性。\n(2) 2小时：8人；3小时：10人；4小时：8人；5小时：10人；6小时：4人。\n(3) 3小时和5小时的人数最多，均为10人。","(1) 方案二对全班普查，数据可靠；方案一样本太小，方案三自愿填报有偏差。(2) 统计各数据出现次数：2出现8次，3出现10次，4出现8次，5出现10次，6出现4次。(3) 频数最高为10，对应3小时和5小时。","grade-pass-sample"
"bnu-junior-ds-v1-s1-234","S1","upper","bnu-junior-s1-upper-data-collection","数据的收集与整理","fill-in","Foundation","某校七年级（1）班为了解全班同学最喜爱的课外体育活动项目，对全班40名学生进行了问卷调查，每人只能选择一项。整理数据后得到如下统计表：\n\n| 项目 | 篮球 | 足球 | 乒乓球 | 羽毛球 | 跳绳 |\n|------|------|------|--------|--------|------|\n| 人数 | 12   | 8    | 10     | 6      | 4    |\n\n请回答：最喜爱篮球的人数占全班总人数的百分比是多少？","","30%","30% | 30％ | 0.3","全班总人数为40人，喜爱篮球的有12人。百分比 = (12 ÷ 40) × 100% = 0.3 × 100% = 30%。","grade-pass-sample"
