id,grade,semester,type,knowledgePointId,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
pep-junior-v3-s1-k01-mc-014,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,绝对值比较正确，|-4.1|=4.1最大，答案-4.1无误。,-4.1,下列四个数中，绝对值最大的是哪一个？
pep-junior-v3-s1-k01-mc-015,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,有理数加减运算正确，-8+3+5=0，答案0无误。,0,计算：(-8) + (+3) - (-5) 的结果是多少？
pep-junior-v3-s1-k01-mc-016,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,水位变化计算正确，-2+5=3，答案3无误。,3,某水库的水位在警戒线以下 2 米，记为 -2 米。如果水位上升 5 米，则新的水位记作多少米？
pep-junior-v3-s1-k01-mc-017,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,"整数列举正确，-1,0,1,2共4个，答案4无误。",4,在数轴上，位于 -2 和 3 之间的整数共有多少个？
pep-junior-v3-s1-k01-mc-018,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,绝对值方程正确，x=±5，选项“5或-5”明确，无歧义。,5 或 -5,若 |x| = 5，则 x 的值可能是多少？
pep-junior-v3-s1-k01-mc-019,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,负数比较正确，-1/3更大，答案无误。,-1/3,比较大小：-1/2 与 -1/3，哪个更大？
pep-junior-v3-s1-k01-mc-020,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,总盈亏计算正确，310-170=140，答案140无误。,140,"某商店一周内每天的盈亏情况如下（盈利为正，亏损为负，单位：元）：+120, -80, +50, -30, +100, -60, +40。这一周的总盈亏是多少元？"
pep-junior-v3-s1-k01-mc-021,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,气温变化计算正确，-5+8-3=0，答案0℃无误。,0℃,某城市冬季某日早晨气温为 -5℃，中午上升了 8℃，傍晚又下降了 3℃。傍晚的气温是多少？
pep-junior-v3-s1-k01-mc-022,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,数轴移动计算正确，-2+5-3=0，答案0无误。,0,在数轴上，点 A 表示 -2，点 B 在点 A 右侧 5 个单位长度处，点 C 在点 B 左侧 3 个单位长度处。点 C 表示的数是多少？
pep-junior-v3-s1-k01-mc-023,S1,upper,multiple-choice,pep-junior-s1-upper-rational-numbers,pass,none,,,相反数与绝对值结合正确，b=±4，选项“4或-4”明确。,4 或 -4,若 a 与 b 互为相反数，且 |a| = 4，则 b 的值是多少？
pep-junior-v3-s1-k01-fi-001,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,填空题计算正确，-3+8-(-2)=7，答案7无误。,7,计算：-3 + 8 - (-2) = ______。
pep-junior-v3-s1-k01-fi-002,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，答案与解释一致，无歧义。,-0.1,某水库警戒水位为 0 米，上午水位为 -0.8 米（低于警戒水位），下午上升了 1.2 米，晚上又下降了 0.5 米。晚上水位为 ______ 米。
pep-junior-v3-s1-k01-fi-003,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,比较大小正确，答案与解释一致。,>,比较大小：-2.5 ______ -3.1（填“>”或“<”）。
pep-junior-v3-s1-k01-fi-004,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数轴移动计算正确，答案0无误。,0,数轴上点 P 表示的数是 -4，将点 P 先向右移动 6 个单位，再向左移动 2 个单位，此时点 P 表示的数是 ______。
pep-junior-v3-s1-k01-fi-005,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,绝对值方程求解正确，答案8或-2，解释清晰。,8 或 -2,若 |x - 3| = 5，则 x = ______。
pep-junior-v3-s1-k01-fi-006,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,温差计算正确，答案10℃无误。,10,某地一天的最高气温为 7℃，最低气温为 -3℃，则这天的温差是 ______℃。
pep-junior-v3-s1-k01-fi-007,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数轴距离问题求解正确，答案2或-4。,2 或 -4,在数轴上，与表示 -1 的点距离为 3 个单位长度的点表示的数是 ______。
pep-junior-v3-s1-k01-fi-008,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,温度变化计算正确，答案-30℃。,-30℃,某冷库的温度是零下18℃，现在需要降温，每小时下降3℃，经过4小时后，冷库的温度是多少摄氏度？
pep-junior-v3-s1-k01-fi-009,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数轴点位置与对称计算正确，答案-3。,-3,数轴上点A表示-2，点B在点A的右边，且点B到点A的距离为5个单位长度。点C与点B关于原点对称。请写出点C表示的数。
pep-junior-v3-s1-k01-fi-010,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,相反数、倒数、绝对值综合计算正确，答案4或-2。,4或-2,已知a、b互为相反数，c、d互为倒数，m的绝对值是3。求代数式 (a+b) + cd + m 的值。
pep-junior-v3-s1-k01-fi-011,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,连续降价计算正确，答案0.81a。,0.81a,某超市对一种商品进行促销，原价每件a元，第一次降价10%，第二次又降价10%，则两次降价后的价格是多少元？（用含a的代数式表示）
pep-junior-v3-s1-k01-fi-012,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,数轴表示位置计算正确，答案2。,2,小明家、学校和书店在同一条东西走向的街道上，学校在家东边500米，书店在学校西边300米。若以家为原点，向东为正方向，1个单位长度表示100米，请用数轴上的点表示书店的位置，并写出该点表示的数。
pep-junior-v3-s1-k01-fi-013,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,相反数与绝对值方程求解正确，答案2。,2,已知一个数的相反数比它的绝对值小4，求这个数。
pep-junior-v3-s1-k01-fi-014,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,题目正确，答案和解析一致，相遇时间5/3秒，相遇点-4/3，符合初一有理数数轴运动问题。,5/3秒，-4/3,在数轴上，点A表示-3，点B表示2。点P从点A出发，以每秒1个单位长度的速度向右运动；点Q从点B出发，以每秒2个单位长度的速度向左运动。它们同时出发，几秒后点P和点Q相遇？相遇点表示的数是多少？
pep-junior-v3-s1-k01-fi-015,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,计算正确，(-2)³=-8，(-4)²=16，括号内18，(-3)×18=-54，(-5)÷(-1)=5，-8-54-5=-67，答案-67无误。,-67,计算：(-2)³ + (-3) × [(-4)² + 2] - (-5) ÷ (-1)。
pep-junior-v3-s1-k01-fi-016,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,非负数和为零，各自为零，x=2，y=-3，x+y=-1，正确。,-1,已知|x-2|与(y+3)²互为相反数，求x+y的值。
pep-junior-v3-s1-k01-fi-017,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,温差12-(-3)=15℃，答案15℃正确，acceptedAnswers包含多种写法，合理。,15℃,某地一天的最高气温是12℃，最低气温是-3℃，则该地这一天的温差是多少摄氏度？
pep-junior-v3-s1-k01-fi-018,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,-3+8-5=0，答案0正确，解析清晰。,0,某日早晨气温为 -3 ℃，中午上升了 8 ℃，傍晚又下降了 5 ℃，则傍晚的气温为 ______ ℃。
pep-junior-v3-s1-k01-fi-019,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,-2+5-3=0，答案0正确。,0,在数轴上，点 A 表示 -2，将点 A 先向右移动 5 个单位，再向左移动 3 个单位，此时点 A 表示的数是 ______。
pep-junior-v3-s1-k01-fi-020,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,120-85+30-40=25，答案25正确。,25,某账户原有余额 120 元，先支出 85 元，又存入 30 元，最后再支出 40 元，此时账户余额为 ______ 元。
pep-junior-v3-s1-k01-fi-021,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,a=-5，b=-2，a+b=-7，正确。,-7,若 a 的相反数是 5，b 的绝对值是 2，且 b < 0，则 a + b = ______。
pep-junior-v3-s1-k01-fi-022,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,负数比较，绝对值大的反而小，-2.3<-2.1，答案“<”正确。,<,比较大小：-2.3 ______ -2.1（填“>”或“<”）。
pep-junior-v3-s1-k01-fi-023,S1,upper,fill-in,pep-junior-s1-upper-rational-numbers,pass,none,,,(-4)×6÷(-3)=8，正确。,8,计算：(-4) × 6 ÷ (-3) = ______。
pep-junior-v3-s1-k01-sa-001,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,下潜为负，上浮为正，0-18+7-5=-16，海平面下方16米，答案16正确。,16,某潜水员从海平面位置开始，先下潜 18 米，再上浮 7 米，又下潜 5 米。此时潜水员在海平面下方多少米？请用有理数的运算表示并计算。
pep-junior-v3-s1-k01-sa-002,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,|a|=3，|b|=5，|a-b|=8，3-5+8=6，答案6正确。,6,已知 a = -3，b = 5，求 |a| - |b| + |a - b| 的值。
pep-junior-v3-s1-k01-sa-003,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,fail,major,math_error|answer_mismatch|ambiguous_mc,7 或 5/3,题目未限制P与N的位置关系，存在两个解：x=7（P在N右侧）和x=5/3（P在M、N之间）。答案仅给出7，且解释中承认两个解但未在答案中体现，导致答案不完整。应明确列出两个解。,7,在数轴上，点 M 表示 -1，点 N 表示 3。若点 P 在点 M 右侧，且到点 M 的距离是到点 N 距离的 2 倍，求点 P 表示的数。
pep-junior-v3-s1-k01-sa-004,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,题目清晰，计算正确，答案4小时无误。,4,某冷库的室温为 -2 ℃，现有一批食品需要在 -18 ℃ 下冷藏。如果冷库每小时降温 4 ℃，问几小时后能达到所需温度？
pep-junior-v3-s1-k01-sa-005,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,正负数表示正确，总盈亏计算无误，答案完整。,盈利850元记作+850，亏损230元记作-230，总盈亏为+620元,小明的妈妈经营一家网店，上个月盈利850元，这个月亏损230元。若把盈利记为正数、亏损记为负数，用有理数表示这两个月的盈利情况，并计算这两个月总的盈亏是多少元。
pep-junior-v3-s1-k01-sa-006,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,位移表示和最终位置计算正确，答案清晰。,从家到超市位移为+300米，从超市到书店位移为-500米，最终在家西侧200米处,在一条东西走向的笔直公路上，小明从家出发向东走了300米到达超市，然后向西走了500米到达书店。若规定向东为正方向，用有理数表示小明从家到超市、从超市到书店的位移，并求小明最终位于家的什么方向、距离多少米。
pep-junior-v3-s1-k01-sa-007,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,温度变化表示和最终温度计算正确，答案无误。,上升5℃记作+5，下降8℃记作-8，最后温度为-21℃,某冷冻室的温度由-18℃上升了5℃后，又下降了8℃。用有理数表示这两次温度变化，并求冷冻室最后的温度是多少摄氏度。
pep-junior-v3-s1-k01-sa-008,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,移动后点的表示和大小比较正确，答案完整。,移动后点A表示2，点B表示-2，2 > -2,在数轴上，点A表示-3，点B表示2。若将点A向右移动5个单位长度，点B向左移动4个单位长度，求移动后点A和点B分别表示的数，并比较这两个数的大小。
pep-junior-v3-s1-k01-sa-009,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,位移表示和最终深度计算正确，答案无误。,下潜50米记作-50，上浮30米记作+30，下潜20米记作-20，最终在海平面下方40米,某潜水艇从海平面开始先下潜50米，再上浮30米，最后又下潜20米。若规定海平面为0米，下潜为负，上浮为正，用有理数表示每次动作的位移，并求潜水艇最终在海平面下方多少米。
pep-junior-v3-s1-k01-sa-010,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,温差计算正确，答案13℃无误。,13℃,某城市一天的最高气温为8℃，最低气温为-5℃。求这天的温差是多少摄氏度。
pep-junior-v3-s1-k01-sa-011,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,点C在A、B之间，距离关系正确，解得x=4/3无误。,4/3,已知数轴上点A表示的数是-2，点B表示的数是3。若点C在点A和点B之间，且点C到点A的距离是到点B距离的2倍，求点C表示的数。
pep-junior-v3-s1-k01-sa-012,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,温度变化表示和傍晚气温计算正确，答案0℃无误。,中午上升8℃记作+8，傍晚下降5℃记作-5，傍晚气温为0℃,某地一天早晨气温为-3℃，中午上升了8℃，傍晚又下降了5℃。用有理数表示中午和傍晚的气温变化，并求傍晚的气温。
pep-junior-v3-s1-k01-sa-013,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,相遇时间和相遇点计算正确，答案5/3秒、-2/3无误。,5/3秒后相遇，相遇点表示的数是-2/3,在数轴上，点A表示-4，点B表示1。若点P从点A出发，以每秒2个单位长度的速度向右移动；点Q从点B出发，以每秒1个单位长度的速度向左移动。几秒后点P和点Q相遇？相遇点表示的数是多少？
pep-junior-v3-s1-k01-sa-014,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,水位变化表示和最终水位计算正确，答案-1.3米无误。,上升1.5米记作+1.5，下降0.8米记作-0.8，最终水位在警戒线以下1.3米,某水库的水位在警戒线以下2米，记作-2米。一场暴雨使水位上升了1.5米，随后开闸放水使水位下降了0.8米。用有理数表示这两次水位变化，并求最终水位在警戒线以下多少米。
pep-junior-v3-s1-k01-sa-015,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,-6℃,某冷库的温度为-3℃，上升4℃后，又下降7℃，此时冷库的温度是多少？
pep-junior-v3-s1-k01-sa-016,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,3,在数轴上，点A表示-2，点B表示3。将点A向右移动5个单位，再向左移动3个单位后，点A与点B的距离是多少？
pep-junior-v3-s1-k01-sa-017,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,+38元,小明记录一周的零花钱收支（收入为正，支出为负）：周一+15元，周二-8元，周三+20元，周四-12元，周五+10元，周六-5元，周日+18元。这一周他的总余额变化是多少？
pep-junior-v3-s1-k01-sa-018,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,12℃,某地一天的最高气温为7℃，最低气温为-5℃，这天的温差是多少？
pep-junior-v3-s1-k01-sa-019,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,-1,在数轴上，点P表示的数是-4，点Q表示的数是2。若点M是线段PQ的中点，则点M表示的数是多少？
pep-junior-v3-s1-k01-sa-020,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,60米,某潜水艇在海平面下50米，先上浮20米，再下潜30米，此时潜水艇在海平面下多少米？
pep-junior-v3-s1-k01-sa-021,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,7,若a的相反数是-3，b的绝对值是4，且b>0，求a+b的值。
pep-junior-v3-s1-k01-sa-022,S1,upper,short-answer,pep-junior-s1-upper-rational-numbers,pass,none,,,数学正确，答案与解释一致，无歧义。,3,在数轴上，点A表示-5，点B表示7。点C在A、B之间，且AC:CB=2:1，求点C表示的数。
pep-junior-v3-s1-k02-mc-001,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,fail,blocker,ambiguous_mc|bad_options|answer_mismatch,,四个选项化简后均为3x-5，题目要求选择“下列哪个式子化简后等于3x-5”，但所有选项都正确，导致答案不唯一，且解释中承认所有选项正确却指定C为答案，存在严重歧义。,5x-2-2x-3,下列哪个式子化简后等于3x-5？
pep-junior-v3-s1-k02-mc-002,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，答案与解释一致，选项无歧义。,3x+2(x+2)=15,小明买了3支笔和2个笔记本，共花费15元。若每支笔x元，每个笔记本比笔贵2元，则下列方程正确的是？
pep-junior-v3-s1-k02-mc-003,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，答案与解释一致，选项无歧义。,亏损 0.04a 元,一种商品每件成本为 a 元，按成本增加 20% 定价，后因库存积压，按定价打八折出售。每件还能盈利多少元？
pep-junior-v3-s1-k02-mc-004,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数学正确，答案与解释一致，选项无歧义。,1,已知 x = 2 是关于 x 的方程 3x - 2m = 4 的解，则 m 的值是（　）
pep-junior-v3-s1-k02-mc-005,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,同类项判断正确，选项唯一，解释清晰。,-2ab²,下列单项式中，与 5ab² 是同类项的是（　）
pep-junior-v3-s1-k02-mc-006,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,多项式乘法计算正确，选项无歧义。,x² - x - 6,计算 (x + 2)(x - 3) 的结果是（　）
pep-junior-v3-s1-k02-mc-007,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,移项变号正确，选项设计合理。,2x - 5x = 6 + 3,把方程 2x - 3 = 5x + 6 移项后，正确的是（　）
pep-junior-v3-s1-k02-mc-008,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,同类项条件应用正确，m+n=5无误。,5,若单项式 3x²yᵐ 与 -xⁿy³ 的和仍是单项式，则 m + n 的值为（　）
pep-junior-v3-s1-k02-mc-009,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,周长与正方形条件列方程正确。,x - 2 = (15 - x) + 3,一个长方形的周长为 30 cm，若长减少 2 cm，宽增加 3 cm，就变成了一个正方形。设长方形的长为 x cm，则可列方程为（　）
pep-junior-v3-s1-k02-mc-010,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,相反数、倒数、绝对值综合计算正确。,1,已知 a、b 互为相反数，c、d 互为倒数，m 的绝对值是 2。求代数式 (a + b) / (m² + 1) + cd 的值。
pep-junior-v3-s1-k02-mc-011,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,车辆分配问题列方程正确。,45x + 15 = 60(x - 1),某校七年级学生外出参观，如果每辆汽车坐 45 人，那么有 15 个学生没有座位；如果每辆汽车坐 60 人，那么空出一辆汽车。问共有多少辆汽车？设汽车数为 x，则可列方程（　）
pep-junior-v3-s1-k02-mc-012,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,代入求解a值正确。,8,若关于 x 的方程 2x + a - 4 = 0 的解是 x = -2，则 a 的值等于（　）
pep-junior-v3-s1-k02-mc-013,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,租车问题列方程求解正确。,4,学校组织七年级学生去科技馆参观，共有学生 240 人，计划租用 A、B 两种型号的大巴车。每辆 A 型车可坐 45 人，每辆 B 型车可坐 30 人。若租用 6 辆车恰好全部坐满，则租用 A 型车的数量为多少辆？
pep-junior-v3-s1-k02-mc-014,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,代入求解a值正确，注意负号。,−1,已知关于 x 的方程 2(x − 1) + 3a = 5 的解是 x = 4，则 a 的值为多少？
pep-junior-v3-s1-k02-mc-015,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,数字问题列方程正确，选项区分度好。,10(x+3) + x = 10x + (x+3) − 27,一个两位数，十位上的数字比个位上的数字大 3。若将十位与个位上的数字交换，所得的新数比原数小 27。设原数个位上的数字为 x，则十位上的数字为 x+3。根据题意可列方程：
pep-junior-v3-s1-k02-mc-016,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,利润问题列方程正确，符合利润率定义。,0.8x − 80 = 80 × 20%,某商店将进价为 80 元/件的商品按标价的 8 折出售，仍可获利 20%。若该商品的标价为 x 元，则下列方程正确的是：
pep-junior-v3-s1-k02-mc-017,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，选项D与答案一致，解释合理。,1/12 (x+2) + 1/18 x = 1,一项工程，甲单独做需要 12 天完成，乙单独做需要 18 天完成。若甲、乙合作若干天后，乙因故离开，甲又单独做了 2 天才完成全部工程。设乙工作了 x 天，则下列方程正确的是：
pep-junior-v3-s1-k02-mc-018,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,整体代入法正确，答案5无误。,5,已知代数式 3x² − 2x + 1 的值为 5，则代数式 6x² − 4x − 3 的值为多少？
pep-junior-v3-s1-k02-mc-019,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程列式正确，选项A与答案一致。,3x+4+5 = 6(x−5),某校七年级学生进行两次数学测验，第一次及格人数比不及格人数的 3 倍多 4 人，第二次及格人数增加了 5 人，正好是不及格人数的 6 倍。设第一次不及格人数为 x 人，则第一次及格人数为 (3x+4) 人。根据第二次情况可列方程：
pep-junior-v3-s1-k02-mc-020,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，选项A与答案一致。,x−2 = 18−x+2,一个长方形的周长是 36 cm，若长减少 2 cm，宽增加 2 cm，就变成了一个正方形。设原长方形的长为 x cm，则宽为 (18−x) cm。根据题意可列方程：
pep-junior-v3-s1-k02-mc-021,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,解方程和不等式正确，答案m>-2无误。,m > −2,已知关于 x 的方程 4x − 3m = 2x + 6 的解是正数，则 m 的取值范围是：
pep-junior-v3-s1-k02-mc-022,S1,upper,multiple-choice,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,利润关系式正确，选项A与答案一致。,y = (x−40)[500−10(x−50)],某商店销售一种成本为 40 元/千克的食品，若按 50 元/千克销售，一个月可售出 500 千克。销售单价每涨 1 元，月销售量就减少 10 千克。设销售单价为 x 元/千克，则月销售利润为 y 元。下列 y 与 x 的关系式正确的是：
pep-junior-v3-s1-k02-fi-001,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,化简正确，结果为9b。,9b,化简：3a - (2a - 4b) + (-a + 5b)。
pep-junior-v3-s1-k02-fi-002,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，符合题意。,50 - 3x = 2,小明用50元购买单价为3元的笔记本x本，找回2元。列出关于x的方程。
pep-junior-v3-s1-k02-fi-003,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,距离计算正确，结果为8。,8,在数轴上，点A表示-3，点B表示5，则A、B两点间的距离为______。
pep-junior-v3-s1-k02-fi-004,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程正确，符合题意。,x + (2x - 5) = 40,某班有40名学生，其中男生人数比女生人数的2倍少5人。设女生人数为x，列出方程。
pep-junior-v3-s1-k02-fi-005,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,pass,none,,,方程和解均正确，答案为35°。,35°,一个角的补角比它的余角的3倍少20°，求这个角的度数。
pep-junior-v3-s1-k02-fi-006,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,fail,major,grade_mismatch,,因式分解x²-5x+6属于八年级内容，七年级上学期未学，超纲。,(x - 2)(x - 3),因式分解：x² - 5x + 6。
pep-junior-v3-s1-k02-fi-007,S1,upper,fill-in,pep-junior-s1-upper-expressions-linear-equations,fail,blocker,grade_mismatch|missing_condition,,题目为反比例函数，属于八年级下册内容，与S1上学期一元一次方程单元不符，且未说明k为常数，存在超纲和条件缺失。,-6,"反比例函数y = k/x的图象经过点(2, -3)，则k的值为______。"
