id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,solvable,answerMatches,issueTags,qaOutputConcernTags,correctedAnswer,confidence,rationale,answer,acceptedAnswers,promptZhHans
bnu-junior-ds-v1-s1-320,S1,lower,short-answer,Foundation,bnu-junior-s1-lower-intersecting-parallel-lines,相交线与平行线,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,115°,high,解释正确得∠BOE=115°，但答案字段为155°，答案错误。,155°,155°|155度|155,已知直线AB与CD相交于点O，OE平分∠AOD。若∠AOC＝50°，求∠BOE的度数。
bnu-junior-ds-v1-s1-325,S1,lower,multiple-choice,Core,bnu-junior-s1-lower-intersecting-parallel-lines,相交线与平行线,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,15°,high,题目中∠AOC=50°，但解释中错误地认为∠AOD=50°，实际∠AOD=180°-50°=130°，∠EOD=130°-35°=95°，与答案15°不符。题目条件与答案矛盾，无法得出15°。,15°,15°,已知直线 AB 与 CD 相交于点 O，射线 OE 在角 AOD 内部，且角 AOE = 35°。若角 AOC = 50°，则角 EOD 的度数为（ ）。
bnu-junior-ds-v1-s1-327,S1,lower,fill-in,Core,bnu-junior-s1-lower-intersecting-parallel-lines,相交线与平行线,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,95°,high,题目与325题类似，但解释中正确计算出∠DOE=95°，而答案却为15°，答案与解释矛盾，且15°错误。,15°,15°|15,已知直线 AB 与 CD 相交于点 O，射线 OE 在 ∠AOD 内部，且 ∠AOE = 35°。若 ∠AOC = 50°，求 ∠DOE 的度数。
bnu-junior-ds-v1-s1-328,S1,lower,multiple-choice,Foundation,bnu-junior-s1-lower-intersecting-parallel-lines,相交线与平行线,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,35°,high,解释中正确计算出∠EOD=35°，但答案却为75°，答案与解释不符，且75°错误。,75°,75°,已知直线AB与CD相交于点O，射线OE在∠AOD内部，且∠AOE＝35°。若∠BOD＝110°，求∠EOD的度数。
bnu-junior-ds-v1-s1-332,S1,lower,short-answer,Foundation,bnu-junior-s1-lower-intersecting-parallel-lines,相交线与平行线,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,不平行,high,解释中正确推导出OE与OF不平行，但答案却为“平行”，答案与解释矛盾。,平行,平行|OE∥OF|OE//OF,已知直线 AB 与 CD 相交于点 O，射线 OE 在角 AOD 内部，且角 AOE 的度数是 35°，角 EOD 的度数是 55°。点 F 在直线 CD 上，且点 F 与点 C 在点 O 的同侧。若角 BOF 的度数是 110°，请判断直线 OE 与直线 OF 是否平行，并说明理由。
bnu-junior-ds-v1-s1-336,S1,lower,fill-in,Foundation,bnu-junior-s1-lower-intersecting-parallel-lines,相交线与平行线,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,45°,high,解释中正确计算出∠BOF=45°，但答案却为55°，答案与解释矛盾。,55°,55°|55,已知直线AB与CD相交于点O，射线OE在∠AOD内部，且∠AOE=35°，∠EOD=55°。若OF是∠BOC的平分线，求∠BOF的度数。
bnu-junior-ds-v1-s1-339,S1,lower,fill-in,Core,bnu-junior-s1-lower-triangles,三角形,fail,major,true,false,answer_mismatch|explanation_mismatch,,8,high,题目求最大值与最小值的差，由3<x<13得最小4最大12，差为8，但答案给出10，解释中计算12-4=8却写差为8，答案与解释矛盾且错误。,10,10,已知三条线段的长分别为 5 cm、8 cm 和 x cm。若这三条线段能组成一个三角形，且 x 为整数，则 x 的最大值与最小值的差是______。
bnu-junior-ds-v1-s1-426,S1,lower,fill-in,Core,bnu-junior-s1-lower-axis-symmetry,生活中的轴对称,fail,blocker,false,false,missing_condition|answer_mismatch|explanation_mismatch,rationale_status_tension|answer_match_tension|solvability_tension,,medium,"题目条件矛盾：直线l经过点B且垂直于线段AB，但AB竖直，故l应为水平线y=-1；而解释中却说l是水平线y=-1，但答案(2,-7)是点A关于y=-1的对称点，计算正确。然而题目要求“点C与点A关于直线l对称，且直线l经过点B且垂直于线段AB”，但线段AB的垂直平分线是y=2，并非y=-1。条件“直线l经过点B且垂直于线段AB”意味着l是过B且垂直于AB的直线，即y=-1，但此时l不是AB的垂直平分线，对称后A的对应点C不会与A关于l对称且满足某种关系？实际上，若l是y=-1，则A(2,5)关于y=-1的对称点为(2,-7)，但题目并未要求l是垂直平分线，仅要求l经过B且垂直于AB，这确实可以确定l为y=-1，对称点C为(2,-7)。但解释中说“线段AB竖直，中点为(2,2)。直线l为水平线y=-1。”这里中点(2,2)与l无关，解释有误导。更关键的是，题目条件“直线l经过点B且垂直于线段AB”与“点C与点A关于直线l对称”是自洽的，可解。但解释中出现了中点(2,2)这一无关信息，且未说明为何l是y=-1。然而，题目本身是可解的，答案(2,-7)正确。但解释存在瑕疵，可能引起误解。但审核标准要求判断是否可解、答案是否匹配。本题可解，答案匹配，但解释有瑕疵。根据规则，解释不匹配应标记。但解释中计算正确，只是多提了中点。严格来说，解释与答案一致，但逻辑不够清晰。考虑到解释中“直线l为水平线y=-1”正确，答案正确，可视为通过。但解释中“线段AB竖直，中点为(2,2)”是多余信息，可能误导。但整体上，答案和解释是匹配的。因此，我判定为pass，但可加warn。然而，题目条件“直线l经过点B且垂直于线段AB”直接给出l为y=-1，无需中点。解释中引入中点可能让学生困惑。但这不是错误。所以，我决定给pass。但再仔细看：解释中说“线段AB竖直，中点为(2,2)。直线l为水平线y=-1。”这两句之间没有逻辑联系，显得突兀。但答案正确。所以，我维持pass。","(2, -7)","(2, -7)|（2，-7）","在平面直角坐标系中，点A的坐标为(2, 5)，点B的坐标为(2, -1)。点C与点A关于直线l对称，且直线l经过点B且垂直于线段AB。求点C的坐标。"
bnu-junior-ds-v1-s1-434,S1,lower,short-answer,Core,bnu-junior-s1-lower-axis-symmetry,生活中的轴对称,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,"(6, 3)",high,"题目可解，但答案错误。直线BC为x=4，点A(2,3)关于x=4的对称点应为(6,3)，而非(2,-1)。解析中也指出原答案错误并更正为(6,3)，但提供的answer仍为(2,-1)，与正确结果不符。","(2, -1)","(2, -1)|(2,-1)","在平面直角坐标系中，点A的坐标为(2, 3)，点B的坐标为(4, 3)，点C的坐标为(4, 1)。点A关于直线BC的对称点为点D。求点D的坐标。"
bnu-junior-ds-v1-s1-440,S1,lower,short-answer,Core,bnu-junior-s1-lower-axis-symmetry,生活中的轴对称,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,10,high,"题目可解，但答案错误。A'(2,-3)，B'(-4,5)，距离为√[(-4-2)²+(5+3)²]=√(36+64)=10，而非2√2。解析中也得出10，但提供的answer为2√2，与正确结果不符。",2√2,2√2|2倍根号2,"在平面直角坐标系中，点A的坐标为(2,3)，点B的坐标为(4,5)。将点A关于x轴对称得到点A'，将点B关于y轴对称得到点B'。求线段A'B'的长度。"
bnu-junior-ds-v1-s1-450,S1,lower,fill-in,Core,bnu-junior-s1-lower-axis-symmetry,生活中的轴对称,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,2√10,high,计算得CD=√40=2√10，但答案和acceptedAnswers均为2√5，解释中也错误得出2√10，答案与题目不匹配。,2√5,2√5|2*sqrt(5),"在平面直角坐标系中，点 A 的坐标为 (2, 3)，点 B 的坐标为 (4, -1)。点 C 与点 A 关于 x 轴对称，点 D 与点 B 关于 y 轴对称。求线段 CD 的长度。"
bnu-junior-ds-v1-s1-456,S1,lower,short-answer,Core,bnu-junior-s1-lower-axis-symmetry,生活中的轴对称,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,"(2,-1)",high,"点C(2,-3)，点D(-2,-1)，直线AC为x=2，直线BD为y=-1，交点P为(2,-1)，但答案和acceptedAnswers均为(2,0)，解释中也错误得出(2,-1)，答案与题目不匹配。","(2,0)","(2,0)|（2，0）|2,0|x=2,y=0","在平面直角坐标系中，点A的坐标为(2,3)，点B的坐标为(2,-1)。点C与点A关于x轴对称，点D与点B关于y轴对称。连接AC、BD，设AC与BD相交于点P。求点P的坐标。"
bnu-junior-ds-v1-s1-485,S1,lower,multiple-choice,Core,bnu-junior-s1-lower-probability-introduction,概率初步,fail,major,true,false,answer_mismatch|explanation_mismatch,,从一个装有3个红球、7个白球的袋子中随机摸出一个红球,high,选项B的概率为3/10=0.3，而非0.35，解释中称B概率0.3，但答案却选B，与频率0.35不匹配。最接近0.35的选项应为B（0.3），但题目要求“最有可能符合”，0.3与0.35仍有差距，且解释自相矛盾。实际上选项B概率0.3，选项A和D为0.5，C约0.167，B最接近但仍不精确，题目设计有瑕疵，但答案与解释不一致是主要问题。,从一个装有3个红球、7个白球的袋子中随机摸出一个红球,从一个装有3个红球、7个白球的袋子中随机摸出一个红球,某小组做“用频率估计概率”的试验时，统计了某一结果出现的频率，绘制了如下的折线统计图（横轴为试验次数，纵轴为频率）。随着试验次数的增加，频率逐渐稳定在0.35附近。则下列事件中，最有可能符合这一结果的是（　）
bnu-junior-ds-v1-s2-012,S2,upper,fill-in,Challenge,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,√41,high,题目可解，但答案错误。由5²+12²=13²知△ABC为直角三角形，∠B=90°。在Rt△ABD中，AB=5，BD=4，由勾股定理得AD=√(5²+4²)=√41，而非√65。解释中计算过程正确但最终结果写错，答案与解释矛盾。,√65,√65|sqrt(65)|根号65,已知三角形ABC的三边长分别为AB=5，BC=12，AC=13。点D在边BC上，且BD=4，连接AD。求线段AD的长度。
