id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,solvable,answerMatches,issueTags,qaOutputConcernTags,correctedAnswer,confidence,rationale,answer,acceptedAnswers,promptZhHans
bnu-junior-ds-v1-s1-014,S1,upper,short-answer,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,（1）10个面；（2）20条棱；（3）12个顶点,high,两个正方体拼接时，重合面消失，面数为10正确；但棱数计算错误：每个正方体12条棱，拼接处有4条棱重合，总棱数应为12+12-4=20，而非24；顶点数：每个正方体8个顶点，拼接处4个顶点重合，总顶点数应为8+8-4=12，而非16。答案和解释均错误。,（1）10个面；（2）24条棱；（3）16个顶点,"（1）10个面；（2）24条棱；（3）16个顶点|10个面，24条棱，16个顶点|10,24,16",一个几何体由两个大小相同的正方体拼接而成，每个正方体的棱长为2 cm。请回答：（1）这个几何体有多少个面？（2）这个几何体有多少条棱？（3）这个几何体有多少个顶点？
bnu-junior-ds-v1-s1-015,S1,upper,fill-in,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,由俯视图可知底层有6个小立方块，结合主视图和左视图，没有需要额外添加的，总数为6，答案正确。,6,6,一个几何体由若干个大小相同的小立方块搭成。从正面看，看到3列，从左到右每列小立方块的个数分别是2、1、2；从左面看，看到2列，从左到右每列小立方块的个数分别是2、1；从上面看，看到3列2行，第1列第1行有1个小立方块，第1列第2行有1个小立方块，第2列第1行有1个小立方块，第2列第2行有1个小立方块，第3列第1行有1个小立方块，第3列第2行有1个小立方块。这个几何体由多少个小立方块搭成？
bnu-junior-ds-v1-s1-016,S1,upper,multiple-choice,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,由俯视图“L”形知底层3个，主左视图均为田字，需在2个位置放2层，最少5个，答案正确。,5个,5个,一个几何体由若干个大小相同的小立方块搭成。从正面看和从左面看得到的形状都是“田”字形（即2行2列的正方形网格），从上面看得到的形状是“L”形，具体为：第一行有2个正方形，第二行只有左边1个正方形，且第二行右边位置没有正方形。这个几何体最少由几个小立方块搭成？
bnu-junior-ds-v1-s1-017,S1,upper,short-answer,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,（1）10个面；（2）20条棱；（3）12个顶点,high,与第14题类似，两个正方体拼接，面数10正确，但棱数应为20，顶点数应为12，答案和解释均错误。,（1）10个面；（2）24条棱；（3）16个顶点,"（1）10个面；（2）24条棱；（3）16个顶点|10个面，24条棱，16个顶点|10,24,16",一个几何体由两个大小相同的正方体拼合而成，拼合时一个正方体的一个面与另一个正方体的一个面完全重合。请回答：（1）这个组合体有多少个面？（2）这个组合体有多少条棱？（3）这个组合体有多少个顶点？
bnu-junior-ds-v1-s1-018,S1,upper,fill-in,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,五个面，两个三角形和三个四边形，符合三棱柱的特征，答案正确。,三棱柱,三棱柱,一个几何体由五个面围成，其中两个面是三角形，其余三个面是四边形，所有面都是平面。这个几何体是______。
bnu-junior-ds-v1-s1-019,S1,upper,multiple-choice,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,fail,blocker,true,false,answer_mismatch|explanation_mismatch,rationale_status_tension|answer_match_tension,6个,medium,"题目与第13题条件相同，最少需要6个小立方块，而非5个。解释中“前排第1列2个、第3列2个，后排第2列1个”总数为5，但此时从左面看，前排第1列2个、第3列2个，后排第2列1个，从左面看应为2列，第1列最高2（前排第1列），第2列最高1（后排第2列），符合条件，但正面看第2列只有后排1个，正面看第2列应为1，符合2,1,2，但此时总数为5，似乎可行？但需验证：若前排第1列2个，第2列0个，第3列2个；后排第1列0个，第2列1个，第3列0个。正面看：第1列最高2，第2列最高1，第3列最高2，符合；左面看：前排最高2（第1列和第3列都是2），后排最高1（第2列1），即左面看第1列最高2，第2列最高1，符合。总数为2+2+1=5。但第13题同样条件答案为6，且第13题解释为最少6个。实际上，这种摆放是可能的，最少应为5个。但第13题答案6个，此处答案5个，存在矛盾。重新分析：正面看3列，左面看2列，设俯视图为2行3列。正面第1列最高2，第2列最高1，第3列最高2；左面第1列最高2，第2列最高1。最少时，可让第1列和第3列的两层都在同一排（前排），第2列的一层在另一排（后排），总数为2+1+2=5。但需检查左面看：前排有第1列2、第3列2，所以前排最高2；后排只有第2列1，最高1，左面看第1列最高2，第2列最高1，符合。因此最少5个是可行的。第13题答案6个是错误的，第19题答案5个正确。但第13题已通过，此处第19题答案5个，解释合理，应通过。然而，第13题答案6个，第19题答案5个，两者矛盾，需统一。实际上，最少应为5个。故第19题答案正确，第13题答案错误。但第13题已判pass，需修正。此处第19题答案5个，解释合理，应pass。",5个,5个,一个几何体由若干个完全相同的小立方块搭成。从正面看，看到3列，从左到右每列最高层数分别为2、1、2；从左面看，看到2列，从左到右每列最高层数分别为2、1。搭成这个几何体最少需要多少个小立方块？
bnu-junior-ds-v1-s1-020,S1,upper,short-answer,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,最少5个，描述合理，答案正确。,（1）最少用了5个小立方块。（2）从正面看，第一列有2层，第二列有1层，第三列有2层；从左面看，第一列有2层，第二列有1层。满足条件的摆放方式为：第一排（从正面看最前面一排）从左到右分别放置2个、1个、2个小立方块（即第一列2层，第二列1层，第三列2层），第二排（后面一排）只在第一列放置1个小立方块（即第一列1层，其余位置不放）。这样从正面看满足2、1、2，从左面看满足2、1，且总数为5个。,（1）最少用了5个小立方块。（2）从正面看，第一列有2层，第二列有1层，第三列有2层；从左面看，第一列有2层，第二列有1层。满足条件的摆放方式为：第一排（从正面看最前面一排）从左到右分别放置2个、1个、2个小立方块（即第一列2层，第二列1层，第三列2层），第二排（后面一排）只在第一列放置1个小立方块（即第一列1层，其余位置不放）。这样从正面看满足2、1、2，从左面看满足2、1，且总数为5个。,一个几何体由若干个大小相同的小立方块搭成。从正面看，看到3列，从左到右每列最高层数分别为2、1、2；从左面看，看到2列，从左到右每列最高层数分别为2、1。已知该几何体所用小立方块的个数尽可能少。请回答：（1）该几何体最少用了多少个小立方块？（2）请用文字描述此时几何体的形状（例如：第一排如何摆放，第二排如何摆放等）。
bnu-junior-ds-v1-s1-021,S1,upper,fill-in,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,棱柱顶点数=2×底面边数，得底面六边形，侧棱6条，每条10cm，答案正确。,底面是六边形，每条侧棱长 10 cm,底面是六边形，每条侧棱长 10 cm|六边形，10 cm|六边形，10厘米,一个棱柱有 12 个顶点，所有侧棱长的和为 60 cm。这个棱柱的底面是几边形？每条侧棱的长度是多少厘米？
bnu-junior-ds-v1-s1-022,S1,upper,multiple-choice,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,选项B从正面看是1×4，不符合田字，其他选项均符合，答案正确。,由4个小正方体排成1行4列1层的长方体,由4个小正方体排成1行4列1层的长方体,一个几何体由4个大小相同的小正方体搭成，从正面看和从左面看得到的形状都是“田”字形（即2行2列的正方形排列）。这个几何体不可能是下列哪一个？
bnu-junior-ds-v1-s1-023,S1,upper,short-answer,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,最少5个，结构描述合理，答案正确。,最少由5个小立方块搭成。结构：从正面看，第一列2层，第二列1层，第三列2层；从左面看，第一列2层，第二列1层。具体摆放：第一排（从正面看的第一列和第三列）各放2个小立方块，第二排（中间列）放1个小立方块，且第二排的小立方块放在第一层，使得从左面看时第二列只有1层。,最少由5个小立方块搭成。结构：从正面看，第一列2层，第二列1层，第三列2层；从左面看，第一列2层，第二列1层。具体摆放：第一排（从正面看的第一列和第三列）各放2个小立方块，第二排（中间列）放1个小立方块，且第二排的小立方块放在第一层，使得从左面看时第二列只有1层。,一个几何体由若干个大小相同的小立方块搭成。从正面看，看到3列，从左到右每列小立方块的个数依次为2、1、2；从左面看，看到2列，从左到右每列小立方块的个数依次为2、1。请写出这个几何体最少由几个小立方块搭成，并描述此时几何体的结构（说明每层每列小立方块的个数）。
bnu-junior-ds-v1-s1-024,S1,upper,fill-in,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,通过分析，最少需要6个小立方块，答案正确。,6,6,一个几何体由若干个大小相同的小立方块搭成。从正面看，看到的形状是两列，左边一列最高有3个小立方块，右边一列最高有2个小立方块；从左面看，看到的形状是两列，左边一列最高有2个小立方块，右边一列最高有3个小立方块。搭成这个几何体最少需要多少个小立方块？
bnu-junior-ds-v1-s1-025,S1,upper,multiple-choice,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目描述明确，可解；答案“六棱柱”正确，解释合理。,六棱柱,六棱柱,一个几何体由6个面围成，其中2个面是大小相同的正六边形，其余4个面是完全相同的长方形，所有侧棱都相等且垂直于底面。这个几何体是（　）
bnu-junior-ds-v1-s1-026,S1,upper,short-answer,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,fail,blocker,true,false,answer_mismatch|explanation_mismatch,,√145 cm,high,题目要求最短路线，解释中计算了三种路径：√185、13、√145，其中√145≈12.04最小，但答案却给出√185，与解释矛盾，答案错误。,\sqrt{185} cm,\sqrt{185} cm|√185 cm|根号185 cm|根号185厘米,一个长方体形状的包装盒，长8 cm，宽5 cm，高4 cm。一只蚂蚁从盒子外表面的一个顶点A出发，沿表面爬行到与A相对的顶点B。蚂蚁爬行的最短路线长度是多少厘米？
bnu-junior-ds-v1-s1-027,S1,upper,fill-in,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目条件充分，可解；答案5正确，解释合理。,5,5|5个|五个,一个几何体由若干个大小相同的小立方块搭成。从正面和左面看到的形状都是“田”字形（即2行2列的正方形网格），从上面看到的形状是“L”形（由3个小正方形组成，其中2个在同一行，1个在下一行左侧）。这个几何体最少由多少个小立方块搭成？
bnu-junior-ds-v1-s1-028,S1,upper,multiple-choice,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,fail,blocker,true,false,answer_mismatch|explanation_mismatch,rationale_status_tension|answer_match_tension,3,medium,解释中得出3对面是4，因此与4相对的面是3，答案正确，但选项中有3，答案匹配。然而解释中“正方体相对面数字之和为7”是错误前提，题目未说明数字是1-6且相对面和为7，但根据相邻和可推导出正确结果，答案3正确。但解释逻辑有误，应基于条件推导。不过答案与选项匹配，且可解。但解释错误，应标记。,3,3,有一个密封的正方体盒子，六个面上分别标有数字1、2、3、4、5、6。已知与数字1相邻的四个面上的数字之和为14，与数字2相邻的四个面上的数字之和为13，与数字3相邻的四个面上的数字之和为12。请问与数字4相对的面上的数字是多少？
bnu-junior-ds-v1-s1-029,S1,upper,short-answer,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案5√41 cm正确，解释合理。,5√41 cm,5√41 cm|5√41|5倍根号41厘米,一个长方体形状的礼品盒，长 20 cm，宽 15 cm，高 10 cm。一只蚂蚁从顶点 A 出发，沿礼品盒表面爬到与 A 相对的顶点 B。蚂蚁爬行的最短路线长度是多少厘米？
bnu-junior-ds-v1-s1-030,S1,upper,fill-in,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案正确，解释合理。,（1）六棱柱；（2）18条,（1）六棱柱；（2）18条|（1）六棱柱（2）18条|六棱柱，18条|六棱柱 18条,一个直棱柱有12个顶点，它的底面是一个多边形。请回答：（1）这个直棱柱是几棱柱？（2）它有多少条棱？
bnu-junior-ds-v1-s1-031,S1,upper,multiple-choice,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案三棱柱正确，解释合理。,三棱柱,三棱柱,一个几何体由5个面围成，其中3个面是四边形，其余面是三角形，且所有面都是平面图形。这个几何体是什么？
bnu-junior-ds-v1-s1-032,S1,upper,short-answer,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案150正确，解释合理。,150,150|150平方厘米,一个正方体木块，从正面看是一个正方形，从左面看也是一个正方形，从上面看还是一个正方形。如果在这个正方体的每个面上都贴一张不同颜色的正方形彩纸，且彩纸的边长与正方体的棱长相等。已知正方体的棱长为5厘米，求所有彩纸的总面积是多少平方厘米？
bnu-junior-ds-v1-s1-033,S1,upper,fill-in,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案18正确，解释合理。,18,18,一个棱柱有12个顶点，则它的棱数是______。
bnu-junior-ds-v1-s1-034,S1,upper,multiple-choice,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案正确，解释合理。,由6个正方形组成，其中5个排成一列，另1个连在中间正方形的旁边,由6个正方形组成，其中5个排成一列，另1个连在中间正方形的旁边,下列哪个图形不可能是一个正方体的表面展开图？
bnu-junior-ds-v1-s1-035,S1,upper,short-answer,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案圆形正确，解释合理。,圆形，因为圆柱的上下底面是圆，从正上方看时视线垂直于底面，看到的是底面圆的形状。,圆形，因为圆柱的上下底面是圆，从正上方看时视线垂直于底面，看到的是底面圆的形状。|圆形|圆,一个圆柱形水杯，从正上方看，看到的形状是什么？请描述这个形状并说明理由。
bnu-junior-ds-v1-s1-036,S1,upper,fill-in,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目可解，答案长方体正确，解释合理。,长方体,长方体,一个几何体从正面看是长方形，从左面看是正方形，从上面看是长方形。这个几何体是______。
bnu-junior-ds-v1-s1-037,S1,upper,multiple-choice,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,题目明确，正方体截面不可能是直角三角形，选项唯一，答案正确，解释合理。,直角三角形,直角三角形,用一个平面去截一个正方体，截面不可能是下列哪个图形？
bnu-junior-ds-v1-s1-038,S1,upper,short-answer,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,棱锥面数=底面边数+1，底面边数5，棱数=2×5=10，答案正确，解释清晰。,10,10|10条,一个棱锥有6个面，则它有多少条棱？请写出计算过程。
bnu-junior-ds-v1-s1-039,S1,upper,fill-in,Exam,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,正方体12条棱，总和12a，答案正确，解释无误。,12a,12a,一个正方体的棱长为a，它的所有棱长之和为______。
bnu-junior-ds-v1-s1-040,S1,upper,multiple-choice,Challenge,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,fail,major,true,false,answer_mismatch|explanation_mismatch,,5,high,由正视图和左视图可确定最少需要5个小立方块，解释中计算2+1+2=5正确，但最终答案写6，前后矛盾。正确答案应为5。,6,6,一个几何体由若干个相同的小立方块搭成，从正面看有3列，从左到右每列小立方块的数量分别是2、1、2；从左面看有2列，从左到右每列小立方块的数量分别是2、1。则搭成这个几何体最少需要多少个小立方块？
bnu-junior-ds-v1-s1-041,S1,upper,short-answer,Core,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,长方体符合6面12棱8顶点且每个面是四边形，答案正确，解释合理。,长方体（或正方体）。因为长方体有6个面、12条棱、8个顶点，且每个面都是四边形，符合条件。,长方体（或正方体）。因为长方体有6个面、12条棱、8个顶点，且每个面都是四边形，符合条件。|长方体|正方体|长方体（或正方体）,一个几何体由6个面、12条棱和8个顶点组成，每个面都是四边形。请写出这个几何体的名称，并说明理由。
bnu-junior-ds-v1-s1-042,S1,upper,fill-in,Foundation,bnu-junior-s1-upper-spatial-figures,丰富的图形世界,pass,none,true,true,,,,high,棱柱面数=侧棱数+2，侧棱数5，五棱柱棱数=3×5=15，答案正确。,15,15,一个棱柱有7个面，则它有______条棱。
bnu-junior-ds-v1-s1-043,S1,upper,multiple-choice,Exam,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,"由非负数和为0得a=2,b=-3，a+b=-1，选项A正确，解释无误。",A. -1,A. -1,"已知a、b为有理数，且|a-2|与(b+3)²互为相反数，则a+b的值为（　）\nA. -1\nB. 1\nC. -5\nD. 5"
bnu-junior-ds-v1-s1-044,S1,upper,short-answer,Challenge,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,0℃±3℃即-3℃到3℃，-2℃在范围内，能存放，答案正确。,能存放。因为0℃±3℃表示温度范围是-3℃到3℃，-2℃在这个范围内。,能存放。因为0℃±3℃表示温度范围是-3℃到3℃，-2℃在这个范围内。|能存放|能|可以,某冷库的温度是-2℃，现有一批蔬菜要求冷藏温度为0℃±3℃，问这批蔬菜能否在此冷库存放？请通过计算说明。
bnu-junior-ds-v1-s1-045,S1,upper,fill-in,Core,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,数轴上两点距离为2-(-3)=5，答案正确。,5,5,在数轴上，点A表示-3，点B表示2，则A、B两点间的距离是______。
bnu-junior-ds-v1-s1-046,S1,upper,multiple-choice,Foundation,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,负数比较，-3<-2，选项A正确，解释合理。,A. -3,A. -3,"下列各数中，比-2小的数是（　）\nA. -3\nB. -1\nC. 0\nD. 2"
bnu-junior-ds-v1-s1-047,S1,upper,short-answer,Exam,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,计算过程正确，结果为-67，答案匹配。,-67,-67,计算：(-2)³+(-3)×[(-4)²+2]-(-5)²÷5。
bnu-junior-ds-v1-s1-048,S1,upper,fill-in,Challenge,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,"由条件得x=-5,y=±2，x-y=-7或-3，答案正确，解释清晰。",-7或-3,"-7或-3|-7,-3|-3或-7",若|x|=5，|y|=2，且x<y，则x-y=______。
bnu-junior-ds-v1-s1-049,S1,upper,multiple-choice,Core,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,题目条件充分，计算正确，答案与选项匹配，解释合理。,B. 3,B. 3,"若a、b互为相反数，c、d互为倒数，m的绝对值是2，则(a+b)/m + m² - cd的值为（　）\nA. 2\nB. 3\nC. 4\nD. 5"
bnu-junior-ds-v1-s1-050,S1,upper,short-answer,Foundation,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,题目可解，答案正确，解释与答案一致，acceptedAnswers覆盖合理。,-3℃,-3℃|-3|-3度,某天早晨气温为-5℃，中午上升了8℃，晚上又下降了6℃，则晚上的气温是多少？
bnu-junior-ds-v1-s1-051,S1,upper,fill-in,Exam,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,题目条件充分，计算正确，答案4.5小时，解释清晰，acceptedAnswers包含多种等价形式。,4.5,4.5|9/2|4.5小时|9/2小时,某冷库的室温为 -5°C，现有一批食品需要在 -23°C 下冷藏。如果冷库每小时降温 4°C，那么需要多少小时才能降到所需温度？
bnu-junior-ds-v1-s1-052,S1,upper,multiple-choice,Challenge,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,题目可解，计算正确，选项唯一，答案与解释匹配。,-17℃,-17℃,某冷库的温度上午8时为-5℃，之后每小时均匀下降2℃。到下午2时，冷库的温度是多少摄氏度？
bnu-junior-ds-v1-s1-053,S1,upper,short-answer,Core,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,题目可解，答案正确，解释与答案一致，acceptedAnswers覆盖了完整表述和简化形式。,温差为 13 ℃。在数轴上，-5 与 8 之间的距离为 13 个单位长度，即 |8 - (-5)| = |8 + 5| = 13。,温差为 13 ℃。在数轴上，-5 与 8 之间的距离为 13 个单位长度，即 |8 - (-5)| = |8 + 5| = 13。|13 ℃|13|温差是13℃,某日气温记录显示，凌晨最低气温为 -5 ℃，中午最高气温为 8 ℃。求这一天的温差（最高气温与最低气温的差）。并说明在数轴上如何表示这两个气温的差。
bnu-junior-ds-v1-s1-054,S1,upper,fill-in,Foundation,bnu-junior-s1-upper-rational-numbers,有理数及其运算,pass,none,true,true,,,,high,题目可解，计算正确，答案0℃，解释合理。,0℃,0℃|0摄氏度|0,某天早晨气温为 -5℃，中午上升了 8℃，傍晚又下降了 3℃。问傍晚的气温是多少摄氏度？
