id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v3-s4-011,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,fill-in,"V3安全变式0011：填空：设全集 U={1,2,3,...,103}，A 为 U 中能被 5 整除的数，B 为 U 中能被 13 整除的数。求 A∪B 的元素个数。",,26,26,分别有 20 个和 7 个，交集为 1 个，所以并集元素个数为 26。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-012,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,short-answer,"V3安全变式0012：解答：设全集 U={1,2,3,...,156}，A 为 U 中能被 8 整除的数，B 为 U 中能被 15 整除的数。求 A∪B 的元素个数。",,28,28,分别有 19 个和 10 个，交集为 1 个，所以并集元素个数为 28。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-013,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,multiple-choice,"V3安全变式0013：选择：设全集 U={1,2,3,...,134}，A 为 U 中能被 8 整除的数，B 为 U 中能被 12 整除的数。求 A∪B 的元素个数。",24 | 22 | 20 | 26,22,22,分别有 16 个和 11 个，交集为 5 个，所以并集元素个数为 22。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-014,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,fill-in,"V3安全变式0014：填空：设全集 U={1,2,3,...,160}，A 为 U 中能被 8 整除的数，B 为 U 中能被 15 整除的数。求 A∪B 的元素个数。",,29,29,分别有 20 个和 10 个，交集为 1 个，所以并集元素个数为 29。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-015,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,short-answer,"V3安全变式0015：解答：设全集 U={1,2,3,...,129}，A 为 U 中能被 7 整除的数，B 为 U 中能被 13 整除的数。求 A∪B 的元素个数。",,26,26,分别有 18 个和 9 个，交集为 1 个，所以并集元素个数为 26。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-016,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,multiple-choice,"V3安全变式0016：选择：设全集 U={1,2,3,...,123}，A 为 U 中能被 6 整除的数，B 为 U 中能被 15 整除的数。求 A∪B 的元素个数。",26 | 22 | 24 | 28,24,24,分别有 20 个和 8 个，交集为 4 个，所以并集元素个数为 24。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-017,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,fill-in,"V3安全变式0017：填空：设全集 U={1,2,3,...,68}，A 为 U 中能被 4 整除的数，B 为 U 中能被 7 整除的数。求 A∪B 的元素个数。",,24,24,分别有 17 个和 9 个，交集为 2 个，所以并集元素个数为 24。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-018,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,short-answer,"V3安全变式0018：解答：设全集 U={1,2,3,...,99}，A 为 U 中能被 6 整除的数，B 为 U 中能被 10 整除的数。求 A∪B 的元素个数。",,22,22,分别有 16 个和 9 个，交集为 3 个，所以并集元素个数为 22。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-019,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,multiple-choice,"V3安全变式0019：选择：设全集 U={1,2,3,...,90}，A 为 U 中能被 5 整除的数，B 为 U 中能被 11 整除的数。求 A∪B 的元素个数。",27 | 23 | 29 | 25,25,25,分别有 18 个和 8 个，交集为 1 个，所以并集元素个数为 25。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-020,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,fill-in,"V3安全变式0020：填空：设全集 U={1,2,3,...,72}，A 为 U 中能被 3 整除的数，B 为 U 中能被 12 整除的数。求 A∪B 的元素个数。",,24,24,分别有 24 个和 6 个，交集为 6 个，所以并集元素个数为 24。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-021,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,short-answer,"V3安全变式0021：解答：设全集 U={1,2,3,...,114}，A 为 U 中能被 6 整除的数，B 为 U 中能被 13 整除的数。求 A∪B 的元素个数。",,26,26,分别有 19 个和 8 个，交集为 1 个，所以并集元素个数为 26。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-022,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,multiple-choice,"V3安全变式0022：选择：设全集 U={1,2,3,...,70}，A 为 U 中能被 3 整除的数，B 为 U 中能被 11 整除的数。求 A∪B 的元素个数。",29 | 27 | 25 | 31,27,27,分别有 23 个和 6 个，交集为 2 个，所以并集元素个数为 27。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-023,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,fill-in,"V3安全变式0023：填空：设全集 U={1,2,3,...,135}，A 为 U 中能被 7 整除的数，B 为 U 中能被 14 整除的数。求 A∪B 的元素个数。",,19,19,分别有 19 个和 9 个，交集为 9 个，所以并集元素个数为 19。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-024,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,short-answer,"V3安全变式0024：解答：设全集 U={1,2,3,...,91}，A 为 U 中能被 5 整除的数，B 为 U 中能被 10 整除的数。求 A∪B 的元素个数。",,18,18,分别有 18 个和 9 个，交集为 9 个，所以并集元素个数为 18。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-025,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,multiple-choice,"V3安全变式0025：选择：设全集 U={1,2,3,...,54}，A 为 U 中能被 3 整除的数，B 为 U 中能被 7 整除的数。求 A∪B 的元素个数。",23 | 25 | 21 | 27,23,23,分别有 18 个和 7 个，交集为 2 个，所以并集元素个数为 23。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-026,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,fill-in,"V3安全变式0026：填空：设全集 U={1,2,3,...,99}，A 为 U 中能被 5 整除的数，B 为 U 中能被 13 整除的数。求 A∪B 的元素个数。",,25,25,分别有 19 个和 7 个，交集为 1 个，所以并集元素个数为 25。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-027,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,short-answer,"V3安全变式0027：解答：设全集 U={1,2,3,...,102}，A 为 U 中能被 6 整除的数，B 为 U 中能被 11 整除的数。求 A∪B 的元素个数。",,25,25,分别有 17 个和 9 个，交集为 1 个，所以并集元素个数为 25。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-028,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,multiple-choice,"V3安全变式0028：选择：设全集 U={1,2,3,...,86}，A 为 U 中能被 5 整除的数，B 为 U 中能被 10 整除的数。求 A∪B 的元素个数。",19 | 15 | 21 | 17,17,17,分别有 17 个和 8 个，交集为 8 个，所以并集元素个数为 17。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-029,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,fill-in,"V3安全变式0029：填空：设全集 U={1,2,3,...,59}，A 为 U 中能被 2 整除的数，B 为 U 中能被 12 整除的数。求 A∪B 的元素个数。",,29,29,分别有 29 个和 4 个，交集为 4 个，所以并集元素个数为 29。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-030,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,short-answer,"V3安全变式0030：解答：设全集 U={1,2,3,...,74}，A 为 U 中能被 4 整除的数，B 为 U 中能被 10 整除的数。求 A∪B 的元素个数。",,22,22,分别有 18 个和 7 个，交集为 3 个，所以并集元素个数为 22。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-031,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,multiple-choice,"V3安全变式0031：选择：设全集 U={1,2,3,...,66}，A 为 U 中能被 3 整除的数，B 为 U 中能被 10 整除的数。求 A∪B 的元素个数。",28 | 26 | 24 | 30,26,26,分别有 22 个和 6 个，交集为 2 个，所以并集元素个数为 26。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-032,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,fill-in,"V3安全变式0032：填空：设全集 U={1,2,3,...,91}，A 为 U 中能被 4 整除的数，B 为 U 中能被 14 整除的数。求 A∪B 的元素个数。",,25,25,分别有 22 个和 6 个，交集为 3 个，所以并集元素个数为 25。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-033,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Core,short-answer,"V3安全变式0033：解答：设全集 U={1,2,3,...,159}，A 为 U 中能被 7 整除的数，B 为 U 中能被 17 整除的数。求 A∪B 的元素个数。",,30,30,分别有 22 个和 9 个，交集为 1 个，所以并集元素个数为 30。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-034,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Challenge,multiple-choice,"V3安全变式0034：选择：设全集 U={1,2,3,...,152}，A 为 U 中能被 7 整除的数，B 为 U 中能被 17 整除的数。求 A∪B 的元素个数。",30 | 26 | 28 | 32,28,28,分别有 21 个和 8 个，交集为 1 个，所以并集元素个数为 28。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-035,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Foundation,fill-in,"V3安全变式0035：填空：设全集 U={1,2,3,...,123}，A 为 U 中能被 7 整除的数，B 为 U 中能被 12 整除的数。求 A∪B 的元素个数。",,26,26,分别有 17 个和 10 个，交集为 1 个，所以并集元素个数为 26。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
hjb-high-ds-v3-s4-036,S4,hjb-high-s4-集合与逻辑,集合与逻辑,必修 第一册,集合与逻辑,sets | set-operations | logic-conditions | quantifiers,Exam,short-answer,"V3安全变式0036：解答：设全集 U={1,2,3,...,131}，A 为 U 中能被 8 整除的数，B 为 U 中能被 12 整除的数。求 A∪B 的元素个数。",,21,21,分别有 16 个和 10 个，交集为 5 个，所以并集元素个数为 21。,hjb-high-compulsory-1-sets-logic,hjb-high-compulsory-1-sets-logic-unit-core | hjb-high-compulsory-1-sets-logic-topic-review,passed-auto-source-scan,pending-manual,pending-manual,Generated as V3 candidate by deterministic MAIS safe-template fallback from committed HJB safe-RAG metadata after bl auth preflight found no DashScope API key; manual S18 review required before app integration.
