index,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationNeed,illustrationType,priority,confidence,manualReviewRequired,reasonZhHans,generationBriefZhHans,copyrightSafetyZhHans,promptZhHans,answer,skillTags,competencyTags,misconceptionTags,evidenceCardIds
239,hjb-junior-ds-v2-s1-239,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,fill-in,Foundation,must-have,geometry-diagram,P1,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何构型包含多点线关系或证明/变换条件。,为沪教版初中数学题 hjb-junior-ds-v2-s1-239 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个等边三角形绕其中心旋转一定的角度后能与自身重合。这个旋转角的最小度数是______。,120°,平移；旋转；翻折；轴对称；变换前后关系,空间观念；几何直观；推理意识,movement changes shape size；corresponding points mismatched；rotation direction confused,hjb-junior-s1-upper-figure-transformations
247,hjb-junior-ds-v2-s1-247,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,multiple-choice,Foundation,recommended,geometry-diagram,P2,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何单元题插图可提升点线角关系理解。,为沪教版初中数学题 hjb-junior-ds-v2-s1-247 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,下列哪种运动一定会改变图形的形状和大小？,以上都不改变,平移；旋转；翻折；轴对称；变换前后关系,空间观念；几何直观；推理意识,movement changes shape size；corresponding points mismatched；rotation direction confused,hjb-junior-s1-upper-figure-transformations
248,hjb-junior-ds-v2-s1-248,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,fill-in,Core,must-have,geometry-diagram,P1,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何构型包含多点线关系或证明/变换条件。,为沪教版初中数学题 hjb-junior-ds-v2-s1-248 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,一个正方形绕其中心旋转90°后，与自身重合。这个旋转的旋转角是______度。,90,平移；旋转；翻折；轴对称；变换前后关系,空间观念；几何直观；推理意识,movement changes shape size；corresponding points mismatched；rotation direction confused,hjb-junior-s1-upper-figure-transformations
250,hjb-junior-ds-v2-s1-250,S1,upper,七年级上册,图形的运动,hjb-junior-s1-upper-figure-transformations,multiple-choice,Core,must-have,geometry-diagram,P1,high,true,题干包含几何构型、点线角或圆的关系，原创示意图能稳定呈现已知条件与对应关系。 判定信号：几何构型包含多点线关系或证明/变换条件。,为沪教版初中数学题 hjb-junior-ds-v2-s1-250 绘制原创题目插图，单元「图形的运动」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"将点A(-2,3)绕原点顺时针旋转90°，得到的点A'的坐标是（ ）。","(3,2)",平移；旋转；翻折；轴对称；变换前后关系,空间观念；几何直观；推理意识,movement changes shape size；corresponding points mismatched；rotation direction confused,hjb-junior-s1-upper-figure-transformations
254,hjb-junior-ds-v2-s1-254,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-254 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,若关于 x 的不等式 (a - 1)x > a - 1 的解集为 x < 1，则 a 的取值范围是______。,a < 1,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
257,hjb-junior-ds-v2-s1-257,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Foundation,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-257 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,不等式 3 - 2x ≥ 7 的解集是 ________。,x ≤ -2,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
259,hjb-junior-ds-v2-s1-259,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Foundation,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-259 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,若 a < b，则下列不等式中一定成立的是（ ）,C. a + 1 < b + 1,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
260,hjb-junior-ds-v2-s1-260,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-260 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,满足不等式 2x - 1 < 5 的最大整数是 ________。,2,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
262,hjb-junior-ds-v2-s1-262,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-262 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,不等式 -2x + 1 ≤ 5 的解集是（ ）,x ≥ -2,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
263,hjb-junior-ds-v2-s1-263,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Foundation,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-263 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,不等式 3(x - 1) ≥ 2x + 1 的解集是______。,x ≥ 4,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
266,hjb-junior-ds-v2-s1-266,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-266 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,某商店销售一种商品，每件进价40元，售价定为x元。若每天可售出(200-5x)件，且商店希望每天盈利不低于600元。请列出关于x的不等式，并求出x的取值范围。,不等式：(x-40)(200-5x)≥600；x的取值范围：50≤x≤70,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
269,hjb-junior-ds-v2-s1-269,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Foundation,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-269 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,若关于x的不等式 (m+2)x > m+2 的解集为 x < 1，则m的取值范围是______。,m < -2,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
270,hjb-junior-ds-v2-s1-270,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-270 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,某文具店购进一批笔记本，每本进价3元，售价定为x元。若每天可卖出(100-10x)本，且文具店希望每天销售这种笔记本的利润不低于120元。请列出关于x的不等式，并求出x的取值范围。,不等式：(x-3)(100-10x)≥120；x的取值范围：5≤x≤8,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
272,hjb-junior-ds-v2-s1-272,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-272 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,若关于 x 的不等式 2x - a ≤ 3 的解集为 x ≤ 4，则 a 的值为______。,5,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
274,hjb-junior-ds-v2-s1-274,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Core,recommended,coordinate-grid,P2,medium,true,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-274 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"已知点 A(2, m) 在第四象限，且点 A 到 x 轴的距离为 3，则 m 的取值范围是（ ）",m = -3,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
276,hjb-junior-ds-v2-s1-276,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-276 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,某校七年级学生参加社会实践活动，若租用45座客车，则有10人无座位；若租用同样数量的50座客车，则空出20个座位。设租用客车x辆，请列出关于x的不等式表示“租用45座客车时人数超过座位数”这一条件，并求出x的最小整数值。,不等式：45x<45x+10；x的最小整数值：1,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
279,hjb-junior-ds-v2-s1-279,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Foundation,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-279 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,用不等式表示“a的3倍与2的差是非负数”：______。,3a-2≥0,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
280,hjb-junior-ds-v2-s1-280,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,multiple-choice,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-280 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,某商店以每件15元的价格购进一批商品，若每件售价定为x元，则可卖出(200-10x)件。商店计划获利不低于400元，则x应满足的不等式是（ ）,A. (x-15)(200-10x)≥400,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
284,hjb-junior-ds-v2-s1-284,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,fill-in,Core,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-284 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,若关于 x 的不等式 (m - 2)x > m - 2 的解集为 x < 1，则 m 的取值范围是______。,m < 2,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
285,hjb-junior-ds-v2-s1-285,S1,lower,七年级下册,一元一次不等式,hjb-junior-s1-lower-linear-inequalities,short-answer,Foundation,recommended,conceptual-support,P2,medium,true,题干可以用结构图辅助理解，适合做低优先级概念支持图。 判定信号：不等式解集可用数轴辅助呈现。,为沪教版初中数学题 hjb-junior-ds-v2-s1-285 绘制原创题目插图，单元「一元一次不等式」，不要复制教材或试卷版式。 绘制概念支持图，帮助理解结构，但不要添加题干没有给出的结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,某商店销售一种成本为每件15元的文具，售价为每件x元。根据市场调查，当售价定为每件x元时，每天可售出(800 - 20x)件。若商店希望每天的利润不低于2000元，请列出关于x的不等式，并求出x的取值范围。,不等式为 (x - 15)(800 - 20x) ≥ 2000，解得 20 ≤ x ≤ 35。,不等式性质；解一元一次不等式；解集表示；数轴表达；实际问题建模,符号意识；运算能力；模型意识,inequality direction not reversed；boundary point marked incorrectly；solution set treated as a single value,hjb-junior-s1-lower-linear-inequalities
