"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v4-s4-250","S4","必修 第一册","函数的概念、性质及应用","函数的概念、性质及应用","multiple-choice","Challenge","V4修复变式0250：选择：已知 f(x)=9x+2，若 f(t)=f(12)+2×9，求 t+f(t)。","143 | 141 | 144 | 142","142","142","一次函数斜率为 9，函数值增加 2×9 时自变量增加 2，所以 t=12+2=14。f(t)=9×14+2=128，故 t+f(t)=142。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s4-251","S4","必修 第二册","三角","三角","fill-in","Foundation","V4修复变式0251：填空：在三角形 ABC 中，AB=10，AC=16，且 ∠A=60°。求 △ABC 的面积。","","40√3","40√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×10×16×√3/2=40√3。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-253","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V4修复变式0253：选择：在三角形 ABC 中，AB=10，AC=17，且 ∠A=60°。求 BC²。","219 | 220 | 218 | 221","219","219","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=10²+17²-10×17=219。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s4-254","S4","必修 第二册","三角","三角","fill-in","Foundation","V4修复变式0254：填空：在三角形 ABC 中，AB=6，AC=11，且 ∠A=60°。求 △ABC 的面积。","","33√3/2","33√3/2","三角形面积 S=1/2×AB×AC×sin60°=1/2×6×11×√3/2=33√3/2。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-262","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V4修复变式0262：选择：在三角形 ABC 中，AB=3，AC=9，且 ∠A=60°。求 BC²。","63 | 64 | 62 | 65","63","63","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=3²+9²-3×9=63。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-263","S4","必修 第二册","三角","三角","fill-in","Foundation","V4修复变式0263：填空：在三角形 ABC 中，AB=6，AC=20，且 ∠A=60°。求 △ABC 的面积。","","30√3","30√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×6×20×√3/2=30√3。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-264","S4","必修 第二册","三角","三角","short-answer","Core","V4修复变式0264：解答：在三角形 ABC 中，AB=3，AC=12，且 ∠A=60°。求 △ABC 的面积。","","9√3","9√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×3×12×√3/2=9√3。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-266","S4","必修 第二册","三角","三角","fill-in","Foundation","V4修复变式0266：填空：在三角形 ABC 中，AB=8，AC=16，且 ∠A=60°。求 △ABC 的面积。","","32√3","32√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×8×16×√3/2=32√3。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-283","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V4修复变式0283：选择：在三角形 ABC 中，AB=4，AC=5，且 ∠A=60°。求 BC²。","22 | 20 | 23 | 21","21","21","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=4²+5²-4×5=21。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-288","S4","必修 第二册","三角","三角","short-answer","Core","V4修复变式0288：解答：在三角形 ABC 中，AB=7，AC=16，且 ∠A=60°。求 △ABC 的面积。","","28√3","28√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×7×16×√3/2=28√3。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-289","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V4修复变式0289：选择：在三角形 ABC 中，AB=7，AC=15，且 ∠A=60°。求 BC²。","171 | 169 | 170 | 168","169","169","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=7²+15²-7×15=169。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-306","S4","必修 第二册","三角","三角","short-answer","Core","V4修复变式0306：解答：在三角形 ABC 中，AB=6，AC=13，且 ∠A=60°。求 △ABC 的面积。","","39√3/2","39√3/2","三角形面积 S=1/2×AB×AC×sin60°=1/2×6×13×√3/2=39√3/2。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-307","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V4修复变式0307：选择：在三角形 ABC 中，AB=11，AC=15，且 ∠A=60°。求 BC²。","180 | 183 | 181 | 182","181","181","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=11²+15²-11×15=181。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-308","S4","必修 第二册","三角","三角","fill-in","Foundation","V4修复变式0308：填空：在三角形 ABC 中，AB=5，AC=16，且 ∠A=60°。求 △ABC 的面积。","","20√3","20√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×5×16×√3/2=20√3。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-313","S4","必修 第二册","三角","三角","multiple-choice","Challenge","V4修复变式0313：选择：在三角形 ABC 中，AB=10，AC=12，且 ∠A=60°。求 BC²。","126 | 124 | 125 | 123","124","124","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=10²+12²-10×12=124。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-329","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","V4修复变式0329：填空：函数 y=8sin(2x+12π/6) 的最小正周期是多少？","","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-338","S4","必修 第二册","三角函数","三角函数","fill-in","Foundation","V4修复变式0338：填空：函数 y=8sin(2x+9π/6) 的最小正周期是多少？","","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-348","S4","必修 第二册","三角函数","三角函数","short-answer","Core","V4修复变式0348：解答：函数 y=10sin(2x+11π/6) 的最小正周期是多少？","","π","π","sin(ωx+φ) 的周期为 2π/|ω|，这里 ω=2，所以周期为 π。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-352","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V4修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","2 | 3 | 1 | 4","2","2","最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=π(3-7)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-355","S4","必修 第二册","三角函数","三角函数","multiple-choice","Challenge","V4修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。","3 | 1 | 4 | 2","2","2","最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π(3-2)/12+kπ。限制 0≤x≤2π，可得符合条件的整数 k 有 2 个。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-385","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V4修复变式0385：填空：已知向量 u=(10,6)，v=(5,7)，求 |u+v|²-|u|²-|v|²。","","184","184","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(10×5+6×7)=184。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-387","S4","必修 第二册","平面向量","平面向量","fill-in","Core","V4修复变式0387：填空：已知向量 u=(12,1)，v=(8,2)，求 u·v。","","98","98","u·v=12×8+1×2=98。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-391","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V4修复变式0391：填空：已知向量 u=(12,4)，v=(6,5)，求 |u+v|²-|u|²-|v|²。","","184","184","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(12×6+4×5)=184。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s4-397","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V4修复变式0397：填空：已知向量 u=(4,6)，v=(17,7)，求 |u+v|²-|u|²-|v|²。","","220","220","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(4×17+6×7)=220。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s4-400","S4","必修 第二册","平面向量","平面向量","multiple-choice","Challenge","V4修复变式0400：选择：已知向量 u=(5,5)，v=(18,6)，求 |u+v|²-|u|²-|v|²。","239 | 242 | 240 | 241","240","240","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(5×18+5×6)=240。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-409","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V4修复变式0409：填空：已知向量 u=(11,7)，v=(8,8)，求 |u+v|²-|u|²-|v|²。","","288","288","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(11×8+7×8)=288。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-418","S4","必修 第二册","平面向量","平面向量","multiple-choice","Challenge","V4修复变式0418：选择：已知向量 u=(7,9)，v=(6,10)，求 |u+v|²-|u|²-|v|²。","266 | 264 | 265 | 263","264","264","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(7×6+9×10)=264。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s4-421","S4","必修 第二册","平面向量","平面向量","fill-in","Challenge","V4修复变式0421：填空：已知向量 u=(6,8)，v=(18,9)，求 |u+v|²-|u|²-|v|²。","","360","360","由 |u+v|²=|u|²+2u·v+|v|²，所求为 2u·v=2×(6×18+8×9)=360。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s4-432","S4","必修 第二册","平面向量","平面向量","multiple-choice","Core","V4修复变式0432：选择：已知向量 u=(6,2)，v=(17,3)，求 u·v。","116 | 100 | 124 | 108","108","108","u·v=6×17+2×3=108。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-436","S4","必修 第二册","平面向量","平面向量","multiple-choice","Core","V4修复变式0436：选择：已知向量 u=(5,7)，v=(17,8)，求 u·v。","153 | 129 | 165 | 141","141","141","u·v=5×17+7×8=141。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-439","S4","必修 第二册","复数","复数","fill-in","Core","V4修复变式0439：填空：复数 z=(4+2i)+(12-2i)，求 z 的实部。","","16","16","实部相加，虚部抵消，z=16，实部为 16。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-486","S4","必修 第二册","复数","复数","multiple-choice","Core","V4修复变式0486：选择：复数 z=(8+5i)+(7-5i)，求 z 的实部。","15 | 16 | 14 | 17","15","15","实部相加，虚部抵消，z=15，实部为 15。","fresh-150-sample-fill"
"hjb-high-ds-v4-s4-488","S4","必修 第二册","复数","复数","multiple-choice","Core","V4修复变式0488：选择：复数 z=(6+5i)+(8-5i)，求 z 的实部。","15 | 13 | 14 | 16","14","14","实部相加，虚部抵消，z=14，实部为 14。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-002","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","V4修复变式0502：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 6、6、5。求含有长为 6 的棱的两个相邻面的面积之和。","","66","66","两个相邻面的面积分别为 6×6 和 6×5，面积和为 6×6+6×5=66。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-004","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Exam","V4修复变式0504：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 10、8、7。求含有长为 10 的棱的两个相邻面的面积之和。","151 | 149 | 152 | 150","150","150","两个相邻面的面积分别为 10×8 和 10×7，面积和为 10×8+10×7=150。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-006","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Challenge","V4修复变式0506：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 12、18、9。求含有长为 12 的棱的两个相邻面的面积之和。","","324","324","两个相邻面的面积分别为 12×18 和 12×9，面积和为 12×18+12×9=324。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-010","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Challenge","V4修复变式0510：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 3、10、4。求含有长为 3 的棱的两个相邻面的面积之和。","42 | 43 | 41 | 44","42","42","两个相邻面的面积分别为 3×10 和 3×4，面积和为 3×10+3×4=42。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-012","S5","必修 第三册","空间直线与平面","空间直线与平面","short-answer","Exam","V4修复变式0512：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 3、6、6。求含有长为 3 的棱的两个相邻面的面积之和。","","36","36","两个相邻面的面积分别为 3×6 和 3×6，面积和为 3×6+3×6=36。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-014","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","V4修复变式0514：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 3、4、8。求含有长为 3 的棱的两个相邻面的面积之和。","","36","36","两个相邻面的面积分别为 3×4 和 3×8，面积和为 3×4+3×8=36。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-019","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","V4修复变式0519：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 3 和 15，这两条棱围成的矩形面积是多少？","48 | 42 | 51 | 45","45","45","相邻垂直棱围成矩形，面积=3×15=45。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-026","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","V4修复变式0526：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 7、8、11。求含有长为 7 的棱的两个相邻面的面积之和。","","133","133","两个相邻面的面积分别为 7×8 和 7×11，面积和为 7×8+7×11=133。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s5-032","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Exam","V4修复变式0532：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 6、12、8。求含有长为 6 的棱的两个相邻面的面积之和。","","120","120","两个相邻面的面积分别为 6×12 和 6×8，面积和为 6×12+6×8=120。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-034","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Challenge","V4修复变式0534：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 8、13、10。求含有长为 8 的棱的两个相邻面的面积之和。","183 | 186 | 184 | 185","184","184","两个相邻面的面积分别为 8×13 和 8×10，面积和为 8×13+8×10=184。","fresh-150-sample-fill"
"hjb-high-ds-v4-s5-038","S5","必修 第三册","空间直线与平面","空间直线与平面","fill-in","Challenge","V4修复变式0538：填空：长方体中同一顶点出发的三条互相垂直棱长分别为 11、13、5。求含有长为 11 的棱的两个相邻面的面积之和。","","198","198","两个相邻面的面积分别为 11×13 和 11×5，面积和为 11×13+11×5=198。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s5-043","S5","必修 第三册","空间直线与平面","空间直线与平面","multiple-choice","Foundation","V4修复变式0543：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 5 和 4，这两条棱围成的矩形面积是多少？","20 | 25 | 15 | 30","20","20","相邻垂直棱围成矩形，面积=5×4=20。","fresh-150-sample-fill"
