questionId,curriculumTrack,batch,grade,topicId,type,storedAnswer,independentAnswer,status,severity,notes
pq-p3-multiplication-division-1,HK,hk,P3,p3-multiplication-division,short-answer,42,42,pass,none,OK
pq-p3-multiplication-division-2,HK,hk,P3,p3-multiplication-division,multiple-choice,6,6,pass,none,OK
pq-p3-fractions-intro-1,HK,hk,P3,p3-fractions-intro,multiple-choice,1/4,1/4,pass,none,OK
pq-p3-fractions-intro-2,HK,hk,P3,p3-fractions-intro,short-answer,2/4,2/4,pass,none,OK
pq-p3-measurement-1,HK,hk,P3,p3-measurement,multiple-choice,centimetres,centimetres,pass,none,OK
pq-p3-measurement-2,HK,hk,P3,p3-measurement,short-answer,1000 mL,1000 mL,pass,none,OK
pq-p3-geometry-patterns-1,HK,hk,P3,p3-geometry-patterns,multiple-choice,90°,90°,pass,none,OK
pq-p3-geometry-patterns-2,HK,hk,P3,p3-geometry-patterns,short-answer,15,15,pass,none,OK
pq-p4-large-numbers-1,HK,hk,P4,p4-large-numbers,multiple-choice,"12,500","12,500",pass,none,OK
pq-p4-large-numbers-2,HK,hk,P4,p4-large-numbers,short-answer,"3,700","3,700",pass,none,OK
pq-p4-decimals-1,HK,hk,P4,p4-decimals,multiple-choice,0.6,0.6,pass,none,OK
pq-p4-decimals-2,HK,hk,P4,p4-decimals,short-answer,3.7,3.7,pass,none,OK
pq-p4-angles-1,HK,hk,P4,p4-angles,multiple-choice,obtuse,obtuse,pass,none,OK
pq-p4-angles-2,HK,hk,P4,p4-angles,short-answer,105°,105°,pass,none,OK
pq-p4-perimeter-area-1,HK,hk,P4,p4-perimeter-area,short-answer,22 cm,22 cm,pass,none,OK
pq-p4-perimeter-area-2,HK,hk,P4,p4-perimeter-area,multiple-choice,20 cm^2,20 cm^2,pass,none,OK
pq-p5-fractions-operations-1,HK,hk,P5,p5-fractions-operations,short-answer,3/4,3/4,pass,none,OK
pq-p5-fractions-operations-2,HK,hk,P5,p5-fractions-operations,multiple-choice,3/4,3/4,pass,none,OK
pq-p5-volume-1,HK,hk,P5,p5-volume,short-answer,24 cm^3,24 cm^3,pass,none,OK
pq-p5-volume-2,HK,hk,P5,p5-volume,multiple-choice,cm^3,cm^3,pass,none,OK
pq-p5-rates-1,HK,hk,P5,p5-rates,short-answer,HK$5,HK$5,pass,none,OK
pq-p5-rates-2,HK,hk,P5,p5-rates,multiple-choice,30 km/h,30 km/h,pass,none,OK
pq-p5-charts-averages-1,HK,hk,P5,p5-charts-averages,short-answer,8,8,pass,none,OK
pq-p5-charts-averages-2,HK,hk,P5,p5-charts-averages,multiple-choice,20,20,pass,none,OK
pq-p6-percentages-1,HK,hk,P6,p6-percentages,multiple-choice,40,40,pass,none,OK
pq-p6-percentages-2,HK,hk,P6,p6-percentages,short-answer,25%,25%,pass,none,OK
pq-p6-ratio-proportion-1,HK,hk,P6,p6-ratio-proportion,short-answer,18,18,pass,none,OK
pq-p6-ratio-proportion-2,HK,hk,P6,p6-ratio-proportion,multiple-choice,6:8,6:8,pass,none,OK
pq-p6-speed-1,HK,hk,P6,p6-speed,short-answer,30 km/h,30 km/h,pass,none,OK
pq-p6-speed-2,HK,hk,P6,p6-speed,multiple-choice,10 km,10 km,pass,none,OK
pq-p6-pre-secondary-problem-solving-1,HK,hk,P6,p6-pre-secondary-problem-solving,multiple-choice,Underline known facts and the question,Underline known facts and the question,pass,none,OK
pq-p6-pre-secondary-problem-solving-2,HK,hk,P6,p6-pre-secondary-problem-solving,short-answer,38,38,pass,none,OK
graph-p4-decimals-number-line,HK,hk,P4,p4-decimals,graph,3.7,3.7,pass,none,OK
graph-p4-angles-straight-line,HK,hk,P4,p4-angles,graph,50°,50°,pass,none,OK
graph-p5-volume-cube,HK,hk,P5,p5-volume,graph,27 cm^3,27 cm^3,pass,none,OK
graph-p6-speed-distance,HK,hk,P6,p6-speed,graph,6 km,6 km,pass,none,OK
graph-coordinates-read-point,HK,hk,S2,coordinates,graph,"(-3, 2)","(-3, 2)",pass,none,OK
graph-coordinates-quadrant,HK,hk,S2,coordinates,graph,II,II,pass,none,OK
graph-quadratic-patterns-vertex,HK,hk,S3,quadratic-patterns,graph,"(1, -4)","(1, -4)",pass,none,OK
graph-quadratic-patterns-axis,HK,hk,S3,quadratic-patterns,graph,x = -2,x = -2,pass,none,OK
graph-quadratic-patterns-y-intercept,HK,hk,S3,quadratic-patterns,graph,"(0, -4)","(0, -4)",pass,none,OK
graph-quadratic-patterns-roots,HK,hk,S3,quadratic-patterns,graph,x = 1 and x = 3,x = 1 and x = 3,pass,none,OK
graph-quadratic-patterns-opening,HK,hk,S3,quadratic-patterns,graph,downward,downward,pass,none,OK
graph-functions-read-output,HK,hk,S4,functions,graph,5,5,pass,none,OK
graph-functions-zero,HK,hk,S4,functions,graph,2,2,pass,none,OK
graph-coordinate-geometry-gradient,HK,hk,S4,coordinate-geometry,graph,1/2,1/2,pass,none,OK
graph-coordinate-geometry-midpoint,HK,hk,S4,coordinate-geometry,graph,"(1, 1)","(1, 1)",pass,none,OK
graph-data-handling-highest-value,HK,hk,S4,data-handling,graph,8,8,pass,none,OK
supp-p1-counting-number-bonds-first-step,HK,hk,P1,p1-counting-number-bonds,multiple-choice,Count on or count back from the known number,Count on or count back from the known number,pass,none,OK
supp-p1-counting-number-bonds-key-fact,HK,hk,P1,p1-counting-number-bonds,short-answer,5,5,pass,none,OK
supp-p1-counting-number-bonds-guided-example,HK,hk,P1,p1-counting-number-bonds,short-answer,15,15,pass,none,OK
supp-p1-counting-number-bonds-common-check,HK,hk,P1,p1-counting-number-bonds,multiple-choice,Check whether the missing number is before or after the given number,Check whether the missing number is before or after the given number,pass,none,OK
supp-p1-addition-subtraction-first-step,HK,hk,P1,p1-addition-subtraction,multiple-choice,Decide whether the story adds to or takes away,Decide whether the story adds to or takes away,pass,none,OK
supp-p1-addition-subtraction-key-fact,HK,hk,P1,p1-addition-subtraction,short-answer,11,11,pass,none,OK
supp-p1-addition-subtraction-guided-example,HK,hk,P1,p1-addition-subtraction,short-answer,7,7,pass,none,OK
supp-p1-addition-subtraction-common-check,HK,hk,P1,p1-addition-subtraction,multiple-choice,Check the story action before choosing addition or subtraction,Check the story action before choosing addition or subtraction,pass,none,OK
supp-p1-shapes-patterns-first-step,HK,hk,P1,p1-shapes-patterns,multiple-choice,Name the repeating unit or count the sides,Name the repeating unit or count the sides,pass,none,OK
supp-p1-shapes-patterns-key-fact,HK,hk,P1,p1-shapes-patterns,short-answer,4,4,pass,none,OK
supp-p1-shapes-patterns-guided-example,HK,hk,P1,p1-shapes-patterns,short-answer,triangle,triangle,pass,none,OK
supp-p1-shapes-patterns-common-check,HK,hk,P1,p1-shapes-patterns,multiple-choice,Check one full repeat before choosing the next shape,Check one full repeat before choosing the next shape,pass,none,OK
supp-p1-measurement-time-first-step,HK,hk,P1,p1-measurement-time,multiple-choice,"Choose the attribute first: length, time, or order","Choose the attribute first: length, time, or order",pass,none,OK
supp-p1-measurement-time-key-fact,HK,hk,P1,p1-measurement-time,short-answer,60,60,pass,none,OK
supp-p1-measurement-time-guided-example,HK,hk,P1,p1-measurement-time,short-answer,5 o'clock,5 o'clock,pass,none,OK
supp-p1-measurement-time-common-check,HK,hk,P1,p1-measurement-time,multiple-choice,Check the unit or clock hand before answering,Check the unit or clock hand before answering,pass,none,OK
supp-p2-place-value-first-step,HK,hk,P2,p2-place-value,multiple-choice,"Read hundreds, tens, and ones in order","Read hundreds, tens, and ones in order",pass,none,OK
supp-p2-place-value-key-fact,HK,hk,P2,p2-place-value,short-answer,7,7,pass,none,OK
supp-p2-place-value-guided-example,HK,hk,P2,p2-place-value,short-answer,529,529,pass,none,OK
supp-p2-place-value-common-check,HK,hk,P2,p2-place-value,multiple-choice,Check that each digit is placed in the correct place value,Check that each digit is placed in the correct place value,pass,none,OK
supp-p2-multiplication-foundations-first-step,HK,hk,P2,p2-multiplication-foundations,multiple-choice,Count equal groups before writing multiplication,Count equal groups before writing multiplication,pass,none,OK
supp-p2-multiplication-foundations-key-fact,HK,hk,P2,p2-multiplication-foundations,short-answer,4 x 6,4 x 6,pass,none,OK
supp-p2-multiplication-foundations-guided-example,HK,hk,P2,p2-multiplication-foundations,short-answer,12,12,pass,none,OK
supp-p2-multiplication-foundations-common-check,HK,hk,P2,p2-multiplication-foundations,multiple-choice,Check the size of each group and the number of groups,Check the size of each group and the number of groups,pass,none,OK
supp-p2-money-time-first-step,HK,hk,P2,p2-money-time,multiple-choice,"Identify the price, amount paid, or time interval","Identify the price, amount paid, or time interval",pass,none,OK
supp-p2-money-time-key-fact,HK,hk,P2,p2-money-time,short-answer,HK$4,HK$4,pass,none,OK
supp-p2-money-time-guided-example,HK,hk,P2,p2-money-time,short-answer,2:45,2:45,pass,none,OK
supp-p2-money-time-common-check,HK,hk,P2,p2-money-time,multiple-choice,Check whether the answer should be money or time,Check whether the answer should be money or time,pass,none,OK
supp-p2-length-data-first-step,HK,hk,P2,p2-length-data,multiple-choice,Read the unit or chart label before calculating,Read the unit or chart label before calculating,pass,none,OK
supp-p2-length-data-key-fact,HK,hk,P2,p2-length-data,short-answer,13 cm,13 cm,pass,none,OK
supp-p2-length-data-guided-example,HK,hk,P2,p2-length-data,short-answer,13,13,pass,none,OK
supp-p2-length-data-common-check,HK,hk,P2,p2-length-data,multiple-choice,Keep the length unit when the question asks for length,Keep the length unit when the question asks for length,pass,none,OK
supp-p3-multiplication-division-first-step,HK,hk,P3,p3-multiplication-division,multiple-choice,Decide whether the situation has equal groups or sharing,Decide whether the situation has equal groups or sharing,pass,none,OK
supp-p3-multiplication-division-key-fact,HK,hk,P3,p3-multiplication-division,short-answer,32,32,pass,none,OK
supp-p3-multiplication-division-guided-example,HK,hk,P3,p3-multiplication-division,short-answer,6,6,pass,none,OK
supp-p3-multiplication-division-common-check,HK,hk,P3,p3-multiplication-division,multiple-choice,Check whether the question asks for total or each share,Check whether the question asks for total or each share,pass,none,OK
supp-p3-fractions-intro-first-step,HK,hk,P3,p3-fractions-intro,multiple-choice,Identify the number of equal parts first,Identify the number of equal parts first,pass,none,OK
supp-p3-fractions-intro-key-fact,HK,hk,P3,p3-fractions-intro,short-answer,1/3,1/3,pass,none,OK
supp-p3-fractions-intro-guided-example,HK,hk,P3,p3-fractions-intro,short-answer,4/6,4/6,pass,none,OK
supp-p3-fractions-intro-common-check,HK,hk,P3,p3-fractions-intro,multiple-choice,Check that the denominator names the equal parts,Check that the denominator names the equal parts,pass,none,OK
supp-p3-measurement-first-step,HK,hk,P3,p3-measurement,multiple-choice,Choose the correct measuring unit before calculating,Choose the correct measuring unit before calculating,pass,none,OK
supp-p3-measurement-key-fact,HK,hk,P3,p3-measurement,short-answer,2000 mL,2000 mL,pass,none,OK
supp-p3-measurement-guided-example,HK,hk,P3,p3-measurement,short-answer,55 cm,55 cm,pass,none,OK
supp-p3-measurement-common-check,HK,hk,P3,p3-measurement,multiple-choice,Check whether units need converting before calculating,Check whether units need converting before calculating,pass,none,OK
supp-p3-geometry-patterns-first-step,HK,hk,P3,p3-geometry-patterns,multiple-choice,Identify the angle fact or the pattern rule,Identify the angle fact or the pattern rule,pass,none,OK
supp-p3-geometry-patterns-key-fact,HK,hk,P3,p3-geometry-patterns,short-answer,180°,180°,pass,none,OK
supp-p3-geometry-patterns-guided-example,HK,hk,P3,p3-geometry-patterns,short-answer,20,20,pass,none,OK
supp-p3-geometry-patterns-common-check,HK,hk,P3,p3-geometry-patterns,multiple-choice,"Check whether the task is about shape, angle, or number pattern","Check whether the task is about shape, angle, or number pattern",pass,none,OK
supp-p4-large-numbers-first-step,HK,hk,P4,p4-large-numbers,multiple-choice,Compare digits from the largest place value,Compare digits from the largest place value,pass,none,OK
supp-p4-large-numbers-key-fact,HK,hk,P4,p4-large-numbers,short-answer,"23,780","23,780",pass,none,OK
supp-p4-large-numbers-guided-example,HK,hk,P4,p4-large-numbers,short-answer,"5,200","5,200",pass,none,OK
supp-p4-large-numbers-common-check,HK,hk,P4,p4-large-numbers,multiple-choice,Check the required place value before rounding,Check the required place value before rounding,pass,none,OK
supp-p4-decimals-first-step,HK,hk,P4,p4-decimals,multiple-choice,Line up decimal places before comparing or calculating,Line up decimal places before comparing or calculating,pass,none,OK
supp-p4-decimals-key-fact,HK,hk,P4,p4-decimals,short-answer,0.5,0.5,pass,none,OK
supp-p4-decimals-guided-example,HK,hk,P4,p4-decimals,short-answer,3.4,3.4,pass,none,OK
supp-p4-decimals-common-check,HK,hk,P4,p4-decimals,multiple-choice,Keep the decimal point aligned in every step,Keep the decimal point aligned in every step,pass,none,OK
supp-p4-angles-first-step,HK,hk,P4,p4-angles,multiple-choice,Name the angle relationship before subtracting,Name the angle relationship before subtracting,pass,none,OK
supp-p4-angles-key-fact,HK,hk,P4,p4-angles,short-answer,70°,70°,pass,none,OK
supp-p4-angles-guided-example,HK,hk,P4,p4-angles,short-answer,70°,70°,pass,none,OK
supp-p4-angles-common-check,HK,hk,P4,p4-angles,multiple-choice,Check whether the total should be 180 degrees or 360 degrees,Check whether the total should be 180 degrees or 360 degrees,pass,none,OK
supp-p4-perimeter-area-first-step,HK,hk,P4,p4-perimeter-area,multiple-choice,Decide whether the question asks for boundary or surface,Decide whether the question asks for boundary or surface,pass,none,OK
supp-p4-perimeter-area-key-fact,HK,hk,P4,p4-perimeter-area,short-answer,24 cm,24 cm,pass,none,OK
supp-p4-perimeter-area-guided-example,HK,hk,P4,p4-perimeter-area,short-answer,21 cm^2,21 cm^2,pass,none,OK
supp-p4-perimeter-area-common-check,HK,hk,P4,p4-perimeter-area,multiple-choice,Use linear units for perimeter and square units for area,Use linear units for perimeter and square units for area,pass,none,OK
supp-p5-fractions-operations-first-step,HK,hk,P5,p5-fractions-operations,multiple-choice,Check whether denominators match before adding or simplifying,Check whether denominators match before adding or simplifying,pass,none,OK
supp-p5-fractions-operations-key-fact,HK,hk,P5,p5-fractions-operations,short-answer,3/5,3/5,pass,none,OK
supp-p5-fractions-operations-guided-example,HK,hk,P5,p5-fractions-operations,short-answer,3/4,3/4,pass,none,OK
supp-p5-fractions-operations-common-check,HK,hk,P5,p5-fractions-operations,multiple-choice,Simplify the final fraction when possible,Simplify the final fraction when possible,pass,none,OK
supp-p5-volume-first-step,HK,hk,P5,p5-volume,multiple-choice,"Identify length, width, and height before multiplying","Identify length, width, and height before multiplying",pass,none,OK
supp-p5-volume-key-fact,HK,hk,P5,p5-volume,short-answer,4 cm,4 cm,pass,none,OK
supp-p5-volume-guided-example,HK,hk,P5,p5-volume,short-answer,30 cm^3,30 cm^3,pass,none,OK
supp-p5-volume-common-check,HK,hk,P5,p5-volume,multiple-choice,"Multiply length, width, and height instead of adding the edge lengths","Multiply length, width, and height instead of adding the edge lengths",pass,none,OK
supp-p5-rates-first-step,HK,hk,P5,p5-rates,multiple-choice,Divide the total amount by the number of equal units,Divide the total amount by the number of equal units,pass,none,OK
supp-p5-rates-key-fact,HK,hk,P5,p5-rates,short-answer,HK$6,HK$6,pass,none,OK
supp-p5-rates-guided-example,HK,hk,P5,p5-rates,short-answer,15 km/h,15 km/h,pass,none,OK
supp-p5-rates-common-check,HK,hk,P5,p5-rates,multiple-choice,Keep the rate unit attached to the answer,Keep the rate unit attached to the answer,pass,none,OK
supp-p5-charts-averages-first-step,HK,hk,P5,p5-charts-averages,multiple-choice,Read the data values carefully before adding,Read the data values carefully before adding,pass,none,OK
supp-p5-charts-averages-key-fact,HK,hk,P5,p5-charts-averages,short-answer,8,8,pass,none,OK
supp-p5-charts-averages-guided-example,HK,hk,P5,p5-charts-averages,short-answer,24,24,pass,none,OK
supp-p5-charts-averages-common-check,HK,hk,P5,p5-charts-averages,multiple-choice,Check whether the question asks for a total or an average,Check whether the question asks for a total or an average,pass,none,OK
supp-p6-percentages-first-step,HK,hk,P6,p6-percentages,multiple-choice,Convert the percentage to a fraction or decimal first,Convert the percentage to a fraction or decimal first,pass,none,OK
supp-p6-percentages-key-fact,HK,hk,P6,p6-percentages,short-answer,30,30,pass,none,OK
supp-p6-percentages-guided-example,HK,hk,P6,p6-percentages,short-answer,60%,60%,pass,none,OK
supp-p6-percentages-common-check,HK,hk,P6,p6-percentages,multiple-choice,"Check whether the question asks for a percent, decimal, or amount","Check whether the question asks for a percent, decimal, or amount",pass,none,OK
supp-p6-ratio-proportion-first-step,HK,hk,P6,p6-ratio-proportion,multiple-choice,Find the total number of ratio parts before sharing,Find the total number of ratio parts before sharing,pass,none,OK
supp-p6-ratio-proportion-key-fact,HK,hk,P6,p6-ratio-proportion,short-answer,40,40,pass,none,OK
supp-p6-ratio-proportion-guided-example,HK,hk,P6,p6-ratio-proportion,short-answer,10:14,10:14,pass,none,OK
supp-p6-ratio-proportion-common-check,HK,hk,P6,p6-ratio-proportion,multiple-choice,Apply the same multiplier or divisor to both ratio parts,Apply the same multiplier or divisor to both ratio parts,pass,none,OK
supp-p6-speed-first-step,HK,hk,P6,p6-speed,multiple-choice,"Identify distance, time, and speed before choosing the formula","Identify distance, time, and speed before choosing the formula",pass,none,OK
supp-p6-speed-key-fact,HK,hk,P6,p6-speed,short-answer,60 km/h,60 km/h,pass,none,OK
supp-p6-speed-guided-example,HK,hk,P6,p6-speed,short-answer,18 km,18 km,pass,none,OK
supp-p6-speed-common-check,HK,hk,P6,p6-speed,multiple-choice,Check whether to divide or multiply using the units,Check whether to divide or multiply using the units,pass,none,OK
supp-p6-pre-secondary-problem-solving-first-step,HK,hk,P6,p6-pre-secondary-problem-solving,multiple-choice,"Break the problem into facts, operations, and final target","Break the problem into facts, operations, and final target",pass,none,OK
supp-p6-pre-secondary-problem-solving-key-fact,HK,hk,P6,p6-pre-secondary-problem-solving,short-answer,15,15,pass,none,OK
supp-p6-pre-secondary-problem-solving-guided-example,HK,hk,P6,p6-pre-secondary-problem-solving,short-answer,26 cm,26 cm,pass,none,OK
supp-p6-pre-secondary-problem-solving-common-check,HK,hk,P6,p6-pre-secondary-problem-solving,multiple-choice,"Check that every step answers the final question, not just an intermediate value","Check that every step answers the final question, not just an intermediate value",pass,none,OK
supp-integers-first-step,HK,hk,S1,integers,multiple-choice,Mark zero and the direction of movement on the number line,Mark zero and the direction of movement on the number line,pass,none,OK
supp-integers-key-fact,HK,hk,S1,integers,short-answer,3,3,pass,none,OK
supp-integers-guided-example,HK,hk,S1,integers,short-answer,-11,-11,pass,none,OK
supp-integers-common-check,HK,hk,S1,integers,multiple-choice,Check whether the operation moves left or right before calculating,Check whether the operation moves left or right before calculating,pass,none,OK
supp-algebra-basics-first-step,HK,hk,S1,algebra-basics,multiple-choice,Identify variables and collect like terms,Identify variables and collect like terms,pass,none,OK
supp-algebra-basics-key-fact,HK,hk,S1,algebra-basics,short-answer,7a,7a,pass,none,OK
supp-algebra-basics-guided-example,HK,hk,S1,algebra-basics,short-answer,7,7,pass,none,OK
supp-algebra-basics-common-check,HK,hk,S1,algebra-basics,multiple-choice,Only combine terms with the same variable part,Only combine terms with the same variable part,pass,none,OK
supp-angles-first-step,HK,hk,S1,angles,multiple-choice,"Name the angle fact used by the line, point, triangle, or parallel lines","Name the angle fact used by the line, point, triangle, or parallel lines",pass,none,OK
supp-angles-key-fact,HK,hk,S1,angles,short-answer,180°,180°,pass,none,OK
supp-angles-guided-example,HK,hk,S1,angles,short-answer,60°,60°,pass,none,OK
supp-angles-common-check,HK,hk,S1,angles,multiple-choice,Write the angle-sum reason before the arithmetic,Write the angle-sum reason before the arithmetic,pass,none,OK
supp-ratios-first-step,HK,hk,S1,ratios,multiple-choice,Add the ratio parts before sharing a total,Add the ratio parts before sharing a total,pass,none,OK
supp-ratios-key-fact,HK,hk,S1,ratios,short-answer,8,8,pass,none,OK
supp-ratios-guided-example,HK,hk,S1,ratios,short-answer,15,15,pass,none,OK
supp-ratios-common-check,HK,hk,S1,ratios,multiple-choice,Keep the same multiplier on every part,Keep the same multiplier on every part,pass,none,OK
supp-statistics-s1-first-step,HK,hk,S1,statistics-s1,multiple-choice,Order or organize the data before choosing an average,Order or organize the data before choosing an average,pass,none,OK
supp-statistics-s1-key-fact,HK,hk,S1,statistics-s1,short-answer,9,9,pass,none,OK
supp-statistics-s1-guided-example,HK,hk,S1,statistics-s1,short-answer,5,5,pass,none,OK
supp-statistics-s1-common-check,HK,hk,S1,statistics-s1,multiple-choice,Sort the data before finding the median,Sort the data before finding the median,pass,none,OK
supp-linear-equations-first-step,HK,hk,S2,linear-equations,multiple-choice,Undo operations in reverse order while keeping both sides balanced,Undo operations in reverse order while keeping both sides balanced,pass,none,OK
supp-linear-equations-key-fact,HK,hk,S2,linear-equations,short-answer,5,5,pass,none,OK
supp-linear-equations-guided-example,HK,hk,S2,linear-equations,short-answer,6,6,pass,none,OK
supp-linear-equations-common-check,HK,hk,S2,linear-equations,multiple-choice,Do the same operation to both sides of the equation,Do the same operation to both sides of the equation,pass,none,OK
supp-coordinates-first-step,HK,hk,S2,coordinates,multiple-choice,"Read the x-coordinate first, then the y-coordinate","Read the x-coordinate first, then the y-coordinate",pass,none,OK
supp-coordinates-key-fact,HK,hk,S2,coordinates,short-answer,-4,-4,pass,none,OK
supp-coordinates-guided-example,HK,hk,S2,coordinates,short-answer,II,II,pass,none,OK
supp-coordinates-common-check,HK,hk,S2,coordinates,multiple-choice,Do not swap the x- and y-coordinates,Do not swap the x- and y-coordinates,pass,none,OK
supp-transformations-first-step,HK,hk,S2,transformations,multiple-choice,State the transformation rule before moving points,State the transformation rule before moving points,pass,none,OK
supp-transformations-key-fact,HK,hk,S2,transformations,short-answer,"(4, 1)","(4, 1)",pass,none,OK
supp-transformations-guided-example,HK,hk,S2,transformations,short-answer,"(-5, -4)","(-5, -4)",pass,none,OK
supp-transformations-common-check,HK,hk,S2,transformations,multiple-choice,Label original and image points clearly,Label original and image points clearly,pass,none,OK
supp-probability-s2-first-step,HK,hk,S2,probability-s2,multiple-choice,List the sample space and count favourable outcomes,List the sample space and count favourable outcomes,pass,none,OK
supp-probability-s2-key-fact,HK,hk,S2,probability-s2,short-answer,1/2,1/2,pass,none,OK
supp-probability-s2-guided-example,HK,hk,S2,probability-s2,short-answer,1/3,1/3,pass,none,OK
supp-probability-s2-common-check,HK,hk,S2,probability-s2,multiple-choice,Use favourable outcomes over total equally likely outcomes,Use favourable outcomes over total equally likely outcomes,pass,none,OK
supp-polynomials-first-step,HK,hk,S3,polynomials,multiple-choice,"Identify terms, coefficients, and like terms","Identify terms, coefficients, and like terms",pass,none,OK
supp-polynomials-key-fact,HK,hk,S3,polynomials,short-answer,7x^2,7x^2,pass,none,OK
supp-polynomials-guided-example,HK,hk,S3,polynomials,short-answer,x^2 + 4x,x^2 + 4x,pass,none,OK
supp-polynomials-common-check,HK,hk,S3,polynomials,multiple-choice,Check factorization by expanding back,Check factorization by expanding back,pass,none,OK
supp-quadratic-patterns-first-step,HK,hk,S3,quadratic-patterns,multiple-choice,"Look for second differences, vertex, or axis of symmetry","Look for second differences, vertex, or axis of symmetry",pass,none,OK
supp-quadratic-patterns-key-fact,HK,hk,S3,quadratic-patterns,short-answer,x = -1,x = -1,pass,none,OK
supp-quadratic-patterns-guided-example,HK,hk,S3,quadratic-patterns,short-answer,"(3, 2)","(3, 2)",pass,none,OK
supp-quadratic-patterns-common-check,HK,hk,S3,quadratic-patterns,multiple-choice,Use the sign carefully in vertex form,Use the sign carefully in vertex form,pass,none,OK
supp-trigonometry-basics-first-step,HK,hk,S3,trigonometry-basics,multiple-choice,"Label opposite, adjacent, and hypotenuse","Label opposite, adjacent, and hypotenuse",pass,none,OK
supp-trigonometry-basics-key-fact,HK,hk,S3,trigonometry-basics,short-answer,4/5,4/5,pass,none,OK
