questionId,curriculumTrack,batch,grade,topicId,type,storedAnswer,independentAnswer,status,severity,notes
pep-high-s4-rag4-mc-021,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-022,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-023,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-024,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-025,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-026,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-027,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-028,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-029,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-030,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-031,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-032,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-033,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-034,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-quadratic-inequalities,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-035,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-10,-10,pass,none,OK
pep-high-s4-rag4-mc-036,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-8,-8,pass,none,OK
pep-high-s4-rag4-mc-037,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-6,-6,pass,none,OK
pep-high-s4-rag4-mc-038,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-4,-4,pass,none,OK
pep-high-s4-rag4-mc-039,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-2,-2,pass,none,OK
pep-high-s4-rag4-mc-040,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-10,-10,pass,none,OK
pep-high-s4-rag4-mc-041,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-8,-8,pass,none,OK
pep-high-s4-rag4-mc-042,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-6,-6,pass,none,OK
pep-high-s4-rag4-mc-043,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-4,-4,pass,none,OK
pep-high-s4-rag4-mc-044,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-2,-2,pass,none,OK
pep-high-s4-rag4-mc-045,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-10,-10,pass,none,OK
pep-high-s4-rag4-mc-046,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-8,-8,pass,none,OK
pep-high-s4-rag4-mc-047,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-6,-6,pass,none,OK
pep-high-s4-rag4-mc-048,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-4,-4,pass,none,OK
pep-high-s4-rag4-mc-049,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-2,-2,pass,none,OK
pep-high-s4-rag4-mc-050,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-10,-10,pass,none,OK
pep-high-s4-rag4-mc-051,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-function-properties,multiple-choice,-8,-8,pass,none,OK
pep-high-s4-rag4-mc-052,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-053,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,3,3,pass,none,OK
pep-high-s4-rag4-mc-054,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-055,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,6,6,pass,none,OK
pep-high-s4-rag4-mc-056,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,5,5,pass,none,OK
pep-high-s4-rag4-mc-057,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-058,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,3,3,pass,none,OK
pep-high-s4-rag4-mc-059,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-060,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,6,6,pass,none,OK
pep-high-s4-rag4-mc-061,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,5,5,pass,none,OK
pep-high-s4-rag4-mc-062,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-063,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,3,3,pass,none,OK
pep-high-s4-rag4-mc-064,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-065,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,6,6,pass,none,OK
pep-high-s4-rag4-mc-066,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,5,5,pass,none,OK
pep-high-s4-rag4-mc-067,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-068,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-exp-log,multiple-choice,3,3,pass,none,OK
pep-high-s4-rag4-mc-069,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-070,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-071,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-072,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-073,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-074,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-075,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-076,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-077,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-078,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-079,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-080,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-081,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-082,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-083,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-084,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-085,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-trigonometry,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-086,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,23,23,pass,none,OK
pep-high-s4-rag4-mc-087,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,47,47,pass,none,OK
pep-high-s4-rag4-mc-088,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,44,44,pass,none,OK
pep-high-s4-rag4-mc-089,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,27,27,pass,none,OK
pep-high-s4-rag4-mc-090,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,28,28,pass,none,OK
pep-high-s4-rag4-mc-091,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,15,15,pass,none,OK
pep-high-s4-rag4-mc-092,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,55,55,pass,none,OK
pep-high-s4-rag4-mc-093,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,36,36,pass,none,OK
pep-high-s4-rag4-mc-094,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,35,35,pass,none,OK
pep-high-s4-rag4-mc-095,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,20,20,pass,none,OK
pep-high-s4-rag4-mc-096,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,23,23,pass,none,OK
pep-high-s4-rag4-mc-097,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,47,47,pass,none,OK
pep-high-s4-rag4-mc-098,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,44,44,pass,none,OK
pep-high-s4-rag4-mc-099,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,27,27,pass,none,OK
pep-high-s4-rag4-mc-100,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,28,28,pass,none,OK
pep-high-s4-rag4-mc-101,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,15,15,pass,none,OK
pep-high-s4-rag4-mc-102,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-plane-vectors,multiple-choice,55,55,pass,none,OK
pep-high-s4-rag4-mc-103,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,1,1,pass,none,OK
pep-high-s4-rag4-mc-104,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,1,1,pass,none,OK
pep-high-s4-rag4-mc-105,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-106,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-107,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,0,0,pass,none,OK
pep-high-s4-rag4-mc-108,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,7,7,pass,none,OK
pep-high-s4-rag4-mc-109,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,3,3,pass,none,OK
pep-high-s4-rag4-mc-110,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,3,3,pass,none,OK
pep-high-s4-rag4-mc-111,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,-1,-1,pass,none,OK
pep-high-s4-rag4-mc-112,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,6,6,pass,none,OK
pep-high-s4-rag4-mc-113,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-114,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,2,2,pass,none,OK
pep-high-s4-rag4-mc-115,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,5,5,pass,none,OK
pep-high-s4-rag4-mc-116,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,5,5,pass,none,OK
pep-high-s4-rag4-mc-117,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,1,1,pass,none,OK
pep-high-s4-rag4-mc-118,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,1,1,pass,none,OK
pep-high-s4-rag4-mc-119,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-complex-numbers,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-120,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,168,168,pass,none,OK
pep-high-s4-rag4-mc-121,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,108,108,pass,none,OK
pep-high-s4-rag4-mc-122,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,120,120,pass,none,OK
pep-high-s4-rag4-mc-123,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,168,168,pass,none,OK
pep-high-s4-rag4-mc-124,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,192,192,pass,none,OK
pep-high-s4-rag4-mc-125,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,128,128,pass,none,OK
pep-high-s4-rag4-mc-126,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,144,144,pass,none,OK
pep-high-s4-rag4-mc-127,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,88,88,pass,none,OK
pep-high-s4-rag4-mc-128,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,216,216,pass,none,OK
pep-high-s4-rag4-mc-129,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,148,148,pass,none,OK
pep-high-s4-rag4-mc-130,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,168,168,pass,none,OK
pep-high-s4-rag4-mc-131,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,108,108,pass,none,OK
pep-high-s4-rag4-mc-132,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,120,120,pass,none,OK
pep-high-s4-rag4-mc-133,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,168,168,pass,none,OK
pep-high-s4-rag4-mc-134,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,192,192,pass,none,OK
pep-high-s4-rag4-mc-135,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,128,128,pass,none,OK
pep-high-s4-rag4-mc-136,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-solid-geometry-intro,multiple-choice,144,144,pass,none,OK
pep-high-s4-rag4-mc-137,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-138,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-139,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-140,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-141,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-142,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-143,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-144,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-145,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-146,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-147,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-148,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-149,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-150,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-151,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-152,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-153,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-statistics,multiple-choice,4,4,pass,none,OK
pep-high-s4-rag4-mc-154,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,3/8,3/8,pass,none,OK
pep-high-s4-rag4-mc-155,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,5/9,5/9,pass,none,OK
pep-high-s4-rag4-mc-156,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-157,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,5/12,5/12,pass,none,OK
pep-high-s4-rag4-mc-158,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,1/3,1/3,pass,none,OK
pep-high-s4-rag4-mc-159,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-160,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,3/7,3/7,pass,none,OK
pep-high-s4-rag4-mc-161,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,5/8,5/8,pass,none,OK
pep-high-s4-rag4-mc-162,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,3/10,3/10,pass,none,OK
pep-high-s4-rag4-mc-163,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,5/11,5/11,pass,none,OK
pep-high-s4-rag4-mc-164,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,3/8,3/8,pass,none,OK
pep-high-s4-rag4-mc-165,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,5/9,5/9,pass,none,OK
pep-high-s4-rag4-mc-166,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-167,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,5/12,5/12,pass,none,OK
pep-high-s4-rag4-mc-168,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,1/3,1/3,pass,none,OK
pep-high-s4-rag4-mc-169,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,1/2,1/2,pass,none,OK
pep-high-s4-rag4-mc-170,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-probability,multiple-choice,3/7,3/7,pass,none,OK
pep-high-s4-rag4-fi-001,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-002,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-003,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,11,11,pass,none,OK
pep-high-s4-rag4-fi-004,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-005,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-006,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-007,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-008,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,11,11,pass,none,OK
pep-high-s4-rag4-fi-009,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-010,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,10,10,pass,none,OK
pep-high-s4-rag4-fi-011,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
pep-high-s4-rag4-fi-012,MAINLAND_PEP_HIGH,rag-v4,S4,pep-high-s4-sets-logic,fill-in,9,9,pass,none,OK
