templateFamilyId,illustrationCategory,categoryLabelZh,illustrationPhase,gptImage2Batch,topicId,unitTitle,questionType,questionCount,gradeBreakdown,difficultyBreakdown,representativeQuestionId,representativePromptZhHans,normalizedPromptTemplate,suggestedImageKind,exactMathLabelsNeeded,notes,questionIds
pep-junior-illustration-template-011,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,short-answer,67,S3: 67,Challenge: 50; Exam: 17,pep-junior-v2-s3-k11-sa-001,测得旗杆顶端的仰角为45°，测量点到旗杆底部的水平距离为93米。若忽略测量高度，旗杆高约多少？,测得旗杆顶端的仰角为#°，测量点到旗杆底部的水平距离为#米。若忽略测量高度，旗杆高约多少？,right-triangle trigonometry/elevation diagram,"yes: angle labels, side lengths, horizontal baseline, vertical height, and trig labels should be deterministic overlays",High-priority geometry template for trigonometry word problems.,pep-junior-v2-s3-k11-sa-001 pep-junior-v2-s3-k11-sa-002 pep-junior-v2-s3-k11-sa-003 pep-junior-v2-s3-k11-sa-004 pep-junior-v2-s3-k11-sa-005 pep-junior-v2-s3-k11-sa-006 pep-junior-v2-s3-k11-sa-007 pep-junior-v2-s3-k11-sa-008 pep-junior-v2-s3-k11-sa-009 pep-junior-v2-s3-k11-sa-010 pep-junior-v2-s3-k11-sa-011 pep-junior-v2-s3-k11-sa-012 pep-junior-v2-s3-k11-sa-013 pep-junior-v2-s3-k11-sa-014 pep-junior-v2-s3-k11-sa-015 pep-junior-v2-s3-k11-sa-016 pep-junior-v2-s3-k11-sa-017 pep-junior-v2-s3-k11-sa-018 pep-junior-v2-s3-k11-sa-019 pep-junior-v2-s3-k11-sa-020 pep-junior-v2-s3-k11-sa-021 pep-junior-v2-s3-k11-sa-022 pep-junior-v2-s3-k11-sa-023 pep-junior-v2-s3-k11-sa-024 pep-junior-v2-s3-k11-sa-025 pep-junior-v2-s3-k11-sa-026 pep-junior-v2-s3-k11-sa-027 pep-junior-v2-s3-k11-sa-028 pep-junior-v2-s3-k11-sa-029 pep-junior-v2-s3-k11-sa-030 pep-junior-v2-s3-k11-sa-031 pep-junior-v2-s3-k11-sa-032 pep-junior-v2-s3-k11-sa-033 pep-junior-v2-s3-k11-sa-034 pep-junior-v2-s3-k11-sa-035 pep-junior-v2-s3-k11-sa-036 pep-junior-v2-s3-k11-sa-037 pep-junior-v2-s3-k11-sa-038 pep-junior-v2-s3-k11-sa-039 pep-junior-v2-s3-k11-sa-040 pep-junior-v2-s3-k11-sa-041 pep-junior-v2-s3-k11-sa-042 pep-junior-v2-s3-k11-sa-043 pep-junior-v2-s3-k11-sa-044 pep-junior-v2-s3-k11-sa-045 pep-junior-v2-s3-k11-sa-046 pep-junior-v2-s3-k11-sa-047 pep-junior-v2-s3-k11-sa-048 pep-junior-v2-s3-k11-sa-049 pep-junior-v2-s3-k11-sa-050 pep-junior-v2-s3-k11-sa-051 pep-junior-v2-s3-k11-sa-052 pep-junior-v2-s3-k11-sa-053 pep-junior-v2-s3-k11-sa-054 pep-junior-v2-s3-k11-sa-055 pep-junior-v2-s3-k11-sa-056 pep-junior-v2-s3-k11-sa-057 pep-junior-v2-s3-k11-sa-058 pep-junior-v2-s3-k11-sa-059 pep-junior-v2-s3-k11-sa-060 pep-junior-v2-s3-k11-sa-061 pep-junior-v2-s3-k11-sa-062 pep-junior-v2-s3-k11-sa-063 pep-junior-v2-s3-k11-sa-064 pep-junior-v2-s3-k11-sa-065 pep-junior-v2-s3-k11-sa-066 pep-junior-v2-s3-k11-sa-067
pep-junior-illustration-template-012,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s1-lower-lines-coordinates,相交线、平行线与平面直角坐标系,multiple-choice,34,S1: 34,Core: 34,pep-junior-v2-s1-k04-mc-001,"点P(4,-6)先向右平移3个单位，再向下平移3个单位，所得点的坐标是？","点P(#,#)先向右平移#个单位，再向下平移#个单位，所得点的坐标是？",coordinate grid point translation diagram,"yes: original point, translated point, arrow directions, units, and coordinates should be deterministic overlays",Use arrows on a coordinate grid to show horizontal and vertical translation.,pep-junior-v2-s1-k04-mc-001 pep-junior-v2-s1-k04-mc-002 pep-junior-v2-s1-k04-mc-003 pep-junior-v2-s1-k04-mc-004 pep-junior-v2-s1-k04-mc-005 pep-junior-v2-s1-k04-mc-006 pep-junior-v2-s1-k04-mc-007 pep-junior-v2-s1-k04-mc-008 pep-junior-v2-s1-k04-mc-009 pep-junior-v2-s1-k04-mc-010 pep-junior-v2-s1-k04-mc-011 pep-junior-v2-s1-k04-mc-012 pep-junior-v2-s1-k04-mc-013 pep-junior-v2-s1-k04-mc-014 pep-junior-v2-s1-k04-mc-015 pep-junior-v2-s1-k04-mc-016 pep-junior-v2-s1-k04-mc-017 pep-junior-v2-s1-k04-mc-018 pep-junior-v2-s1-k04-mc-019 pep-junior-v2-s1-k04-mc-020 pep-junior-v2-s1-k04-mc-021 pep-junior-v2-s1-k04-mc-022 pep-junior-v2-s1-k04-mc-023 pep-junior-v2-s1-k04-mc-024 pep-junior-v2-s1-k04-mc-025 pep-junior-v2-s1-k04-mc-026 pep-junior-v2-s1-k04-mc-027 pep-junior-v2-s1-k04-mc-028 pep-junior-v2-s1-k04-mc-029 pep-junior-v2-s1-k04-mc-030 pep-junior-v2-s1-k04-mc-031 pep-junior-v2-s1-k04-mc-032 pep-junior-v2-s1-k04-mc-033 pep-junior-v2-s1-k04-mc-034
pep-junior-illustration-template-013,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s1-lower-lines-coordinates,相交线、平行线与平面直角坐标系,short-answer,34,S1: 34,Core: 34,pep-junior-v2-s1-k04-sa-001,"点Q(26,-32)位于哪个象限？说明判断依据。","点P(#,#)位于哪个象限？说明判断依据。",coordinate quadrant location diagram,"yes: axes, quadrant labels, point label, and coordinates should be deterministic overlays",Use a clean four-quadrant grid and highlight the target quadrant.,pep-junior-v2-s1-k04-sa-001 pep-junior-v2-s1-k04-sa-002 pep-junior-v2-s1-k04-sa-003 pep-junior-v2-s1-k04-sa-004 pep-junior-v2-s1-k04-sa-005 pep-junior-v2-s1-k04-sa-006 pep-junior-v2-s1-k04-sa-007 pep-junior-v2-s1-k04-sa-008 pep-junior-v2-s1-k04-sa-009 pep-junior-v2-s1-k04-sa-010 pep-junior-v2-s1-k04-sa-011 pep-junior-v2-s1-k04-sa-012 pep-junior-v2-s1-k04-sa-013 pep-junior-v2-s1-k04-sa-014 pep-junior-v2-s1-k04-sa-015 pep-junior-v2-s1-k04-sa-016 pep-junior-v2-s1-k04-sa-017 pep-junior-v2-s1-k04-sa-018 pep-junior-v2-s1-k04-sa-019 pep-junior-v2-s1-k04-sa-020 pep-junior-v2-s1-k04-sa-021 pep-junior-v2-s1-k04-sa-022 pep-junior-v2-s1-k04-sa-023 pep-junior-v2-s1-k04-sa-024 pep-junior-v2-s1-k04-sa-025 pep-junior-v2-s1-k04-sa-026 pep-junior-v2-s1-k04-sa-027 pep-junior-v2-s1-k04-sa-028 pep-junior-v2-s1-k04-sa-029 pep-junior-v2-s1-k04-sa-030 pep-junior-v2-s1-k04-sa-031 pep-junior-v2-s1-k04-sa-032 pep-junior-v2-s1-k04-sa-033 pep-junior-v2-s1-k04-sa-034
pep-junior-illustration-template-014,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,multiple-choice,22,S2: 22,Exam: 22,pep-junior-v2-s2-k09-mc-001,一次函数y=3x-4，当x=2时，y的值是多少？,N次函数y=#x#，当x=#时，y的值是多少？,linear function coordinate-plane diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use a coordinate-plane base for linear-function evaluation or interpretation.,pep-junior-v2-s2-k09-mc-001 pep-junior-v2-s2-k09-mc-002 pep-junior-v2-s2-k09-mc-004 pep-junior-v2-s2-k09-mc-005 pep-junior-v2-s2-k09-mc-007 pep-junior-v2-s2-k09-mc-008 pep-junior-v2-s2-k09-mc-010 pep-junior-v2-s2-k09-mc-011 pep-junior-v2-s2-k09-mc-013 pep-junior-v2-s2-k09-mc-014 pep-junior-v2-s2-k09-mc-016 pep-junior-v2-s2-k09-mc-017 pep-junior-v2-s2-k09-mc-019 pep-junior-v2-s2-k09-mc-020 pep-junior-v2-s2-k09-mc-022 pep-junior-v2-s2-k09-mc-023 pep-junior-v2-s2-k09-mc-025 pep-junior-v2-s2-k09-mc-026 pep-junior-v2-s2-k09-mc-028 pep-junior-v2-s2-k09-mc-029 pep-junior-v2-s2-k09-mc-031 pep-junior-v2-s2-k09-mc-032
pep-junior-illustration-template-015,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,multiple-choice,11,S2: 11,Exam: 11,pep-junior-v2-s2-k09-mc-003,一次函数y=5x+2，当x=4时，y的值是多少？,N次函数y=#x+#，当x=#时，y的值是多少？,linear function coordinate-plane diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use a coordinate-plane base for linear-function evaluation or interpretation.,pep-junior-v2-s2-k09-mc-003 pep-junior-v2-s2-k09-mc-006 pep-junior-v2-s2-k09-mc-009 pep-junior-v2-s2-k09-mc-012 pep-junior-v2-s2-k09-mc-015 pep-junior-v2-s2-k09-mc-018 pep-junior-v2-s2-k09-mc-021 pep-junior-v2-s2-k09-mc-024 pep-junior-v2-s2-k09-mc-027 pep-junior-v2-s2-k09-mc-030 pep-junior-v2-s2-k09-mc-033
pep-junior-illustration-template-016,explicit_graph_or_figure,显式图形/图象题,core,batch-1-core-coordinate-function,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,fill-in,33,S2: 33,Exam: 33,pep-junior-v2-s2-k09-fi-001,"一次函数图象经过点(2,5)和(4,15)，它的斜率是____。","N次函数图象经过点(#,#)和(#,#)，它的斜率是____。",coordinate plane function graph with two marked points and slope triangle,"yes: point coordinates, axes, slope triangle, and line labels must be deterministic overlays",Single reusable first-batch template for line slope from two points; GPT Image2 should only create the clean graph base.,pep-junior-v2-s2-k09-fi-001 pep-junior-v2-s2-k09-fi-002 pep-junior-v2-s2-k09-fi-003 pep-junior-v2-s2-k09-fi-004 pep-junior-v2-s2-k09-fi-005 pep-junior-v2-s2-k09-fi-006 pep-junior-v2-s2-k09-fi-007 pep-junior-v2-s2-k09-fi-008 pep-junior-v2-s2-k09-fi-009 pep-junior-v2-s2-k09-fi-010 pep-junior-v2-s2-k09-fi-011 pep-junior-v2-s2-k09-fi-012 pep-junior-v2-s2-k09-fi-013 pep-junior-v2-s2-k09-fi-014 pep-junior-v2-s2-k09-fi-015 pep-junior-v2-s2-k09-fi-016 pep-junior-v2-s2-k09-fi-017 pep-junior-v2-s2-k09-fi-018 pep-junior-v2-s2-k09-fi-019 pep-junior-v2-s2-k09-fi-020 pep-junior-v2-s2-k09-fi-021 pep-junior-v2-s2-k09-fi-022 pep-junior-v2-s2-k09-fi-023 pep-junior-v2-s2-k09-fi-024 pep-junior-v2-s2-k09-fi-025 pep-junior-v2-s2-k09-fi-026 pep-junior-v2-s2-k09-fi-027 pep-junior-v2-s2-k09-fi-028 pep-junior-v2-s2-k09-fi-029 pep-junior-v2-s2-k09-fi-030 pep-junior-v2-s2-k09-fi-031 pep-junior-v2-s2-k09-fi-032 pep-junior-v2-s2-k09-fi-033
pep-junior-illustration-template-017,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,66,S3: 66,Exam: 66,pep-junior-v2-s3-k11-mc-001,"反比例函数y=k/x经过点(25,9)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",reciprocal function curve diagram,"yes: axes, branch cues, point coordinates, and k-value labels should be deterministic overlays",Use a neutral reciprocal-curve base; exact k and point labels should be rendered after generation.,pep-junior-v2-s3-k11-mc-001 pep-junior-v2-s3-k11-mc-002 pep-junior-v2-s3-k11-mc-003 pep-junior-v2-s3-k11-mc-004 pep-junior-v2-s3-k11-mc-005 pep-junior-v2-s3-k11-mc-006 pep-junior-v2-s3-k11-mc-007 pep-junior-v2-s3-k11-mc-008 pep-junior-v2-s3-k11-mc-009 pep-junior-v2-s3-k11-mc-010 pep-junior-v2-s3-k11-mc-011 pep-junior-v2-s3-k11-mc-012 pep-junior-v2-s3-k11-mc-013 pep-junior-v2-s3-k11-mc-014 pep-junior-v2-s3-k11-mc-015 pep-junior-v2-s3-k11-mc-016 pep-junior-v2-s3-k11-mc-017 pep-junior-v2-s3-k11-mc-018 pep-junior-v2-s3-k11-mc-019 pep-junior-v2-s3-k11-mc-020 pep-junior-v2-s3-k11-mc-021 pep-junior-v2-s3-k11-mc-022 pep-junior-v2-s3-k11-mc-023 pep-junior-v2-s3-k11-mc-024 pep-junior-v2-s3-k11-mc-025 pep-junior-v2-s3-k11-mc-026 pep-junior-v2-s3-k11-mc-027 pep-junior-v2-s3-k11-mc-028 pep-junior-v2-s3-k11-mc-029 pep-junior-v2-s3-k11-mc-030 pep-junior-v2-s3-k11-mc-031 pep-junior-v2-s3-k11-mc-032 pep-junior-v2-s3-k11-mc-033 pep-junior-v2-s3-k11-mc-034 pep-junior-v2-s3-k11-mc-035 pep-junior-v2-s3-k11-mc-036 pep-junior-v2-s3-k11-mc-037 pep-junior-v2-s3-k11-mc-038 pep-junior-v2-s3-k11-mc-039 pep-junior-v2-s3-k11-mc-040 pep-junior-v2-s3-k11-mc-041 pep-junior-v2-s3-k11-mc-042 pep-junior-v2-s3-k11-mc-043 pep-junior-v2-s3-k11-mc-044 pep-junior-v2-s3-k11-mc-045 pep-junior-v2-s3-k11-mc-046 pep-junior-v2-s3-k11-mc-047 pep-junior-v2-s3-k11-mc-048 pep-junior-v2-s3-k11-mc-049 pep-junior-v2-s3-k11-mc-050 pep-junior-v2-s3-k11-mc-051 pep-junior-v2-s3-k11-mc-052 pep-junior-v2-s3-k11-mc-053 pep-junior-v2-s3-k11-mc-054 pep-junior-v2-s3-k11-mc-055 pep-junior-v2-s3-k11-mc-056 pep-junior-v2-s3-k11-mc-057 pep-junior-v2-s3-k11-mc-058 pep-junior-v2-s3-k11-mc-059 pep-junior-v2-s3-k11-mc-060 pep-junior-v2-s3-k11-mc-061 pep-junior-v2-s3-k11-mc-062 pep-junior-v2-s3-k11-mc-063 pep-junior-v2-s3-k11-mc-064 pep-junior-v2-s3-k11-mc-065 pep-junior-v2-s3-k11-mc-066
pep-junior-illustration-template-018,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,50,S3: 50,Core: 50,pep-junior-v2-s3-k10-fi-001,二次函数y=(x-9)²+2的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,quadratic parabola with symmetry axis,"yes: vertex, symmetry axis, axes, and equation labels should be deterministic overlays",Use one parabola/symmetry template and overlay exact values outside GPT Image2.,pep-junior-v2-s3-k10-fi-001 pep-junior-v2-s3-k10-fi-002 pep-junior-v2-s3-k10-fi-003 pep-junior-v2-s3-k10-fi-004 pep-junior-v2-s3-k10-fi-005 pep-junior-v2-s3-k10-fi-006 pep-junior-v2-s3-k10-fi-007 pep-junior-v2-s3-k10-fi-008 pep-junior-v2-s3-k10-fi-009 pep-junior-v2-s3-k10-fi-010 pep-junior-v2-s3-k10-fi-011 pep-junior-v2-s3-k10-fi-012 pep-junior-v2-s3-k10-fi-013 pep-junior-v2-s3-k10-fi-014 pep-junior-v2-s3-k10-fi-023 pep-junior-v2-s3-k10-fi-024 pep-junior-v2-s3-k10-fi-025 pep-junior-v2-s3-k10-fi-026 pep-junior-v2-s3-k10-fi-027 pep-junior-v2-s3-k10-fi-028 pep-junior-v2-s3-k10-fi-029 pep-junior-v2-s3-k10-fi-030 pep-junior-v2-s3-k10-fi-031 pep-junior-v2-s3-k10-fi-032 pep-junior-v2-s3-k10-fi-033 pep-junior-v2-s3-k10-fi-034 pep-junior-v2-s3-k10-fi-035 pep-junior-v2-s3-k10-fi-036 pep-junior-v2-s3-k10-fi-037 pep-junior-v2-s3-k10-fi-038 pep-junior-v2-s3-k10-fi-039 pep-junior-v2-s3-k10-fi-040 pep-junior-v2-s3-k10-fi-041 pep-junior-v2-s3-k10-fi-042 pep-junior-v2-s3-k10-fi-043 pep-junior-v2-s3-k10-fi-044 pep-junior-v2-s3-k10-fi-045 pep-junior-v2-s3-k10-fi-054 pep-junior-v2-s3-k10-fi-055 pep-junior-v2-s3-k10-fi-056 pep-junior-v2-s3-k10-fi-057 pep-junior-v2-s3-k10-fi-058 pep-junior-v2-s3-k10-fi-059 pep-junior-v2-s3-k10-fi-060 pep-junior-v2-s3-k10-fi-061 pep-junior-v2-s3-k10-fi-062 pep-junior-v2-s3-k10-fi-063 pep-junior-v2-s3-k10-fi-064 pep-junior-v2-s3-k10-fi-065 pep-junior-v2-s3-k10-fi-066
pep-junior-illustration-template-019,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,16,S3: 16,Core: 16,pep-junior-v2-s3-k10-fi-015,二次函数y=(x+8)²+30的对称轴是____。,N次函数y=(x+#)²+#的对称轴是____。,quadratic parabola with symmetry axis,"yes: vertex, symmetry axis, axes, and equation labels should be deterministic overlays",Use one parabola/symmetry template and overlay exact values outside GPT Image2.,pep-junior-v2-s3-k10-fi-015 pep-junior-v2-s3-k10-fi-016 pep-junior-v2-s3-k10-fi-017 pep-junior-v2-s3-k10-fi-018 pep-junior-v2-s3-k10-fi-019 pep-junior-v2-s3-k10-fi-020 pep-junior-v2-s3-k10-fi-021 pep-junior-v2-s3-k10-fi-022 pep-junior-v2-s3-k10-fi-046 pep-junior-v2-s3-k10-fi-047 pep-junior-v2-s3-k10-fi-048 pep-junior-v2-s3-k10-fi-049 pep-junior-v2-s3-k10-fi-050 pep-junior-v2-s3-k10-fi-051 pep-junior-v2-s3-k10-fi-052 pep-junior-v2-s3-k10-fi-053
pep-junior-illustration-template-020,number_line,数轴,core,batch-1-core-number-line,pep-junior-s1-upper-rational-numbers,有理数与数轴基础,fill-in,23,S1: 23,Foundation: 23,pep-junior-v2-s1-k01-fi-001,数轴上点A表示-6，点B表示2。A、B两点之间的距离是____。,数轴上点P表示#，点P表示#。P、P两点之间的距离是____。,number line with two labeled points and distance bracket,"yes: tick labels, point labels, direction arrows, and distance brackets should be deterministic overlays",Reuse one number-line template; overlay the two endpoints and distance bracket per question.,pep-junior-v2-s1-k01-fi-001 pep-junior-v2-s1-k01-fi-002 pep-junior-v2-s1-k01-fi-003 pep-junior-v2-s1-k01-fi-004 pep-junior-v2-s1-k01-fi-005 pep-junior-v2-s1-k01-fi-006 pep-junior-v2-s1-k01-fi-007 pep-junior-v2-s1-k01-fi-008 pep-junior-v2-s1-k01-fi-009 pep-junior-v2-s1-k01-fi-010 pep-junior-v2-s1-k01-fi-011 pep-junior-v2-s1-k01-fi-012 pep-junior-v2-s1-k01-fi-013 pep-junior-v2-s1-k01-fi-014 pep-junior-v2-s1-k01-fi-015 pep-junior-v2-s1-k01-fi-016 pep-junior-v2-s1-k01-fi-017 pep-junior-v2-s1-k01-fi-018 pep-junior-v2-s1-k01-fi-019 pep-junior-v2-s1-k01-fi-020 pep-junior-v2-s1-k01-fi-021 pep-junior-v2-s1-k01-fi-022 pep-junior-v2-s1-k01-fi-023
pep-junior-illustration-template-021,statistics_probability,统计与概率可视化,optional-second-batch,batch-2-optional-statistics-probability,pep-junior-s1-lower-equations-inequalities-data,二元一次方程组、不等式与数据初步,short-answer,33,S1: 33,Challenge: 10; Exam: 23,pep-junior-v2-s1-k05-sa-001,某小组三次测量的数据分别是41、44、47。求这三次数据的平均数。,某小组N次测量的数据分别是#、#、#。求这N次数据的平均数。,data table or simple chart diagram,"yes: data values, axes, table cells, and summary statistic labels should be deterministic overlays",Second-batch optional visual; use deterministic overlays for all numbers.,pep-junior-v2-s1-k05-sa-001 pep-junior-v2-s1-k05-sa-002 pep-junior-v2-s1-k05-sa-003 pep-junior-v2-s1-k05-sa-004 pep-junior-v2-s1-k05-sa-005 pep-junior-v2-s1-k05-sa-006 pep-junior-v2-s1-k05-sa-007 pep-junior-v2-s1-k05-sa-008 pep-junior-v2-s1-k05-sa-009 pep-junior-v2-s1-k05-sa-010 pep-junior-v2-s1-k05-sa-011 pep-junior-v2-s1-k05-sa-012 pep-junior-v2-s1-k05-sa-013 pep-junior-v2-s1-k05-sa-014 pep-junior-v2-s1-k05-sa-015 pep-junior-v2-s1-k05-sa-016 pep-junior-v2-s1-k05-sa-017 pep-junior-v2-s1-k05-sa-018 pep-junior-v2-s1-k05-sa-019 pep-junior-v2-s1-k05-sa-020 pep-junior-v2-s1-k05-sa-021 pep-junior-v2-s1-k05-sa-022 pep-junior-v2-s1-k05-sa-023 pep-junior-v2-s1-k05-sa-024 pep-junior-v2-s1-k05-sa-025 pep-junior-v2-s1-k05-sa-026 pep-junior-v2-s1-k05-sa-027 pep-junior-v2-s1-k05-sa-028 pep-junior-v2-s1-k05-sa-029 pep-junior-v2-s1-k05-sa-030 pep-junior-v2-s1-k05-sa-031 pep-junior-v2-s1-k05-sa-032 pep-junior-v2-s1-k05-sa-033
pep-junior-illustration-template-022,statistics_probability,统计与概率可视化,optional-second-batch,batch-2-optional-statistics-probability,pep-junior-s2-lower-linear-functions-data,一次函数与数据分析,short-answer,33,S2: 33,Challenge: 20; Exam: 13,pep-junior-v2-s2-k09-sa-001,一组数据按从小到大排列为38、40、42、44。求这组数据的中位数。,N组数据按从小到大排列为#、#、#、#。求这组数据的中位数。,data table or simple chart diagram,"yes: data values, axes, table cells, and summary statistic labels should be deterministic overlays",Second-batch optional visual; use deterministic overlays for all numbers.,pep-junior-v2-s2-k09-sa-001 pep-junior-v2-s2-k09-sa-002 pep-junior-v2-s2-k09-sa-003 pep-junior-v2-s2-k09-sa-004 pep-junior-v2-s2-k09-sa-005 pep-junior-v2-s2-k09-sa-006 pep-junior-v2-s2-k09-sa-007 pep-junior-v2-s2-k09-sa-008 pep-junior-v2-s2-k09-sa-009 pep-junior-v2-s2-k09-sa-010 pep-junior-v2-s2-k09-sa-011 pep-junior-v2-s2-k09-sa-012 pep-junior-v2-s2-k09-sa-013 pep-junior-v2-s2-k09-sa-014 pep-junior-v2-s2-k09-sa-015 pep-junior-v2-s2-k09-sa-016 pep-junior-v2-s2-k09-sa-017 pep-junior-v2-s2-k09-sa-018 pep-junior-v2-s2-k09-sa-019 pep-junior-v2-s2-k09-sa-020 pep-junior-v2-s2-k09-sa-021 pep-junior-v2-s2-k09-sa-022 pep-junior-v2-s2-k09-sa-023 pep-junior-v2-s2-k09-sa-024 pep-junior-v2-s2-k09-sa-025 pep-junior-v2-s2-k09-sa-026 pep-junior-v2-s2-k09-sa-027 pep-junior-v2-s2-k09-sa-028 pep-junior-v2-s2-k09-sa-029 pep-junior-v2-s2-k09-sa-030 pep-junior-v2-s2-k09-sa-031 pep-junior-v2-s2-k09-sa-032 pep-junior-v2-s2-k09-sa-033
pep-junior-illustration-template-023,statistics_probability,统计与概率可视化,optional-second-batch,batch-2-optional-statistics-probability,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,short-answer,67,S3: 67,Core: 67,pep-junior-v2-s3-k10-sa-001,袋中有17个红球和12个蓝球，随机摸出1个球。摸到红球的概率是多少？,袋中有#个红球和#个蓝球，随机摸出#个球。摸到红球的概率是多少？,sample-space or probability tree diagram,"yes: event labels, counts, branches, and probability fractions should be deterministic overlays",Second-batch optional visual; useful where outcomes or sample spaces need structure.,pep-junior-v2-s3-k10-sa-001 pep-junior-v2-s3-k10-sa-002 pep-junior-v2-s3-k10-sa-003 pep-junior-v2-s3-k10-sa-004 pep-junior-v2-s3-k10-sa-005 pep-junior-v2-s3-k10-sa-006 pep-junior-v2-s3-k10-sa-007 pep-junior-v2-s3-k10-sa-008 pep-junior-v2-s3-k10-sa-009 pep-junior-v2-s3-k10-sa-010 pep-junior-v2-s3-k10-sa-011 pep-junior-v2-s3-k10-sa-012 pep-junior-v2-s3-k10-sa-013 pep-junior-v2-s3-k10-sa-014 pep-junior-v2-s3-k10-sa-015 pep-junior-v2-s3-k10-sa-016 pep-junior-v2-s3-k10-sa-017 pep-junior-v2-s3-k10-sa-018 pep-junior-v2-s3-k10-sa-019 pep-junior-v2-s3-k10-sa-020 pep-junior-v2-s3-k10-sa-021 pep-junior-v2-s3-k10-sa-022 pep-junior-v2-s3-k10-sa-023 pep-junior-v2-s3-k10-sa-024 pep-junior-v2-s3-k10-sa-025 pep-junior-v2-s3-k10-sa-026 pep-junior-v2-s3-k10-sa-027 pep-junior-v2-s3-k10-sa-028 pep-junior-v2-s3-k10-sa-029 pep-junior-v2-s3-k10-sa-030 pep-junior-v2-s3-k10-sa-031 pep-junior-v2-s3-k10-sa-032 pep-junior-v2-s3-k10-sa-033 pep-junior-v2-s3-k10-sa-034 pep-junior-v2-s3-k10-sa-035 pep-junior-v2-s3-k10-sa-036 pep-junior-v2-s3-k10-sa-037 pep-junior-v2-s3-k10-sa-038 pep-junior-v2-s3-k10-sa-039 pep-junior-v2-s3-k10-sa-040 pep-junior-v2-s3-k10-sa-041 pep-junior-v2-s3-k10-sa-042 pep-junior-v2-s3-k10-sa-043 pep-junior-v2-s3-k10-sa-044 pep-junior-v2-s3-k10-sa-045 pep-junior-v2-s3-k10-sa-046 pep-junior-v2-s3-k10-sa-047 pep-junior-v2-s3-k10-sa-048 pep-junior-v2-s3-k10-sa-049 pep-junior-v2-s3-k10-sa-050 pep-junior-v2-s3-k10-sa-051 pep-junior-v2-s3-k10-sa-052 pep-junior-v2-s3-k10-sa-053 pep-junior-v2-s3-k10-sa-054 pep-junior-v2-s3-k10-sa-055 pep-junior-v2-s3-k10-sa-056 pep-junior-v2-s3-k10-sa-057 pep-junior-v2-s3-k10-sa-058 pep-junior-v2-s3-k10-sa-059 pep-junior-v2-s3-k10-sa-060 pep-junior-v2-s3-k10-sa-061 pep-junior-v2-s3-k10-sa-062 pep-junior-v2-s3-k10-sa-063 pep-junior-v2-s3-k10-sa-064 pep-junior-v2-s3-k10-sa-065 pep-junior-v2-s3-k10-sa-066 pep-junior-v2-s3-k10-sa-067
